region_set	control_set	module_id	track_id	mark	stage	n_regions	mean_signal	max_signal	signal_density	overlap_fraction	peak_count_mean
matched_random	matched_non_age_0005	M05	H3K4me3_8cell	H3K4me3	8cell	6	0.16666666666666666	1.0	0.16666666666666666	0.16666666666666666	0.16666666666666666
matched_random	matched_non_age_0005	M05	H3K4me3_blastocyst	H3K4me3	blastocyst	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M10	H3K27ac_8cell	H3K27ac	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M10	H3K27ac_blastocyst	H3K27ac	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M10	H3K27me3_8cell	H3K27me3	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M10	H3K27me3_blastocyst	H3K27me3	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M10	H3K27me3_morula	H3K27me3	morula	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M10	H3K4me3_8cell	H3K4me3	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M10	H3K4me3_blastocyst	H3K4me3	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M12	H3K27ac_8cell	H3K27ac	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M12	H3K27ac_blastocyst	H3K27ac	blastocyst	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M12	H3K27me3_8cell	H3K27me3	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M12	H3K27me3_blastocyst	H3K27me3	blastocyst	4	0.25	1.0	0.25	0.25	0.25
matched_random	matched_non_age_0005	M12	H3K27me3_morula	H3K27me3	morula	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M12	H3K4me3_8cell	H3K4me3	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0005	M12	H3K4me3_blastocyst	H3K4me3	blastocyst	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M01	H3K27ac_8cell	H3K27ac	8cell	21	0.047619047619047616	1.0	0.047619047619047616	0.047619047619047616	0.047619047619047616
matched_random	matched_non_age_0006	M01	H3K27ac_blastocyst	H3K27ac	blastocyst	21	0.14285714285714285	1.0	0.14285714285714285	0.14285714285714285	0.14285714285714285
matched_random	matched_non_age_0006	M01	H3K27me3_8cell	H3K27me3	8cell	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M01	H3K27me3_blastocyst	H3K27me3	blastocyst	21	0.14285714285714285	1.0	0.14285714285714285	0.14285714285714285	0.14285714285714285
matched_random	matched_non_age_0006	M01	H3K27me3_morula	H3K27me3	morula	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M01	H3K4me3_8cell	H3K4me3	8cell	21	0.03083640332924001	0.6475644699140402	0.03083640332924001	0.047619047619047616	0.047619047619047616
matched_random	matched_non_age_0006	M01	H3K4me3_blastocyst	H3K4me3	blastocyst	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M02	H3K27ac_8cell	H3K27ac	8cell	30	0.16812666368567303	1.0	0.16812666368567303	0.23333333333333334	0.23333333333333334
matched_random	matched_non_age_0006	M02	H3K27ac_blastocyst	H3K27ac	blastocyst	30	0.1772406847935549	1.0	0.1772406847935549	0.2	0.2
matched_random	matched_non_age_0006	M02	H3K27me3_8cell	H3K27me3	8cell	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M02	H3K27me3_blastocyst	H3K27me3	blastocyst	30	0.1	1.0	0.1	0.1	0.1
matched_random	matched_non_age_0006	M02	H3K27me3_morula	H3K27me3	morula	30	0.03333333333333333	1.0	0.03333333333333333	0.03333333333333333	0.03333333333333333
matched_random	matched_non_age_0006	M02	H3K4me3_8cell	H3K4me3	8cell	30	0.013974591651542651	0.4192377495462795	0.013974591651542651	0.03333333333333333	0.03333333333333333
matched_random	matched_non_age_0006	M02	H3K4me3_blastocyst	H3K4me3	blastocyst	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M05	H3K27ac_8cell	H3K27ac	8cell	6	0.16666666666666666	1.0	0.16666666666666666	0.16666666666666666	0.16666666666666666
matched_random	matched_non_age_0006	M05	H3K27ac_blastocyst	H3K27ac	blastocyst	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M05	H3K27me3_8cell	H3K27me3	8cell	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M05	H3K27me3_blastocyst	H3K27me3	blastocyst	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M05	H3K27me3_morula	H3K27me3	morula	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M05	H3K4me3_8cell	H3K4me3	8cell	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M05	H3K4me3_blastocyst	H3K4me3	blastocyst	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M10	H3K27ac_8cell	H3K27ac	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M10	H3K27ac_blastocyst	H3K27ac	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M10	H3K27me3_8cell	H3K27me3	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M10	H3K27me3_blastocyst	H3K27me3	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M10	H3K27me3_morula	H3K27me3	morula	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M10	H3K4me3_8cell	H3K4me3	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M10	H3K4me3_blastocyst	H3K4me3	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M12	H3K27ac_8cell	H3K27ac	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M12	H3K27ac_blastocyst	H3K27ac	blastocyst	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M12	H3K27me3_8cell	H3K27me3	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M12	H3K27me3_blastocyst	H3K27me3	blastocyst	4	0.25	1.0	0.25	0.25	0.25
matched_random	matched_non_age_0006	M12	H3K27me3_morula	H3K27me3	morula	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M12	H3K4me3_8cell	H3K4me3	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0006	M12	H3K4me3_blastocyst	H3K4me3	blastocyst	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M01	H3K27ac_8cell	H3K27ac	8cell	21	0.19047619047619047	1.0	0.19047619047619047	0.19047619047619047	0.19047619047619047
matched_random	matched_non_age_0007	M01	H3K27ac_blastocyst	H3K27ac	blastocyst	21	0.07331349206349207	1.0	0.07331349206349207	0.09523809523809523	0.09523809523809523
matched_random	matched_non_age_0007	M01	H3K27me3_8cell	H3K27me3	8cell	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M01	H3K27me3_blastocyst	H3K27me3	blastocyst	21	0.08534875673773118	1.0	0.08534875673773118	0.14285714285714285	0.14285714285714285
matched_random	matched_non_age_0007	M01	H3K27me3_morula	H3K27me3	morula	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M01	H3K4me3_8cell	H3K4me3	8cell	21	0.015141191611779847	0.3179650238473768	0.015141191611779847	0.047619047619047616	0.047619047619047616
matched_random	matched_non_age_0007	M01	H3K4me3_blastocyst	H3K4me3	blastocyst	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M02	H3K27ac_8cell	H3K27ac	8cell	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M02	H3K27ac_blastocyst	H3K27ac	blastocyst	30	0.03333333333333333	1.0	0.03333333333333333	0.03333333333333333	0.03333333333333333
matched_random	matched_non_age_0007	M02	H3K27me3_8cell	H3K27me3	8cell	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M02	H3K27me3_blastocyst	H3K27me3	blastocyst	30	0.06666666666666667	1.0	0.06666666666666667	0.06666666666666667	0.06666666666666667
matched_random	matched_non_age_0007	M02	H3K27me3_morula	H3K27me3	morula	30	0.03333333333333333	0.5098039215686274	0.03333333333333333	0.03333333333333333	0.06666666666666667
matched_random	matched_non_age_0007	M02	H3K4me3_8cell	H3K4me3	8cell	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M02	H3K4me3_blastocyst	H3K4me3	blastocyst	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M05	H3K27ac_8cell	H3K27ac	8cell	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M05	H3K27ac_blastocyst	H3K27ac	blastocyst	6	0.19268476621417796	1.0	0.19268476621417796	0.3333333333333333	0.3333333333333333
matched_random	matched_non_age_0007	M05	H3K27me3_8cell	H3K27me3	8cell	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M05	H3K27me3_blastocyst	H3K27me3	blastocyst	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M05	H3K27me3_morula	H3K27me3	morula	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M05	H3K4me3_8cell	H3K4me3	8cell	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M05	H3K4me3_blastocyst	H3K4me3	blastocyst	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M10	H3K27ac_8cell	H3K27ac	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M10	H3K27ac_blastocyst	H3K27ac	blastocyst	3	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
matched_random	matched_non_age_0007	M10	H3K27me3_8cell	H3K27me3	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M10	H3K27me3_blastocyst	H3K27me3	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M10	H3K27me3_morula	H3K27me3	morula	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M10	H3K4me3_8cell	H3K4me3	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M10	H3K4me3_blastocyst	H3K4me3	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M12	H3K27ac_8cell	H3K27ac	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M12	H3K27ac_blastocyst	H3K27ac	blastocyst	4	0.25	1.0	0.25	0.25	0.25
matched_random	matched_non_age_0007	M12	H3K27me3_8cell	H3K27me3	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M12	H3K27me3_blastocyst	H3K27me3	blastocyst	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M12	H3K27me3_morula	H3K27me3	morula	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M12	H3K4me3_8cell	H3K4me3	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0007	M12	H3K4me3_blastocyst	H3K4me3	blastocyst	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M01	H3K27ac_8cell	H3K27ac	8cell	21	0.09523809523809523	1.0	0.09523809523809523	0.09523809523809523	0.09523809523809523
matched_random	matched_non_age_0008	M01	H3K27ac_blastocyst	H3K27ac	blastocyst	21	0.12570404505888377	1.0	0.12570404505888377	0.19047619047619047	0.19047619047619047
matched_random	matched_non_age_0008	M01	H3K27me3_8cell	H3K27me3	8cell	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M01	H3K27me3_blastocyst	H3K27me3	blastocyst	21	0.032851514531313956	0.54375	0.032851514531313956	0.09523809523809523	0.09523809523809523
matched_random	matched_non_age_0008	M01	H3K27me3_morula	H3K27me3	morula	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M01	H3K4me3_8cell	H3K4me3	8cell	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M01	H3K4me3_blastocyst	H3K4me3	blastocyst	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M02	H3K27ac_8cell	H3K27ac	8cell	30	0.04503441494591937	1.0	0.04503441494591937	0.06666666666666667	0.06666666666666667
matched_random	matched_non_age_0008	M02	H3K27ac_blastocyst	H3K27ac	blastocyst	30	0.1	1.0	0.1	0.1	0.1
matched_random	matched_non_age_0008	M02	H3K27me3_8cell	H3K27me3	8cell	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M02	H3K27me3_blastocyst	H3K27me3	blastocyst	30	0.010057471264367816	0.3017241379310345	0.010057471264367816	0.03333333333333333	0.03333333333333333
matched_random	matched_non_age_0008	M02	H3K27me3_morula	H3K27me3	morula	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M02	H3K4me3_8cell	H3K4me3	8cell	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M02	H3K4me3_blastocyst	H3K4me3	blastocyst	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M05	H3K27ac_8cell	H3K27ac	8cell	6	0.2796803652968037	1.0	0.2796803652968037	0.3333333333333333	0.3333333333333333
matched_random	matched_non_age_0008	M05	H3K27ac_blastocyst	H3K27ac	blastocyst	6	0.228310502283105	1.0	0.228310502283105	0.3333333333333333	0.3333333333333333
matched_random	matched_non_age_0008	M05	H3K27me3_8cell	H3K27me3	8cell	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M05	H3K27me3_blastocyst	H3K27me3	blastocyst	6	0.16666666666666666	1.0	0.16666666666666666	0.16666666666666666	0.16666666666666666
matched_random	matched_non_age_0008	M05	H3K27me3_morula	H3K27me3	morula	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M05	H3K4me3_8cell	H3K4me3	8cell	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M05	H3K4me3_blastocyst	H3K4me3	blastocyst	6	0.16666666666666666	1.0	0.16666666666666666	0.16666666666666666	0.16666666666666666
matched_random	matched_non_age_0008	M10	H3K27ac_8cell	H3K27ac	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M10	H3K27ac_blastocyst	H3K27ac	blastocyst	3	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
matched_random	matched_non_age_0008	M10	H3K27me3_8cell	H3K27me3	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M10	H3K27me3_blastocyst	H3K27me3	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M10	H3K27me3_morula	H3K27me3	morula	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M10	H3K4me3_8cell	H3K4me3	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M10	H3K4me3_blastocyst	H3K4me3	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M12	H3K27ac_8cell	H3K27ac	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M12	H3K27ac_blastocyst	H3K27ac	blastocyst	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M12	H3K27me3_8cell	H3K27me3	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M12	H3K27me3_blastocyst	H3K27me3	blastocyst	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M12	H3K27me3_morula	H3K27me3	morula	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M12	H3K4me3_8cell	H3K4me3	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0008	M12	H3K4me3_blastocyst	H3K4me3	blastocyst	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M01	H3K27ac_8cell	H3K27ac	8cell	21	0.047619047619047616	1.0	0.047619047619047616	0.047619047619047616	0.047619047619047616
matched_random	matched_non_age_0009	M01	H3K27ac_blastocyst	H3K27ac	blastocyst	21	0.06476580770243727	1.0	0.06476580770243727	0.14285714285714285	0.14285714285714285
matched_random	matched_non_age_0009	M01	H3K27me3_8cell	H3K27me3	8cell	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M01	H3K27me3_blastocyst	H3K27me3	blastocyst	21	0.19047619047619047	1.0	0.19047619047619047	0.19047619047619047	0.19047619047619047
matched_random	matched_non_age_0009	M01	H3K27me3_morula	H3K27me3	morula	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M01	H3K4me3_8cell	H3K4me3	8cell	21	0.005260243632336656	0.11046511627906977	0.005260243632336656	0.047619047619047616	0.047619047619047616
matched_random	matched_non_age_0009	M01	H3K4me3_blastocyst	H3K4me3	blastocyst	21	0.03737541528239202	0.7848837209302325	0.03737541528239202	0.047619047619047616	0.047619047619047616
matched_random	matched_non_age_0009	M02	H3K27ac_8cell	H3K27ac	8cell	30	0.11454248366013073	1.0	0.11454248366013073	0.13333333333333333	0.13333333333333333
matched_random	matched_non_age_0009	M02	H3K27ac_blastocyst	H3K27ac	blastocyst	30	0.12086720867208672	1.0	0.12086720867208672	0.13333333333333333	0.13333333333333333
matched_random	matched_non_age_0009	M02	H3K27me3_8cell	H3K27me3	8cell	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M02	H3K27me3_blastocyst	H3K27me3	blastocyst	30	0.10882352941176471	1.0	0.10882352941176471	0.13333333333333333	0.13333333333333333
matched_random	matched_non_age_0009	M02	H3K27me3_morula	H3K27me3	morula	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M02	H3K4me3_8cell	H3K4me3	8cell	30	0.013398692810457517	0.4019607843137255	0.013398692810457517	0.03333333333333333	0.03333333333333333
matched_random	matched_non_age_0009	M02	H3K4me3_blastocyst	H3K4me3	blastocyst	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M05	H3K27ac_8cell	H3K27ac	8cell	6	0.16666666666666666	1.0	0.16666666666666666	0.16666666666666666	0.16666666666666666
matched_random	matched_non_age_0009	M05	H3K27ac_blastocyst	H3K27ac	blastocyst	6	0.138763197586727	0.832579185520362	0.138763197586727	0.16666666666666666	0.16666666666666666
matched_random	matched_non_age_0009	M05	H3K27me3_8cell	H3K27me3	8cell	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M05	H3K27me3_blastocyst	H3K27me3	blastocyst	6	0.16666666666666666	1.0	0.16666666666666666	0.16666666666666666	0.16666666666666666
matched_random	matched_non_age_0009	M05	H3K27me3_morula	H3K27me3	morula	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M05	H3K4me3_8cell	H3K4me3	8cell	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M05	H3K4me3_blastocyst	H3K4me3	blastocyst	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M10	H3K27ac_8cell	H3K27ac	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M10	H3K27ac_blastocyst	H3K27ac	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M10	H3K27me3_8cell	H3K27me3	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M10	H3K27me3_blastocyst	H3K27me3	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M10	H3K27me3_morula	H3K27me3	morula	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M10	H3K4me3_8cell	H3K4me3	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M10	H3K4me3_blastocyst	H3K4me3	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M12	H3K27ac_8cell	H3K27ac	8cell	4	0.25	1.0	0.25	0.25	0.25
matched_random	matched_non_age_0009	M12	H3K27ac_blastocyst	H3K27ac	blastocyst	4	0.25	1.0	0.25	0.25	0.25
matched_random	matched_non_age_0009	M12	H3K27me3_8cell	H3K27me3	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M12	H3K27me3_blastocyst	H3K27me3	blastocyst	4	0.25	1.0	0.25	0.25	0.25
matched_random	matched_non_age_0009	M12	H3K27me3_morula	H3K27me3	morula	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M12	H3K4me3_8cell	H3K4me3	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0009	M12	H3K4me3_blastocyst	H3K4me3	blastocyst	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M01	H3K27ac_8cell	H3K27ac	8cell	21	0.14011946977372508	1.0	0.14011946977372508	0.19047619047619047	0.19047619047619047
matched_random	matched_non_age_0010	M01	H3K27ac_blastocyst	H3K27ac	blastocyst	21	0.23809523809523808	1.0	0.23809523809523808	0.23809523809523808	0.23809523809523808
matched_random	matched_non_age_0010	M01	H3K27me3_8cell	H3K27me3	8cell	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M01	H3K27me3_blastocyst	H3K27me3	blastocyst	21	0.047619047619047616	1.0	0.047619047619047616	0.047619047619047616	0.047619047619047616
matched_random	matched_non_age_0010	M01	H3K27me3_morula	H3K27me3	morula	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M01	H3K4me3_8cell	H3K4me3	8cell	21	0.047619047619047616	1.0	0.047619047619047616	0.047619047619047616	0.047619047619047616
matched_random	matched_non_age_0010	M01	H3K4me3_blastocyst	H3K4me3	blastocyst	21	0.047619047619047616	1.0	0.047619047619047616	0.047619047619047616	0.047619047619047616
matched_random	matched_non_age_0010	M02	H3K27ac_8cell	H3K27ac	8cell	30	0.030577777777777777	0.9173333333333333	0.030577777777777777	0.03333333333333333	0.03333333333333333
matched_random	matched_non_age_0010	M02	H3K27ac_blastocyst	H3K27ac	blastocyst	30	0.08117343166344981	1.0	0.08117343166344981	0.1	0.1
matched_random	matched_non_age_0010	M02	H3K27me3_8cell	H3K27me3	8cell	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M02	H3K27me3_blastocyst	H3K27me3	blastocyst	30	0.16087705811045128	1.0	0.16087705811045128	0.2	0.2
matched_random	matched_non_age_0010	M02	H3K27me3_morula	H3K27me3	morula	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M02	H3K4me3_8cell	H3K4me3	8cell	30	0.03393989137837696	0.5317919075144508	0.03393989137837696	0.06666666666666667	0.06666666666666667
matched_random	matched_non_age_0010	M02	H3K4me3_blastocyst	H3K4me3	blastocyst	30	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M05	H3K27ac_8cell	H3K27ac	8cell	6	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
matched_random	matched_non_age_0010	M05	H3K27ac_blastocyst	H3K27ac	blastocyst	6	0.5	1.0	0.5	0.5	0.5
matched_random	matched_non_age_0010	M05	H3K27me3_8cell	H3K27me3	8cell	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M05	H3K27me3_blastocyst	H3K27me3	blastocyst	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M05	H3K27me3_morula	H3K27me3	morula	6	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M05	H3K4me3_8cell	H3K4me3	8cell	6	0.17722473604826547	1.0	0.17722473604826547	0.3333333333333333	0.3333333333333333
matched_random	matched_non_age_0010	M05	H3K4me3_blastocyst	H3K4me3	blastocyst	6	0.16666666666666666	1.0	0.16666666666666666	0.16666666666666666	0.16666666666666666
matched_random	matched_non_age_0010	M10	H3K27ac_8cell	H3K27ac	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M10	H3K27ac_blastocyst	H3K27ac	blastocyst	3	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
matched_random	matched_non_age_0010	M10	H3K27me3_8cell	H3K27me3	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M10	H3K27me3_blastocyst	H3K27me3	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M10	H3K27me3_morula	H3K27me3	morula	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M10	H3K4me3_8cell	H3K4me3	8cell	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M10	H3K4me3_blastocyst	H3K4me3	blastocyst	3	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M12	H3K27ac_8cell	H3K27ac	8cell	4	0.25	1.0	0.25	0.25	0.25
matched_random	matched_non_age_0010	M12	H3K27ac_blastocyst	H3K27ac	blastocyst	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M12	H3K27me3_8cell	H3K27me3	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M12	H3K27me3_blastocyst	H3K27me3	blastocyst	4	0.5	1.0	0.5	0.5	0.5
matched_random	matched_non_age_0010	M12	H3K27me3_morula	H3K27me3	morula	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M12	H3K4me3_8cell	H3K4me3	8cell	4	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0010	M12	H3K4me3_blastocyst	H3K4me3	blastocyst	4	0.18726591760299627	0.7490636704119851	0.18726591760299627	0.25	0.25
matched_random	matched_non_age_0011	M01	H3K27ac_8cell	H3K27ac	8cell	21	0.10949612403100775	1.0	0.10949612403100775	0.14285714285714285	0.14285714285714285
matched_random	matched_non_age_0011	M01	H3K27ac_blastocyst	H3K27ac	blastocyst	21	0.09523809523809523	1.0	0.09523809523809523	0.09523809523809523	0.09523809523809523
matched_random	matched_non_age_0011	M01	H3K27me3_8cell	H3K27me3	8cell	21	0.011447811447811448	0.2404040404040404	0.011447811447811448	0.047619047619047616	0.047619047619047616
matched_random	matched_non_age_0011	M01	H3K27me3_blastocyst	H3K27me3	blastocyst	21	0.2970617664692872	1.0	0.2970617664692872	0.3333333333333333	0.3333333333333333
matched_random	matched_non_age_0011	M01	H3K27me3_morula	H3K27me3	morula	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0011	M01	H3K4me3_8cell	H3K4me3	8cell	21	0.0007598784194528874	0.015957446808510637	0.0007598784194528874	0.047619047619047616	0.047619047619047616
matched_random	matched_non_age_0011	M01	H3K4me3_blastocyst	H3K4me3	blastocyst	21	0.0	0.0	0.0	0.0	0.0
matched_random	matched_non_age_0011	M02	H3K27ac_8cell	H3K27ac	8cell	30	0.0782010582010582	1.0	0.0782010582010582	0.1	0.1
