scan_type	control_name	alpha	control_PC1	control_PC2	control_PC3	control_norm	control_cosine_to_measured_correction	PC3_negative_pull_recovery	latent_mean_rmse	latent_mmd_rbf	latent_sliced_wasserstein	latent_covariance_frobenius	dmr_mean_rmse	dmr_correlation	dmr_distributional_rmse	basin_radius_q90	basin_radius_q95	pred_basin_occupancy_q90	pred_basin_occupancy_q95	observed_basin_occupancy_q90	observed_basin_occupancy_q95	pred_mean_distance_to_morula_centroid	observed_mean_distance_to_morula_centroid	latent_variance_trace	covariance_eigen_min	covariance_eigen_max	covariance_anisotropy	mean_radial_distance_before	mean_radial_distance_after	radial_distance_reduction	fraction_particles_moved_closer	modules	n_modules
module_specific	M12	0.85	-0.013339028188677169	0.03683519513172869	-0.17545508658867182	0.17977555084952232	0.9269903681153807	0.09150155984793813	1.1022916926011326	0.8707507491354654	0.9786355549561572	0.8487798699346262	0.24425264624206772	0.6286311327868396	0.24477787831140888	1.5666635350021403	1.9104332695957345	0.08888888888888889	0.4444444444444444	0.875	0.875	2.00532616089597	1.0224014859114376	0.5285826573934536	0.03374192641412865	0.32350109146095485	9.587511023552844	2.163377528533326	2.00532616089597	0.15805136763735605	1.0	M12	1
module_specific	M12	0.9	-0.014123676905658179	0.039001971315948035	-0.1857759740350643	0.1903505832524354	0.9269903681153807	0.09688400454487568	1.0967191918345205	0.8668105936206343	1.0032609958597978	0.8487798699346262	0.24419794911816195	0.6288348380410014	0.24472320598742842	1.5666635350021403	1.9104332695957345	0.08888888888888889	0.4666666666666667	0.875	0.875	1.996141124509511	1.0224014859114376	0.5285826573934537	0.03374192641412864	0.3235010914609545	9.587511023552839	2.163377528533326	1.996141124509511	0.167236404023815	1.0	M12	1
module_specific	M12	0.95	-0.014908325622639189	0.041168747500167364	-0.19609686148145672	0.20092561565534842	0.9269903681153807	0.1022664492418132	1.091152395454338	0.8628491869138479	0.9814892281336972	0.8487798699346262	0.2441434881975395	0.6290375738255315	0.2446687657170198	1.5666635350021403	1.9104332695957345	0.08888888888888889	0.4666666666666667	0.875	0.875	1.9869695978213646	1.0224014859114376	0.5285826573934536	0.03374192641412863	0.32350109146095457	9.587511023552842	2.163377528533326	1.9869695978213646	0.17640793071196148	1.0	M12	1
module_specific	M12	1.0	-0.0156929743396202	0.0433355236843867	-0.2064177489278492	0.21150064805826155	0.9269903681153807	0.10764889393875075	1.0855913912150366	0.8591449268953424	0.9251539412058964	0.8487798699346262	0.24408926972204562	0.6292393050196895	0.24461455758540637	1.5666635350021403	1.9104332695957345	0.1111111111111111	0.4666666666666667	0.875	0.875	1.9778117608397072	1.0224014859114376	0.5285826573934536	0.03374192641412863	0.32350109146095457	9.587511023552842	2.163377528533326	1.9778117608397072	0.18556576769361888	1.0	M12	1
module_specific	M12	1.05	-0.01647762305660121	0.04550229986860604	-0.21673863637424168	0.22207568046117462	0.9269903681153807	0.1130313386356883	1.0800362685861702	0.8555174055721197	0.9165513642055376	0.8487798699346263	0.2440352948588773	0.6294400255955993	0.24456058138500128	1.5666635350021403	1.9104332695957345	0.1111111111111111	0.4666666666666667	0.875	0.875	1.9686677965124204	1.0224014859114376	0.5285826573934534	0.033741926414128626	0.32350109146095457	9.587511023552844	2.163377528533326	1.9686677965124204	0.1947097320209057	1.0	M12	1
module_specific	M12	1.1	-0.01726227177358222	0.047669076052825374	-0.22705952382063413	0.2326507128640877	0.9269903681153807	0.11841378333262584	1.074487118791919	0.8515220594284718	0.9866777205404884	0.8487798699346262	0.24398158716168789	0.6296396333399209	0.24450683702264203	1.5666635350021403	1.9104332695957345	0.13333333333333333	0.4888888888888889	0.875	0.875	1.9595378907826249	1.0224014859114376	0.5285826573934536	0.03374192641412861	0.3235010914609547	9.587511023552851	2.163377528533326	1.9595378907826249	0.20383963775070124	1.0	M12	1
module_specific	M12	1.15	-0.018046920490563226	0.0498358522370447	-0.23738041126702655	0.24322574526700075	0.9269903681153807	0.12379622802956335	1.0689440348516204	0.8475283276033833	0.9266170528607955	0.8487798699346262	0.2439281093184467	0.629838306293724	0.24445332448863402	1.5666635350021403	1.9104332695957345	0.13333333333333333	0.4888888888888889	0.875	0.875	1.9504222326453513	1.0224014859114376	0.5285826573934536	0.03374192641412865	0.3235010914609548	9.587511023552842	2.163377528533326	1.9504222326453513	0.2129552958879748	1.0	M12	1
module_specific	M12	1.2	-0.018831569207544238	0.05200262842126404	-0.24770129871341903	0.2538007776699138	0.9269903681153807	0.1291786727265009	1.0634071116213426	0.8434924417027662	1.0106166081576518	0.8487798699346262	0.24387486148036353	0.6300360439806874	0.24440004393525688	1.5666635350021403	1.9104332695957345	0.13333333333333333	0.4888888888888889	0.875	0.875	1.9413210142053818	1.0224014859114376	0.5285826573934536	0.03374192641412866	0.3235010914609547	9.587511023552837	2.163377528533326	1.9413210142053818	0.22205651432794427	1.0	M12	1
module_specific	M12	1.25	-0.019616217924525246	0.054169404605483376	-0.2580221861598115	0.2643758100728269	0.9269903681153807	0.13456111742343843	1.057876445836523	0.8394371018153272	0.8866495377603266	0.8487798699346262	0.24382184379812974	0.6302328459368156	0.24434699551426284	1.5666635350021403	1.9104332695957345	0.15555555555555556	0.4888888888888889	0.875	0.875	1.9322344307362973	1.0224014859114376	0.5285826573934536	0.033741926414128584	0.3235010914609544	9.587511023552851	2.163377528533326	1.9322344307362973	0.2311430977970288	1.0	M12	1
module_specific	M12	1.3	-0.020400866641506258	0.05633618078970271	-0.26834307360620396	0.27495084247574003	0.9269903681153807	0.13994356212037598	1.0523521361556987	0.8353626733903037	0.9595132125557891	0.8487798699346262	0.24376905642191612	0.6304287117104429	0.24429417937687425	1.5666635350021403	1.9104332695957345	0.17777777777777778	0.4888888888888889	0.875	0.875	1.9231626807407307	1.0224014859114376	0.5285826573934534	0.03374192641412864	0.3235010914609545	9.587511023552839	2.163377528533326	1.9231626807407307	0.2402148477925954	1.0	M12	1
