from_stage	to_stage	from_sample_id	to_sample_id	from_tau	to_tau	delta_tau	sample_coupling_weight	n_particle_couplings
MII oocyte	zygote/PN	GSM2481556	GSM2481571	0.0	0.16666666666666666	0.16666666666666666	0.00011239209281577701	9
MII oocyte	zygote/PN	GSM2481556	GSM2481572	0.0	0.16666666666666666	0.16666666666666666	0.0017233441236767831	9
MII oocyte	zygote/PN	GSM2481556	GSM2481573	0.0	0.16666666666666666	0.16666666666666666	0.0010996388187862094	9
MII oocyte	zygote/PN	GSM2481556	GSM2481574	0.0	0.16666666666666666	0.16666666666666666	0.0012010499685860166	9
MII oocyte	zygote/PN	GSM2481556	GSM2481575	0.0	0.16666666666666666	0.16666666666666666	0.0014335548014961495	9
MII oocyte	zygote/PN	GSM2481556	GSM2481576	0.0	0.16666666666666666	0.16666666666666666	0.00012793155313359637	9
MII oocyte	zygote/PN	GSM2481556	GSM2481577	0.0	0.16666666666666666	0.16666666666666666	2.185700665432047e-05	9
MII oocyte	zygote/PN	GSM2481556	GSM2481578	0.0	0.16666666666666666	0.16666666666666666	0.0007813288888382854	9
MII oocyte	zygote/PN	GSM2481556	GSM2986327	0.0	0.16666666666666666	0.16666666666666666	0.0015579886842498095	9
MII oocyte	zygote/PN	GSM2481556	GSM2986328	0.0	0.16666666666666666	0.16666666666666666	6.697357431717851e-06	9
MII oocyte	zygote/PN	GSM2481556	GSM2986329	0.0	0.16666666666666666	0.16666666666666666	0.0012526258652110777	9
MII oocyte	zygote/PN	GSM2481556	GSM2986330	0.0	0.16666666666666666	0.16666666666666666	0.0011285083722291276	9
MII oocyte	zygote/PN	GSM2481556	GSM2986331	0.0	0.16666666666666666	0.16666666666666666	0.0009719323244197699	9
MII oocyte	zygote/PN	GSM2481556	GSM2986332	0.0	0.16666666666666666	0.16666666666666666	1.1715037020390216e-05	9
MII oocyte	zygote/PN	GSM2481556	GSM2986333	0.0	0.16666666666666666	0.16666666666666666	0.0015658839007267858	9
MII oocyte	zygote/PN	GSM2481556	GSM2986334	0.0	0.16666666666666666	0.16666666666666666	1.9919400925052644e-07	9
MII oocyte	zygote/PN	GSM2481556	GSM2986335	0.0	0.16666666666666666	0.16666666666666666	0.0016458875019919315	9
MII oocyte	zygote/PN	GSM2481556	GSM2986336	0.0	0.16666666666666666	0.16666666666666666	8.913218757650298e-05	9
MII oocyte	zygote/PN	GSM2481557	GSM2481554	0.0	0.16666666666666666	0.16666666666666666	0.0013811304913441784	9
MII oocyte	zygote/PN	GSM2481557	GSM2481555	0.0	0.16666666666666666	0.16666666666666666	0.0011925138234729223	9
MII oocyte	zygote/PN	GSM2481557	GSM2481558	0.0	0.16666666666666666	0.16666666666666666	0.0004900080341742111	9
