feature_set	alpha	sign_status	PC1_control	PC2_control	PC3_control	direction_cosine_to_measured_correction	PC3_negative_pull_recovered	latent_mean_rmse	latent_mmd_rbf	latent_sliced_wasserstein	latent_covariance_frobenius	dmr_mean_rmse	dmr_correlation	dmr_distributional_rmse	basin_radius_q90	basin_radius_q95	pred_basin_occupancy_q90	pred_basin_occupancy_q95	observed_basin_occupancy_q90	observed_basin_occupancy_q95	pred_mean_distance_to_morula_centroid	observed_mean_distance_to_morula_centroid
hESC_proxy_access_H3K27ac_naive	0.9	sign_flip_control	-0.11056266473861497	-0.15961247382215507	0.02602187963180835	0.10581227046088922	-0.013570667130715634	1.1911732075717558	0.928082771792101	0.9070193711929948	0.8487798699346262	0.2452226593036943	0.6259394632123849	0.24574649896684894	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.35555555555555557	0.875	0.875	2.152271739972189	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	0.95	correct_orientation	0.11670503500187134	0.16847983347894147	-0.027467539611353255	-0.10581227046088917	0.014324593082422057	1.2162599124071687	0.947132502057767	1.1385746626324995	0.8487798699346262	0.24528501394533492	0.6239445104118454	0.2458095178883594	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.24444444444444444	0.875	0.875	2.1937332770722975	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	0.95	sign_flip_control	-0.11670503500187134	-0.16847983347894147	0.027467539611353255	0.10581227046088917	-0.014324593082422057	1.19111782594303	0.927931332659826	1.0558343791798133	0.8487798699346262	0.24522481309902966	0.6259875212958393	0.24574861798558037	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.35555555555555557	0.875	0.875	2.1521646634450837	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.0	correct_orientation	0.12284740526512773	0.17734719313572786	-0.028913199590898164	-0.1058122704608892	0.015078519034128482	1.2175470464845102	0.9479852569230924	1.081079728995921	0.8487798699346262	0.2452905376683945	0.6238848887080729	0.24581504344197644	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.24444444444444444	0.875	0.875	2.195850090910371	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.0	sign_flip_control	-0.12284740526512773	-0.17734719313572786	0.028913199590898164	0.1058122704608892	-0.015078519034128482	1.1910955905929865	0.9277998925553088	1.0272881331421684	0.8487798699346262	0.24522716927484084	0.6260352576164685	0.24575093805788584	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.3333333333333333	0.875	0.875	2.1521113790457984	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.05	correct_orientation	0.12898977552838412	0.18621455279251425	-0.030358859570443073	-0.10581227046088919	0.015832444985834904	1.2188652148970178	0.9488533915760438	1.0411942378265882	0.8487798699346262	0.24529626284538159	0.6238249753004838	0.245820770087524	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.24444444444444444	0.875	0.875	2.1980179864567964	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.05	sign_flip_control	-0.12898977552838412	-0.18621455279251425	0.030358859570443073	0.10581227046088919	-0.015832444985834904	1.1911065033779304	0.927688477605376	1.0180878039074719	0.8487798699346262	0.245229726878349	0.6260826820123219	0.24575345916752692	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.3333333333333333	0.875	0.875	2.1521118853844174	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.1	correct_orientation	0.1351321457916405	0.19508191244930065	-0.03180451954998798	-0.1058122704608892	0.01658637093754133	1.220214317067741	0.949737263920867	0.9897645140292239	0.8487798699346262	0.2453021894621907	0.623764770614112	0.24582669781094857	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.2222222222222222	0.875	0.875	2.200236827673562	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.1	sign_flip_control	-0.1351321457916405	-0.19508191244930065	0.03180451954998798	0.1058122704608892	-0.01658637093754133	1.1911505633867978	0.9275971097071847	1.0148284368878682	0.8487798699346262	0.24523248625572902	0.626129789414366	0.24575618130404525	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.3333333333333333	0.875	0.875	2.1521661774744145	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.15	correct_orientation	0.14127451605489688	0.20394927210608702	-0.03325017952953289	-0.10581227046088924	0.017340296889247753	1.2215942505089712	0.9506396192567328	1.096475857263515	0.8487798699346262	0.24530831750422175	0.6237042750748326	0.24583282659770433	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.2222222222222222	0.875	0.875	2.2025064755721657	1.0224014859114376
