model	validation_status	PC1_control	PC2_control	PC3_control	control_norm	direction_cosine_to_measured_correction	PC1_recovery	PC2_recovery	PC3_recovery	PC3_negative_pull_recovered	PC1_negative_pull_recovered	latent_mean_rmse	latent_mmd_rbf	latent_sliced_wasserstein	latent_covariance_frobenius	dmr_mean_rmse	dmr_correlation	dmr_distributional_rmse	basin_radius_q90	basin_radius_q95	pred_basin_occupancy_q90	pred_basin_occupancy_q95	observed_basin_occupancy_q90	observed_basin_occupancy_q95	pred_mean_distance_to_morula_centroid	observed_mean_distance_to_morula_centroid	feature_set	random_type	control_set	closure_modules	access_modules	sign_closure	sign_access
matched_random_DMR_matched_non_age_0009	matched_random_DMR_modules	-0.08719292037526567	0.24077977725952357	-1.146893250240485	1.1751347301258255	0.926990368115381	0.11017435697330179	-7.113465495718804	0.5981161527798738	0.5981161527798738	0.11017435697330179	0.6232145758423743	0.49089373125646873	0.5717620170539462	0.8487798699346262	0.24010983907507516	0.6436793119452523	0.24062105514807766	1.5666635350021403	1.9104332695957345	0.8222222222222222	0.9555555555555556	0.875	0.875	1.237669437457511	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	matched_DMR	matched_non_age_0009				
matched_random_DMR_matched_non_age_0010	matched_random_DMR_modules	-0.5941413389637059	0.06990416880863842	-1.6893726073081727	1.7921691688581258	0.997053606102127	0.7507391619624185	-2.0652103697694733	0.8810244931540017	0.8810244931540017	0.7507391619624185	0.1841423854788004	0.1696022571990522	0.26773770454688534	0.8487798699346262	0.2385629539918018	0.6509457066095968	0.2390519703074271	1.5666635350021403	1.9104332695957345	1.0	1.0	0.875	0.875	0.720245393457682	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	matched_DMR	matched_non_age_0010				
matched_random_DMR_matched_non_age_0011	matched_random_DMR_modules	-1.4853146628786353	-0.303381852015053	-1.3317900470635216	2.0178862518367615	0.8932282396235535	1.8767990242943111	8.962946809317181	0.6945416577289419	0.6945416577289419	1.8767990242943111	0.5468762871113756	0.3642669352279425	0.5024589124586896	0.8487798699346262	0.2410888579425467	0.6478482560575857	0.24154625839619687	1.5666635350021403	1.9104332695957345	0.9555555555555556	1.0	0.875	0.875	1.1628023456886187	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	matched_DMR	matched_non_age_0011				
matched_random_DMR_matched_non_age_0012	matched_random_DMR_modules	-1.0622771155058555	-1.5985393387764526	-2.919225203285495	3.493656605226183	0.8957277263839604	1.3422614774755428	47.22636825799159	1.5224047637572633	1.5224047637572633	1.3422614774755428	1.0839837430636081	0.7161634535408771	0.8749421712063647	0.8487798699346262	0.2404616380480497	0.6500296309399585	0.24089711987390489	1.5666635350021403	1.9104332695957345	0.06666666666666667	0.4444444444444444	0.875	0.875	1.9812187200706544	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	matched_DMR	matched_non_age_0012				
matched_random_DMR_matched_non_age_0013	matched_random_DMR_modules	-0.014469477958821565	-0.012597742690568597	-0.14821288456172793	0.14944941640370057	0.954902022308546	0.01828319802790723	0.3721807909835958	0.07729448254044577	0.07729448254044577	0.01828319802790723	1.1157203058595782	0.8791237402071264	1.054148593718327	0.8487798699346262	0.24440137839968515	0.6282302351553413	0.24492631478928995	1.5666635350021403	1.9104332695957345	0.06666666666666667	0.4444444444444444	0.875	0.875	2.026974831117888	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	matched_DMR	matched_non_age_0013				
matched_random_DMR_matched_non_age_0014	matched_random_DMR_modules	-1.2717181790246403	-0.2597538595936092	-1.1402712541814786	1.7277030206456565	0.8932282396235535	1.606904918682409	7.674025363049221	0.5946627164590079	0.5946627164590079	1.606904918682409	0.5433935191031489	0.3730699774479652	0.46050670687981154	0.8487798699346262	0.2410364452614776	0.6470711128650489	0.24151203320043074	1.5666635350021403	1.9104332695957345	0.9555555555555556	1.0	0.875	0.875	1.1613272613889716	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	matched_DMR	matched_non_age_0014				
matched_random_DMR_matched_non_age_0015	matched_random_DMR_modules	-0.8128360630515746	-0.7918314410265994	-1.5936283018120998	1.9563615874198617	0.9179695210053599	1.0270752509032997	23.39343319558298	0.8310928925958118	0.8310928925958118	1.0270752509032997	0.4760588968140277	0.18290757932844204	0.40091508253281477	0.8487798699346262	0.2399066655073543	0.6501743281695015	0.24038272426874574	1.5666635350021403	1.9104332695957345	0.9111111111111111	1.0	0.875	0.875	1.0179146876267815	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	matched_DMR	matched_non_age_0015				
matched_random_DMR_matched_non_age_0016	matched_random_DMR_modules	-0.0896848697968737	0.24766119634830303	-1.1796711404554534	1.2087197539837864	0.9269903681153808	0.11332310946322915	-7.31676636179134	0.6152101461288687	0.6152101461288687	0.11332310946322915	0.6099368187195514	0.480025575219295	0.5845755699396482	0.8487798699346262	0.2400027600310148	0.6440541533223261	0.24051318090018622	1.5666635350021403	1.9104332695957345	0.8222222222222222	0.9555555555555556	0.875	0.875	1.2173575308624918	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	matched_DMR	matched_non_age_0016				
matched_random_DMR_matched_non_age_0017	matched_random_DMR_modules	0.04699884241200956	0.4532615467362079	-1.1362440687322586	1.2242162818174762	0.8371402881188548	-0.05938632653829058	-13.390910191634966	0.5925624994885851	0.5925624994885851	-0.05938632653829058	0.7189293558530566	0.5865721887999815	0.6763741013767812	0.8487798699346262	0.24028001744514904	0.6423312516708515	0.2407967035207379	1.5666635350021403	1.9104332695957345	0.7111111111111111	0.8666666666666667	0.875	0.875	1.3805806512025818	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	matched_DMR	matched_non_age_0017				
matched_random_DMR_matched_non_age_0018	matched_random_DMR_modules	-0.9770121057107856	-0.19955888774248515	-0.8760264951026854	1.327327700496127	0.8932282396235535	1.234523170442545	5.895658175603876	0.45685646582555794	0.45685646582555794	1.234523170442545	0.6182219034197679	0.4544477260064419	0.570699594442453	0.8487798699346262	0.24128829531717957	0.6446572609679725	0.2417865740804248	1.5666635350021403	1.9104332695957345	0.9555555555555556	0.9555555555555556	0.875	0.875	1.264947958100707	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	matched_DMR	matched_non_age_0018				
matched_random_DMR_matched_non_age_0019	matched_random_DMR_modules	-1.7959160828015972	-0.4408444195456701	-1.6705614397165445	2.492074216908037	0.8973505571371881	2.269265655389216	13.024065405784711	0.8712142835404714	0.8712142835404714	2.269265655389216	0.6417851303494195	0.4181098458211948	0.5618879983779945	0.8487798699346262	0.24145648707345468	0.6479261443407891	0.24188986755112177	1.5666635350021403	1.9104332695957345	0.8444444444444444	0.9555555555555556	0.875	0.875	1.2867500599682982	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	matched_DMR	matched_non_age_0019				
random_branch_partition_000	random_branch_partition	-1.0171944158381125	-0.6215741181594361	-1.5154106257457745	1.9280840823473233	0.9329287241974329	1.2852963313933037	18.363444359337723	0.7903016023180433	0.7903016023180433	1.2852963313933037	0.4313096517369662	0.19663769715500667	0.3939094763802625	0.8487798699346262	0.2400368881433104	0.6502113562967163	0.2405097345407568	1.5666635350021403	1.9104332695957345	0.9777777777777777	1.0	0.875	0.875	0.9806434446533616	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	branch_partition		M12,M02,M05	M01,M10		
random_sign_pattern_000	random_sign_pattern	1.0171944158381125	0.6215741181594361	1.5154106257457745	1.9280840823473233	-0.9329287241974329	-1.2852963313933037	-18.363444359337723	-0.7903016023180433	-0.7903016023180433	-1.2852963313933037	2.2719713898689626	1.2120311164379944	2.063937280379323	0.8487798699346262	0.260344009290486	0.5657240150344418	0.26083828139620074	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	3.981335472384237	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	sign_pattern				-1.0	1.0
random_branch_partition_001	random_branch_partition	-1.0171944158381125	-0.6215741181594361	-1.5154106257457745	1.9280840823473233	0.9329287241974329	1.2852963313933037	18.363444359337723	0.7903016023180433	0.7903016023180433	1.2852963313933037	0.4313096517369662	0.19663769715500667	0.39482505993618644	0.8487798699346262	0.2400368881433104	0.6502113562967163	0.2405097345407568	1.5666635350021403	1.9104332695957345	0.9777777777777777	1.0	0.875	0.875	0.9806434446533616	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	branch_partition		M05,M02,M01	M12,M10		
random_sign_pattern_001	random_sign_pattern	1.0171944158381125	0.6215741181594361	1.5154106257457745	1.9280840823473233	-0.9329287241974329	-1.2852963313933037	-18.363444359337723	-0.7903016023180433	-0.7903016023180433	-1.2852963313933037	2.2719713898689626	1.2120311164379944	2.2218091725140607	0.8487798699346262	0.260344009290486	0.5657240150344418	0.26083828139620074	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	3.981335472384237	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	sign_pattern				-1.0	1.0
random_branch_partition_002	random_branch_partition	-1.0171944158381125	-0.6215741181594361	-1.5154106257457745	1.9280840823473233	0.9329287241974329	1.2852963313933037	18.363444359337723	0.7903016023180433	0.7903016023180433	1.2852963313933037	0.4313096517369662	0.19663769715500667	0.39417721748781165	0.8487798699346262	0.2400368881433104	0.6502113562967163	0.2405097345407568	1.5666635350021403	1.9104332695957345	0.9777777777777777	1.0	0.875	0.875	0.9806434446533616	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	branch_partition		M05,M12,M01	M02,M10		
random_sign_pattern_002	random_sign_pattern	1.0171944158381125	0.6215741181594361	1.5154106257457745	1.9280840823473233	-0.9329287241974329	-1.2852963313933037	-18.363444359337723	-0.7903016023180433	-0.7903016023180433	-1.2852963313933037	2.2719713898689626	1.2120311164379944	1.9666566035333373	0.8487798699346262	0.260344009290486	0.5657240150344418	0.26083828139620074	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	3.981335472384237	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	sign_pattern				-1.0	-1.0
random_branch_partition_003	random_branch_partition	-1.0171944158381125	-0.6215741181594361	-1.5154106257457745	1.9280840823473233	0.9329287241974329	1.2852963313933037	18.363444359337723	0.7903016023180433	0.7903016023180433	1.2852963313933037	0.4313096517369662	0.19663769715500667	0.38547973104256106	0.8487798699346262	0.2400368881433104	0.6502113562967163	0.2405097345407568	1.5666635350021403	1.9104332695957345	0.9777777777777777	1.0	0.875	0.875	0.9806434446533616	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	branch_partition		M05,M01,M12	M02,M10		
random_sign_pattern_003	random_sign_pattern	1.0171944158381125	0.6215741181594361	1.5154106257457745	1.9280840823473233	-0.9329287241974329	-1.2852963313933037	-18.363444359337723	-0.7903016023180433	-0.7903016023180433	-1.2852963313933037	2.2719713898689626	1.2120311164379944	1.8585592062976604	0.8487798699346262	0.260344009290486	0.5657240150344418	0.26083828139620074	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	3.981335472384237	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	sign_pattern				-1.0	1.0
random_branch_partition_004	random_branch_partition	-1.0171944158381125	-0.6215741181594361	-1.5154106257457745	1.9280840823473233	0.9329287241974329	1.2852963313933037	18.363444359337723	0.7903016023180433	0.7903016023180433	1.2852963313933037	0.4313096517369662	0.19663769715500667	0.4129650070528448	0.8487798699346262	0.2400368881433104	0.6502113562967163	0.2405097345407568	1.5666635350021403	1.9104332695957345	0.9777777777777777	1.0	0.875	0.875	0.9806434446533616	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	branch_partition		M12,M05,M01	M02,M10		
random_sign_pattern_004	random_sign_pattern	1.0171944158381125	0.6215741181594361	1.5154106257457745	1.9280840823473233	-0.9329287241974329	-1.2852963313933037	-18.363444359337723	-0.7903016023180433	-0.7903016023180433	-1.2852963313933037	2.2719713898689626	1.2120311164379944	2.1482672217516816	0.8487798699346262	0.260344009290486	0.5657240150344418	0.26083828139620074	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	3.981335472384237	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	sign_pattern				-1.0	-1.0
random_branch_partition_005	random_branch_partition	-1.0171944158381125	-0.6215741181594361	-1.5154106257457745	1.9280840823473233	0.9329287241974329	1.2852963313933037	18.363444359337723	0.7903016023180433	0.7903016023180433	1.2852963313933037	0.4313096517369662	0.19663769715500667	0.39839660230678897	0.8487798699346262	0.2400368881433104	0.6502113562967163	0.2405097345407568	1.5666635350021403	1.9104332695957345	0.9777777777777777	1.0	0.875	0.875	0.9806434446533616	1.0224014859114376	embryo_exit_diagnostic_combined_closure_access_specificity_positive_gated	branch_partition		M12,M01,M10	M05,M02		
