null_type	iteration	model	rmse	correlation	delta_rmse_vs_baseline
random_tau_null	111	latent_PCA_ridge_q3	0.2697721772084044	0.5324946179429247	-0.027658850167658067
random_coupling_null	111	DMR_module_ridge_k16	0.2859203344795857	0.4794329027536579	-0.01151069289647677
random_coupling_null	111	latent_PCA_ridge_q3	0.26971953413589844	0.5253964582362477	-0.02771149324016403
random_module_null	111	DMR_module_ridge_k16	0.2875602056180008	0.49099642577479946	-0.009870821758061699
random_tau_null	112	DMR_module_ridge_k16	0.29961111017921854	0.47551933912059907	0.0021800828031560693
random_tau_null	112	latent_PCA_ridge_q3	0.270236606427782	0.5333539720634515	-0.02719442094828045
random_coupling_null	112	DMR_module_ridge_k16	0.28547243720382	0.48133178427748635	-0.01195859017224249
random_coupling_null	112	latent_PCA_ridge_q3	0.2696539765634416	0.5244969036380634	-0.027777050812620885
random_module_null	112	DMR_module_ridge_k16	0.293306707546464	0.470552903445158	-0.004124319829598488
random_tau_null	113	DMR_module_ridge_k16	0.2937884974354504	0.486669970118048	-0.0036425299406120937
random_tau_null	113	latent_PCA_ridge_q3	0.2712690910269812	0.5304996309892003	-0.02616193634908126
random_coupling_null	113	DMR_module_ridge_k16	0.2856918555002234	0.47789694378996833	-0.01173917187583906
random_coupling_null	113	latent_PCA_ridge_q3	0.26953836257031183	0.5282111313337112	-0.027892664805750644
random_module_null	113	DMR_module_ridge_k16	0.2890152823061327	0.48222459304424903	-0.008415745069929759
random_tau_null	114	DMR_module_ridge_k16	0.2931576214584835	0.4867223330847058	-0.004273405917578965
random_tau_null	114	latent_PCA_ridge_q3	0.26929163687582536	0.5337178177819951	-0.028139390500237116
random_coupling_null	114	DMR_module_ridge_k16	0.28575963885235345	0.4803108886249534	-0.011671388523709025
random_coupling_null	114	latent_PCA_ridge_q3	0.2697997577166571	0.5239691495048753	-0.027631269659405377
random_module_null	114	DMR_module_ridge_k16	0.29105970318123525	0.4759640108797033	-0.0063713241948272215
random_tau_null	115	DMR_module_ridge_k16	0.29423246541485243	0.48294100912107807	-0.0031985619612100447
random_tau_null	115	latent_PCA_ridge_q3	0.27423966231732727	0.5245140578145302	-0.023191365058735203
random_coupling_null	115	DMR_module_ridge_k16	0.28539288599997614	0.4788694512905885	-0.012038141376086331
random_coupling_null	115	latent_PCA_ridge_q3	0.26964484985804504	0.527781661176251	-0.02778617751801743
random_module_null	115	DMR_module_ridge_k16	0.29067761059640307	0.48385754204311365	-0.006753416779659405
random_tau_null	116	DMR_module_ridge_k16	0.2941882173249492	0.4846582418398327	-0.003242810051113265
random_tau_null	116	latent_PCA_ridge_q3	0.2688913336190295	0.5344712493972219	-0.02853969375703297
random_coupling_null	116	DMR_module_ridge_k16	0.28506773158380266	0.48308744912239454	-0.01236329579225981
random_coupling_null	116	latent_PCA_ridge_q3	0.27000131718502846	0.5237981422655625	-0.027429710191034018
random_module_null	116	DMR_module_ridge_k16	0.2919507711440587	0.4771896201859667	-0.005480256232003766
random_tau_null	117	DMR_module_ridge_k16	0.29903178689312493	0.47833561685539205	0.0016007595170624556
random_tau_null	117	latent_PCA_ridge_q3	0.2711382272577061	0.5302989248078803	-0.026292800118356385
random_coupling_null	117	DMR_module_ridge_k16	0.28531549492365943	0.48075853089190324	-0.012115532452403044
random_coupling_null	117	latent_PCA_ridge_q3	0.26989050101026196	0.5243870008677548	-0.02754052636580051
random_module_null	117	DMR_module_ridge_k16	0.2961047886131563	0.4590446635439923	-0.0013262387629061623
random_tau_null	118	DMR_module_ridge_k16	0.29474681384776247	0.4861193331682846	-0.0026842135283000057
random_tau_null	118	latent_PCA_ridge_q3	0.270324673681057	0.5319562217556308	-0.02710635369500547
random_coupling_null	118	DMR_module_ridge_k16	0.28557556103709475	0.4814114860185219	-0.011855466338967724
random_coupling_null	118	latent_PCA_ridge_q3	0.26987197850224376	0.5234046354926263	-0.027559048873818714
random_module_null	118	DMR_module_ridge_k16	0.2925182232468788	0.47905029999257404	-0.004912804129183657
random_tau_null	119	DMR_module_ridge_k16	0.2945277695005362	0.48748607148515427	-0.002903257875526255
random_tau_null	119	latent_PCA_ridge_q3	0.2723232468333663	0.5269628866271562	-0.02510778054269619
random_coupling_null	119	DMR_module_ridge_k16	0.2858133252159685	0.4776094310677603	-0.011617702160094001
random_coupling_null	119	latent_PCA_ridge_q3	0.2696333720086084	0.52763882770075	-0.0277976553674541
random_module_null	119	DMR_module_ridge_k16	0.28967529674446296	0.4832232040462362	-0.007755730631599511
random_tau_null	120	DMR_module_ridge_k16	0.29524203337332133	0.48597007110807994	-0.0021889940027411403
random_tau_null	120	latent_PCA_ridge_q3	0.26891786968352943	0.5343968658956024	-0.028513157692533042
random_coupling_null	120	DMR_module_ridge_k16	0.28576812436375015	0.47781554761887335	-0.01166290301231232
random_coupling_null	120	latent_PCA_ridge_q3	0.2697561222832798	0.5259533037538315	-0.027674905092782698
random_module_null	120	DMR_module_ridge_k16	0.2952408467822427	0.47042005687365895	-0.002190180593819757
random_tau_null	121	DMR_module_ridge_k16	0.29319077961908746	0.4863682780430619	-0.004240247756975013
random_tau_null	121	latent_PCA_ridge_q3	0.2696208523478398	0.537224017419092	-0.027810175028222694
random_coupling_null	121	DMR_module_ridge_k16	0.28590339202091	0.47863307828983004	-0.011527635355152499
random_coupling_null	121	latent_PCA_ridge_q3	0.2697388692858973	0.5258013830187752	-0.027692158090165175
random_module_null	121	DMR_module_ridge_k16	0.29096670647029177	0.4787116806143246	-0.006464320905770704
random_tau_null	122	DMR_module_ridge_k16	0.29821341380241256	0.47850896572804763	0.0007823864263500901
random_tau_null	122	latent_PCA_ridge_q3	0.2690559049034292	0.5364209750979985	-0.028375122472633296
random_coupling_null	122	DMR_module_ridge_k16	0.28629012555493216	0.4780456958777899	-0.011140901821130311
random_coupling_null	122	latent_PCA_ridge_q3	0.269589725544052	0.5252575744581776	-0.0278413018320105
random_module_null	122	DMR_module_ridge_k16	0.2913755675141944	0.4853082847355924	-0.006055459861868062
random_tau_null	123	DMR_module_ridge_k16	0.29432764869473366	0.4894392713794688	-0.0031033786813288167
random_tau_null	123	latent_PCA_ridge_q3	0.26944580173936555	0.5334899439405281	-0.02798522563669692
random_coupling_null	123	DMR_module_ridge_k16	0.2852219257133973	0.4794718806835877	-0.0122091016626652
random_coupling_null	123	latent_PCA_ridge_q3	0.26987839803044245	0.5268816122907659	-0.027552629345620028
random_module_null	123	DMR_module_ridge_k16	0.28979415063082586	0.4839972902193619	-0.007636876745236609
random_tau_null	124	DMR_module_ridge_k16	0.2958220259093722	0.48454259688398615	-0.0016090014666902963
random_tau_null	124	latent_PCA_ridge_q3	0.2712184185063486	0.5271946263277247	-0.026212608869713883
random_coupling_null	124	DMR_module_ridge_k16	0.28594641480112226	0.4774816514774929	-0.011484612574940212
random_coupling_null	124	latent_PCA_ridge_q3	0.26971588663197865	0.527043344784973	-0.02771514074408382
random_module_null	124	DMR_module_ridge_k16	0.2910373614243405	0.48493655170228556	-0.006393665951721972
random_tau_null	125	DMR_module_ridge_k16	0.294098802683508	0.4822173208263731	-0.003332224692554453
random_tau_null	125	latent_PCA_ridge_q3	0.27405335283952553	0.5231283157381261	-0.02337767453653694
random_coupling_null	125	DMR_module_ridge_k16	0.2854471216591879	0.48048469559972873	-0.011983905716874577
random_coupling_null	125	latent_PCA_ridge_q3	0.2696835151943261	0.5260753495212497	-0.027747512181736378
random_module_null	125	DMR_module_ridge_k16	0.2939935207002515	0.4724487615031175	-0.0034375066758109973
random_tau_null	126	DMR_module_ridge_k16	0.29155471126838683	0.4921811713613734	-0.005876316107675639
random_tau_null	126	latent_PCA_ridge_q3	0.271833608417837	0.5274791189148818	-0.025597418958225482
random_coupling_null	126	DMR_module_ridge_k16	0.2856725699576068	0.47943068587837784	-0.011758457418455659
random_coupling_null	126	latent_PCA_ridge_q3	0.2693362291665651	0.5281144541345796	-0.028094798209497396
random_module_null	126	DMR_module_ridge_k16	0.29551163526131985	0.47415169095905385	-0.001919392114742624
random_tau_null	127	DMR_module_ridge_k16	0.29920315159475913	0.4726635338281426	0.001772124218696658
random_tau_null	127	latent_PCA_ridge_q3	0.2707334666484827	0.532654134132507	-0.026697560727579783
random_coupling_null	127	DMR_module_ridge_k16	0.28531032818691304	0.48016092079456707	-0.012120699189149431
random_coupling_null	127	latent_PCA_ridge_q3	0.2696198625367356	0.526987640729792	-0.027811164839326885
random_module_null	127	DMR_module_ridge_k16	0.2905932270365164	0.4868513790997662	-0.006837800339546063
random_tau_null	128	DMR_module_ridge_k16	0.2975407316859355	0.47787698297117	0.00010970430987300439
random_tau_null	128	latent_PCA_ridge_q3	0.26925416071242125	0.5352427144072245	-0.02817686666364122
random_coupling_null	128	DMR_module_ridge_k16	0.28552717425288926	0.47843776493244283	-0.011903853123173214
random_coupling_null	128	latent_PCA_ridge_q3	0.2694133033547414	0.5273913072998517	-0.028017724021321078
random_module_null	128	DMR_module_ridge_k16	0.2889339488674808	0.48981579460856506	-0.008497078508581668
random_tau_null	129	DMR_module_ridge_k16	0.2903963883689245	0.4914214540643457	-0.007034639007137966
random_tau_null	129	latent_PCA_ridge_q3	0.27023237079508783	0.532146696589602	-0.027198656580974645
random_coupling_null	129	DMR_module_ridge_k16	0.2848850750185543	0.48164668603693295	-0.012545952357508161
random_coupling_null	129	latent_PCA_ridge_q3	0.26972026862386383	0.5265712723974255	-0.02771075875219864
random_module_null	129	DMR_module_ridge_k16	0.2961162380461598	0.46106813580554734	-0.0013147893299026991
random_tau_null	130	DMR_module_ridge_k16	0.29312476541158083	0.4873000012012325	-0.004306261964481639
random_tau_null	130	latent_PCA_ridge_q3	0.2739487539593046	0.5227870613637108	-0.02348227341675785
random_coupling_null	130	DMR_module_ridge_k16	0.28594130746708524	0.47686876221310504	-0.011489719908977236
random_coupling_null	130	latent_PCA_ridge_q3	0.26950656600758277	0.5277947554470719	-0.027924461368479703
random_module_null	130	DMR_module_ridge_k16	0.2945598908573376	0.4718141204662269	-0.0028711365187248927
random_tau_null	131	DMR_module_ridge_k16	0.29396111981860346	0.48563603760984225	-0.0034699075574590177
random_tau_null	131	latent_PCA_ridge_q3	0.26908621419048206	0.5368350446151477	-0.02834481318558041
random_coupling_null	131	DMR_module_ridge_k16	0.285552483155972	0.481142730976341	-0.011878544220090492
random_coupling_null	131	latent_PCA_ridge_q3	0.26974495673076176	0.5246514455552574	-0.02768607064530071
random_module_null	131	DMR_module_ridge_k16	0.2942305017061642	0.4612565127743361	-0.0032005256698982576
random_tau_null	132	DMR_module_ridge_k16	0.2983795898756248	0.47779469505322714	0.0009485624995623221
random_tau_null	132	latent_PCA_ridge_q3	0.2693582144141836	0.5338370347233605	-0.028072812961878857
random_coupling_null	132	DMR_module_ridge_k16	0.28500674296193074	0.48196420196259726	-0.012424284414131737
random_coupling_null	132	latent_PCA_ridge_q3	0.2697786949097363	0.5248837608469997	-0.027652332466326146
random_module_null	132	DMR_module_ridge_k16	0.2885613624145468	0.4950886468933061	-0.0088696649615157
random_tau_null	133	DMR_module_ridge_k16	0.2968734261000046	0.4815443661308904	-0.0005576012760578619
random_tau_null	133	latent_PCA_ridge_q3	0.27063235455813306	0.533030293615399	-0.026798672817929414
random_coupling_null	133	DMR_module_ridge_k16	0.28625802030222874	0.4760269363344117	-0.01117300707383373
random_coupling_null	133	latent_PCA_ridge_q3	0.2695301364009154	0.528027341534584	-0.027900890975147086
random_module_null	133	DMR_module_ridge_k16	0.29322705019889167	0.478209424624325	-0.0042039771771708034
random_tau_null	134	DMR_module_ridge_k16	0.29440514000238	0.4847440111426339	-0.0030258873736824787
random_tau_null	134	latent_PCA_ridge_q3	0.2709422226592226	0.5305383112972536	-0.026488804716839898
random_coupling_null	134	DMR_module_ridge_k16	0.2860205637520248	0.4782544063594956	-0.011410463624037692
random_coupling_null	134	latent_PCA_ridge_q3	0.26981147498085273	0.525621319126054	-0.027619552395209745
random_module_null	134	DMR_module_ridge_k16	0.2941993018372909	0.4739636100386324	-0.003231725538771546
random_tau_null	135	DMR_module_ridge_k16	0.2964392476643283	0.48543343685313073	-0.0009917797117341975
random_tau_null	135	latent_PCA_ridge_q3	0.2708415818707831	0.5297066001911659	-0.026589445505279363
random_coupling_null	135	DMR_module_ridge_k16	0.2863467763910589	0.47749799860975545	-0.011084250985003596
random_coupling_null	135	latent_PCA_ridge_q3	0.269681962440503	0.5253889947177612	-0.027749064935559453
random_module_null	135	DMR_module_ridge_k16	0.28918443902514573	0.47942283963974713	-0.00824658835091674
random_tau_null	136	DMR_module_ridge_k16	0.2947854853293977	0.4875733044665796	-0.002645542046664784
random_tau_null	136	latent_PCA_ridge_q3	0.27153111006792446	0.528904430513747	-0.02589991730813801
random_coupling_null	136	DMR_module_ridge_k16	0.28513021589562815	0.4825346644109942	-0.012300811480434326
random_coupling_null	136	latent_PCA_ridge_q3	0.2697609236423977	0.5242699222376667	-0.027670103733664797
random_module_null	136	DMR_module_ridge_k16	0.29217304069605954	0.4855139696968031	-0.005257986680002935
random_tau_null	137	DMR_module_ridge_k16	0.29735409641949134	0.4816354441212173	-7.693095657113069e-05
random_tau_null	137	latent_PCA_ridge_q3	0.26954835756170115	0.5339289055324754	-0.027882669814361327
random_coupling_null	137	DMR_module_ridge_k16	0.2857389853117207	0.4778121163584963	-0.011692042064341768
random_coupling_null	137	latent_PCA_ridge_q3	0.26948758273921497	0.5283463602447327	-0.027943444636847503
random_module_null	137	DMR_module_ridge_k16	0.29095540351285426	0.4860259240560567	-0.006475623863208213
random_tau_null	138	DMR_module_ridge_k16	0.29690109094958683	0.4798516676519281	-0.0005299364264756412
random_tau_null	138	latent_PCA_ridge_q3	0.2694389454140265	0.5345769504763515	-0.027992081962035953
random_coupling_null	138	DMR_module_ridge_k16	0.28579476121023567	0.47892396228839346	-0.011636266165826803
random_coupling_null	138	latent_PCA_ridge_q3	0.2695808139447891	0.5258721585484273	-0.027850213431273363
random_module_null	138	DMR_module_ridge_k16	0.2921517002421776	0.4816072609137389	-0.005279327133884848
random_tau_null	139	DMR_module_ridge_k16	0.29559777829749145	0.48460454022284166	-0.0018332490785710198
random_tau_null	139	latent_PCA_ridge_q3	0.26853047445319816	0.5347827711897368	-0.02890055292286431
random_coupling_null	139	DMR_module_ridge_k16	0.28511911713771565	0.4829724594492574	-0.012311910238346824
random_coupling_null	139	latent_PCA_ridge_q3	0.26975438618577824	0.5236217039816963	-0.027676641190284235
random_module_null	139	DMR_module_ridge_k16	0.29547680730872367	0.45916330209464334	-0.0019542200673388077
random_tau_null	140	DMR_module_ridge_k16	0.29513279728340847	0.4865040525556762	-0.002298230092654008
random_tau_null	140	latent_PCA_ridge_q3	0.2709773801084714	0.5298544988028459	-0.026453647267591085
random_coupling_null	140	DMR_module_ridge_k16	0.2855082994375756	0.48079453764755925	-0.011922727938486866
random_coupling_null	140	latent_PCA_ridge_q3	0.2697768545524492	0.5252088717565062	-0.027654172823613266
random_module_null	140	DMR_module_ridge_k16	0.29233324068645067	0.47289789558462964	-0.005097786689611805
random_tau_null	141	DMR_module_ridge_k16	0.29704565468477645	0.4759927395095726	-0.00038537269128602336
random_tau_null	141	latent_PCA_ridge_q3	0.27107418334988737	0.5297078159522819	-0.026356844026175108
random_coupling_null	141	DMR_module_ridge_k16	0.2854106703944069	0.4809615736038395	-0.0120203569816556
random_coupling_null	141	latent_PCA_ridge_q3	0.26990415891883496	0.5249503799785218	-0.027526868457227516
random_module_null	141	DMR_module_ridge_k16	0.2927033745686544	0.47879625944950915	-0.004727652807408056
random_tau_null	142	DMR_module_ridge_k16	0.29508430806152497	0.4840863444879029	-0.0023467193145375043
random_tau_null	142	latent_PCA_ridge_q3	0.2705281324951372	0.5303531961028136	-0.026902894880925288
random_coupling_null	142	DMR_module_ridge_k16	0.2859556518060872	0.47812351802965525	-0.011475375569975299
random_coupling_null	142	latent_PCA_ridge_q3	0.26967626792385946	0.5262633665144006	-0.027754759452203015
random_module_null	142	DMR_module_ridge_k16	0.2959687480151775	0.4627872982617386	-0.0014622793608849993
random_tau_null	143	DMR_module_ridge_k16	0.2965293261568841	0.47617597234098863	-0.0009017012191783746
random_tau_null	143	latent_PCA_ridge_q3	0.2693998677326491	0.5360013366965731	-0.02803115964341335
random_coupling_null	143	DMR_module_ridge_k16	0.2856742497348751	0.47896212298808866	-0.011756777641187377
random_coupling_null	143	latent_PCA_ridge_q3	0.2697536106480153	0.5268796067987508	-0.02767741672804719
random_module_null	143	DMR_module_ridge_k16	0.2934111353923318	0.47331929539972734	-0.00401989198373065
random_tau_null	144	DMR_module_ridge_k16	0.2922934606044364	0.489513095533292	-0.005137566771626079
random_tau_null	144	latent_PCA_ridge_q3	0.2696859903282152	0.5354688503828234	-0.027745037047847254
random_coupling_null	144	DMR_module_ridge_k16	0.28547442659448097	0.48005308819653725	-0.011956600781581506
random_coupling_null	144	latent_PCA_ridge_q3	0.2696477548590017	0.5257457519445884	-0.027783272517060753
random_module_null	144	DMR_module_ridge_k16	0.2934591322538956	0.4710386301620074	-0.003971895122166891
random_tau_null	145	DMR_module_ridge_k16	0.29631352780119297	0.4850619683618342	-0.0011174995748695071
random_tau_null	145	latent_PCA_ridge_q3	0.2730959876250804	0.5271621403957184	-0.024335039750982057
random_coupling_null	145	DMR_module_ridge_k16	0.2850745921703902	0.4809463778270919	-0.012356435205672256
random_coupling_null	145	latent_PCA_ridge_q3	0.2695472622475384	0.5259473929940934	-0.027883765128524085
random_module_null	145	DMR_module_ridge_k16	0.2920314794341175	0.48132185483211093	-0.005399547941944971
random_tau_null	146	DMR_module_ridge_k16	0.2938119009189209	0.4859124920038983	-0.003619126457141575
random_tau_null	146	latent_PCA_ridge_q3	0.26921882073125786	0.5329247933208029	-0.028212206644804616
random_coupling_null	146	DMR_module_ridge_k16	0.2859233038275735	0.47846430959398956	-0.011507723548488946
random_coupling_null	146	latent_PCA_ridge_q3	0.26971706998498607	0.5260334992098515	-0.027713957391076405
random_module_null	146	DMR_module_ridge_k16	0.29430537315134697	0.47118887365616485	-0.0031256542247155017
random_tau_null	147	DMR_module_ridge_k16	0.29334549193182985	0.4933549846586979	-0.004085535444232624
random_tau_null	147	latent_PCA_ridge_q3	0.2692215973049146	0.5325677315762836	-0.0282094300711479
random_coupling_null	147	DMR_module_ridge_k16	0.2850257689904595	0.48117676424574335	-0.012405258385602969
random_coupling_null	147	latent_PCA_ridge_q3	0.2697735853966504	0.5261259405846535	-0.027657441979412056
random_module_null	147	DMR_module_ridge_k16	0.2915345579587268	0.4864489978361974	-0.005896469417335681
random_tau_null	148	DMR_module_ridge_k16	0.2956183254715886	0.48601076799878223	-0.0018127019044738568
random_tau_null	148	latent_PCA_ridge_q3	0.2695460736088493	0.5324618554200391	-0.027884953767213172
random_coupling_null	148	DMR_module_ridge_k16	0.2853870050525504	0.4807161753335519	-0.012044022323512094
random_coupling_null	148	latent_PCA_ridge_q3	0.26962195142815076	0.5258912840993742	-0.02780907594791171
random_module_null	148	DMR_module_ridge_k16	0.2872424077638018	0.49770935870561006	-0.010188619612260696
random_tau_null	149	DMR_module_ridge_k16	0.29778005834259197	0.4777038616582763	0.0003490309665294955
random_tau_null	149	latent_PCA_ridge_q3	0.26896948366259843	0.5363537335151621	-0.028461543713464044
random_coupling_null	149	DMR_module_ridge_k16	0.28589049479801376	0.47790709409870996	-0.011540532578048712
random_coupling_null	149	latent_PCA_ridge_q3	0.26949277956977613	0.5275777055419786	-0.027938247806286343
random_module_null	149	DMR_module_ridge_k16	0.2945305619524333	0.4723773004032352	-0.0029004654236291505
random_tau_null	150	DMR_module_ridge_k16	0.2984709657621707	0.480159409002264	0.001039938386108219
random_tau_null	150	latent_PCA_ridge_q3	0.2693922577623752	0.5339987931494943	-0.028038769613687287
random_coupling_null	150	DMR_module_ridge_k16	0.2858487090710728	0.47811555252630433	-0.01158231830498968
random_coupling_null	150	latent_PCA_ridge_q3	0.26941638184427236	0.5274254247855981	-0.028014645531790117
random_module_null	150	DMR_module_ridge_k16	0.2935039973491057	0.48098252794191754	-0.003927030026956768
random_tau_null	151	DMR_module_ridge_k16	0.29596419424846265	0.4830032718580158	-0.0014668331275998203
random_tau_null	151	latent_PCA_ridge_q3	0.2730567029165234	0.5235311382412713	-0.024374324459539076
random_coupling_null	151	DMR_module_ridge_k16	0.28664201590882726	0.47531787778884416	-0.01078901146723521
random_coupling_null	151	latent_PCA_ridge_q3	0.2695709036924564	0.527470694004735	-0.027860123683606075
random_module_null	151	DMR_module_ridge_k16	0.29318590825963764	0.47917029609823947	-0.004245119116424834
random_tau_null	152	DMR_module_ridge_k16	0.2956937532381519	0.483785738743481	-0.0017372741379105827
random_tau_null	152	latent_PCA_ridge_q3	0.26920263424453844	0.5358609511829769	-0.028228393131524032
random_coupling_null	152	DMR_module_ridge_k16	0.2855712719381245	0.4785288741951214	-0.011859755437937991
random_coupling_null	152	latent_PCA_ridge_q3	0.2699257443445485	0.526344973175353	-0.02750528303151395
random_module_null	152	DMR_module_ridge_k16	0.29385392518536013	0.4682834493364102	-0.0035771021907023415
random_tau_null	153	DMR_module_ridge_k16	0.2949710767277919	0.48602528244393534	-0.0024599506482705924
random_tau_null	153	latent_PCA_ridge_q3	0.26987023081046385	0.5336777888507431	-0.027560796565598622
random_coupling_null	153	DMR_module_ridge_k16	0.2850926384764409	0.4814511767298201	-0.012338388899621577
random_coupling_null	153	latent_PCA_ridge_q3	0.2699910071599061	0.5243972690509449	-0.02744002021615638
random_module_null	153	DMR_module_ridge_k16	0.2873036466552214	0.4983937494783703	-0.010127380720841073
random_tau_null	154	DMR_module_ridge_k16	0.2955113510194064	0.4837938126235505	-0.0019196763566560748
random_tau_null	154	latent_PCA_ridge_q3	0.2697867826860568	0.5343873608302527	-0.027644244690005648
random_coupling_null	154	DMR_module_ridge_k16	0.28518314196775574	0.4818192518321762	-0.012247885408306736
random_coupling_null	154	latent_PCA_ridge_q3	0.2696916564261354	0.5249768348582772	-0.027739370949927067
random_module_null	154	DMR_module_ridge_k16	0.29233796955053365	0.4804105261351445	-0.005093057825528824
random_tau_null	155	DMR_module_ridge_k16	0.2945356339905766	0.4887301655209133	-0.0028953933854858893
random_tau_null	155	latent_PCA_ridge_q3	0.26913963091179144	0.5369179326179168	-0.028291396464271035
random_coupling_null	155	DMR_module_ridge_k16	0.2854020740860924	0.480346944421772	-0.012028953289970057
random_coupling_null	155	latent_PCA_ridge_q3	0.2697993993544915	0.5254219772112487	-0.027631628021570986
random_module_null	155	DMR_module_ridge_k16	0.290784013322069	0.4793477846807388	-0.006647014053993483
random_tau_null	156	DMR_module_ridge_k16	0.2940627756356775	0.4883239061391547	-0.0033682517403849643
random_tau_null	156	latent_PCA_ridge_q3	0.2709551945160034	0.5284665911756884	-0.026475832860059056
random_coupling_null	156	DMR_module_ridge_k16	0.2861336266653827	0.4754491291714277	-0.01129740071067975
random_coupling_null	156	latent_PCA_ridge_q3	0.2696915901822818	0.5274243379538316	-0.02773943719378069
random_module_null	156	DMR_module_ridge_k16	0.294101479273813	0.4637075683961543	-0.0033295481022494466
random_tau_null	157	DMR_module_ridge_k16	0.2962164179731835	0.4807164005780365	-0.0012146094028789856
random_tau_null	157	latent_PCA_ridge_q3	0.2691429381985227	0.536810484401809	-0.028288089177539777
random_coupling_null	157	DMR_module_ridge_k16	0.28571563304057856	0.4812976423646019	-0.011715394335483909
random_coupling_null	157	latent_PCA_ridge_q3	0.2698409376476142	0.5234941725753253	-0.027590089728448286
random_module_null	157	DMR_module_ridge_k16	0.2873645086703064	0.48774886590214434	-0.010066518705756089
random_tau_null	158	DMR_module_ridge_k16	0.29583484310587754	0.4809283936121093	-0.0015961842701849305
random_tau_null	158	latent_PCA_ridge_q3	0.27169658407993724	0.5308579844972812	-0.02573444329612523
random_coupling_null	158	DMR_module_ridge_k16	0.2855923170233073	0.48093834723274015	-0.011838710352755188
random_coupling_null	158	latent_PCA_ridge_q3	0.2695060734901087	0.5257044439741057	-0.027924953885953785
random_module_null	158	DMR_module_ridge_k16	0.29675446216759144	0.46272038317416647	-0.0006765652084710361
random_tau_null	159	DMR_module_ridge_k16	0.2951495225091089	0.48480143637098444	-0.0022815048669535543
random_tau_null	159	latent_PCA_ridge_q3	0.26949839081663984	0.5309657098144394	-0.02793263655942263
random_coupling_null	159	DMR_module_ridge_k16	0.2850269395334375	0.4829670088859921	-0.012404087842624978
random_coupling_null	159	latent_PCA_ridge_q3	0.26952048337671186	0.5253222391541925	-0.027910543999350612
random_module_null	159	DMR_module_ridge_k16	0.29243130817196394	0.48375165747187104	-0.0049997192040985294
random_tau_null	160	DMR_module_ridge_k16	0.2975466493750069	0.47756703540201145	0.00011562199894443737
random_tau_null	160	latent_PCA_ridge_q3	0.27354915091756155	0.5273127360871153	-0.023881876458500928
random_coupling_null	160	DMR_module_ridge_k16	0.28544222821892895	0.47838199233779594	-0.011988799157133523
random_coupling_null	160	latent_PCA_ridge_q3	0.2696325003695331	0.5274015201745451	-0.02779852700652935
random_module_null	160	DMR_module_ridge_k16	0.29246132419867604	0.4771359628565773	-0.004969703177386431
random_tau_null	161	DMR_module_ridge_k16	0.29232705049021374	0.48845362751578403	-0.005103976885848738
random_tau_null	161	latent_PCA_ridge_q3	0.26961985784668724	0.5326897683640465	-0.027811169529375235
random_coupling_null	161	DMR_module_ridge_k16	0.2858725922692787	0.4768677548227687	-0.011558435106783782
random_coupling_null	161	latent_PCA_ridge_q3	0.2698030571965442	0.5263751747178489	-0.02762797017951829
random_module_null	161	DMR_module_ridge_k16	0.2943170884142603	0.47645030285840506	-0.0031139389618021762
random_tau_null	162	DMR_module_ridge_k16	0.29768528986881737	0.47711535254618737	0.00025426249275489754
random_tau_null	162	latent_PCA_ridge_q3	0.2696716637894224	0.534693202602526	-0.02775936358664005
random_coupling_null	162	DMR_module_ridge_k16	0.28451826348434384	0.4846360806188976	-0.012912763891718637
random_coupling_null	162	latent_PCA_ridge_q3	0.26974382762633453	0.5253579043846893	-0.027687199749727942
random_module_null	162	DMR_module_ridge_k16	0.2914849222646492	0.4849891139157512	-0.005946105111413247
random_tau_null	163	DMR_module_ridge_k16	0.29533726464641386	0.4839104497636817	-0.0020937627296486183
random_tau_null	163	latent_PCA_ridge_q3	0.26897876290406103	0.5368396215222198	-0.028452264472001443
random_coupling_null	163	DMR_module_ridge_k16	0.2854575037124448	0.48132224668810364	-0.011973523663617647
random_coupling_null	163	latent_PCA_ridge_q3	0.26974137391329	0.5241739489391275	-0.027689653462772468
random_module_null	163	DMR_module_ridge_k16	0.2900213643694484	0.4914569669873876	-0.007409663006614053
random_tau_null	164	DMR_module_ridge_k16	0.29385708008724387	0.48697275177251464	-0.003573947288818602
random_tau_null	164	latent_PCA_ridge_q3	0.2719490216897332	0.5285682969097789	-0.0254820056863293
random_coupling_null	164	DMR_module_ridge_k16	0.28570882837842343	0.47826954058251236	-0.011722198997639044
random_coupling_null	164	latent_PCA_ridge_q3	0.2696739308404061	0.5265535584406179	-0.02775709653565639
random_module_null	164	DMR_module_ridge_k16	0.291156589849631	0.4839784580262867	-0.0062744375264314756
random_tau_null	165	DMR_module_ridge_k16	0.298258566737513	0.47981990058302065	0.0008275393614505244
random_tau_null	165	latent_PCA_ridge_q3	0.2699316019853947	0.5325356068097596	-0.027499425390667798
random_coupling_null	165	DMR_module_ridge_k16	0.2856011718133484	0.4802568113475234	-0.011829855562714098
random_coupling_null	165	latent_PCA_ridge_q3	0.2698726407124375	0.52521438791303	-0.02755838666362498
random_module_null	165	DMR_module_ridge_k16	0.2894765649615473	0.48558963274857875	-0.007954462414515195
random_tau_null	166	DMR_module_ridge_k16	0.29558344594473707	0.482330318685105	-0.0018475814313254069
