sample_id	PC1	PC2	PC3
GSM2481590	7.788061969995776	-1.2427068125979408	-1.9672984103036342
GSM2481591	6.76516543912596	-2.0152900576529	-0.49466476701640516
GSM2481592	-4.597683937624208	-0.25394905089030834	-0.5422737974208398
GSM2481593	-3.8731016184190197	-0.9091335327336999	1.7819072039301076
GSM2481594	-3.6919549481395486	-1.3774058301191012	0.04943579365137474
GSM2481595	-4.270640237834712	0.1113724315275447	0.664645731351871
GSM2481614	6.096274854190755	-2.1366084144220405	-0.9232520822367827
GSM2481615	7.383973811914694	-1.2750396684635523	-0.7157060718733536
GSM2481618	-1.504149099384309	-0.8920406615241673	-1.3458304500555829
GSM2481619	-1.2434707740623794	-1.0677288866633834	-2.0454696695412222
GSM2481620	-1.5745719454138185	-1.625141184145913	-2.079514235549278
GSM2481621	-2.5628544771190156	-1.0088802084501578	-2.5536861179757295
GSM2481622	-1.4903263350755185	-1.3469819334565611	-1.868572516862625
GSM2481623	-1.8043864001745458	-1.8024258151087744	-2.213266887957335
GSM2481624	-2.2485604801000867	-0.49724736728652724	-2.3849433967365936
GSM2481626	-3.192346436331037	-2.139409115765267	-2.4953359930091743
GSM2481627	-2.2481166231373537	-1.578800339878438	-1.6339978021008372
GSM2481628	-1.4320463513114852	1.7295011312873154	-2.433695190648843
GSM2481629	-2.332550429018834	1.2823010942017128	-2.9295704670575367
GSM2481630	-0.9559036328868483	-0.5165003628039744	-0.2647380190283066
GSM2481631	-3.054545823493064	1.8018562283664845	-2.6474341641262327
GSM2481632	-1.5999532758222021	-1.3217744912491634	-1.9883197781524693
GSM2481633	-3.7536930777535695	-0.11690679794329144	-2.8148381560387437
GSM2481634	-1.2706510863314882	-0.5468867186189836	-2.5872284560088437
GSM2481635	-0.46572774274332973	-0.4685909750837641	-0.40542104630989895
GSM2481636	-0.9739534853946629	-0.3499218142301759	-2.5847902821027073
GSM2481637	-2.4291038706640684	0.40704673709935696	-1.5296301902011455
GSM2481638	-2.7616213494800177	0.8776046516265076	-2.6249776639904
GSM2481639	-2.2258968751411263	0.9044329897830978	-2.368683036535751
GSM2481640	-3.202863541304886	-1.090951019708639	-2.3559779497367845
GSM2481641	-1.4486782290862914	-1.3312714497881342	-1.5175939655781114
GSM2481642	-2.696445787459369	0.45783155191800906	-1.4623010102374367
GSM2481643	-2.1315651622530187	2.2172550648266123	-4.479487057037093
GSM2481644	-2.6809506592740546	-0.568943673981126	-2.8729040201446816
GSM2481645	-3.1672910440933495	-0.3941947190577462	-3.015393108863048
GSM2481646	-2.3731734863179734	-0.7724937153739239	-3.035776598615146
GSM2481647	-3.045239908370559	-1.034336774603618	-2.8844860951335987
