cluster_name	coef_intercept	coef_tau	coef_m_j	coef_A	coef_P	coef_Hm	coef_Hr	train_n_pairs	train_weight_sum	train_rmse	train_correlation	ridge_lambda
cluster_1976	0.4971972396148028	3.0983198308492437	-5.685935706243895	-0.08801853069692993	0.18768997130860912	-0.27844345996022807	3.518943052152904	3705	6.0	2.3552824485346893	0.7884508883724335	50.0
cluster_2004	-0.08465554893269953	0.009165984559518375	-3.4860715718482327	0.05608071637814589	0.09785783270504059	-0.13137223443765828	0.11602025802817326	3705	6.0	0.7389893662048193	0.8565037149663736	50.0
cluster_2126	0.20252780742685095	0.02974553785134302	-1.606774241468016	-0.22796349619259784	-0.05682872136455007	-0.2940384016631188	-0.11902493447014897	3705	6.0	0.40129584557706627	0.9324212299406374	50.0
cluster_2190	1.101615643277579	1.6460941144082109	-4.269449915878548	0.02613113577084724	-2.649221866999317	0.40957067560617727	-0.5222871744483006	3705	6.0	1.2596988269838225	0.8058513841960022	50.0
cluster_2324	0.6583666858784468	0.674963419855052	-3.908128342482308	-0.2895297688733211	-0.731255060645702	-0.07514392310978153	-0.6406831263929592	3705	6.0	1.0039249086684308	0.7706195414446525	50.0
cluster_2355	-0.01622398853739066	-0.1868522512245638	-4.942586002855594	0.2880325506263982	0.26236097027413996	0.019489300435522335	0.19394140191324538	3705	6.0	1.0538443222297345	0.8571484585989512	50.0
cluster_2365	1.3435522587889324	0.9653930878278	-4.906885805159296	-0.44968206158232693	-2.08956062564295	0.5872988982089054	0.2818435083284192	3705	6.0	1.6293029299585162	0.8253139193280523	50.0
cluster_2623	1.6480042372280845	-3.1792369871060018	-8.011756102488063	-0.29470361316106275	0.5084896180186295	-1.7420857311139157	2.4506524909147323	3705	6.0	1.5393882478081897	0.9338079253983531	50.0
cluster_2637	0.5403301969281475	0.04863744332805676	-4.364705620698732	0.23826997126388183	-0.5131452379150155	-0.3002174490122337	-0.06873617963970398	3705	6.0	1.3291779562911579	0.6584059467838088	50.0
cluster_2727	0.2573139045169065	-0.1605991576912286	-1.5118803075730955	-0.24782279169215	0.01905907078332325	-0.21936094153816935	-0.1358573777511697	3705	6.0	0.4436326826605305	0.8406230223675265	50.0
cluster_2743	1.4734327424629594	-1.1305855888176566	-4.459974543459004	-0.7807666566773457	-0.21023573300690007	-1.0225356269448032	0.5375129161955926	3705	6.0	1.5456905287996914	0.6748069010690572	50.0
cluster_2776	-0.5304165640443931	0.26160644109282055	-4.668622882746475	0.23005778557989015	0.5698911604818194	-0.10205728993965565	0.5409003142148294	3705	6.0	1.1134096532976174	0.7913062322501527	50.0
cluster_2832	0.24976129284779058	-0.10894473662242198	-1.6948037705764676	-0.236941257417691	-0.030422714591180063	-0.04005017950497761	-0.19135806979448342	3705	6.0	0.54306288570065	0.7843042382827247	50.0
cluster_2910	0.9354177409222625	0.3486257634284324	-4.165520519890229	-0.15131724235874286	-0.6836001468795299	-0.1902098360060046	-0.46789438645444215	3705	6.0	1.2526110532283177	0.6646243238078149	50.0
cluster_3123	2.3410057965867885	1.0867934404509465	-5.525960247107576	0.030819987009459097	-1.0511059797694784	-0.04583918521496266	0.9337726971222308	3705	6.0	1.9225204665785989	0.7603385097766009	50.0
cluster_3133	-0.1090004012545187	0.10318161375621353	-4.443254746117676	-0.04040002262332076	0.34666254582259826	0.008532813663794783	0.12175706208185885	3705	6.0	1.0295372180418134	0.8268353270986792	50.0
cluster_3227	0.14746737499266974	0.8454426220727445	-4.573801487332797	0.5126664258229698	-0.9706026245792073	-0.033388659171723234	0.17007704904681695	3705	6.0	1.554226741525159	0.6870716394715327	50.0
cluster_3275	1.4270825272371188	-1.7919778037397471	-6.827179291739022	0.15048600673851464	-0.08338837668206492	-1.2577664854151855	1.481547622258965	3705	6.0	1.5940690545773364	0.8738755947365449	50.0
cluster_3303	0.03375518667487643	0.047963503972081316	-1.9747130029420201	-0.039541016599241675	0.0955291705493918	-0.1663232242341308	-0.13373967021920405	3705	6.0	0.50236789777991	0.8374927392381182	50.0
cluster_3336	-0.025376513250285747	0.14475080043790195	-1.0003055506631162	0.019937545986165282	-0.03005448913379249	-0.08259129573981404	-0.012287353528753148	3705	6.0	0.39791538137895227	0.7565407473919814	50.0
cluster_3348	-3.2260962012565573	1.6256412357037309	-8.06499744554663	1.1596857766330346	5.261157917237069	-0.840084335228404	2.3896286157768265	3705	6.0	1.348734929521931	0.814359196192977	50.0
cluster_3362	0.23513707756239474	0.2071052885177517	-3.445436519416006	-0.049956610959026836	-0.40172767739925713	-0.10082512579315454	0.01727477496542394	3705	6.0	0.9529128541325811	0.7332848483204643	50.0
cluster_3369	0.08728706722203822	-0.00540437998202826	-0.5321641106979766	-0.06165965685972516	-0.012888556168154769	-0.1914082453021071	-0.04730452830459943	3705	6.0	0.2693083937736681	0.688043417933889	50.0
cluster_3416	-1.310911246362906	0.42429980196892253	-4.909497536242417	0.4073677217515928	1.4375085773477363	0.02161463368922669	1.318133732823185	3705	6.0	1.2938082263906414	0.6089875022521245	50.0
cluster_3519	3.124146258256612	0.2095864378305824	-5.389854890638787	-0.41602408557353115	-1.0654640233920674	-0.4940851827727095	-0.1826951170834538	3705	6.0	2.040284236664826	0.7234294559847887	50.0
cluster_3660	1.3924347489350897	-0.8169670300794529	-5.583440026146988	0.12031563717212534	-0.8891668492855933	0.07798320758449764	-0.11844866694781633	3705	6.0	1.80052097389292	0.7315533861343656	50.0
cluster_3684	0.32438914591446705	0.4161457657264961	-3.4883658481580353	-0.04600915568444192	-0.6944101094419679	0.0076903729647961674	-0.15799356884009058	3705	6.0	0.9464352081668815	0.6738507344703054	50.0
cluster_3762	-2.1343679139990246	0.9550342769818632	-6.565220599249744	0.9126238688654106	3.347335210178226	-0.6572069788673975	2.3929971850111684	3705	6.0	1.6833291494804943	0.7985983127646882	50.0
cluster_3766	-0.8621044866087032	0.23851608359454451	-4.856339458670424	0.36253445473528517	1.0599592878126247	-0.012499628443048166	0.7869245631064831	3705	6.0	0.9424584102111856	0.8458146367218377	50.0
cluster_3928	0.4143282333610483	1.2140123863469798	-5.413681773716821	-0.240305270408998	-0.34970990140259706	0.0676002274047593	2.0009475133028216	3705	6.0	1.7851575845893963	0.7976416505246656	50.0
cluster_3967	0.2784242250715671	0.29927370375854623	-2.6393385983182713	0.0019736929315056686	-0.43900724079071685	-0.3132886623800416	-0.02243964440265572	3705	6.0	0.7702359177863293	0.633251158584069	50.0
cluster_3978	-0.08933165727382895	-0.2827427207706538	-4.055637054745007	0.1305677659503306	0.3420207658617239	-0.3204742024918105	0.434978127918421	3705	6.0	1.0834357357807884	0.7288278013922548	50.0
cluster_4026	4.117417045602583	-1.6589732363496175	-8.262710260190826	1.0967048546207758	2.515157923011665	1.341200288798464	-0.4309751704942071	3705	6.0	2.1045516087642198	0.881629168357193	50.0
cluster_4028	0.4618258309893405	-0.19475236137851862	-1.8605951350267633	-0.1025508642427376	-0.09220109538967076	0.013096895490534385	-0.4283843787700002	3705	6.0	0.6063574830803278	0.7366262837990829	50.0
cluster_4064	0.28335449903003035	-0.04700833817443911	-3.6272383393205803	0.08506414802247249	-0.1652159874038535	0.027441223920425334	-0.16655939268196734	3705	6.0	0.8864091394146243	0.8011504267337005	50.0
cluster_4084	1.3731776848049055	-0.6003447270861734	-4.91142203451733	-0.23704230500679782	-0.16734031013676312	-0.2895360472941443	-0.34213986236121896	3705	6.0	1.5085366578809758	0.7321170229262431	50.0
cluster_4141	2.409191561398055	-1.011129554111216	-7.139807133766117	-0.06531590408673517	-1.783489705041545	-1.5385044352918162	3.0201323887980114	3705	6.0	1.1589464129162408	0.9472044053974535	50.0
cluster_4364	1.1537435313739495	0.3456131870039188	-4.876855366164282	0.15435060860874744	-1.4056372713763956	0.3123116513673073	-0.43523301041915485	3705	6.0	1.5557416002395918	0.7363458187449732	50.0
cluster_4373	4.071024868599757	-0.22984271232486786	-5.945652980982167	-0.8996973096720351	-2.287590586156958	-2.475426552343642	1.7094624857305492	3705	6.0	1.6628813495376122	0.8420014152510076	50.0
cluster_4404	2.6123555866530737	-0.9305573868234859	-4.59972675158517	-0.25785116528789226	-1.221335802193513	0.40500782486232517	-0.1160404589777686	3705	6.0	1.9985343343055557	0.704493569278253	50.0
cluster_4420	0.5405037810236154	-0.20477744467230444	-3.9625687195681425	0.06973506078115545	-0.37366753757780335	0.04917961671521048	-0.2820639341622384	3705	6.0	1.2045319717227017	0.7027414637033906	50.0
cluster_4449	0.7996225156647679	0.6475060047306946	-2.189138468681315	-0.25549083143083146	-0.36703051892033633	-0.4878146713457482	-0.8772535843760847	3705	6.0	0.6729929560495566	0.6118637253279701	50.0
cluster_4532	-2.7144795910756674	1.47990133491832	-6.947191536712622	1.593463445320413	5.10028798676299	-0.983987414145036	2.2342542632674927	3705	6.0	1.6473394762408207	0.7815328944503409	50.0
cluster_4538	0.14239148684090075	4.010781712777844	-5.593567937047523	0.06956138002113316	-0.4485107505966001	-1.0263702849366567	3.897325495023979	3705	6.0	2.111489809514215	0.8442669993870376	50.0
cluster_4551	0.5072215723407432	0.03224659869406804	-4.038386579091707	-0.018682589217809662	-0.06921330608383329	-0.38435429416104977	-0.3947545525401144	3705	6.0	0.99644148897353	0.7834360166307826	50.0
cluster_4593	0.6646578160120042	-0.5562886041268318	-4.385413589925635	0.022828821036251157	-0.21966229021944622	0.18089575265073418	-0.1373818303156004	3705	6.0	1.2976133478947343	0.7067710099949025	50.0
cluster_4605	0.8100148966532789	0.4008262045802155	-4.249225331750159	0.2143859374971862	0.19043507719538674	-1.4559480721790217	1.7309232872859897	3705	6.0	1.7227056249047084	0.6879842608376995	50.0
cluster_4889	0.09246310690318262	1.6884633732343624	-4.880196320587629	0.41813139487846235	0.2938993030843734	-0.5876501805085056	0.8835289637030834	3705	6.0	1.7662081219992662	0.7847292766527747	50.0
cluster_4897	-0.06447676185667808	0.03315392181593803	-4.203369121352125	-0.05024958106670528	0.042693447713360075	-0.583692851256226	0.6361711709295569	3705	6.0	1.2413106947543098	0.6668795348349393	50.0
cluster_4899	0.8697184487925639	0.03055857860256134	-3.9948507857482434	-0.131482245147213	-0.40707315295721935	-0.3836718521565436	-0.5766895743254453	3705	6.0	1.2550032869750603	0.6493384300203765	50.0
cluster_4904	1.2450640101630177	2.736679111017776	-4.077460030021421	-0.17336529911191972	-3.861459988470386	0.9239104212947207	-0.4887833330454327	3705	6.0	1.2309173911872395	0.8690531930163522	50.0
cluster_4907	2.449698764414631	-0.3436275765802283	-5.4961147574486615	0.10693708845029024	-1.0614021721350195	1.1282025054751141	-0.6490707394594339	3705	6.0	2.190841095377857	0.7083039995922543	50.0
cluster_4909	2.8478480027681243	3.460929345539128	-6.568863974329786	-0.39270416455007606	-3.5073501061213745	-0.7901990960689299	-1.0523044156873527	3705	6.0	1.4921464251775325	0.8642498963548496	50.0
cluster_4920	1.093242350983693	0.6535876063834021	-4.1480236261165775	-0.3507664616627471	-0.006040800368658132	-0.8305830826419247	-0.6754669531389942	3705	6.0	1.3774602322887863	0.6799278139567986	50.0
cluster_5002	4.314008929767237	-0.24192430322645664	-5.560848951572871	-0.4928689329568056	-2.2818024225830302	-0.5521295178526084	-1.0045244559401043	3705	6.0	2.030050160036695	0.709857845115146	50.0
cluster_5020	0.06283850967239615	0.3675525779616777	-3.8175612228106903	0.1088978054304733	-0.1384689140496189	-0.5347966389853759	0.3317000972249872	3705	6.0	1.1071034143022522	0.6912777902514322	50.0
cluster_5024	-0.012809685273538094	0.16458563271350637	-1.8032297390783656	0.04441435815079446	0.0015316000138674455	-0.2786419179612095	0.06611577123847562	3705	6.0	0.5647920422877044	0.6674179822860657	50.0
cluster_5064	0.22043914185470692	0.23825875141270766	-4.385460324507131	0.11359706715273842	-0.48735204427958057	0.2698429780736104	-0.004882653934952718	3705	6.0	1.1957164612841875	0.7954156430015092	50.0
cluster_5215	-2.203296946313994	1.2894509070505955	-6.980352535519803	0.7726383651316868	4.953440168495857	-0.8019303933188614	2.208499957303132	3705	6.0	1.6822367630814312	0.7968449237051342	50.0
cluster_5240	0.1762573101278649	0.13865946126197623	-3.8967475994783696	0.09128801600055383	-0.31142537760913663	-0.15660482372113815	0.028349258875918902	3705	6.0	1.1090781719264777	0.7197528691466959	50.0
cluster_5252	4.093910189624457	0.24806203400571628	-5.096576396375531	-0.9928690739269921	-0.5033797999413544	-0.8163780046720563	-4.1158756125100044	3705	6.0	1.40150881179137	0.584158760269876	50.0
cluster_5307	0.05757445187831914	0.20226230568159856	-2.7580605585992615	0.10852534830188411	-0.14764414181770952	0.22021196034063228	-0.20248775558282892	3705	6.0	0.7657375472960269	0.7102173303646465	50.0
cluster_5336	0.29610813266476393	0.0066841210071829004	-4.6372887241611895	0.05233962239965483	-0.44268301799881976	0.44437608489049263	0.07233258902683634	3705	6.0	1.3426894857205847	0.7159676584820693	50.0
cluster_5400	0.21040917838898152	0.114128194654856	-3.1864540165111297	-0.2247201575060588	-0.16140618613621013	0.02621671189496071	-0.2178978518037498	3705	6.0	0.5444173991596759	0.9332750625470225	50.0
cluster_5447	0.1568890361014762	-0.061432965969090744	-3.4233755768743497	-0.06456934915256705	-0.03834299907609272	-0.14620180233292246	-0.13000514688197648	3705	6.0	0.7261982182632193	0.8571139856248006	50.0
cluster_5516	-0.03591085617480496	0.2346260870018546	-5.791625282024172	0.11151645990974665	-0.20491080522904856	0.256687902601124	0.2138197149783634	3705	6.0	0.9256662504709372	0.9561416688780658	50.0
cluster_5580	-0.13762380168692587	0.15001385734851594	-1.3897317199860373	0.09464338426665872	-0.0004351028135616308	-0.15202385028270676	0.12131613516604486	3705	6.0	0.4279801424665433	0.8206661033685633	50.0
cluster_5599	-0.42216733119229854	0.17932561070915676	-4.199466464911011	0.3834922508433374	0.2438086148471089	0.20096173767138628	0.5634050758898065	3705	6.0	1.241020870825813	0.7078998274127872	50.0
cluster_5608	0.7380950493185188	0.06789234935499883	-4.065410679871261	-0.22060851714611418	-0.4250070814126818	-0.5089352810618782	-0.19966603611436679	3705	6.0	1.263793114803018	0.6881777069971952	50.0
cluster_5656	0.6722207337276708	0.2657153055176939	-4.109721139631998	-0.16446305178250528	-0.48843090199733263	-0.19623791771483876	-0.4132220944610388	3705	6.0	1.2939911366947283	0.7270213486041989	50.0
cluster_5659	0.10433667162188477	0.14793024241895966	-5.442183125746307	0.11517856695056916	-0.2568783051588681	0.11140719820105845	0.1694214471156279	3705	6.0	1.4175676035915674	0.853769094292497	50.0
cluster_5661	1.2430909859879111	3.0149693701783327	-7.3568932493505805	0.6813580485194336	0.9827350922803075	-2.262902513301139	3.475621539993623	3705	6.0	1.4172637286358951	0.9325773163142264	50.0
cluster_5678	2.299944047208538	-3.8481658742721674	-4.335809427373833	0.25078331174407337	4.388044355466732	-1.1706803694068977	-0.2088849795512133	3705	6.0	1.9534124501270178	0.7879934803996468	50.0
cluster_5679	2.1998753753795235	-0.011219120323732337	-5.493615723340218	0.6095217071570629	-0.5777887312858914	-0.33424560659957575	1.102167086095839	3705	6.0	1.9186700181981904	0.7278879947769388	50.0
cluster_5760	-0.33841644476129534	-0.0840992116149982	-4.541490147959438	0.07268894392604194	0.7861088571669481	0.03267706474701457	0.6464125538717795	3705	6.0	1.1592661186646134	0.6706165577917859	50.0
cluster_5923	1.1048584333699196	1.9541754635976203	-5.053465998139162	-0.19815473912203369	-2.3001916610882454	0.01856096315057709	-0.10668298548258613	3705	6.0	1.472158267170555	0.8010620750954079	50.0
cluster_5928	0.6677526880525073	0.5989353800090073	-4.7848097706189305	0.38019337716655915	-1.407869634290511	0.08486370659458638	0.09379677917080947	3705	6.0	1.634678946526112	0.7010249194164401	50.0
cluster_5966	0.1731168856432489	-0.00525059717072731	-2.206786512064892	-0.0738552545502059	-0.1683828928046086	-0.023041302376773362	-0.09344693500546877	3705	6.0	0.7144915975710351	0.6310680797076388	50.0
cluster_5977	-3.0350858187895895	1.7997251204526554	-7.876043303880419	1.128811494620464	5.038334539779441	-0.7467110813881856	2.4385794080879672	3705	6.0	1.441062666583223	0.7841036794100769	50.0
cluster_6020	0.24740676220880273	-0.3882122841162895	-3.6621260058029255	-0.04195501153203948	0.0580785409144818	0.2735869157776527	-0.05315206544866236	3705	6.0	0.9985989156531446	0.7264128697753804	50.0
cluster_6087	2.3806213155574265	-0.7808558000667097	-5.364515138618691	-0.45954907203841194	2.5799763994886202	-0.475287353964809	0.7427774764499632	3705	6.0	2.0629467341153918	0.6853222515777309	50.0
cluster_6114	2.0364124155415495	-0.026006689443914353	-4.988601914455497	0.08609284280593152	-1.4712312674647712	0.21378575777500342	0.7601964017037086	3705	6.0	2.0345678441258452	0.7245184906761638	50.0
cluster_6143	2.0773782789162323	3.470536216157822	-6.619210955208531	-0.002424480177748282	-4.267226974894331	0.2917981258265013	0.3575434382214553	3705	6.0	1.4986319019642222	0.9275791144211357	50.0
cluster_6163	2.7003157811680585	-1.1185689237913508	-5.426247229040014	0.3866834870314534	-2.00415659934706	1.0533744293666387	-1.012873699011869	3705	6.0	1.8640860514302686	0.759356690565548	50.0
cluster_6171	1.0520411250117978	0.33329292399745375	-5.169320786650131	0.42189065940619774	-0.8377677730037263	0.10635938146528931	-0.04887604641878542	3705	6.0	1.835325756355895	0.7045020254376051	50.0
cluster_6262	3.7120267618230085	-3.8166027667681175	-4.894309174063542	-0.4834102841211216	0.007566601519079705	-0.36395276866883486	-1.0680257476447113	3705	6.0	2.0136240836059067	0.6582339323556663	50.0
cluster_6275	0.37406334286888043	-0.10808472279906577	-3.7123292701020927	-0.1459651380473075	-0.2736298874085406	-0.0059461493094069675	0.021030358514168478	3705	6.0	1.1338783146297693	0.6585950549903675	50.0
cluster_6400	0.5167643247790284	-0.0017299091587996468	-4.195227572504541	0.052303084626587906	-0.2966813196088359	-0.21691868533844233	0.1894884802734362	3705	6.0	1.4663661701234771	0.6774630413276489	50.0
cluster_6406	-0.03601955340254003	0.09838421570752207	-3.1822092509115913	-0.009911347141551988	-0.048503438647767565	0.26384392790485856	-0.1457959330371058	3705	6.0	0.9856888571752338	0.7972444496005422	50.0
cluster_6410	0.5016257611736847	-0.22823576564895948	-3.458601223141112	-0.1208323470605337	-0.04153830048794261	-0.25432738964658	-0.2876074301613003	3705	6.0	0.841683944278791	0.7832846441550296	50.0
cluster_6442	0.1445101131701735	-0.32618876818392667	-3.392929177394435	-0.02515412260223408	0.13484121069193414	-0.13410510911721865	0.06800735807022104	3705	6.0	0.9807371799883869	0.7171361321991958	50.0
cluster_6495	1.1163152971578838	0.4639442448633794	-4.735995663524114	0.25347452505508217	-1.3967076882287954	0.19228594313743919	-0.3298798156695043	3705	6.0	1.452915969977326	0.6986262970007013	50.0
