scan_type	control_name	alpha	control_PC1	control_PC2	control_PC3	control_norm	control_cosine_to_measured_correction	PC3_negative_pull_recovery	latent_mean_rmse	latent_mmd_rbf	latent_sliced_wasserstein	latent_covariance_frobenius	dmr_mean_rmse	dmr_correlation	dmr_distributional_rmse	basin_radius_q90	basin_radius_q95	pred_basin_occupancy_q90	pred_basin_occupancy_q95	observed_basin_occupancy_q90	observed_basin_occupancy_q95	pred_mean_distance_to_morula_centroid	observed_mean_distance_to_morula_centroid	latent_variance_trace	covariance_eigen_min	covariance_eigen_max	covariance_anisotropy	mean_radial_distance_before	mean_radial_distance_after	radial_distance_reduction	fraction_particles_moved_closer
full_measured_correction	measured_full_correction	1.0	-0.7914084798915129	-0.03384844945187903	-1.9175092411566736	2.0746842626037667	0.9999999999999998	1.0	1.0571437693441229e-15	0.1037688595092	0.1923761958740794	0.8487798699346262	0.23834895331333006	0.65243711712965	0.2388272028818799	1.5666635350021403	1.9104332695957345	1.0	1.0	0.875	0.875	0.6625605337038466	1.0224014859114376	0.5285826573934534	0.03374192641412864	0.32350109146095474	9.587511023552844	2.163377528533326	0.6625605337038466	1.5008169948294796	1.0
full_measured_correction	measured_full_correction	1.05	-0.8309789038860885	-0.035540871924472986	-2.0133847032145074	2.1784184757339546	0.9999999999999998	1.05	0.05989097587488798	0.10408340550458317	0.19505073826217095	0.8487798699346262	0.23824382377103706	0.6528216713085511	0.23871886078510196	1.5666635350021403	1.9104332695957345	0.9777777777777777	1.0	0.875	0.875	0.6694417418476708	1.0224014859114376	0.5285826573934536	0.03374192641412863	0.32350109146095446	9.587511023552839	2.163377528533326	0.6694417418476708	1.4939357866856553	1.0
full_measured_correction	measured_full_correction	1.1	-0.8705493278806642	-0.037233294397066935	-2.109260165272341	2.282152688864143	0.9999999999999998	1.1	0.1197819517497764	0.11340586844084466	0.22353207239452327	0.8487798699346262	0.2381599495252415	0.6531207548373771	0.2386315939044222	1.5666635350021403	1.9104332695957345	0.9777777777777777	1.0	0.875	0.875	0.6891259986770802	1.0224014859114376	0.5285826573934536	0.03374192641412865	0.3235010914609548	9.587511023552842	2.163377528533326	0.6891259986770802	1.4742515298562457	1.0
full_measured_correction	measured_full_correction	1.15	-0.9101197518752397	-0.038925716869660884	-2.2051356273301743	2.385886901994331	0.9999999999999998	1.15	0.1796729276246647	0.13170023144878962	0.25197519147511716	0.8487798699346262	0.23809680840649788	0.6533373188771903	0.2385652089828618	1.5666635350021403	1.9104332695957345	0.9777777777777777	1.0	0.875	0.875	0.7212721288521206	1.0224014859114376	0.5285826573934536	0.03374192641412861	0.3235010914609547	9.587511023552851	2.163377528533326	0.7212721288521206	1.4421053996812057	0.9777777777777777
full_measured_correction	measured_full_correction	1.2	-0.9496901758698154	-0.04061813934225483	-2.3010110893880085	2.48962111512452	0.9999999999999998	1.2	0.2395639034995525	0.15652823138070737	0.2852119971874645	0.8487798699346262	0.23805415149205872	0.6534726160216857	0.23851938352907992	1.5666635350021403	1.9104332695957345	0.9777777777777777	1.0	0.875	0.875	0.7652399689412579	1.0224014859114376	0.5285826573934536	0.033741926414128626	0.32350109146095446	9.58751102355284	2.163377528533326	0.7652399689412579	1.3981375595920682	0.9777777777777777
full_measured_correction	measured_full_correction	1.25	-0.9892605998643911	-0.04231056181484879	-2.396886551445842	2.593355328254708	0.9999999999999998	1.25	0.29945487937444104	0.1907041454791537	0.3099016127248435	0.8487798699346262	0.23803134191920527	0.6535306907936028	0.23849377642332764	1.5666635350021403	1.9104332695957345	0.9555555555555556	1.0	0.875	0.875	0.8198013596473678	1.0224014859114376	0.5285826573934534	0.033741926414128626	0.3235010914609547	9.587511023552848	2.163377528533326	0.8198013596473678	1.3435761688859582	0.9555555555555556
full_measured_correction	measured_full_correction	1.3	-1.0288310238589669	-0.04400298428744274	-2.492762013503676	2.6970895413848965	0.9999999999999998	1.3	0.3593458552493291	0.2311068596355298	0.3631173104870201	0.8487798699346262	0.2380281749010848	0.6535137742554191	0.2384882440825665	1.5666635350021403	1.9104332695957345	0.9555555555555556	1.0	0.875	0.875	0.8832441446628528	1.0224014859114376	0.5285826573934534	0.033741926414128626	0.3235010914609548	9.58751102355285	2.163377528533326	0.8832441446628528	1.2801333838704734	0.9555555555555556
full_measured_correction	measured_full_correction	1.35	-1.0684014478535424	-0.045695406760036694	-2.5886374755615096	2.800823754515085	0.9999999999999998	1.35	0.4192368311242174	0.2771960281975775	0.4110567288582801	0.8487798699346262	0.23804450733258886	0.6534232190303897	0.23850271131274123	1.5666635350021403	1.9104332695957345	0.9333333333333333	0.9777777777777777	0.875	0.875	0.9537602912608094	1.0224014859114376	0.5285826573934536	0.03374192641412865	0.3235010914609548	9.587511023552842	2.163377528533326	0.9537602912608094	1.2096172372725167	0.9333333333333333
full_measured_correction	measured_full_correction	1.4	-1.107971871848118	-0.047387829232630636	-2.684512937619343	2.904557967645273	0.9999999999999998	1.4	0.4791278069991055	0.32653129665381164	0.4612647540042301	0.8487798699346262	0.2380801637383163	0.653258871203095	0.23853681388707312	1.5666635350021403	1.9104332695957345	0.9111111111111111	0.9777777777777777	0.875	0.875	1.0298895643024748	1.0224014859114376	0.5285826573934534	0.03374192641412865	0.3235010914609548	9.587511023552842	2.163377528533326	1.0298895643024748	1.1334879642308513	0.9333333333333333
full_measured_correction	measured_full_correction	1.45	-1.1475422958426935	-0.04908025170522459	-2.7803883996771765	3.008292180775461	0.9999999999999998	1.45	0.5390187828739937	0.37985193394621874	0.5079814239854963	0.8487798699346262	0.23813487961402424	0.6530235908452965	0.23859022564611848	1.5666635350021403	1.9104332695957345	0.8888888888888888	0.9555555555555556	0.875	0.875	1.1106929979607776	1.0224014859114376	0.5285826573934536	0.03374192641412863	0.32350109146095446	9.587511023552839	2.163377528533326	1.1106929979607776	1.0526845305725485	0.9333333333333333
full_measured_correction	measured_full_correction	1.5	-1.1871127198372693	-0.05077267417781854	-2.8762638617350103	3.1120263939056496	0.9999999999999998	1.4999999999999998	0.5989097587488817	0.4336932866754549	0.5335525283870179	0.8487798699346262	0.2382086601792321	0.6527185728593459	0.23866289580685884	1.5666635350021403	1.9104332695957345	0.8222222222222222	0.9333333333333333	0.875	0.875	1.1955839037584848	1.0224014859114376	0.5285826573934536	0.03374192641412864	0.3235010914609545	9.587511023552839	2.163377528533326	1.1955839037584848	0.9677936247748413	0.9111111111111111
