model	validation_status	PC1_control	PC2_control	PC3_control	control_norm	direction_cosine_to_measured_correction	PC1_recovery	PC2_recovery	PC3_recovery	PC3_negative_pull_recovered	PC1_negative_pull_recovered	center_error_vs_observed	latent_mean_rmse	latent_mmd_rbf	latent_sliced_wasserstein	latent_covariance_frobenius	dmr_mean_rmse	dmr_correlation	dmr_distributional_rmse	basin_radius_q90	basin_radius_q95	pred_basin_occupancy_q90	pred_basin_occupancy_q95	observed_basin_occupancy_q90	observed_basin_occupancy_q95	pred_mean_distance_to_morula_centroid	observed_mean_distance_to_morula_centroid	closure_modules	access_modules	random_id
random_partition_0035	random_3closure_2access_partition	-0.38483960149611895	0.11594153690984224	0.3078406801182352	0.5062705237285354	-0.2757614659607665	0.4862717689717871	-3.425313087817261	-0.16054195385913267	-0.16054195385913267	0.4862717689717871	1.333884654211896	1.3089330979863176	0.9993826741703746	1.1298002362529591	0.8487798699346262	0.2466046171224601	0.6205252175389392	0.24712560293714322	1.5666635350021403	1.9104332695957345	0.0	0.044444444444444446	0.875	0.875	2.3562861401233337	1.0224014859114376	M12,M01,M02	M05,M10	35
random_partition_0036	random_3closure_2access_partition	0.3719843560469491	-0.424229847428685	0.38729738536925945	0.6843556015018022	-0.7202864255829009	-0.4700282666897139	12.533213612392952	-0.20197941008911915	-0.20197941008911915	-0.4700282666897139	1.6520018577954243	1.5075381821894391	1.0847570944196485	1.1462192060595464	0.8487798699346262	0.2485047528203614	0.6131084905588455	0.24902200659588378	1.5666635350021403	1.9104332695957345	0.0	0.044444444444444446	0.875	0.875	2.674403343706862	1.0224014859114376	M02,M10,M05	M01,M12	36
random_partition_0037	random_3closure_2access_partition	-0.3848396014961189	0.11594153690984221	0.3078406801182352	0.5062705237285354	-0.27576146596076656	0.48627176897178703	-3.42531308781726	-0.16054195385913267	-0.16054195385913267	0.48627176897178703	1.333884654211896	1.3089330979863176	0.9993826741703746	1.21886590370766	0.8487798699346262	0.2466046171224601	0.6205252175389392	0.24712560293714322	1.5666635350021403	1.9104332695957345	0.0	0.044444444444444446	0.875	0.875	2.3562861401233337	1.0224014859114376	M12,M02,M01	M05,M10	37
random_partition_0038	random_3closure_2access_partition	0.4985611456354394	0.35505592949549347	1.1477107650967062	1.3007182359473928	-0.966185899041614	-0.6299668986409934	-10.489577373411509	-0.5985424948483627	-0.5985424948483627	-0.6299668986409934	2.381388386017979	1.9331185458978417	1.185410028635973	1.6981821397078927	0.8487798699346262	0.2546653163516635	0.5866691797114723	0.25517049754395243	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	3.403789871929417	1.0224014859114376	M12,M02,M10	M05,M01	38
random_partition_0039	random_3closure_2access_partition	-0.029200676768199152	0.009204267853939518	-0.5390427258644501	0.5399115282875747	0.9431070302560126	0.036897098666673386	-0.2719258342106587	0.2811161032732706	0.2811161032732706	0.036897098666673386	0.6664884124222956	0.9097589800585225	0.7190713154471746	0.8245839156786596	0.8487798699346262	0.24252440819269136	0.6352857691899544	0.24304650695373106	1.5666635350021403	1.9104332695957345	0.4	0.6888888888888889	0.875	0.875	1.6888898983337333	1.0224014859114376	M10,M01,M05	M12,M02	39
random_partition_0040	random_3closure_2access_partition	0.3719843560469491	-0.424229847428685	0.38729738536925945	0.6843556015018022	-0.7202864255829009	-0.4700282666897139	12.533213612392952	-0.20197941008911915	-0.20197941008911915	-0.4700282666897139	1.6520018577954243	1.5075381821894391	1.0847570944196485	1.2775758312608878	0.8487798699346262	0.2485047528203614	0.6131084905588455	0.24902200659588378	1.5666635350021403	1.9104332695957345	0.0	0.044444444444444446	0.875	0.875	2.674403343706862	1.0224014859114376	M02,M10,M05	M01,M12	40
random_partition_0041	random_3closure_2access_partition	-0.029200676768199152	0.009204267853939518	-0.5390427258644501	0.5399115282875747	0.9431070302560126	0.036897098666673386	-0.2719258342106587	0.2811161032732706	0.2811161032732706	0.036897098666673386	0.6664884124222956	0.9097589800585225	0.7190713154471746	0.7890638926087576	0.8487798699346262	0.24252440819269136	0.6352857691899544	0.24304650695373106	1.5666635350021403	1.9104332695957345	0.4	0.6888888888888889	0.875	0.875	1.6888898983337333	1.0224014859114376	M10,M05,M01	M12,M02	41
random_partition_0042	random_3closure_2access_partition	0.04246494515375235	0.181117691594372	1.0726040589735357	1.0886167172618146	-0.9282410785288797	-0.053657430053786495	-5.350841605074398	-0.5593736061092061	-0.5593736061092061	-0.053657430053786495	2.1514678016027777	1.7965089180972273	1.1648171226389898	1.5420372355741887	0.8487798699346262	0.2526875051396933	0.5950790894041167	0.2531958543903743	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	3.1738692875142154	1.0224014859114376	M10,M01,M02	M05,M12	42
random_partition_0043	random_3closure_2access_partition	0.3719843560469491	-0.424229847428685	0.38729738536925945	0.6843556015018022	-0.7202864255829009	-0.4700282666897139	12.533213612392952	-0.20197941008911915	-0.20197941008911915	-0.4700282666897139	1.6520018577954243	1.5075381821894391	1.0847570944196485	1.1780634200327813	0.8487798699346262	0.2485047528203614	0.6131084905588455	0.24902200659588378	1.5666635350021403	1.9104332695957345	0.0	0.044444444444444446	0.875	0.875	2.674403343706862	1.0224014859114376	M02,M10,M05	M01,M12	43
random_partition_0044	random_3closure_2access_partition	-0.4565052234180704	-0.055971886830590234	-1.3038061047197507	1.3825484547848037	0.9982168850629266	0.5768262976922469	1.6536026830464774	0.679947755523344	0.679947755523344	0.5768262976922469	-0.07448772011859117	0.40384864217116573	0.28200959999600483	0.41111559575474504	0.8487798699346262	0.23956369709225395	0.6475674546794258	0.24006175079430622	1.5666635350021403	1.9104332695957345	0.9555555555555556	1.0	0.875	0.875	0.9479137657928465	1.0224014859114376	M12,M05,M01	M02,M10	44
random_partition_0045	random_3closure_2access_partition	-0.05532019060292215	-0.4894060021132148	-0.37746599348604115	0.6205313325136674	0.6090857690862461	0.0699009323358596	14.458742129650089	0.19685224216095426	0.19685224216095426	0.0699009323358596	0.8373352046913101	1.0199823296035575	0.7788944704985183	0.8984464305776274	0.8487798699346262	0.2435613623700897	0.6332894466031914	0.2440770192189053	1.5666635350021403	1.9104332695957345	0.3111111111111111	0.5111111111111111	0.875	0.875	1.8597366906027477	1.0224014859114376	M02,M12,M05	M01,M10	45
random_partition_0046	random_3closure_2access_partition	0.4268955237134879	0.18314250575506102	-0.4639360197412796	0.6565193035960456	0.40053277053845504	-0.5394123699205335	-5.410661602547771	0.24194721453411389	0.24194721453411389	-0.5394123699205335	0.9750708004366457	1.1021531699144667	0.8740396040871781	0.9855308586357865	0.8487798699346262	0.24382760999231254	0.6290242445631923	0.24435145484410084	1.5666635350021403	1.9104332695957345	0.1111111111111111	0.4444444444444444	0.875	0.875	1.9974722863480834	1.0224014859114376	M05,M12,M10	M01,M02	46
random_partition_0047	random_3closure_2access_partition	-0.4565052234180704	-0.055971886830590234	-1.3038061047197507	1.3825484547848037	0.9982168850629266	0.5768262976922469	1.6536026830464774	0.679947755523344	0.679947755523344	0.5768262976922469	-0.07448772011859117	0.40384864217116573	0.28200959999600483	0.4189820975786712	0.8487798699346262	0.23956369709225395	0.6475674546794258	0.24006175079430622	1.5666635350021403	1.9104332695957345	0.9555555555555556	1.0	0.875	0.875	0.9479137657928465	1.0224014859114376	M05,M12,M01	M02,M10	47
