cluster_name	k27ac_8cell_ov	k27ac_8cell_score	k27ac_blast_ov	k27ac_blast_score	k27me3_8cell_ov	k27me3_8cell_score	k4me3_8cell_ov	k4me3_8cell_score	k27me3_blast_ov	k27me3_blast_score	k4me3_blast_ov	k4me3_blast_score	acc_morula_mean	acc_8-cell_mean	acc_2-cell_mean	acc_4-cell_mean	basin_residual_rank	observed_minus_strict_pred_delta_beta	latent_residual_delta_beta	module_id	curvature	is_inverted_u	is_u_shape	meth_2_cell	meth_4_cell	meth_8_cell	meth_morula	meth_blastocyst
cluster_7052	0		0		0		0		1		0		0.9119015956363636	0.13075499772727273	-0.5258263642727273	-0.10641330972727273	104	0.03838760644265599	-0.010730532250050504	M08	-0.2526719576719577	True	False	0.2372727272727273	0.2813333333333333	0.28899470899470897	0.3333333333333333	0.125
cluster_4551	0		0		0		1		1		0		0.10158976730769234	0.3927008373846154	-0.3933411095384615	0.04617716146153848	105	-0.0328868495863773	0.010511701306455212	M00	0.1324074074074074	False	True	0.05	0.04	0.007407407407407406	0.0	0.125
cluster_5656	0		0		0		0		1		0		0.5889355736666666	0.493653457	-0.7665591271666666	0.12958586600000002	106	-0.08382954018762044	0.010248699091131932	M14	0.18191098661686889	False	True	0.05166666666666666	0.028171122994652405	0.061910986616868974	0.0	0.12
cluster_3123	0		0		0		0		1		0		0.4600214569166666	0.2807801841666667	-0.23996143475	0.14621403954166662	107	-0.08301671134012356	0.01009258102470434	M01	0.08137491949699027	False	False	0.5903742425773604	0.40457087974844186	0.6639058456800905	0.4739130434782609	0.3652951607734217
cluster_4064	1		0		0		0		1		1		0.07319323619047613	0.32014818740476186	-0.048962591761904775	0.34947317269047623	108	-0.045131758085947014	-0.009863487855521524	M06	0.0875392324083373	False	True	0.0631042786703164	0.056278398253319886	0.04003923240833735	0.0	0.0475
cluster_1257	0		0		0		1		1		0		-0.1574549965	-0.41478521	0.219979457	-0.6285081324999999	109	-0.016762729917967574	-0.009691722645456684	M02	0.031168831168831106	False	True	0.02549019607843137	0.0026666666666666666	0.01212121212121212	0.0	0.019047619047619046
cluster_5659	0		0		0		0		0		0		0.5889355736666666	0.493653457	-0.7665591271666666	0.12958586600000002	110	-0.09015086365838527	0.009463649726266442	M07	0.0666666666666666	False	False	0.13333333333333333	0.05333333333333333	0.06666666666666668	0.0	0.0
cluster_2727	0		1		0		1		0		0		0.4145043538	0.171149402	-0.02024406299999997	-0.21587409366666668	111	-0.01431468024100486	0.00904892991849292	M02	0.0011111111111111	False	False	0.0061111111111111106	0.008768768768768769	0.0011111111111111113	0.0	0.0
cluster_4593	1		1		0		0		1		0		0.12032015844444445	0.4687212388888889	-0.2738851637777777	-0.02698382594444444	112	-0.07895997937193752	-0.00897483542457587	M06	0.08324979114452791	False	True	0.0969298245614035	0.11241212121212124	0.054678362573099416	0.0	0.028571428571428567
cluster_5447	0		0		0		0		1		0		-0.8587290409999999	-0.8063574345000001	0.6335851665	-0.528474197	113	-0.014610287148903597	0.00867662871760068	M02	0.0042328042328042	False	False	0.0	0.005	0.004232804232804232	0.0	0.0
cluster_5608	0		0		0		0		0		0		0.5679394668571428	0.03320373128571425	-0.6069104902857142	0.26364026542857144	114	-0.07432066152103105	0.008632481304293806	M00	0.1583857509105242	False	True	0.08107284038450972	0.03034881698376366	0.06403091220084682	0.0	0.09435483870967742
cluster_5336	0		1		0		0		1		0		0.16075562617391306	0.32990672400000004	-0.276071937652174	0.20823682017391307	115	-0.07892614210866405	0.00859409368006767	M06	0.0833333333333333	False	False	0.09928571428571427	0.08	0.08333333333333333	0.0	0.0
cluster_3303	1		1		0		1		0		1		0.2326938243157895	0.3159944112105264	0.0590854857368421	-0.23270519831578945	116	0.004656218642168964	0.00859391110693345	M02	-0.025974241163273203	True	False	0.008536212110037614	0.012590233966141406	0.00576460822263501	0.026583710407239818	0.021428571428571432
cluster_6400	0		0		0		0		1		0		0.08897375539999999	0.7045703207999999	-0.5058193502	-0.08833924119999999	117	-0.07021070920749578	0.007936545118927506	M04	0.10328227682321	False	True	0.1236491090562027	0.05373110450413482	0.1022695664759132	0.05	0.1010127103472968
cluster_4420	1		0		0		0		0		0		0.3146190316666667	0.13601551166666667	-0.496284789	0.01964750911111117	118	-0.06656773147564758	0.007880065346001176	M06	0.08653038319704981	False	True	0.046629247945037415	0.07118357487922705	0.06653038319704986	0.0	0.02
cluster_1976	0		0		0		0		0		0		0.1024203828695652	0.013364958217391316	-0.4704508533913043	-0.07472862173913045	119	0.3402798751128342	-0.007731686270878672	M01	-0.7388888888888889	True	False	0.4821428571428571	0.22666666666666666	0.9277777777777778	1.0	0.3333333333333333
cluster_1406	1		1		0		0		0		1		0.21649764406666666	0.36835031366666665	-0.3020169026	-0.08093687320000002	120	0.3876356489536874	0.007469694877088544	M07	-0.9356209150326796	True	False	0.05	0.04	0.005555555555555557	0.4705882352941176	0.0
cluster_4899	0		0		0		0		0		0						121	-0.059205846130387915	0.007327443864934964	M00	0.191111111111111	False	True	0.029166666666666667	0.04142857142857143	0.057777777777777775	0.0	0.13333333333333336
cluster_7341	0		0		0		0		0		0						122	0.05335802091096253	0.007242376902662567	M03	-0.3222222222222222	True	False	0.9777777777777776	0.9054285714285716	0.9666666666666668	1.0	0.7111111111111109
cluster_1564	1		1		0		1		0		1		0.08728189229411766	0.4117367467647058	-0.1623174658823529	-0.17327206820588234	123	-0.011880306418635134	-0.007105062288811339	M02	0.0074074074074074	False	False	0.0	0.0305982905982906	0.007407407407407406	0.0	0.0
cluster_3362	0		1		0		1		0		0		0.1430032778095238	0.24356474695238103	0.07250288952380951	0.06314191257142858	124	-0.03280365298782545	0.006995009743539482	M02	0.0460082439886601	False	True	0.03258249264396805	0.0	0.05335090133131748	0.011363636363636364	0.015384615384615384
cluster_5400	0		0		0		1		0		0		-0.337068425	-0.677181347	0.05154515100000001	-0.35751462850000004	125	-0.024713052990296625	0.00690351861809765	M02	0.035682737163072	False	True	0.004470877768662838	0.007892976588628763	0.019787940136199597	0.0	0.0158947970268725
cluster_3369	0		0		0		1		0		0		0.089100799173913	0.2633398278695653	0.08992633460869565	0.10441779717391307	126	-0.006036556963289056	0.006783646329348574	M02	0.0	False	False	0.004545454545454545	0.0	0.0	0.0	0.0
cluster_3978	0		0		0		0		1		0		0.3446764003846154	0.10615753126923068	-0.00625366761538465	0.2085497850384615	127	0.013020327140761815	-0.0066719968616041035	M06	-0.10419753086419747	True	False	0.07777777777777778	0.02609523809523809	0.0069135802469135815	0.05555555555555555	0.0
cluster_6871	0		0		0		0		1		0		1.056105408	-0.7312770559999999	-0.551575237	0.090062338	128	-0.030644137554901738	0.006441220815951875	M02	0.068021879586185	False	True	0.01918011346890657	0.03947619047619047	0.03244875705654088	0.0	0.03557312252964427
cluster_1922	0		1		0		0		1		0		0.17809323477777778	0.043252845833333366	-0.5463635674444444	-0.07345473683333334	129	0.36010347288971	0.006386715826850186	M04	-0.8646871008939975	True	False	0.17444258639910815	0.05893267651888341	0.1019795657726692	0.5	0.03333333333333333
cluster_1851	1		1		0		1		0		0		0.6260395571666667	0.05137348491666666	-0.7407980271666665	-0.14226765100000002	130	-0.021159251775404942	-0.0059938138733272965	M02	0.0083333333333333	False	False	0.06875	0.01	0.008333333333333333	0.0	0.0
cluster_2355	1		1		0		1		0		1		0.384706205	-0.2888801245	0.17110614149999998	0.6696945755	131	-0.013934419036747712	0.00582188590766739	M11	-0.0716668538180167	True	False	0.12547698759722106	0.08986996336996336	0.025448530797368002	0.05625	0.015384615384615384
cluster_900	0		0		0		0		1		0		-0.0903630925	0.1158235845	0.280487627	-0.010837624999999991	132	-0.016312102558201508	0.005420603936836628	M02	0.0	False	False	0.025	0.04	0.0	0.0	0.0
cluster_3416	1		0		0		1		1		0		0.2683839703666667	0.3626483029333333	-0.04381668500000003	0.2227825406666667	133	0.27012407512241216	0.005170349768371103	M02	-0.5888888888888889	True	False	0.025	0.008	0.07777777777777778	0.3333333333333333	0.0
cluster_4028	0		1		0		0		1		1		0.20518743871875	0.2123912016875	-0.056216938687500016	0.2908296550625	134	-0.02169084965124858	0.0049639717947311075	M02	0.0778356146777199	False	True	0.0	0.0443956043956044	0.0206927575348628	0.0	0.057142857142857134
cluster_5966	1		0		0		0		1		0		0.35704966155555545	0.2753692315555556	-0.4914712377777778	-0.05170043522222224	135	-0.006998677226548026	-0.004766905141351932	M02	0.0111111111111111	False	False	0.0	0.0	0.011111111111111113	0.0	0.0
cluster_5024	0		0		0		0		1		0		-0.7308543154285715	0.05070952757142858	-0.26299633699999997	0.373672515	136	-0.010587155722975531	-0.004546241878128551	M02	0.04	False	False	0.04166666666666666	0.005	0.0	0.0	0.04
cluster_123	1		0		0		1		1		0		0.3996210383333333	1.3854474539999997	0.10294263933333332	-0.5330065333333334	137	-0.041752154555935714	-0.004492636586901818	M11	0.024917778514903698	False	True	0.1120221483942414	0.05434557348256661	0.004228123342490015	0.0	0.020689655172413796
cluster_7504	0		0		0		0		0		0		-0.07645641433333332	-0.25333507166666663	-0.18980829183333334	0.36681364	138	-0.07961527153697176	0.004487800132003807	M00	0.1723113195730415	False	True	0.125406408177306	0.06535706914344684	0.08592172025505357	0.0125	0.11138959931798806
cluster_5252	0		0		0		0		0		0		0.1751024924736842	0.34937187363157896	-0.2612927009473684	0.14635657615789474	139	-0.11914105469925293	0.0044561738151872405	M15	1.022222222222222	False	True	0.0	0.27	0.022222222222222227	0.0	1.0
cluster_6275	1		1		0		0		0		0		-0.41662308366666667	0.4251660773333333	-0.193102015	-0.28589342199999995	140	-0.0438543076863948	-0.004303317856818155	M06	0.06510582010582011	False	True	0.04199134199134199	0.018036363636363642	0.0401058201058201	0.0	0.025
cluster_883	0		0		0		0		1		0		-0.0903630925	0.1158235845	0.280487627	-0.010837624999999991	141	-0.033418012819064154	0.004079083887331211	M02	0.0435650363281942	False	True	0.07363636363636364	0.022857142857142857	0.03106503632819422	0.0	0.0125
cluster_7000	1		1		0		0		0		1		0.9356224585999998	0.1644166312	-0.5335332782000001	-0.04263368049999998	142	0.13857243145542975	0.0038976825557504686	M02	-0.2689458689458689	True	False	0.008125	0.004444444444444445	0.014387464387464388	0.16666666666666666	0.05
cluster_2832	1		1		0		1		0		1		-1.6725532280000002	0.42324548100000003	0.947504138	0.12015619300000001	143	-0.02190333385526363	0.003766220183218466	M02	0.0205274143569168	False	True	0.009388730426243644	0.016604818434715344	0.009098842928345492	0.0	0.011428571428571429
cluster_315	1		1		0		0		1		0		0.2731706742258064	0.4091409165806452	0.039686261258064515	0.2268846886129032	144	-0.05958202073489599	-0.0035426819026432186	M00	0.1466666666666666	False	True	0.05892857142857143	0.02666666666666666	0.06666666666666668	0.0	0.08
cluster_386	0		1		0		0		1		0		0.22308891954838705	0.3672099632258065	0.008130487967741913	0.19095777238709674	145	-0.013729640306405529	-0.0025304369417066693	M00	0.033849206349206296	False	False	0.1248062015503876	0.05187878787878788	0.0367063492063492	0.05	0.09714285714285714
cluster_7612	0		0		0		0		1		0		0.03081375180000001	-0.07447457629999996	-0.5016192375	0.4412515436000001	146	-0.11624105911634244	-0.002472216708342139	M04	0.1959455252326979	False	True	0.1388682696158698	0.17189690272999378	0.07851167189028184	0.01619644723092999	0.1498267478042759
cluster_3336	0		0		0		0		1		0		0.18977602995000006	0.28306892980000004	0.0622692471	0.012456973699999985	147	-0.00955242262313599	0.002450568520396189	M02	0.0283333333333333	False	True	0.019285714285714285	0.0075213675213675205	0.008333333333333333	0.0	0.02
cluster_5307	0		0		0		1		1		0		0.17775505247619044	0.2489644943809524	-0.2171065470952381	0.16738431519047622	148	-0.014967062885084934	-0.002172344139453054	M02	0.0711111111111111	False	True	0.0	0.004444444444444445	0.011111111111111113	0.0	0.06000000000000001
cluster_1921	0		0		0		0		0		0		0.17809323477777778	0.043252845833333366	-0.5463635674444444	-0.07345473683333334	149	-0.13613689876403773	-0.0020292941244891513	M08	0.2	False	False	0.05	0.5	0.0	0.0	0.2
cluster_67	0		0		0		0		1		0		-0.0317472865	2.2155337195	0.21877772550000002	-0.5914560765	150	-0.0012369609491221685	0.0019896580789447228	M02	0.0	False	False	0.0	0.0	0.0	0.0	0.0
cluster_652	0		1		0		0		0		0		0.18568472110638296	0.4005903616595745	0.05497236185106382	0.1623305932127659	151	-0.0472282212143838	0.0014656449645791673	M00	0.2155555555555555	False	True	0.09166666666666666	0.047142857142857146	0.015555555555555557	0.0	0.2
cluster_2910	0		0		0		0		1		0		0.128269105	0.8070460469999998	-0.11881702244444442	-0.08549578066666669	152	-0.06235678080824963	0.0014337262853429446	M00	0.2245811920842656	False	True	0.057638888888888885	0.048771929824561404	0.10579812330119692	0.025	0.16878306878306878
cluster_2637	0		0		0		0		1		0		0.682382495	1.703629627	-0.7350225420000001	0.18031715899999998	153	-0.07333312152799656	-0.0010649187275356589	M06	0.1401264675774478	False	True	0.09953703703703703	0.04817010631644778	0.07381630714964049	0.0	0.06631016042780749
cluster_6410	0		0		0		1		1		0		0.08897375539999999	0.7045703207999999	-0.5058193502	-0.08833924119999999	154	-0.024474245487543345	0.0005424621144622049	M06	0.045966345966346	False	True	0.01986238793064215	0.031907480603132775	0.018347298347298348	0.017857142857142856	0.06333333333333332
cluster_6163	0		0		0		0		0		0		-0.41662308366666667	0.4251660773333333	-0.193102015	-0.28589342199999995	155	-0.29174881585383466	-0.00018083828924028627	M08	0.3777106908685855	False	True	0.13541754139580225	0.3595535947712418	0.3610440242019189	0.0	0.016666666666666666
cluster_5580	0		0		0		0		1		0		0.6871017704000001	-0.2496069314	-0.4958582126	0.2600015412	156	-0.004664703199253952	-1.2258168814039169e-05	M02	0.0	False	False	0.025	0.0	0.0	0.0	0.0
