cluster_name	module_id	basin_residual_rank	y_morula_observed	x_8cell	y_pred_meth_only	c_diag	u_morula_acc_mean	u_morula_minus_8cell	curvature	is_inverted_u	is_u_shape	signed_residual_dir
cluster_4889	M01	84.0	0.4714285714285714	0.3374842603955989	0.0840861699276254	0.387342401500946	0.69390860785	0.10044502414999996	-0.2622290697525137	True	False	-1.0
cluster_5516	M07	85.0	0.0	0.05925925925925925	0.0818412884738665	-0.0818412884738665	-0.9350170645	-0.6371295044999999	0.0592592592592592	False	False	1.0
cluster_3766	M14	86.0	0.25	0.04868682515741339	0.08685412444947689	0.16314587555052312	0.21895191824999996	0.23670986374999994	-0.4513131748425867	True	False	1.0
cluster_5599	M06	87.0	0.09375	0.05234860924516097	0.012106156096592779	0.08164384390340722	0.5679394668571428	0.5347357355714285	-0.10552176112520947	True	False	1.0
cluster_3967	M06	88.0	0.0	0.062031764478545325	0.05836344107865875	-0.05836344107865875	0.4266368355199999	0.32281330524	0.1031031930499738	False	True	1.0
cluster_4897	M06	89.0	0.0	0.005555555555555557	0.0015054713850295837	-0.0015054713850295837			0.0055555555555555	False	False	-1.0
cluster_126	M06	90.0	0.02083333333333333	0.04109879127278817	0.004273587346284574	0.016559745987048756	0.22504760559999998	-0.4923440340000001	0.0541478857033692	False	True	-1.0
cluster_1126	M00	91.0	0.0	0.10714396284829722	0.011255965657690289	-0.011255965657690289	-0.2562984456666667	-0.7368299713333333	0.2314825871869215	False	True	-1.0
cluster_5760	M06	92.0	0.171875	0.05378577987402089	0.057841658260944354	0.11403334173905565	1.22353073	2.4320625700000003	-0.2442326379192762	True	False	1.0
cluster_6442	M02	93.0	0.0	0.0	0.020456090636454205	-0.020456090636454205	0.3996295670000001	-0.12067082355555556	0.0	False	False	-1.0
cluster_1007	M00	94.0	0.0	0.06613756613756612	0.026465968028480436	-0.026465968028480436	-0.2518541755555556	-0.5273685216666667	0.1677248677248676	False	True	1.0
cluster_618	M02	95.0	0.0	0.022222222222222227	0.05982751807075763	-0.05982751807075763	0.18568472110638296	-0.21490564055319156	0.0666666666666666	False	True	1.0
cluster_4538	M01	96.0	1.0	1.0	0.0	1.0	0.10158976730769234	-0.29111107007692305	-0.675	False	False	-1.0
cluster_3928	M01	97.0	0.3830492424242424	0.44150102002003705	0.10539909190109983	0.27765015052314257	0.12186487150000005	0.1229183841363636	-0.2086730383777056	False	False	-1.0
cluster_1607	M06	98.0	0.5	0.02969498910675382	0.02391802536268384	0.47608197463731616	0.12359088166666668	-0.3035103838888888	-0.952123192711428	True	False	1.0
cluster_7683	M06	99.0	0.0	0.06701972682364839	0.028991065669905922	-0.028991065669905922	-0.7102907340000001	-0.969517993	0.0670197268236483	False	False	-1.0
cluster_6020	M06	100.0	0.0	0.01423761423761424	0.002254420502704959	-0.002254420502704959	0.22297081885714284	-0.04047990892857143	0.0433563881839743	False	True	-1.0
cluster_7095	M06	101.0	0.27884615384615385	0.02671188071188071	0.005783145777079588	0.27306300806907424	0.7327324244615383	0.6811018643076923	-0.5309804269804269	True	False	1.0
cluster_293	M00	102.0	0.0	0.01746031746031746	0.005399065354598196	-0.005399065354598196	0.29688348013793103	-0.040006529310344895	0.1174603174603174	False	True	-1.0
cluster_23	M06	103.0	0.015625	0.030524465929854788	0.028870837537005083	-0.013245837537005083	0.369485978	-1.8505518159999998	0.008668405323794	False	False	1.0
cluster_7052	M08	104.0	0.3333333333333333	0.28899470899470897	0.11458850048117994	0.21874483285215338	0.9119015956363636	0.7811465979090909	-0.2526719576719577	True	False	-1.0
cluster_4551	M00	105.0	0.0	0.007407407407407406	0.035444616912973785	-0.035444616912973785	0.10158976730769234	-0.29111107007692305	0.1324074074074074	False	True	1.0
