iter	morula_rank_lowest_is_1	lowest_stage	morula_weighted_methylation
780	1	Morula	0.2632988900235642
781	3	4-cell	0.4118603991567591
782	1	Morula	0.2259468126523598
783	2	4-cell	0.1374909239256603
784	3	2-cell	0.2826003359065886
785	5	2-cell	0.3750896378839662
786	1	Morula	0.4141052136124521
787	2	2-cell	0.33071039909504846
788	2	4-cell	0.450841355982059
789	6	4-cell	0.6193801862123416
790	1	Morula	-0.39288997161894684
791	3	2-cell	0.3616637767602092
792	1	Morula	0.17877055539691386
793	5	Zygote	0.5154807423663181
794	1	Morula	-0.7035787856366558
795	1	Morula	-0.023008798000464917
796	2	2-cell	0.37411107548406874
797	1	Morula	0.24923288075604977
798	1	Morula	-0.47842830407182896
799	1	Morula	0.1591725447341455
800	5	Oocyte	0.5091956140350877
801	2	Zygote	0.28695782150902194
802	1	Morula	0.0816176605783393
803	4	2-cell	0.4447679181342715
804	3	Zygote	-0.29186517756808567
805	2	2-cell	0.161957581483071
806	1	Morula	0.3641781828001355
807	1	Morula	-0.056125851199686744
808	4	2-cell	0.4274239144556399
809	6	2-cell	0.5666555199862081
810	3	Epiblast	0.3572788610184806
811	3	Zygote	0.37545016282532684
812	2	2-cell	0.28748856098456554
813	2	Zygote	0.2655921789017588
814	4	Zygote	0.3587548792841053
815	3	Zygote	0.26558805876370173
816	3	2-cell	0.25517094240855664
817	2	Zygote	0.3401617619788332
818	5	2-cell	0.5017553884255548
819	1	Morula	0.28555216469810557
820	1	Morula	0.33051027904570146
821	2	2-cell	0.2354281154730603
822	1	Morula	0.2528685486403377
823	2	2-cell	0.3911327071364913
824	1	Morula	0.36106797693370407
825	1	Morula	0.08056915878219403
826	4	2-cell	0.31088754925120765
827	4	2-cell	0.490571568420308
828	2	4-cell	0.38214656983815193
829	2	4-cell	0.2760005150198198
830	1	Morula	0.24598189023015393
831	1	Morula	0.3918665065979231
832	2	Oocyte	0.37430348159771515
833	4	4-cell	0.4363321637098333
834	4	4-cell	0.5107704295913267
835	3	Oocyte	0.3518614581272276
836	2	2-cell	0.3341732337256227
837	1	Morula	0.03590627944229219
838	4	2-cell	0.5612326168780939
839	1	Morula	0.1059083583153525
840	4	2-cell	0.37037288539984536
841	1	Morula	-0.0372434069782317
842	3	2-cell	0.24697580458266444
843	1	Morula	-0.1095618421918067
844	2	2-cell	0.40071319965993324
845	1	Morula	0.17393411756312419
846	1	Morula	-0.003575074839270942
847	3	8-cell	0.3801765467589717
848	3	2-cell	0.3612177998067184
849	1	Morula	0.37441515795114144
850	2	Zygote	0.39464572590513675
851	1	Morula	0.06653049145319358
852	2	2-cell	0.4168105799967735
853	2	Zygote	-0.1416943783891499
854	1	Morula	-0.03152282289953037
855	1	Morula	-0.011926974179862937
856	1	Morula	0.22032241047834925
857	1	Morula	0.3612636022734087
858	1	Morula	-0.26796324369935226
859	3	Epiblast	0.4575266564967786
860	2	2-cell	0.2467841558509664
861	1	Morula	0.38772059467460407
862	5	2-cell	0.6769770844817915
863	4	Zygote	0.4451261700111617
864	1	Morula	0.2715960524691053
865	1	Morula	0.19646468387935734
866	2	2-cell	0.3126393296236978
867	4	2-cell	0.4327711838225053
868	2	2-cell	0.3648393441934855
869	1	Morula	0.12387998447546054
870	6	Oocyte	0.5591026315789474
871	2	2-cell	0.03479678545442472
872	1	Morula	0.16027874605993286
873	1	Morula	0.09070859760985955
874	1	Morula	0.19262440953163035
875	2	Zygote	0.1332134249447383
876	2	2-cell	0.028508663503514997
877	2	2-cell	0.14662657983029243
878	1	Morula	0.3260577044831997
879	4	Zygote	0.39765244587209614
880	1	Morula	0.04200869590471529
881	2	4-cell	0.43170920356002374
882	1	Morula	-40.49120676005461
883	2	2-cell	0.3154946220927582
884	4	2-cell	0.5179139804240743
885	6	2-cell	0.5514906394154219
886	2	4-cell	0.37341949081336856
887	4	2-cell	0.4612577396329597
888	3	2-cell	0.16855177150898773
889	3	2-cell	0.1156421065312106
890	7	4-cell	0.5791397748627936
891	1	Morula	-0.09981683769321348
892	1	Morula	0.3735883700703274
893	4	4-cell	0.42840455779382314
894	1	Morula	0.3635163799620604
895	1	Morula	0.14361480164557744
896	1	Morula	0.13906134891953262
897	2	2-cell	0.3517310797992964
898	4	Zygote	0.42487280507830516
899	3	2-cell	0.35135679584044033
900	1	Morula	0.14542652724838814
901	4	Zygote	0.3626124882637742
902	2	2-cell	0.25679087819513347
903	2	4-cell	-0.04713467856945659
904	4	Zygote	0.15141917483265457
905	3	2-cell	0.41256054669249914
906	1	Morula	-0.20187458121204838
907	3	4-cell	0.4181968158300784
908	1	Morula	0.18783954295536961
909	2	2-cell	0.37093473161794743
910	3	2-cell	0.3454622444998129
911	4	Zygote	0.44516161793673464
912	3	2-cell	0.4132207848915489
913	1	Morula	0.3267139231166707
914	3	Zygote	0.2582714708311581
915	4	4-cell	0.13107513527164788
916	2	4-cell	-0.7213777920019717
917	2	Zygote	0.39284722584057397
918	1	Morula	0.2677919775974193
919	7	8-cell	0.5808587719298246
920	2	4-cell	0.20208282227728597
921	5	2-cell	0.5488444387406335
922	4	Zygote	0.2868143144201123
923	1	Morula	0.32527549163875796
924	1	Morula	0.04295041579363473
925	5	2-cell	-0.3329447482692358
926	5	2-cell	0.41243740702127935
927	2	4-cell	0.35597890852866676
928	2	Zygote	0.3951858213637732
929	2	4-cell	0.30173003873821297
930	2	4-cell	0.40488411703431204
931	3	2-cell	0.3810263418801055
932	3	4-cell	0.44385095294084964
933	3	Epiblast	0.38935293676798194
934	2	2-cell	0.37597658630117836
935	5	Zygote	0.8509003307301459
936	1	Morula	-1.9164716105640665
937	1	Morula	0.05271815296704142
938	4	2-cell	0.628274603058671
939	7	Zygote	0.5469298245614035
940	3	Zygote	0.4408918755859896
941	1	Morula	0.2596288821616528
942	2	2-cell	0.4775045177019346
943	5	Zygote	0.5163456707805845
944	2	Epiblast	0.3592835742254794
945	2	2-cell	0.1709912853421221
946	1	Morula	0.2712688562365246
947	1	Morula	-0.1407712344444314
948	1	Morula	0.15424842787230575
949	1	Morula	0.2999530173459937
950	1	Morula	0.16671304984095897
951	2	4-cell	0.18873758721084075
952	2	2-cell	0.20145804380560672
953	3	Zygote	0.41593640586796643
954	2	2-cell	0.32017113353771476
955	1	Morula	0.37302574260649746
956	1	Morula	0.10388813089806423
957	3	2-cell	0.4249029305677234
958	2	2-cell	0.20145390759893905
959	2	2-cell	0.27076355537508334
960	4	Zygote	0.3912587638334821
961	5	8-cell	0.4347316090824703
962	3	2-cell	0.2598259339997644
963	7	4-cell	0.5935969251654896
964	1	Morula	0.2385728276719583
965	1	Morula	0.2591634694864521
966	1	Morula	0.3336419273910282
967	1	Morula	-0.055123953232346756
968	3	Zygote	0.3874367753775587
969	1	Morula	0.2976085981247518
970	4	4-cell	0.31098849233680587
971	1	Morula	0.006837092831315061
972	1	Morula	0.29886184265274435
973	2	2-cell	0.128325661409744
974	1	Morula	0.21921014170833691
975	1	Morula	0.39739592873342033
976	4	4-cell	0.48553913156018513
977	1	Morula	0.2343232316109433
978	1	Morula	0.14377535426524712
979	3	Zygote	0.07816952190481163
980	3	2-cell	0.46587344337249714
981	2	2-cell	0.3185500544448818
982	6	Zygote	0.4435171770332369
983	3	2-cell	0.43071240175001085
984	1	Morula	-0.18921234169138879
985	1	Morula	0.14311178797982943
986	1	Morula	0.3877757453649533
987	1	Morula	0.1659694741993873
988	1	Morula	-0.07180841279759592
989	2	Epiblast	-0.16342509932844673
990	3	Zygote	0.09177011822687148
991	2	4-cell	0.04599024579304023
992	2	4-cell	0.2234038162644194
993	5	Zygote	0.5280829234838562
994	5	Zygote	0.42719005855952763
995	1	Morula	0.07899091628105621
996	1	Morula	0.38058929907468353
997	4	Zygote	0.5148769173165116
998	1	Morula	0.23701141042838303
999	1	Morula	0.41096606151258186
1000	1	Morula	0.4523529294363684
1001	1	Morula	0.24228204221552554
1002	2	2-cell	0.3639579955278145
1003	4	2-cell	0.43221959438668894
1004	5	Epiblast	0.48239599604632144
1005	1	Morula	0.20798014988383323
1006	2	2-cell	-0.06669937802667505
1007	3	4-cell	0.1794726052359125
1008	1	Morula	-0.1566017067819701
1009	1	Morula	0.18165146027262014
1010	2	2-cell	0.3430599088184447
1011	1	Morula	0.04091221380711735
1012	5	2-cell	0.816894102585626
1013	4	Zygote	0.388315660734034
1014	2	2-cell	0.3742140458934662
1015	5	Oocyte	0.5157838084458477
1016	5	Zygote	0.5085263167454979
1017	4	8-cell	0.3837244569575174
1018	1	Morula	0.19720867643702203
1019	1	Morula	0.07716986162235152
1020	1	Morula	0.24232428352954025
1021	2	2-cell	0.36284741576808216
1022	4	Zygote	0.5071912044981399
1023	2	2-cell	0.34666593927880884
1024	2	4-cell	0.47032198388473384
1025	1	Morula	0.23602592404591383
1026	2	2-cell	0.3592495146139209
1027	2	4-cell	0.4089118166625868
1028	4	2-cell	0.4370672459380144
1029	1	Morula	-3.619639012010238
1030	4	Zygote	0.3466021718724881
1031	1	Morula	0.3614043239807746
1032	3	Zygote	0.38725094919136843
1033	1	Morula	0.18697441038916207
1034	4	2-cell	0.4006432487542323
1035	2	4-cell	0.19765456313861265
1036	1	Morula	0.09283833201328816
1037	2	2-cell	0.35283717247673974
1038	2	2-cell	0.2559272952794566
1039	2	Zygote	0.24902588247165997
1040	4	4-cell	0.4127614566680661
1041	1	Morula	0.30906326398826994
1042	3	2-cell	0.4496813217547781
1043	6	Zygote	0.5679140329357085
1044	5	4-cell	0.5411308253462499
1045	1	Morula	0.2555440431089841
1046	2	2-cell	0.4049564498725098
1047	1	Morula	0.283002556813575
1048	1	Morula	0.17314037794371137
1049	2	Zygote	0.21766501973991909
1050	5	4-cell	0.5732568915196163
1051	2	4-cell	0.4448667603578399
1052	3	2-cell	0.41839657672923547
1053	3	2-cell	0.3185315095916919
1054	2	2-cell	0.12620077899900314
1055	1	Morula	-0.6986949090251875
1056	1	Morula	0.39956153166235514
1057	2	4-cell	0.4434059438633472
1058	3	2-cell	0.31406909138199796
1059	2	4-cell	0.24608380237510571
1060	2	2-cell	0.17693272957106596
1061	5	Zygote	0.4245387630050973
1062	1	Morula	0.2863446354400306
1063	2	4-cell	0.4322042210613662
1064	2	4-cell	0.3087751582756464
1065	3	4-cell	0.5825505889652929
1066	1	Morula	0.3376020400541464
1067	1	Morula	0.26957283349080535
1068	1	Morula	0.3580482239336642
1069	6	Zygote	0.5336666666666666
1070	2	2-cell	0.09851414793121438
1071	1	Morula	0.15129581584365334
1072	4	Zygote	0.356723756878992
1073	2	2-cell	0.13140348023119536
1074	1	Morula	0.2498201102869294
1075	1	Morula	0.020069149047168167
1076	1	Morula	0.40915605691371715
1077	1	Morula	0.15469934873230942
1078	3	2-cell	0.478016884703961
1079	1	Morula	0.21270208035584354
1080	2	2-cell	0.12852969130675695
1081	5	Zygote	0.5571851016300136
1082	1	Morula	0.07447594425162804
1083	1	Morula	-0.0076630838528681244
1084	2	2-cell	0.21215215188078046
1085	2	2-cell	0.40265090875241477
1086	1	Morula	0.3335347133308479
1087	2	4-cell	-9.285117324642165
1088	1	Morula	0.18072411111817527
1089	1	Morula	0.15321771043837001
1090	1	Morula	0.2691338383930497
1091	3	2-cell	0.22620238172775264
1092	1	Morula	0.2206916368531332
1093	4	Epiblast	0.42069292934546376
1094	4	4-cell	0.4462218328408314
1095	2	4-cell	0.17633110947744846
1096	1	Morula	0.19115818898508657
1097	5	2-cell	0.4863158391524377
1098	2	Zygote	0.25234125026833254
1099	1	Morula	-153.68356749308674
1100	1	Morula	0.33596849736462925
1101	2	2-cell	0.2877038710497737
1102	2	2-cell	0.29899932053705464
1103	1	Morula	0.27724404279987347
1104	6	8-cell	0.5564788024113309
1105	1	Morula	0.38519766932806476
1106	1	Morula	-0.9020324616172171
1107	2	2-cell	0.3279773495828683
1108	4	Zygote	0.4532131523470434
1109	5	2-cell	0.5559758054154759
1110	2	2-cell	0.37783167042926463
1111	1	Morula	-0.7792194557473542
1112	2	2-cell	0.304737076093466
1113	1	Morula	0.3255032058681994
1114	6	2-cell	0.5335288904096209
1115	1	Morula	0.3994543928568997
1116	1	Morula	0.33952400247205344
1117	4	2-cell	0.5057877506337783
1118	3	Zygote	0.36396130150737127
1119	1	Morula	0.11095332137160908
1120	4	Zygote	0.5302692654108463
1121	3	2-cell	0.31086636878660123
1122	2	Zygote	0.2619584964775949
1123	1	Morula	0.12530876757966403
1124	4	2-cell	0.3339329300843161
1125	3	2-cell	0.34293722467673443
1126	1	Morula	-1.6015700747182295
1127	1	Morula	0.10721039895554157
1128	4	4-cell	0.523657070424839
1129	2	2-cell	0.2934336629472353
1130	1	Morula	0.22467638637338244
1131	3	2-cell	0.32777485465814155
1132	1	Morula	-0.1172030079185104
1133	3	2-cell	0.4088171530597122
1134	2	2-cell	0.42762240977936633
1135	4	2-cell	0.4683772553146278
1136	3	Zygote	0.39766193860364474
1137	1	Morula	0.38374088214748336
1138	3	4-cell	-0.3676616525833877
1139	1	Morula	0.24051168949046448
1140	2	2-cell	0.19888405163820322
1141	1	Morula	0.032811583807794725
1142	5	4-cell	0.4089422004508433
1143	2	Zygote	0.31722065219088746
1144	1	Morula	-0.03327381242647888
1145	1	Morula	0.1183746776273837
1146	3	4-cell	0.3080895963337551
1147	1	Morula	0.20302713637692651
1148	2	2-cell	0.3408682665820555
1149	1	Morula	0.29607843236508835
1150	1	Morula	0.35002519499241946
1151	1	Morula	0.38738334697314114
1152	1	Morula	0.24332706395471249
1153	2	Zygote	0.17618578729339376
1154	6	2-cell	0.6269487756059204
1155	1	Morula	0.18318441396483798
1156	3	Zygote	0.3978019539256362
1157	3	Zygote	0.44057070515642427
1158	1	Morula	0.32650668805733113
1159	4	2-cell	0.4265256012302727
1160	1	Morula	0.004717847315919177
1161	4	4-cell	0.368237358237269
1162	1	Morula	-0.4691662783794474
1163	5	Epiblast	0.5132201754385964
1164	3	Zygote	0.4249005580158945
1165	1	Morula	0.22888822830823063
1166	1	Morula	0.16913223405028596
1167	3	Zygote	0.27579367577341596
1168	3	2-cell	0.24788511853867154
1169	1	Morula	0.2272013215005836
1170	1	Morula	0.07662170718998265
1171	2	2-cell	0.19571961562951937
1172	2	Zygote	-0.09801896016112206
1173	1	Morula	0.14687487316855335
1174	6	4-cell	0.5680222351902112
1175	1	Morula	0.07844444617589125
1176	2	2-cell	0.3954098574560938
1177	2	2-cell	0.2188586880811065
1178	1	Morula	0.15005333749675592
1179	4	2-cell	0.501442487763045
1180	2	2-cell	0.24150899941070575
1181	6	Zygote	0.548345732497945
1182	1	Morula	0.008247337488373085
1183	3	2-cell	0.3116261424133915
1184	1	Morula	-0.16731829819472566
1185	1	Morula	0.37085330622318324
1186	1	Morula	0.2272385982177266
1187	1	Morula	0.09001748591500908
1188	1	Morula	0.02633734121856947
1189	2	Zygote	0.3361127572793933
1190	2	2-cell	-0.20154335800040674
1191	2	4-cell	0.2645547083603088
1192	2	2-cell	-0.5881549382622846
1193	1	Morula	0.08910426999986293
1194	2	Zygote	0.17044197136911515
1195	4	4-cell	0.07117806860017539
1196	1	Morula	0.31162175773027356
1197	2	4-cell	0.35058335615581887
1198	2	2-cell	0.4574596730509115
1199	2	2-cell	0.08112489373585294
1200	1	Morula	0.27616434457071004
1201	1	Morula	0.19301321020984963
1202	1	Morula	0.13049725165795212
1203	1	Morula	0.3121553302743528
1204	3	4-cell	0.3279574031397492
1205	3	Epiblast	0.41434489114474055
1206	1	Morula	0.24027468134084612
1207	2	Zygote	0.18362195431306527
1208	2	4-cell	-0.25429241926232726
1209	3	4-cell	0.23643034552042674
1210	1	Morula	0.3456496233168734
1211	2	4-cell	0.36691173538411137
1212	4	2-cell	0.1910950590655618
1213	1	Morula	0.30926402154617505
1214	1	Morula	0.28175090184789686
1215	3	Zygote	0.411159358530351
1216	3	Zygote	0.3643119433912292
1217	2	2-cell	0.43143110500449994
1218	2	2-cell	0.3410325199872494
1219	4	2-cell	0.44718407126564946
1220	2	2-cell	0.3404123078582362
1221	1	Morula	0.28001800832857854
1222	5	2-cell	0.487115082737863
1223	2	2-cell	0.3973415811405083
1224	2	4-cell	0.3167339692916724
1225	4	2-cell	0.4295787251093407
1226	5	Zygote	0.541775207287736
1227	3	2-cell	0.4818096803189457
1228	1	Morula	0.35410134233522444
1229	1	Morula	0.08974725014750154
1230	1	Morula	0.4226578058770966
1231	1	Morula	0.10129091928586714
1232	4	Zygote	0.3507032593180768
1233	3	4-cell	-0.0028811543202733603
1234	3	Epiblast	0.25619732356476904
1235	2	Zygote	0.4099410117354747
1236	1	Morula	0.2433016486129927
1237	3	4-cell	0.4333498844148244
1238	4	Zygote	0.4568998245776416
1239	2	Epiblast	0.23552366329267205
1240	5	2-cell	0.504005781891997
1241	2	2-cell	0.36116064799295167
1242	2	Zygote	0.35576187960699235
1243	3	Zygote	0.1764090234407606
1244	3	Epiblast	0.24652593833277703
1245	1	Morula	0.03062871628446008
1246	2	Zygote	0.4175153311121319
1247	1	Morula	0.35260104692042427
1248	7	2-cell	0.5759121348554428
1249	7	4-cell	0.6312217066283423
1250	1	Morula	0.11862562793490473
1251	1	Morula	0.13028301745507284
1252	1	Morula	0.4045314118993633
1253	4	4-cell	0.4599435910759702
1254	4	2-cell	0.4443589637003147
1255	3	2-cell	0.3463406257500316
1256	4	4-cell	0.4301862754558564
1257	3	2-cell	0.43774446296979436
1258	2	2-cell	0.3384985469488911
1259	2	2-cell	0.3981890363176071
1260	1	Morula	0.250623733146921
1261	5	2-cell	0.4994626808208427
1262	1	Morula	0.22105346573357484
1263	1	Morula	0.2019406502164602
1264	3	Zygote	0.30023659103005107
1265	2	2-cell	0.39390583141174484
1266	1	Morula	0.22930184988816432
1267	3	4-cell	0.453633416075093
1268	1	Morula	0.34715483953001586
1269	4	4-cell	0.41964895583128875
1270	5	2-cell	0.48516958537333404
1271	1	Morula	-0.14107454003280992
1272	2	4-cell	0.38959599467864003
1273	1	Morula	0.09163042015202376
1274	1	Morula	0.2932328563576271
1275	1	Morula	0.36644688886022586
1276	1	Morula	0.3636073268720219
1277	1	Morula	-0.09678974371989424
1278	1	Morula	-0.07132997176062088
1279	1	Morula	0.2663668118431507
1280	1	Morula	0.28352507942040156
1281	5	2-cell	0.5202442864889072
1282	1	Morula	0.3511396946778451
1283	3	Zygote	0.3150193674674784
1284	2	2-cell	0.45716819640671935
1285	1	Morula	0.2213015715248852
1286	3	2-cell	0.3819228305253951
1287	3	2-cell	0.39145082227367145
1288	6	Zygote	0.6168076339125058
1289	3	2-cell	0.4499217730681744
1290	1	Morula	0.11451910407005231
1291	1	Morula	0.347299095742989
1292	6	Epiblast	0.5195921052631578
1293	4	Zygote	-2.556533406370226
1294	1	Morula	0.03680399882194678
1295	2	4-cell	0.10319637465012288
1296	4	2-cell	0.47836422801376166
1297	3	Zygote	0.25833200418012325
1298	1	Morula	0.24748649904254322
1299	1	Morula	0.31875977925327964
1300	2	Zygote	0.18798330386406925
1301	3	8-cell	0.37180923280678413
1302	4	Zygote	0.1598797718166104
1303	1	Morula	0.3094832431936034
1304	4	2-cell	0.4298423041659773
1305	2	4-cell	0.2026784533995865
1306	3	Zygote	0.45111094733519963
1307	6	2-cell	0.875687138729748
1308	2	4-cell	0.28812169398556414
1309	1	Morula	0.22545779902998417
1310	3	Zygote	-0.06185032520064823
1311	1	Morula	0.12792801073127258
1312	4	2-cell	0.42936190844629835
1313	1	Morula	0.28889770572753465
1314	3	Zygote	0.36611688956386595
1315	2	Zygote	0.1985692668014175
1316	3	4-cell	0.42965454449700013
1317	5	2-cell	0.4650483390141624
1318	2	Zygote	0.009701394562590213
1319	3	2-cell	0.4205988096695042
1320	1	Morula	0.21096507699516792
1321	1	Morula	0.2878660501648932
1322	4	4-cell	0.46577454044578626
1323	1	Morula	0.0262529777906394
1324	1	Morula	0.17954507334006983
1325	4	2-cell	0.45669448602647555
1326	1	Morula	0.23764151391912008
1327	1	Morula	0.047551574562746335
1328	3	4-cell	0.35880549920154114
1329	4	Zygote	0.38006552764812324
1330	6	Zygote	0.6511191446015894
1331	4	2-cell	0.5516102951411865
1332	3	Zygote	0.2735467166249488
1333	1	Morula	0.15916590028540195
1334	4	2-cell	0.3948880984386678
1335	3	2-cell	0.4570893304270146
1336	5	2-cell	0.5076652364190453
1337	1	Morula	0.3757218542057946
1338	1	Morula	0.24156399817463822
1339	2	2-cell	0.352789371059724
1340	1	Morula	0.0912158019451282
1341	2	Zygote	0.33056104906263956
1342	1	Morula	0.14756231633314104
1343	1	Morula	-0.0029150061720091443
1344	3	4-cell	0.4388235244718907
1345	2	4-cell	0.17161302738793335
1346	1	Morula	0.4083257587264232
1347	2	2-cell	0.38867209937875336
1348	4	Epiblast	0.4448210984205613
1349	5	2-cell	0.5159985413159132
1350	1	Morula	0.24013071642330824
1351	2	4-cell	0.3405727469111843
1352	1	Morula	0.2699594364368405
1353	1	Morula	0.2671492055405201
1354	2	2-cell	0.19254724285352698
1355	3	Epiblast	-0.05731374535166037
1356	2	4-cell	0.3143142575006805
1357	2	Zygote	0.2819985151494958
1358	3	2-cell	0.5669665353283535
1359	6	Zygote	0.6993202037381812
1360	4	2-cell	0.47398064903372206
1361	5	Zygote	0.5770924945968021
1362	1	Morula	0.21381166094214302
1363	5	2-cell	0.37812314196231234
1364	2	Zygote	0.3451519061738835
1365	3	4-cell	0.34572540009053965
1366	3	2-cell	0.4819043008971465
1367	3	Zygote	0.33264247212493325
1368	2	Zygote	0.2900128938568812
1369	4	4-cell	0.47134674321591813
1370	2	2-cell	0.40282325081739295
1371	3	2-cell	0.4868313351999315
1372	3	Zygote	0.2961425833577446
1373	1	Morula	-2.7311212194156615
1374	2	4-cell	0.2521897736093852
1375	2	2-cell	0.08804801231569706
1376	3	Zygote	0.4875797058066095
1377	1	Morula	0.07639032154881763
1378	2	Zygote	-0.19088199293719688
1379	1	Morula	0.41235598689630204
1380	1	Morula	0.07525442203962474
1381	2	2-cell	0.5101976929701253
1382	2	4-cell	0.40455756587138614
1383	3	Zygote	0.2619470970104068
1384	2	Epiblast	0.21427431353105184
1385	2	2-cell	0.4077587169267457
1386	1	Morula	0.31323802597105316
1387	2	4-cell	0.23963238598243525
1388	2	2-cell	0.0028952036731111908
1389	4	2-cell	0.41780414931221344
1390	1	Morula	0.2365448135391951
1391	1	Morula	0.24686347238095066
1392	4	2-cell	0.2554033345125769
1393	1	Morula	0.3757104304863569
1394	4	Zygote	0.3123606467811273
1395	4	2-cell	0.5781973817861272
1396	1	Morula	0.15091843532602606
1397	1	Morula	0.3732321672161286
1398	2	2-cell	0.4423644382666513
1399	2	4-cell	0.24704680031021864
1400	1	Morula	0.2228340142643434
1401	1	Morula	0.28666903706864605
1402	3	8-cell	0.49496886287440717
1403	3	4-cell	0.36215878690417114
1404	1	Morula	-0.8019150079700048
1405	4	2-cell	0.4577610150608
1406	5	8-cell	0.4978320459189768
1407	3	4-cell	0.4505548502819804
1408	3	2-cell	0.4094417892433324
1409	1	Morula	0.35391218125853063
1410	1	Morula	0.17827954777743288
1411	3	2-cell	0.4878468423952024
1412	3	2-cell	0.38700373878050653
1413	5	2-cell	0.611566222863237
1414	1	Morula	0.2625970808476685
1415	1	Morula	0.24467902641256092
1416	1	Morula	0.3658782957748742
1417	2	4-cell	0.3837033445943345
1418	1	Morula	0.28948353429715884
1419	1	Morula	0.201987372968913
1420	2	2-cell	-6.716644398653832
1421	4	Zygote	0.4231959422613573
1422	1	Morula	0.2542878405919279
1423	5	Epiblast	0.49513771929824557
1424	1	Morula	0.23898142452196103
1425	4	2-cell	0.3365293409567819
1426	2	Zygote	0.2621888005623143
1427	1	Morula	0.22718979191527489
1428	1	Morula	0.31687090889684744
1429	1	Morula	-0.17365466103709742
1430	3	2-cell	0.3157288052449674
1431	2	2-cell	0.4475191695380728
1432	3	2-cell	0.4736333028243055
1433	3	2-cell	0.2835473775515811
1434	4	2-cell	0.3790138517972857
1435	4	8-cell	0.29403923934295595
1436	1	Morula	-0.8768741274874653
1437	1	Morula	0.14663878515482445
1438	2	Zygote	0.3710011354532426
1439	6	2-cell	0.7640495690971574
1440	6	Epiblast	0.5238649122807018
1441	1	Morula	0.3161869918837769
1442	1	Morula	0.20037401740307909
1443	2	8-cell	0.3304899921626075
1444	3	2-cell	0.32163094327358666
1445	1	Morula	0.18179334494992666
1446	2	2-cell	0.2334715081414556
1447	3	4-cell	-0.16601246565212668
1448	2	4-cell	-0.03596299817011983
1449	1	Morula	-0.22436167652529126
1450	2	2-cell	0.34288327515383205
1451	6	2-cell	0.4400806701184868
1452	3	Oocyte	0.399928145878348
1453	2	Epiblast	0.3882970623266881
1454	3	2-cell	0.41739324706269276
1455	3	4-cell	0.33256977986388947
1456	3	2-cell	0.3778567517145333
1457	2	4-cell	0.21564306418751336
1458	1	Morula	0.2447191785892769
1459	5	8-cell	0.4233371693493421
1460	2	4-cell	0.4112983068033106
1461	1	Morula	0.17460449912592632
1462	1	Morula	0.23107294450493412
1463	7	Zygote	0.5187254385964912
1464	2	2-cell	0.21132261171452127
1465	1	Morula	-0.26361058597905795
1466	3	4-cell	0.44197572798157625
1467	4	4-cell	0.2775508894578978
1468	4	Zygote	0.5000905641071653
1469	1	Morula	0.3815204114113372
1470	2	4-cell	0.3609245893234706
1471	1	Morula	0.1814906834843986
1472	2	2-cell	0.2403975621147697
1473	3	4-cell	0.23361164215508556
1474	1	Morula	0.3680482288753671
1475	3	2-cell	0.21155370315807462
1476	1	Morula	-0.06541321153856272
1477	4	2-cell	0.41219598235682353
1478	3	Zygote	0.3365563736151442
1479	1	Morula	0.4490966045956635
1480	3	4-cell	0.26548247143707554
1481	1	Morula	-0.14948443006896484
1482	1	Morula	0.2611939040120075
1483	4	Zygote	0.42526235623595426
1484	2	2-cell	0.3726170110665962
1485	2	4-cell	0.26501559416207043
1486	1	Morula	-0.19525964199169532
1487	1	Morula	0.1943825203275761
1488	1	Morula	0.1563023992083134
1489	4	Zygote	0.3848246318572894
1490	2	2-cell	0.08496095572002768
1491	1	Morula	-0.030368161036945174
1492	1	Morula	0.24681534876032019
1493	6	Oocyte	0.5797561956782249
1494	3	Zygote	0.2762645737046173
1495	3	Zygote	0.3356659585614764
1496	3	2-cell	0.3590607848424756
1497	1	Morula	0.3442265712377647
1498	2	2-cell	0.36653839427937396
1499	2	4-cell	0.07128707436244569
1500	5	2-cell	0.669684928979866
1501	1	Morula	0.2792362466016243
1502	2	Zygote	0.38328249414822585
1503	7	Epiblast	0.5217719298245614
1504	2	2-cell	0.23289762898561467
1505	3	2-cell	0.29197311627541866
1506	3	2-cell	0.4527762714893828
1507	3	4-cell	0.21809309482934897
1508	4	Zygote	-0.02091897239452739
1509	4	2-cell	0.4447124972567196
1510	1	Morula	-0.3981730838991883
1511	1	Morula	0.14957885747493943
1512	1	Morula	-18.237184431182186
1513	2	4-cell	0.26658663511096076
1514	4	Zygote	-0.05065099595734271
1515	2	Zygote	0.41741172809537225
1516	2	2-cell	-0.1141829664342991
1517	1	Morula	0.1818458799876742
1518	3	2-cell	-0.211816888825761
1519	3	2-cell	0.32109289399464347
1520	2	2-cell	0.3619837756418933
1521	2	2-cell	0.13228507558917516
1522	2	Zygote	0.1821762982017342
1523	4	Zygote	0.460665718367328
1524	3	2-cell	0.4533199468627842
1525	1	Morula	-0.24355268435149774
1526	2	2-cell	0.2538607828084569
1527	4	Oocyte	0.5064991228070176
1528	3	Oocyte	0.44670163892741277
1529	3	Zygote	0.44588639253134854
1530	2	4-cell	0.36972636461385516
1531	2	2-cell	0.4633161962427726
1532	4	8-cell	0.5198271929824562
1533	1	Morula	0.21572368769055067
1534	6	2-cell	0.5215315789473685
1535	2	2-cell	0.23466032318968233
1536	1	Morula	0.2337023560585511
