cluster_name	PC1_loading	PC2_loading	PC3_loading
cluster_6518	-0.05631117757985919	0.058583039120858764	0.0066231811038596254
cluster_6532	-0.013310609863536384	-0.001696983393671376	0.1161228506767399
cluster_6604	0.06054220121844131	-0.03450759543929288	0.13468822983120077
cluster_6651	0.15015113453155876	0.05419268646110024	-0.05607958493530497
cluster_6655	0.15392287409648864	0.016463572295694145	-0.07875845525782557
cluster_6871	-0.02037411966535732	0.03372523648091561	0.029781037606046258
cluster_6892	0.0190265672579647	0.16244535795731038	-0.20420061003891324
cluster_6960	0.1498902224369998	-0.012364565049452946	-0.07854942861847206
cluster_6975	0.06775242416659831	0.03849768050004884	-0.1087728005742646
cluster_7000	0.012200671833952422	0.021236416092111868	-0.003904349669203675
cluster_7042	0.026642623583629538	0.10547404902139405	-0.21513220579596776
cluster_7052	-0.07139111009327428	0.16216498326236445	-0.041486932107311886
cluster_7072	0.14137439281027273	-0.016980041398081503	-0.014850100089392682
cluster_7095	-0.015151953171092438	0.12647130013660995	0.0022770536213684075
cluster_7341	0.0236557070381539	0.017766951596935133	0.025161442255028164
cluster_7425	0.12244364425474366	-0.0005327961213671601	0.08981327207986785
cluster_7504	6.276991827693616e-05	0.05835292818779451	0.013359715098698249
cluster_7612	-0.04646891393305981	0.10204500050728299	-0.01941873383610421
cluster_7683	-0.0072091575984597495	0.08533109737110653	-0.028738954253271443
