model	validation_status	PC1_control	PC2_control	PC3_control	control_norm	direction_cosine_to_measured_correction	PC1_recovery	PC2_recovery	PC3_recovery	PC3_negative_pull_recovered	PC1_negative_pull_recovered	center_error_vs_observed	latent_mean_rmse	latent_mmd_rbf	latent_sliced_wasserstein	latent_covariance_frobenius	dmr_mean_rmse	dmr_correlation	dmr_distributional_rmse	basin_radius_q90	basin_radius_q95	pred_basin_occupancy_q90	pred_basin_occupancy_q95	observed_basin_occupancy_q90	observed_basin_occupancy_q95	pred_mean_distance_to_morula_centroid	observed_mean_distance_to_morula_centroid	closure_modules	access_modules	closure_sign	access_sign
exact_partition_020	exact_partition_with_branch_signs	0.4268955237134879	0.18314250575506102	-0.4639360197412796	0.6565193035960456	0.40053277053845504	-0.5394123699205335	-5.410661602547771	0.24194721453411389	0.24194721453411389	-0.5394123699205335	0.9750708004366457	1.1021531699144667	0.8740396040871781	1.0151467143997233	0.8487798699346262	0.24382760999231254	0.6290242445631923	0.24435145484410084	1.5666635350021403	1.9104332695957345	0.1111111111111111	0.4444444444444444	0.875	0.875	1.9974722863480834	1.0224014859114376	M05,M12,M10	M01,M02	1	1
exact_partition_021	exact_partition_with_branch_signs	-0.3719843560469491	0.424229847428685	-0.3872973853692594	0.6843556015018022	0.7202864255829007	0.4700282666897139	-12.533213612392952	0.20197941008911913	0.20197941008911913	0.4700282666897139	0.7503662243578992	0.9534674693503604	0.7660280714399978	0.7979658440690842	0.8487798699346262	0.24284428727104207	0.6339485702048197	0.2433718217080151	1.5666635350021403	1.9104332695957345	0.24444444444444444	0.6888888888888889	0.875	0.875	1.7727677102693369	1.0224014859114376	M05,M02,M10	M01,M12	-1	-1
exact_partition_022	exact_partition_with_branch_signs	0.24070108251162114	0.4524390867709908	0.5626758091470535	0.761079630892672	-0.813643671860645	-0.3041426628946618	-13.366611886142824	-0.29344098952432585	-0.29344098952432585	-0.3041426628946618	1.7771390772170883	1.5761814193846044	1.10844547140284	1.3838803183503632	0.8487798699346262	0.24947544993797824	0.6066839179203604	0.24999134755257388	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	2.799540563128526	1.0224014859114376	M05,M02,M10	M01,M12	-1	1
exact_partition_023	exact_partition_with_branch_signs	-0.24070108251162114	-0.4524390867709908	-0.5626758091470535	0.761079630892672	0.813643671860645	0.3041426628946618	13.366611886142824	0.29344098952432585	0.29344098952432585	0.3041426628946618	0.6107893019595234	0.8782692046806454	0.6567769774283699	0.8020168778024351	0.8487798699346262	0.24251918907121314	0.6377141646398985	0.2430300767219429	1.5666635350021403	1.9104332695957345	0.4444444444444444	0.6888888888888889	0.875	0.875	1.633190787870961	1.0224014859114376	M05,M02,M10	M01,M12	1	-1
exact_partition_024	exact_partition_with_branch_signs	0.3719843560469491	-0.424229847428685	0.3872973853692594	0.6843556015018022	-0.7202864255829007	-0.4700282666897139	12.533213612392952	-0.20197941008911913	-0.20197941008911913	-0.4700282666897139	1.6520018577954243	1.5075381821894391	1.0847570944196485	1.2155178657603833	0.8487798699346262	0.2485047528203614	0.6131084905588456	0.24902200659588378	1.5666635350021403	1.9104332695957345	0.0	0.044444444444444446	0.875	0.875	2.674403343706862	1.0224014859114376	M05,M02,M10	M01,M12	1	1
exact_partition_025	exact_partition_with_branch_signs	0.38483960149611895	-0.11594153690984224	-0.3078406801182352	0.5062705237285354	0.2757614659607665	-0.4862717689717871	3.425313087817261	0.16054195385913267	0.16054195385913267	-0.4862717689717871	1.055531752601945	1.1520028501660375	0.897164524328911	0.9682532224903837	0.8487798699346262	0.244553131228369	0.6270853340824744	0.24507519053601998	1.5666635350021403	1.9104332695957345	0.08888888888888889	0.4222222222222222	0.875	0.875	2.0779332385133826	1.0224014859114376	M01,M12,M02	M05,M10	-1	-1
exact_partition_026	exact_partition_with_branch_signs	0.08933629100300752	0.5604733636386963	0.5467844680968487	0.7880892200700388	-0.6960927542717207	-0.1128826557623616	-16.55831722618487	-0.2851534982783286	-0.2851534982783286	-0.1128826557623616	1.7338706016088663	1.5493733415416477	1.097903788624679	1.400803793341185	0.8487798699346262	0.24913224916373042	0.6079049298685364	0.24964885319190125	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	2.756272087520304	1.0224014859114376	M01,M12,M02	M05,M10	-1	1
exact_partition_027	exact_partition_with_branch_signs	-0.08933629100300752	-0.5604733636386963	-0.5467844680968487	0.7880892200700388	0.6960927542717207	0.1128826557623616	16.55831722618487	0.2851534982783286	0.2851534982783286	0.1128826557623616	0.7031746258203837	0.9397030669548189	0.698871678589842	0.7622197861091908	0.8487798699346262	0.24289477795701042	0.63613160677405	0.24340357040968139	1.5666635350021403	1.9104332695957345	0.4	0.6	0.875	0.875	1.7255761117318213	1.0224014859114376	M01,M12,M02	M05,M10	1	-1
exact_partition_028	exact_partition_with_branch_signs	-0.38483960149611895	0.11594153690984224	0.3078406801182352	0.5062705237285354	-0.2757614659607665	0.4862717689717871	-3.425313087817261	-0.16054195385913267	-0.16054195385913267	0.4862717689717871	1.333884654211896	1.3089330979863176	0.9993826741703746	1.0856869956175323	0.8487798699346262	0.2466046171224601	0.6205252175389392	0.24712560293714322	1.5666635350021403	1.9104332695957345	0.0	0.044444444444444446	0.875	0.875	2.3562861401233337	1.0224014859114376	M01,M12,M02	M05,M10	1	1
exact_partition_029	exact_partition_with_branch_signs	-0.0973761128202911	-0.788490044778118	-0.22137065386299662	0.8247445813425628	0.30871280137001744	0.1230415332846061	23.294716820015122	0.11544698148597299	0.11544698148597299	0.1230415332846061	1.037968471490303	1.1442684666408207	0.8609964747919753	0.9269574329244581	0.8487798699346262	0.24455944141445027	0.6310742402564817	0.24507117977768994	1.5666635350021403	1.9104332695957345	0.15555555555555556	0.4222222222222222	0.875	0.875	2.0603699574017407	1.0224014859114376	M01,M12,M10	M05,M02	-1	-1
