cluster_name	PC1_loading	PC2_loading	PC3_loading
cluster_4404	0.1583179032370319	-0.05146519023761429	0.07114307481073019
cluster_4420	-0.0033052625463306103	0.06547750340194881	-0.02185778659847263
cluster_4449	0.0066882564570725014	0.07481344903359481	-0.08188017034239754
cluster_4532	-0.06583229492571085	0.05204549302393347	-0.01877149016121409
cluster_4538	0.1269164247302948	0.06195071865482273	-0.0374115548773145
cluster_4551	0.026022294951250708	0.08810373000255689	-0.04389851241974504
cluster_4593	-0.04320085707068716	0.05675351633916003	0.04120300791949197
cluster_4605	0.17821551432243077	0.06642364860861591	0.09156335905982596
cluster_4889	0.18489268907170656	-0.016582472829401163	-0.05533898546851822
cluster_4897	-0.002600737725365808	0.041425235965359124	0.041054761189583226
cluster_4899	-0.012685863171890058	0.0731129881570525	-0.01659886786660314
cluster_4904	-0.059896575659555425	0.03152933957785225	-0.13163836866818612
cluster_4907	-0.09323341107755904	0.07721325353265511	-0.004139920117899876
cluster_4909	-0.05857918429206429	0.07856689869480293	-0.04929317405977547
cluster_4920	-0.00862372859776754	0.09666067191831954	-0.04161699796387954
cluster_5002	0.16960016341123685	-0.01970632076487086	0.016683718201316946
cluster_5020	0.019065781642093	-0.007259870959981418	0.03838969343694708
cluster_5024	0.008342379467698453	0.004271056067161308	0.02862426117679962
cluster_5064	0.1533915061790784	0.005854037389548091	-0.013864028953166239
cluster_5215	-0.04038804756939992	0.0008418775309371446	-0.021013735185172782
cluster_5240	-0.014527220472225658	0.09367069019141361	-0.08468841768477332
cluster_5252	-0.07926246737681963	-0.011749056522083872	0.022555243996955576
cluster_5307	0.029600656615948705	0.05359313465911543	-0.0038756584907500067
cluster_5336	-0.028379938779755545	0.031092834015391955	-0.009707639539445164
cluster_5400	0.09641707088086994	0.08853268600997646	-0.06545732477712272
cluster_5447	0.04927253547209446	0.08403007965811767	-0.05157735259622854
cluster_5516	0.1935380475386826	-0.03345097355945764	-0.09750431639077636
cluster_5580	0.017150452374218132	-0.023255160740400137	-0.0065679418329176505
cluster_5599	0.006947723848437509	0.13383253541528026	-0.04322477447875279
cluster_5608	0.011806967881091628	0.1223835296754715	-0.02945561292589293
cluster_5656	0.07937178251792922	0.10990323099745888	-0.05746671176237999
cluster_5659	0.17133383566157687	-0.020110510383643237	-0.08438308314868624
cluster_5661	0.12230138414746304	-0.016616394725908586	-0.12840562716778636
cluster_5678	0.11177719411953087	0.060323487018866806	0.16642279961522116
cluster_5679	0.07377057515020927	0.06386242775863549	0.06636965341214003
cluster_5760	-0.0302417887872361	0.0749372387145502	-0.031038184043698076
cluster_5923	-0.03217472472246694	0.06309381616499862	-0.13391680744743045
cluster_5928	-0.04763590488953172	0.057713677633771984	-0.03025403167806758
cluster_5966	0.01953873825099495	0.03483507595454116	0.01813101840750813
cluster_5977	-0.03729059798084583	0.07153674049018857	-0.07557366991079921
cluster_6020	0.01704774756652726	0.08821751723291446	0.03033305572165393
cluster_6087	0.1295933151226095	0.06287817902558922	0.058448272750274116
cluster_6114	0.1652131247025047	-0.006585814086874411	0.012661587122104825
cluster_6143	-0.054829618607924846	0.09906102563100928	-0.023732253714332248
cluster_6163	-0.0743571042036464	0.08740043494567629	0.029450743075578878
cluster_6171	-0.047867291752230715	0.10902707443557427	-0.02098001536986678
cluster_6262	0.16323476838615095	0.027858185218481723	0.15216895776233758
cluster_6275	0.003452547571859827	0.10347659837994334	0.010461882651637914
