control_model	module_id	candidate_control	control_modality	control_value	control_stage_window	leakage_status	interpretation	control_value_z	linked_genes	n_DMRs	latent_control_PC1	latent_control_PC2	latent_control_PC3	latent_control_norm	ridge_weight	candidate_control_direction_PC1	candidate_control_direction_PC2	candidate_control_direction_PC3	u	beta	weighted_PC1	weighted_PC2	weighted_PC3
internal_genomic_proxy_ridge_beta_diagnostic	M11	internal_genomic_cpg_density_M11	internal_genomic_proxy	0.7897525659228273	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	-0.8702560496755531		4	0.0007243590994191	0.0015692050144277	-0.0096860483672329	0.0098390362055738	0.0463894872238132	-0.000630377888407	-0.0013656101569869	0.0084293421890344	-0.8702560496755531	-0.8832952789011747	0.0005568098127536009	0.0012062370044860383	-0.007445598159816619
internal_genomic_proxy_ridge_beta_diagnostic	M12	internal_genomic_cpg_density_M12	internal_genomic_proxy	4.16947629631447	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	0.0420808681178558		4	-0.0156929743396202	0.0433355236843867	-0.2064177489278492	0.2115006480582615	1.093930175059908	-0.0006603739835624	0.0018235964569808	-0.0086862380698174	0.0420808681178558	0.7248154774573204	-0.00047864928419621196	0.001321770936656084	-0.00629591979388272
internal_genomic_proxy_ridge_beta_diagnostic	M13	internal_genomic_cpg_density_M13	internal_genomic_proxy	12.192437432543835	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	2.207832929087527		7	-0.0193467288145157	0.0463898469783355	-0.0478061524370573	0.0693667213390611	0.4282442670836051	-0.0427143449468142	0.1024210317341006	-0.105547997563513	2.207832929087527	-0.6738764634487604	0.028784191711289618	-0.069019122647749	0.07112631132219854
internal_genomic_proxy_ridge_beta_diagnostic	M14	internal_genomic_cpg_density_M14	internal_genomic_proxy	2.308006801495895	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	-0.4604120801067717		5	-0.0039174201224136	0.0153751559921976	-0.0150992284493165	0.0219027007915588	0.1333504329492505	0.0018036275472125	-0.0070789075523337	0.0069518671783571	-0.4604120801067717	-0.055344677893039616	-9.982118563949277e-05	0.0003917798583185192	-0.00038474884974137093
internal_genomic_proxy_ridge_beta_diagnostic	M15	internal_genomic_cpg_density_M15	internal_genomic_proxy	3.589447969732177	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	-0.114494431498612		3	-0.0059302035659389	-0.020474215795891	-0.0283206811703073	0.0354460408048683	0.0556550758103894	0.0006789752859532	0.0023441836979304	0.0032425602902477	-0.114494431498612	-0.4181738688381549	-0.00028392972217254885	-0.0009802763662309054	-0.0013559539815138845
internal_methylation_prior_proxy_unit_beta	M00	internal_age_weight_abs_M00	internal_methylation_prior_proxy	0.036840439	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.1097799243183517		16	-0.0081985191332342	0.057452217932008	-0.0699484369421926	0.090888706074742	0.5428994746098068	-0.000900032809969	0.0063071001364972	-0.0076789341137009	0.1097799243183517	1.0	-0.0009000328099690087	0.006307100136497286	-0.0076789341137008995
internal_methylation_prior_proxy_unit_beta	M01	internal_age_weight_abs_M01	internal_methylation_prior_proxy	0.046376125	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	1.1986863605287157		21	-0.3117448188641859	-0.0636752082685404	-0.2795223512991518	0.4235234457648272	1.6309226688047955	-0.3736842623379947	-0.0763266036553246	-0.3350596299652094	1.1986863605287157	1.0	-0.37368426233799473	-0.07632660365532468	-0.33505962996520944
internal_methylation_prior_proxy_unit_beta	M02	internal_age_weight_abs_M02	internal_methylation_prior_proxy	0.0261365177333333	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-1.1125305376622892		30	0.0309839911569153	0.2007135480187998	-0.1859313267638452	0.2753477698084201	1.5159442960259268	-0.0344706363407265	-0.223299951493461	0.2068542789328434	-1.1125305376622892	1.0	-0.03447063634072659	-0.22329995149346102	0.20685427893284347
internal_methylation_prior_proxy_unit_beta	M03	internal_age_weight_abs_M03	internal_methylation_prior_proxy	0.0369261126	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.1195632303598161		5	-0.0004019823407494	-0.035387958443813	-0.0705802778346977	0.0789559675505685	0.1684932521077122	-4.80623072075986e-05	-0.0042310986273812	-0.0084388060176097	0.1195632303598161	1.0	-4.80623072075986e-05	-0.004231098627381213	-0.008438806017609784
internal_methylation_prior_proxy_unit_beta	M04	internal_age_weight_abs_M04	internal_methylation_prior_proxy	0.0439143676	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.9175714541393388		10	-0.0176945819967978	0.0011726581924131	-0.0268486449009252	0.032176436911094	0.158611941316062	-0.0162360433331895	0.0010759976828208	-0.0246355501434126	0.9175714541393388	1.0	-0.016236043333189523	0.0010759976828208968	-0.02463555014341268
internal_methylation_prior_proxy_unit_beta	M05	internal_age_weight_abs_M05	internal_methylation_prior_proxy	0.0337533283333333	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.2427458063136137		6	-0.0709520148060098	-0.3247762057329219	-0.516029791698755	0.6138407921733174	1.121745077362747	0.0172233040436603	0.0788380619321142	0.1252640678677604	-0.2427458063136137	1.0	0.017223304043660306	0.0788380619321142	0.1252640678677604
internal_methylation_prior_proxy_unit_beta	M06	internal_age_weight_abs_M06	internal_methylation_prior_proxy	0.0366864118260869	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.0921911340598202		23	-0.023293816180393	0.0655179931735613	-0.0910964315804362	0.114602657684828	0.6980463113959128	-0.0021474833302514	0.0060401780919941	-0.0083982833362032	0.0921911340598202	1.0	-0.00214748333025142	0.006040178091994175	-0.008398283336203233
internal_methylation_prior_proxy_unit_beta	M07	internal_age_weight_abs_M07	internal_methylation_prior_proxy	0.031140518	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.5411098661792189		9	-0.1042632721021358	-0.0244059898099321	-0.0486586294431352	0.117618639965487	0.3396809001439573	0.0564178852145941	0.0132063218800237	0.026329664466439	-0.5411098661792189	1.0	0.05641788521459419	0.013206321880023738	0.026329664466439084
internal_methylation_prior_proxy_unit_beta	M08	internal_age_weight_abs_M08	internal_methylation_prior_proxy	0.017850149	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-2.0587739696019502		7	-0.0714679361606645	0.0172513731017562	-0.0800353954263481	0.1086781500303199	0.5664617239942059	0.14713632662875	-0.0355166778817869	0.1647747887505644	-2.0587739696019502	1.0	0.14713632662875004	-0.035516677881786925	0.16477478875056445
internal_methylation_prior_proxy_unit_beta	M09	internal_age_weight_abs_M09	internal_methylation_prior_proxy	0.0272444109999999	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.986017132259945		3	-0.0274640862498153	0.0361868642738797	-0.0964862081446236	0.106645926043338	0.6164484768865169	0.0270800595641826	-0.0356808681368107	0.0951370542573979	-0.986017132259945	1.0	0.02708005956418267	-0.03568086813681072	0.09513705425739791
internal_methylation_prior_proxy_unit_beta	M10	internal_age_weight_abs_M10	internal_methylation_prior_proxy	0.052975351	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	1.952270283636793		3	-0.1427484754713723	-0.0500932577625472	-0.1450418877707968	0.2095796052357729	0.739203368289564	-0.2786836066972157	-0.0977955785403789	-0.2831609673775093	1.952270283636793	1.0	-0.27868360669721576	-0.097795578540379	-0.28316096737750934
internal_methylation_prior_proxy_unit_beta	M11	internal_age_weight_abs_M11	internal_methylation_prior_proxy	0.032178605	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.4225678320092275		4	0.0007243590994191	0.0015692050144277	-0.0096860483672329	0.0098390362055738	0.0463894872238132	-0.0003060908542376	-0.0006630955609247	0.0040930124592781	-0.4225678320092275	1.0	-0.00030609085423768554	-0.0006630955609247218	0.004093012459278124
internal_methylation_prior_proxy_unit_beta	M12	internal_age_weight_abs_M12	internal_methylation_prior_proxy	0.0365853255	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.0806478060717825		4	-0.0156929743396202	0.0433355236843867	-0.2064177489278492	0.2115006480582615	1.093930175059908	-0.0012656039512311	0.0034949149101175	-0.016647138585307	0.0806478060717825	1.0	-0.0012656039512311489	0.003494914910117556	-0.016647138585307072
internal_methylation_prior_proxy_unit_beta	M13	internal_age_weight_abs_M13	internal_methylation_prior_proxy	0.0436956927142857	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.8926003623383028		7	-0.0193467288145157	0.0463898469783355	-0.0478061524370573	0.0693667213390611	0.4282442670836051	-0.0172688971498975	0.0414075942216806	-0.0426717889873174	0.8926003623383028	1.0	-0.017268897149897596	0.04140759422168069	-0.04267178898731748
internal_methylation_prior_proxy_unit_beta	M14	internal_age_weight_abs_M14	internal_methylation_prior_proxy	0.0423546708	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.7394653499684684		5	-0.0039174201224136	0.0153751559921976	-0.0150992284493165	0.0219027007915588	0.1333504329492505	-0.002896796441794	0.0113693951065901	-0.0111653562495276	0.7394653499684684	1.0	-0.0028967964417940927	0.01136939510659019	-0.01116535624952768
internal_methylation_prior_proxy_unit_beta	M15	internal_age_weight_abs_M15	internal_methylation_prior_proxy	0.0294073006666666	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.7390307613951512		3	-0.0059302035659389	-0.020474215795891	-0.0283206811703073	0.0354460408048683	0.0556550758103894	0.004382602856564	0.0151310752886059	0.0209298545685215	-0.7390307613951512	1.0	0.004382602856564066	0.015131075288605958	0.020929854568521526
internal_methylation_prior_proxy_ridge_beta_diagnostic	M00	internal_age_weight_abs_M00	internal_methylation_prior_proxy	0.036840439	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.1097799243183517		16	-0.0081985191332342	0.057452217932008	-0.0699484369421926	0.090888706074742	0.5428994746098068	-0.000900032809969	0.0063071001364972	-0.0076789341137009	0.1097799243183517	0.065463313181048	-5.8919129712219884e-05	0.00041288367149975246	-0.0005026884687818352
internal_methylation_prior_proxy_ridge_beta_diagnostic	M01	internal_age_weight_abs_M01	internal_methylation_prior_proxy	0.046376125	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	1.1986863605287157		21	-0.3117448188641859	-0.0636752082685404	-0.2795223512991518	0.4235234457648272	1.6309226688047955	-0.3736842623379947	-0.0763266036553246	-0.3350596299652094	1.1986863605287157	0.6811182913305017	-0.25452318626075393	-0.05198744586477517	-0.22821524265573362
internal_methylation_prior_proxy_ridge_beta_diagnostic	M02	internal_age_weight_abs_M02	internal_methylation_prior_proxy	0.0261365177333333	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-1.1125305376622892		30	0.0309839911569153	0.2007135480187998	-0.1859313267638452	0.2753477698084201	1.5159442960259268	-0.0344706363407265	-0.223299951493461	0.2068542789328434	-1.1125305376622892	-2.2823666713716206	0.07867463152504578	0.509652367007575	-0.4721173120669307
internal_methylation_prior_proxy_ridge_beta_diagnostic	M03	internal_age_weight_abs_M03	internal_methylation_prior_proxy	0.0369261126	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.1195632303598161		5	-0.0004019823407494	-0.035387958443813	-0.0705802778346977	0.0789559675505685	0.1684932521077122	-4.80623072075986e-05	-0.0042310986273812	-0.0084388060176097	0.1195632303598161	0.27812148403709297	-1.3367160206823992e-05	-0.00117675942935457	-0.0023470132531187835
internal_methylation_prior_proxy_ridge_beta_diagnostic	M04	internal_age_weight_abs_M04	internal_methylation_prior_proxy	0.0439143676	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.9175714541393388		10	-0.0176945819967978	0.0011726581924131	-0.0268486449009252	0.032176436911094	0.158611941316062	-0.0162360433331895	0.0010759976828208	-0.0246355501434126	0.9175714541393388	0.20759403616054686	-0.003370505766814352	0.00022337070187618589	-0.005114193287306577
internal_methylation_prior_proxy_ridge_beta_diagnostic	M05	internal_age_weight_abs_M05	internal_methylation_prior_proxy	0.0337533283333333	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.2427458063136137		6	-0.0709520148060098	-0.3247762057329219	-0.516029791698755	0.6138407921733174	1.121745077362747	0.0172233040436603	0.0788380619321142	0.1252640678677604	-0.2427458063136137	-3.999217988994092	-0.06887974736132099	-0.3152905954963415	-0.5009583135913243
internal_methylation_prior_proxy_ridge_beta_diagnostic	M06	internal_age_weight_abs_M06	internal_methylation_prior_proxy	0.0366864118260869	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.0921911340598202		23	-0.023293816180393	0.0655179931735613	-0.0910964315804362	0.114602657684828	0.6980463113959128	-0.0021474833302514	0.0060401780919941	-0.0083982833362032	0.0921911340598202	0.058022117783004236	-0.00012460153072488606	0.00035046392468400777	-0.00048728618490822574
internal_methylation_prior_proxy_ridge_beta_diagnostic	M07	internal_age_weight_abs_M07	internal_methylation_prior_proxy	0.031140518	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.5411098661792189		9	-0.1042632721021358	-0.0244059898099321	-0.0486586294431352	0.117618639965487	0.3396809001439573	0.0564178852145941	0.0132063218800237	0.026329664466439	-0.5411098661792189	0.47196172710163536	0.026627082545301693	0.006232878483156119	0.01242659391558715
internal_methylation_prior_proxy_ridge_beta_diagnostic	M08	internal_age_weight_abs_M08	internal_methylation_prior_proxy	0.017850149	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-2.0587739696019502		7	-0.0714679361606645	0.0172513731017562	-0.0800353954263481	0.1086781500303199	0.5664617239942059	0.14713632662875	-0.0355166778817869	0.1647747887505644	-2.0587739696019502	-0.004522982500401385	-0.0006654950305151788	0.0001606413125317152	-0.000745273486026138
internal_methylation_prior_proxy_ridge_beta_diagnostic	M09	internal_age_weight_abs_M09	internal_methylation_prior_proxy	0.0272444109999999	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.986017132259945		3	-0.0274640862498153	0.0361868642738797	-0.0964862081446236	0.106645926043338	0.6164484768865169	0.0270800595641826	-0.0356808681368107	0.0951370542573979	-0.986017132259945	-1.1308051534113668	-0.030622270909864534	0.040348109567296994	-0.10758147123464236
internal_methylation_prior_proxy_ridge_beta_diagnostic	M10	internal_age_weight_abs_M10	internal_methylation_prior_proxy	0.052975351	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	1.952270283636793		3	-0.1427484754713723	-0.0500932577625472	-0.1450418877707968	0.2095796052357729	0.739203368289564	-0.2786836066972157	-0.0977955785403789	-0.2831609673775093	1.952270283636793	2.007570259468554	-0.5594769206067619	-0.196331494985186	-0.5684655367494332
internal_methylation_prior_proxy_ridge_beta_diagnostic	M11	internal_age_weight_abs_M11	internal_methylation_prior_proxy	0.032178605	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.4225678320092275		4	0.0007243590994191	0.0015692050144277	-0.0096860483672329	0.0098390362055738	0.0463894872238132	-0.0003060908542376	-0.0006630955609247	0.0040930124592781	-0.4225678320092275	-0.09803518818725261	3.000767449758841e-05	6.500669810138693e-05	-0.00040125924669810053
internal_methylation_prior_proxy_ridge_beta_diagnostic	M12	internal_age_weight_abs_M12	internal_methylation_prior_proxy	0.0365853255	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.0806478060717825		4	-0.0156929743396202	0.0433355236843867	-0.2064177489278492	0.2115006480582615	1.093930175059908	-0.0012656039512311	0.0034949149101175	-0.016647138585307	0.0806478060717825	0.32581338708095303	-0.00041235071005365793	0.0011386900644251255	-0.005423860607684922
internal_methylation_prior_proxy_ridge_beta_diagnostic	M13	internal_age_weight_abs_M13	internal_methylation_prior_proxy	0.0436956927142857	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.8926003623383028		7	-0.0193467288145157	0.0463898469783355	-0.0478061524370573	0.0693667213390611	0.4282442670836051	-0.0172688971498975	0.0414075942216806	-0.0426717889873174	0.8926003623383028	-0.03301581243295337	0.0005701466692249821	-0.0013671053641228534	0.0014088437813838393
internal_methylation_prior_proxy_ridge_beta_diagnostic	M14	internal_age_weight_abs_M14	internal_methylation_prior_proxy	0.0423546708	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.7394653499684684		5	-0.0039174201224136	0.0153751559921976	-0.0150992284493165	0.0219027007915588	0.1333504329492505	-0.002896796441794	0.0113693951065901	-0.0111653562495276	0.7394653499684684	0.021171101590399918	-6.132837175593174e-05	0.00024070261882301662	-0.0002363828914517571
internal_methylation_prior_proxy_ridge_beta_diagnostic	M15	internal_age_weight_abs_M15	internal_methylation_prior_proxy	0.0294073006666666	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.7390307613951512		3	-0.0059302035659389	-0.020474215795891	-0.0283206811703073	0.0354460408048683	0.0556550758103894	0.004382602856564	0.0151310752886059	0.0209298545685215	-0.7390307613951512	-0.6646227300912528	-0.002912777475435333	-0.010056456567529582	-0.013910457083743657
measured_residual_diagnostic_unit_beta	M00	measured_residual_module_weight_M00	measured_residual_diagnostic	0.5428994746098068	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.1462759057321613		16	-0.0081985191332342	0.057452217932008	-0.0699484369421926	0.090888706074742	0.5428994746098068	0.0011992458118762	-0.0084038752143259	0.0102317709682681	-0.1462759057321613	1.0	0.0011992458118762865	-0.00840387521432599	0.010231770968268194
measured_residual_diagnostic_unit_beta	M01	measured_residual_module_weight_M01	measured_residual_diagnostic	1.6309226688047955	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	2.0308344928234634		21	-0.3117448188641859	-0.0636752082685404	-0.2795223512991518	0.4235234457648272	1.6309226688047955	-0.6331021311083915	-0.1293138092894696	-0.567663632533435	2.0308344928234634	1.0	-0.6331021311083915	-0.12931380928946964	-0.567663632533435
measured_residual_diagnostic_unit_beta	M02	measured_residual_module_weight_M02	measured_residual_diagnostic	1.5159442960259268	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	1.800765306503324		30	0.0309839911569153	0.2007135480187998	-0.1859313267638452	0.2753477698084201	1.5159442960259268	0.0557948963323788	0.3614379938174436	-0.3348186826284653	1.800765306503324	1.0	0.05579489633237886	0.3614379938174436	-0.33481868262846537
measured_residual_diagnostic_unit_beta	M03	measured_residual_module_weight_M03	measured_residual_diagnostic	0.1684932521077122	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.8954544936907923		5	-0.0004019823407494	-0.035387958443813	-0.0705802778346977	0.0789559675505685	0.1684932521077122	0.0003599568934083	0.0316883064110553	0.0632014269530246	-0.8954544936907923	1.0	0.0003599568934083935	0.03168830641105537	0.06320142695302468
measured_residual_diagnostic_unit_beta	M04	measured_residual_module_weight_M04	measured_residual_diagnostic	0.158611941316062	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.9152267785011162		10	-0.0176945819967978	0.0011726581924131	-0.0268486449009252	0.032176436911094	0.158611941316062	0.0161945552778531	-0.0010732481797251	0.0245725987797941	-0.9152267785011162	1.0	0.0161945552778531	-0.0010732481797251837	0.024572598779794192
measured_residual_diagnostic_unit_beta	M05	measured_residual_module_weight_M05	measured_residual_diagnostic	1.121745077362747	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	1.011981370064275		6	-0.0709520148060098	-0.3247762057329219	-0.516029791698755	0.6138407921733174	1.121745077362747	-0.0718021171522065	-0.3286674696418791	-0.5222125355972885	1.011981370064275	1.0	-0.07180211715220652	-0.32866746964187915	-0.5222125355972885
measured_residual_diagnostic_unit_beta	M06	measured_residual_module_weight_M06	measured_residual_diagnostic	0.6980463113959128	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	0.164169490535292		23	-0.023293816180393	0.0655179931735613	-0.0910964315804362	0.114602657684828	0.6980463113959128	-0.0038241339349578	0.0107560555601983	-0.0149552547621433	0.164169490535292	1.0	-0.0038241339349578607	0.010756055560198298	-0.014955254762143298
measured_residual_diagnostic_unit_beta	M07	measured_residual_module_weight_M07	measured_residual_diagnostic	0.3396809001439573	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.5529117881377731		9	-0.1042632721021358	-0.0244059898099321	-0.0486586294431352	0.117618639965487	0.3396809001439573	0.0576483922150871	0.0134943594670818	0.0269039298137371	-0.5529117881377731	1.0	0.0576483922150871	0.013494359467081826	0.026903929813737175
measured_residual_diagnostic_unit_beta	M08	measured_residual_module_weight_M08	measured_residual_diagnostic	0.5664617239942059	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.0991283647405462		7	-0.0714679361606645	0.0172513731017562	-0.0800353954263481	0.1086781500303199	0.5664617239942059	0.0070844996429884	-0.0017101004051061	0.0079337778699768	-0.0991283647405462	1.0	0.007084499642988422	-0.0017101004051061366	0.007933777869976878
measured_residual_diagnostic_unit_beta	M09	measured_residual_module_weight_M09	measured_residual_diagnostic	0.6164484768865169	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	0.0008940245729461		3	-0.0274640862498153	0.0361868642738797	-0.0964862081446236	0.106645926043338	0.6164484768865169	-2.455356798084816e-05	3.2351945878716656e-05	-8.626104103169328e-05	0.0008940245729461	1.0	-2.4553567980845977e-05	3.235194587871378e-05	-8.626104103168562e-05
measured_residual_diagnostic_unit_beta	M10	measured_residual_module_weight_M10	measured_residual_diagnostic	0.739203368289564	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	0.2465238530297513		3	-0.1427484754713723	-0.0500932577625472	-0.1450418877707968	0.2095796052357729	0.739203368289564	-0.0351909041873256	-0.0123491829144356	-0.0357562850239655	0.2465238530297513	1.0	-0.03519090418732564	-0.012349182914435635	-0.03575628502396559
measured_residual_diagnostic_unit_beta	M11	measured_residual_module_weight_M11	measured_residual_diagnostic	0.0463894872238132	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-1.139781432353358		4	0.0007243590994191	0.0015692050144277	-0.0096860483672329	0.0098390362055738	0.0463894872238132	-0.000825611051874	-0.0017885507390004	0.0110399780818486	-1.139781432353358	1.0	-0.0008256110518740902	-0.0017885507390004757	0.011039978081848619
measured_residual_diagnostic_unit_beta	M12	measured_residual_module_weight_M12	measured_residual_diagnostic	1.093930175059908	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	0.9563243644403054		4	-0.0156929743396202	0.0433355236843867	-0.2064177489278492	0.2115006480582615	1.093930175059908	-0.0150075737115153	0.0414428171451589	-0.1974023225526239	0.9563243644403054	1.0	-0.015007573711515308	0.04144281714515891	-0.19740232255262394
measured_residual_diagnostic_unit_beta	M13	measured_residual_module_weight_M13	measured_residual_diagnostic	0.4282442670836051	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.3756984455140771		7	-0.0193467288145157	0.0463898469783355	-0.0478061524370573	0.0693667213390611	0.4282442670836051	0.0072685359413959	-0.0174285933973965	0.0179606971566114	-0.3756984455140771	1.0	0.007268535941395952	-0.017428593397396556	0.017960697156611437
measured_residual_diagnostic_unit_beta	M14	measured_residual_module_weight_M14	measured_residual_diagnostic	0.1333504329492505	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.9657744992133356		5	-0.0039174201224136	0.0153751559921976	-0.0150992284493165	0.0219027007915588	0.1333504329492505	0.0037833444569322	-0.0148489335786915	0.0145824497941463	-0.9657744992133356	1.0	0.003783344456932238	-0.014848933578691553	0.014582449794146392
measured_residual_diagnostic_unit_beta	M15	measured_residual_module_weight_M15	measured_residual_diagnostic	0.0556550758103894	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-1.1212411940861962		3	-0.0059302035659389	-0.020474215795891	-0.0283206811703073	0.0354460408048683	0.0556550758103894	0.0066491885274475	0.0229565341669632	0.0317543143727298	-1.1212411940861962	1.0	0.006649188527447551	0.022956534166963284	0.03175431437272981
measured_residual_diagnostic_ridge_beta_diagnostic	M00	measured_residual_module_weight_M00	measured_residual_diagnostic	0.5428994746098068	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.1462759057321613		16	-0.0081985191332342	0.057452217932008	-0.0699484369421926	0.090888706074742	0.5428994746098068	0.0011992458118762	-0.0084038752143259	0.0102317709682681	-0.1462759057321613	-0.03772470988124749	-4.524120032933401e-05	0.00031703375433865446	-0.0003859905913492883
measured_residual_diagnostic_ridge_beta_diagnostic	M01	measured_residual_module_weight_M01	measured_residual_diagnostic	1.6309226688047955	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	2.0308344928234634		21	-0.3117448188641859	-0.0636752082685404	-0.2795223512991518	0.4235234457648272	1.6309226688047955	-0.6331021311083915	-0.1293138092894696	-0.567663632533435	2.0308344928234634	1.2095298459797594	-0.7657559231289903	-0.1564089118329482	-0.6866061060264764
measured_residual_diagnostic_ridge_beta_diagnostic	M02	measured_residual_module_weight_M02	measured_residual_diagnostic	1.5159442960259268	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	1.800765306503324		30	0.0309839911569153	0.2007135480187998	-0.1859313267638452	0.2753477698084201	1.5159442960259268	0.0557948963323788	0.3614379938174436	-0.3348186826284653	1.800765306503324	1.369873245594446	0.07643193572644148	0.4951242376718468	-0.45865915545791264
