feature_set	alpha	control_modality	leakage_status	PC1_control	PC2_control	PC3_control	control_norm	base_direction_cosine_to_measured_correction	direction_cosine_to_measured_correction	PC3_negative_pull_recovered	latent_mean_rmse	latent_mmd_rbf	latent_sliced_wasserstein	latent_covariance_frobenius	dmr_mean_rmse	dmr_correlation	dmr_distributional_rmse	basin_radius_q90	basin_radius_q95	pred_basin_occupancy_q90	pred_basin_occupancy_q95	observed_basin_occupancy_q90	observed_basin_occupancy_q95	pred_mean_distance_to_morula_centroid	observed_mean_distance_to_morula_centroid
ATAC_8cell_3pn_chromatin_only_inverse	1.65	ATAC_inverse	orientation_corrected_proxy_uses_measured_direction_boundary	-0.22866829054056814	-0.7387669523530009	-0.6671724566006519	1.0213642268232404	0.7009342528786989	0.7009342528786991	0.3479370228214401	0.8901177246591201	0.6307890550045945	0.7843079049175292	0.8487798699346262	0.2425135971181839	0.6388066746287521	0.24301407649390647	1.5666635350021403	1.9104332695957345	0.5111111111111111	0.6444444444444445	0.875	0.875	1.6412101973880273	1.0224014859114376
ATAC_8cell_3pn_chromatin_only_inverse	1.7	ATAC_inverse	orientation_corrected_proxy_uses_measured_direction_boundary	-0.2355976326781611	-0.7611538296970313	-0.6873898037703686	1.052314657939096	0.7009342528786989	0.700934252878699	0.3584805689675444	0.8852669360611274	0.6224110979013393	0.7155692431352427	0.8487798699346262	0.24246761315096058	0.639087658184226	0.2429669003799672	1.5666635350021403	1.9104332695957345	0.5111111111111111	0.6666666666666666	0.875	0.875	1.6324614176442802	1.0224014859114376
ATAC_8cell_3pn_chromatin_only_inverse	1.75	ATAC_inverse	orientation_corrected_proxy_uses_measured_direction_boundary	-0.24252697481575408	-0.7835407070410616	-0.7076071509400854	1.083265089054952	0.7009342528786989	0.700934252878699	0.36902411511364863	0.8807520376764899	0.613364725917439	0.7676614674553077	0.8487798699346262	0.24242330926909336	0.639361850621808	0.24292144474778488	1.5666635350021403	1.9104332695957345	0.5111111111111111	0.6666666666666666	0.875	0.875	1.624240624882484	1.0224014859114376
ATAC_8cell_3pn_chromatin_only_inverse	1.8	ATAC_inverse	orientation_corrected_proxy_uses_measured_direction_boundary	-0.24945631695334708	-0.8059275843850919	-0.7278244981098022	1.1142155201708077	0.7009342528786989	0.700934252878699	0.37956766125975294	0.8765782196227702	0.606870280419086	0.7456919566554432	0.8487798699346262	0.24238065378710116	0.639629701931261	0.24287768599184306	1.5666635350021403	1.9104332695957345	0.5111111111111111	0.6666666666666666	0.875	0.875	1.6165569698230722	1.0224014859114376
ATAC_8cell_3pn_chromatin_only_inverse	1.85	ATAC_inverse	orientation_corrected_proxy_uses_measured_direction_boundary	-0.25638565909094	-0.8283144617291223	-0.7480418452795189	1.1451659512866634	0.7009342528786989	0.7009342528786991	0.39011120740585714	0.872750375434045	0.5999546753830262	0.7383216045569156	0.8487798699346262	0.24233959762328944	0.6398903268477631	0.24283552685333692	1.5666635350021403	1.9104332695957345	0.5111111111111111	0.6666666666666666	0.875	0.875	1.6094193669302117	1.0224014859114376
ATAC_8cell_3pn_chromatin_only_inverse	1.9	ATAC_inverse	orientation_corrected_proxy_uses_measured_direction_boundary	-0.263315001228533	-0.8507013390731526	-0.7682591924492356	1.1761163824025194	0.7009342528786989	0.700934252878699	0.4006547535519614	0.8692730756103135	0.5943045672233845	0.8276419154001582	0.8487798699346262	0.24230025979493233	0.6401442890024702	0.24279512156230212	1.5666635350021403	1.9104332695957345	0.5111111111111111	0.6666666666666666	0.875	0.875	1.602836464619774	1.0224014859114376
ATAC_8cell_3pn_chromatin_only_inverse	1.95	ATAC_inverse	orientation_corrected_proxy_uses_measured_direction_boundary	-0.27024434336612596	-0.8730882164171829	-0.7884765396189523	1.207066813518375	0.7009342528786989	0.7009342528786989	0.4111982996980656	0.8661505421110496	0.5872143074834428	0.750711602416368	0.8487798699346262	0.24226235189572903	0.6403927473388785	0.24275618898659276	1.5666635350021403	1.9104332695957345	0.5111111111111111	0.6666666666666666	0.875	0.875	1.5968166165272328	1.0224014859114376
ATAC_8cell_3pn_chromatin_only_inverse	2.0	ATAC_inverse	orientation_corrected_proxy_uses_measured_direction_boundary	-0.27717368550371896	-0.8954750937612133	-0.808693886788669	1.2380172446342308	0.7009342528786989	0.7009342528786989	0.4217418458441699	0.8633866241001315	0.5808186398916348	0.8361223208413608	0.8487798699346262	0.2422259772166799	0.640635035443489	0.24271882808729695	1.5666635350021403	1.9104332695957345	0.5111111111111111	0.6666666666666666	0.875	0.875	1.5913678541112586	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.0	ATAC	methylation_non_leaking_ATAC_overlap	0.0	0.0	0.0	0.0	-0.49575566221018125		-0.0	1.1978195174977648	0.9341820819670775	1.1734629354213724	0.8487798699346262	0.2452184386000582	0.6250208986295589	0.2457427533106557	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.3111111111111111	0.875	0.875	2.163377528533326	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.05	ATAC	methylation_non_leaking_ATAC_overlap	0.01559872030662028	0.0293098864014057	0.011977385528815237	0.03529656187468331	-0.49575566221018125	-0.49575566221018125	-0.006246324800807884	1.2080519082552612	0.9408737566415762	1.07688908281723	0.8487798699346262	0.24530977165520304	0.6245279448172432	0.24583407589483822	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.28888888888888886	0.875	0.875	2.1804901438485933	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.1	ATAC	methylation_non_leaking_ATAC_overlap	0.03119744061324056	0.0586197728028114	0.023954771057630473	0.07059312374936662	-0.49575566221018125	-0.49575566221018125	-0.012492649601615767	1.2185392051276915	0.9475591850789695	1.0514412973470935	0.8487798699346262	0.24540391795873337	0.6240275282696054	0.24592812456874155	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.2222222222222222	0.875	0.875	2.1980255504685235	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.15	ATAC	methylation_non_leaking_ATAC_overlap	0.04679616091986084	0.0879296592042171	0.035932156586445704	0.10588968562404992	-0.49575566221018125	-0.49575566221018125	-0.01873897440242365	1.2292748841006735	0.9542311021310643	1.0784930613470922	0.8487798699346262	0.24550079035878877	0.6235201165068167	0.24602489781648243	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.2	0.875	0.875	2.215974223899968	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.2	ATAC	methylation_non_leaking_ATAC_overlap	0.06239488122648112	0.1172395456056228	0.047909542115260946	0.14118624749873324	-0.49575566221018125	-0.49575566221018125	-0.024985299203231535	1.2402524951725236	0.9608784048167638	1.0443719798910545	0.8487798699346262	0.24560038562959852	0.6230057362829169	0.24612439242424852	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.2	0.875	0.875	2.2343267039562327	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.25	ATAC	methylation_non_leaking_ATAC_overlap	0.07799360153310139	0.1465494320070285	0.05988692764407618	0.17648280937341654	-0.49575566221018125	-0.49575566221018125	-0.03123162400403942	1.2514656718168764	0.967540386843118	1.167255172696581	0.8487798699346262	0.24570280452303983	0.6224839037347922	0.24622660676677943	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.2	0.875	0.875	2.253073608030739	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.3	ATAC	methylation_non_leaking_ATAC_overlap	0.09359232183972167	0.1758593184084342	0.07186431317289141	0.21177937124809984	-0.49575566221018125	-0.49575566221018125	-0.0374779488048473	1.2629081393925332	0.9741319406234368	1.066952363030438	0.8487798699346262	0.2458079614189768	0.621955063347657	0.2463315400559747	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.15555555555555556	0.875	0.875	2.272205643317639	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.35	ATAC	methylation_non_leaking_ATAC_overlap	0.10919104214634194	0.20516920480983988	0.08384169870170664	0.24707593312278314	-0.49575566221018125	-0.49575566221018125	-0.04372427360565518	1.274573722546171	0.9806791029923914	1.1815548697498919	0.8487798699346262	0.24591583940637346	0.6214193106997559	0.24643918884856025	1.5666635350021403	1.9104332695957345	0.022222222222222223	0.1111111111111111	0.875	0.875	2.2917136179932047	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.4	ATAC	methylation_non_leaking_ATAC_overlap	0.12478976245296224	0.2344790912112456	0.09581908423052189	0.28237249499746647	-0.49575566221018125	-0.49575566221018125	-0.04997059840646307	1.2864563516575078	0.9871757296861119	1.2402271974469603	0.8487798699346262	0.24602643490578682	0.6208766753515087	0.24654954958759598	1.5666635350021403	1.9104332695957345	0.022222222222222223	0.1111111111111111	0.875	0.875	2.311588451378815	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.45	ATAC	methylation_non_leaking_ATAC_overlap	0.14038848275958252	0.2637889776126513	0.10779646975933713	0.3176690568721498	-0.49575566221018125	-0.49575566221018125	-0.05621692320727096	1.2985500683793971	0.993615980934777	1.053064679122454	0.8487798699346263	0.24613974425411977	0.6203271875301284	0.24666261863297928	1.5666635350021403	1.9104332695957345	0.022222222222222223	0.1111111111111111	0.875	0.875	2.331821183112367	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.5	ATAC	methylation_non_leaking_ATAC_overlap	0.15598720306620278	0.293098864014057	0.11977385528815236	0.3529656187468331	-0.49575566221018125	-0.49575566221018125	-0.06246324800807884	1.310849030327206	0.9999943213134672	1.0088347777260427	0.8487798699346262	0.2462557637052129	0.6197708781225281	0.2467783922620308	1.5666635350021403	1.9104332695957345	0.022222222222222223	0.1111111111111111	0.875	0.875	2.352402981360101	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.55	ATAC	methylation_non_leaking_ATAC_overlap	0.17158592337282308	0.32240875041546274	0.1317512408169676	0.38826218062151646	-0.49575566221018125	-0.495755662210181	-0.06870957280888672	1.323347514972868	1.0066197939917336	1.1704939995855357	0.8487798699346262	0.24637448943044785	0.6192077786680602	0.2468968666700915	1.5666635350021403	1.9104332695957345	0.022222222222222223	0.1111111111111111	0.875	0.875	2.3733251501049826	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.6	ATAC	methylation_non_leaking_ATAC_overlap	0.18718464367944335	0.3517186368168684	0.14372862634578282	0.4235587424961997	-0.49575566221018125	-0.49575566221018125	-0.0749558976096946	1.3360399227992412	1.0128939933575154	1.2098096077844331	0.8487798699346262	0.24649591751936192	0.6186379213510871	0.2470180379711311	1.5666635350021403	1.9104332695957345	0.022222222222222223	0.1111111111111111	0.875	0.875	2.3945791355511483	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.65	ATAC	methylation_non_leaking_ATAC_overlap	0.20278336398606361	0.38102852321827413	0.15570601187459807	0.458855304370883	-0.49575566221018125	-0.4957556622101812	-0.08120222241050248	1.3489207797700316	1.0190915172217987	1.1855003498320522	0.8487798699346262	0.24662004398027407	0.6180613389933908	0.24714190219836743	1.5666635350021403	1.9104332695957345	0.0	0.1111111111111111	0.875	0.875	2.4161565316864055	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.7	ATAC	methylation_non_leaking_ATAC_overlap	0.21838208429268388	0.41033840961967977	0.1676833974034133	0.4941518662455663	-0.49575566221018125	-0.49575566221018125	-0.08744854721131036	1.3619847391695785	1.025831360455481	1.1704423358428029	0.8487798699346263	0.2467468647409215	0.6174780650464227	0.24726845530489672	1.5666635350021403	1.9104332695957345	0.0	0.08888888888888889	0.875	0.875	2.438049085046552	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.75	ATAC	methylation_non_leaking_ATAC_overlap	0.23398080459930418	0.43964829602108546	0.17966078293222854	0.5294484281202495	-0.49575566221018125	-0.49575566221018136	-0.09369487201211825	1.3752265828654235	1.0319166338229742	1.2533389240163417	0.8487798699346263	0.2468763756491069	0.6168881335833991	0.24739769316433413	1.5666635350021403	1.9104332695957345	0.0	0.08888888888888889	0.875	0.875	2.460248698726396	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.8	ATAC	methylation_non_leaking_ATAC_overlap	0.24957952490592447	0.4689581824224912	0.19163816846104378	0.5647449899949329	-0.49575566221018125	-0.49575566221018125	-0.09994119681292614	1.388641222044788	1.0379128591202642	1.2085096809976543	0.8487798699346262	0.24700857247335625	0.6162915792912447	0.24752961157146502	1.5666635350021403	1.9104332695957345	0.0	0.06666666666666667	0.875	0.875	2.4827474356828483	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.85	ATAC	methylation_non_leaking_ATAC_overlap	0.26517824521254474	0.49826806882389685	0.203615553989859	0.6000415518696162	-0.49575566221018125	-0.4957556622101813	-0.10618752161373401	1.4022236974740603	1.0438164686484046	1.13188717013337	0.8487798699346262	0.24714345090358686	0.6156884374623891	0.2476642062429061	1.5666635350021403	1.9104332695957345	0.0	0.044444444444444446	0.875	0.875	2.5055375213754805	1.0224014859114376
ATAC_ICM_2pn_chromatin_only	0.9	ATAC	methylation_non_leaking_ATAC_overlap	0.28077696551916503	0.5275779552253026	0.21559293951867425	0.6353381137442996	-0.49575566221018125	-0.49575566221018125	-0.11243384641454192	1.4159691793280866	1.0496241750578796	1.223766468026419	0.8487798699346262	0.2472810065517852	0.6150787439864217	0.2478014728177763	1.5666635350021403	1.9104332695957345	0.0	0.044444444444444446	0.875	0.875	2.5286113457895407	1.0224014859114376
