bootstrap	center_PC1	center_PC2	center_PC3
187	-3.1339462039867145	0.30259663933758985	-2.5434503010190537
188	-3.009828149596855	-0.19959074144819908	-2.623629166289705
189	-3.0794802053636436	-0.39865559725336264	-2.9764878182656207
190	-2.897226236753789	-0.21348213415986778	-2.8590842726866934
191	-3.046069983316019	0.4142482415768103	-3.0780481165686435
192	-3.396662725777524	0.7392908562075728	-2.8985261193122422
193	-3.361647180154112	-0.21820039545788408	-2.9690468937114667
194	-2.976810165917839	-0.3459117927249914	-2.660657867820032
195	-3.1161015190672394	0.045661050770737725	-2.8202433735998667
196	-3.125709247249159	0.00023627258036083842	-2.7022663998552305
197	-3.039061308567556	0.21628382389739562	-2.8788859730394694
198	-3.4181383170539514	0.5404251264257874	-2.3712076742368047
199	-3.2464387727681787	0.2689649448315073	-2.1963826865375964
200	-3.1453454385172708	0.04122858862292286	-3.0515175123728153
201	-3.2436376555371496	-0.43610664210604055	-2.8602545608840013
202	-3.299463665125255	0.3376674770307157	-2.492038836705791
203	-3.228038304598571	0.07470104073549111	-2.8144117624993297
204	-3.134892900128877	-0.1086122271598083	-2.6040058326434092
205	-3.235091553636794	0.4113901754769895	-2.860201262158568
206	-3.2487656753574554	-0.2996483860265034	-2.740117807054648
207	-3.4772486858528264	-0.08592997928627474	-2.5832999342231853
208	-3.254872228253517	0.44824961521239315	-2.7253517750895315
209	-3.2080353707021945	-0.6806928349008357	-2.877636210816622
210	-3.0040795767545747	-0.18217568321256783	-2.820016771545574
211	-2.9985916000036505	-0.6203301316653688	-2.9327371182171746
212	-3.413247291774313	-0.1308181159601469	-2.9348960988568997
213	-3.1838621594265413	0.20539706085910636	-2.877785796194072
214	-3.277998834328157	0.11622617931909135	-2.995374613804412
215	-3.06929649844951	-0.060632787685733575	-3.017342999566838
216	-3.119591933873768	-0.32735470116512605	-2.7410150997971634
217	-2.8866718124297073	0.2431515105279072	-2.916505714806974
218	-3.0219310303551934	-0.42419981224474074	-2.832044531882645
219	-3.2426356246258976	0.25668453482268344	-2.9770543411063963
220	-2.993045090958943	0.345545709377602	-2.7823919664004495
221	-3.108399958570324	-0.6093693743202119	-2.896750407854698
222	-3.235637710356765	-0.3615869103501408	-2.7539095296004064
223	-3.0604815650748938	0.29900040454693616	-2.5289228398107833
224	-3.2478635535050544	0.25028519753297845	-2.5261896315603574
225	-2.9306256983220837	-0.6060789454966311	-2.7815066423604873
226	-3.322274888559037	-0.15732743417376593	-2.601272624392984
227	-3.2281382136574215	-0.06815655263375103	-2.483683806782643
228	-3.0998538566699683	0.2381274432628181	-2.8966971091292653
