bootstrap	center_PC1	center_PC2	center_PC3
452	-2.99547190260707	-0.36592521484965096	-2.9953991312008146
453	-3.228082878888331	0.21342575779757483	-2.6610391186293945
454	-3.1144619371766247	-0.00019609014339916353	-3.035357019759516
455	-3.084552890414859	0.019384969257500398	-3.0337063762830194
456	-3.236093584548046	-0.28140100145173447	-2.743401481936173
457	-3.238626542733083	0.17709914060320942	-2.6276003444859297
458	-3.045136024530024	-0.05846678652046533	-2.8193047508344717
459	-3.2093360721164537	0.5064237527902046	-2.7239040157159167
460	-3.456819699777411	-0.44113070937112964	-2.8404459552062926
461	-3.199749864893194	-0.28876552400623773	-2.7939156535069207
462	-3.247863553505054	0.2502851975329785	-2.5261896315603574
463	-3.146381283238954	-0.09253084375030778	-2.8053277562573005
464	-3.121240299366876	-0.2381877206431347	-2.6761239517936977
465	-3.34458452956261	0.2593794575109663	-2.6634255007684042
466	-3.2041742384857175	-0.1890662478448259	-2.973430745438389
467	-3.1844827124485153	0.05152374654393791	-2.8015349447675555
468	-3.1975255206678734	-0.08533447315097689	-2.7816850090669676
469	-3.4499239402469994	0.03191622163262762	-2.601296342344394
470	-3.098964472173734	-0.09586286777237368	-2.4845810995251583
471	-3.0871817658605587	0.25637482783758697	-2.8999807840107903
472	-3.1364966913322245	-0.15816996369990072	-2.6924873285098787
473	-3.11348340410087	-0.6116358353027586	-2.92998629789528
474	-3.1505072721480065	0.7367185892579534	-2.801990782650343
475	-3.065435366233033	0.4309937993702761	-3.1131375341886045
476	-3.363331336334487	-0.03361853748166344	-2.6005606036818816
477	-2.984298902137852	-0.2190351229479715	-2.9548662586146115
478	-2.9357429576630594	-0.04931366192368432	-2.6853525565079495
479	-3.1991631256816504	0.4241395348644241	-2.7407765290403177
480	-3.263075371180643	0.1915782374141286	-2.6959256521464736
481	-3.183491442016593	0.3240078959792523	-2.8943520570131347
482	-3.105613189991578	-0.19959464246622272	-2.6763268358965795
483	-3.2433946056227705	0.011861204309482946	-2.5000471834988245
484	-3.0714269022910052	-0.5061704221674012	-2.8732929326957777
485	-3.07812019439861	-0.4711774797991664	-2.911666025197264
486	-2.9029302353063087	-0.36962190945758283	-2.8160693113007595
487	-3.2461367999117563	-0.5366382446065899	-2.8738433993268773
488	-3.253893695177762	-0.1631901299469662	-2.619981053225295
489	-3.179736170517488	-0.6238523721491548	-2.8811227698010295
490	-3.0906276063773266	-0.25536564116036053	-2.974125154078022
491	-3.211255245960659	0.6198374915612921	-2.9731745626100743
492	-3.4483181721668155	0.5450908252739841	-2.687020012610925
493	-3.0263999782374764	-0.18577581902124513	-2.8581869799441786
494	-3.153936114707387	-0.6675435118980234	-2.8981981672283124
495	-3.261382431397775	-0.03631346016994634	-2.9141894440198746
496	-3.124719953694074	-0.19089644508558887	-2.6208783459678107
497	-3.1240163074662917	-0.22765542500371427	-2.9205301917286315
498	-2.999655203162052	-0.28187495937397966	-2.640501679614106
499	-3.0871817658605587	0.2563748278375869	-2.8999807840107907
