bootstrap_type	iteration	model	rmse	correlation	baseline_rmse	delta_rmse_vs_baseline
stage_sample_bootstrap	91	DMR_module_ridge_k16	0.2916075257711428	0.4657159374471154	0.30254049737060273	-0.01093297159945994
DMR_bootstrap	91	latent_PCA_ridge_q3	0.22296273323133856	0.6347140344398419	0.25331504631353974	-0.030352313082201182
stage_sample_bootstrap	91	latent_PCA_ridge_q3	0.2700784046211199	0.5277192924167355	0.30254049737060273	-0.03246209274948281
DMR_bootstrap	92	8-cell_baseline	0.2784831649907337	0.4352254034560315	0.2784831649907337	0.0
stage_sample_bootstrap	92	8-cell_baseline	0.3024500931109004	0.46748927525409584	0.3024500931109004	0.0
DMR_bootstrap	92	DMR_module_ridge_k16	0.2586778133238399	0.46817926823832995	0.2784831649907337	-0.019805351666893845
stage_sample_bootstrap	92	DMR_module_ridge_k16	0.29069713509864914	0.4680406055387107	0.3024500931109004	-0.011752958012251236
DMR_bootstrap	92	latent_PCA_ridge_q3	0.24887431357179607	0.48846281687344784	0.2784831649907337	-0.029608851418937654
stage_sample_bootstrap	92	latent_PCA_ridge_q3	0.27522549638806704	0.5048883288256166	0.3024500931109004	-0.02722459672283334
DMR_bootstrap	93	8-cell_baseline	0.29354952002604146	0.5611299779550482	0.29354952002604146	0.0
stage_sample_bootstrap	93	8-cell_baseline	0.3073411420434317	0.4531927070388434	0.3073411420434317	0.0
DMR_bootstrap	93	DMR_module_ridge_k16	0.28711336361839257	0.5578108042965043	0.29354952002604146	-0.006436156407648885
stage_sample_bootstrap	93	DMR_module_ridge_k16	0.29276671034982965	0.4595274635032557	0.3073411420434317	-0.014574431693602063
DMR_bootstrap	93	latent_PCA_ridge_q3	0.28720415836448976	0.5334303073584837	0.29354952002604146	-0.006345361661551696
stage_sample_bootstrap	93	latent_PCA_ridge_q3	0.27363480782163796	0.5094191566717908	0.3073411420434317	-0.033706334221793754
DMR_bootstrap	94	8-cell_baseline	0.26358181470594233	0.4906529091862591	0.26358181470594233	0.0
stage_sample_bootstrap	94	8-cell_baseline	0.30402355038181855	0.4701902839009389	0.30402355038181855	0.0
DMR_bootstrap	94	DMR_module_ridge_k16	0.24726513304319714	0.4873715634677462	0.26358181470594233	-0.01631668166274519
stage_sample_bootstrap	94	DMR_module_ridge_k16	0.2911204076738326	0.4730190593190287	0.30402355038181855	-0.012903142707985926
DMR_bootstrap	94	latent_PCA_ridge_q3	0.24005587770557277	0.49240444736312566	0.26358181470594233	-0.023525937000369562
stage_sample_bootstrap	94	latent_PCA_ridge_q3	0.2740081054601809	0.5167645594218638	0.30402355038181855	-0.030015444921637657
DMR_bootstrap	95	8-cell_baseline	0.3265775605852635	0.4188946705426016	0.3265775605852635	0.0
stage_sample_bootstrap	95	8-cell_baseline	0.3007921080578397	0.4627168113493677	0.3007921080578397	0.0
DMR_bootstrap	95	DMR_module_ridge_k16	0.3124425018910405	0.44781303968335184	0.3265775605852635	-0.01413505869422299
stage_sample_bootstrap	95	DMR_module_ridge_k16	0.29170990405146585	0.4595593685364257	0.3007921080578397	-0.009082204006373829
DMR_bootstrap	95	latent_PCA_ridge_q3	0.29689489821813325	0.48981032905101674	0.3265775605852635	-0.02968266236713024
stage_sample_bootstrap	95	latent_PCA_ridge_q3	0.2688038550216891	0.5259075324156103	0.3007921080578397	-0.031988253036150605
DMR_bootstrap	96	8-cell_baseline	0.2518398757953426	0.574159041968319	0.2518398757953426	0.0
stage_sample_bootstrap	96	8-cell_baseline	0.3024220147267199	0.4626513263628517	0.3024220147267199	0.0
DMR_bootstrap	96	DMR_module_ridge_k16	0.24826794574705396	0.56274281569189	0.2518398757953426	-0.003571930048288652
stage_sample_bootstrap	96	DMR_module_ridge_k16	0.2896696563077367	0.4656082425083543	0.3024220147267199	-0.0127523584189832
DMR_bootstrap	96	latent_PCA_ridge_q3	0.2273302190216009	0.6155752036514849	0.2518398757953426	-0.024509656773741728
stage_sample_bootstrap	96	latent_PCA_ridge_q3	0.2714482443909432	0.5103596451812807	0.3024220147267199	-0.030973770335776696
DMR_bootstrap	97	8-cell_baseline	0.29042643134108076	0.565177713423146	0.29042643134108076	0.0
stage_sample_bootstrap	97	8-cell_baseline	0.303157053347975	0.4634624905807849	0.303157053347975	0.0
DMR_bootstrap	97	DMR_module_ridge_k16	0.2806107517222059	0.576128030905866	0.29042643134108076	-0.009815679618874862
stage_sample_bootstrap	97	DMR_module_ridge_k16	0.29210117339009045	0.46637900188079745	0.303157053347975	-0.01105587995788454
DMR_bootstrap	97	latent_PCA_ridge_q3	0.27461740972523496	0.5796583919487246	0.29042643134108076	-0.015809021615845797
stage_sample_bootstrap	97	latent_PCA_ridge_q3	0.2708287990482841	0.5277411107016508	0.303157053347975	-0.032328254299690884
DMR_bootstrap	98	8-cell_baseline	0.2898149706860725	0.4117637949887805	0.2898149706860725	0.0
stage_sample_bootstrap	98	8-cell_baseline	0.29916537779717767	0.47405674878640774	0.29916537779717767	0.0
DMR_bootstrap	98	DMR_module_ridge_k16	0.28220357365476223	0.34163558477856515	0.2898149706860725	-0.007611397031310252
stage_sample_bootstrap	98	DMR_module_ridge_k16	0.2884535439135519	0.4742133967581283	0.29916537779717767	-0.010711833883625788
DMR_bootstrap	98	latent_PCA_ridge_q3	0.253869935824954	0.42413983859573423	0.2898149706860725	-0.0359450348611185
stage_sample_bootstrap	98	latent_PCA_ridge_q3	0.27185344504192926	0.5148378151210417	0.29916537779717767	-0.027311932755248403
DMR_bootstrap	99	8-cell_baseline	0.24664122103371464	0.5960562533286408	0.24664122103371464	0.0
stage_sample_bootstrap	99	8-cell_baseline	0.29572734547034313	0.4907140989587727	0.29572734547034313	0.0
DMR_bootstrap	99	DMR_module_ridge_k16	0.24053385993526458	0.5568200793719834	0.24664122103371464	-0.006107361098450059
stage_sample_bootstrap	99	DMR_module_ridge_k16	0.2876736507763245	0.48911469730646495	0.29572734547034313	-0.00805369469401862
DMR_bootstrap	99	latent_PCA_ridge_q3	0.19941614165701693	0.6841432505836493	0.24664122103371464	-0.047225079376697704
stage_sample_bootstrap	99	latent_PCA_ridge_q3	0.27009913730279356	0.5358131064466888	0.29572734547034313	-0.02562820816754957
DMR_bootstrap	100	8-cell_baseline	0.26470284786583287	0.5240671345465009	0.26470284786583287	0.0
stage_sample_bootstrap	100	8-cell_baseline	0.30431663276454857	0.47660116650342443	0.30431663276454857	0.0
DMR_bootstrap	100	DMR_module_ridge_k16	0.24586071135445695	0.5600164389096319	0.26470284786583287	-0.018842136511375923
stage_sample_bootstrap	100	DMR_module_ridge_k16	0.29267631395764065	0.47419662526970596	0.30431663276454857	-0.011640318806907912
DMR_bootstrap	100	latent_PCA_ridge_q3	0.24791147511157186	0.5446258144436178	0.26470284786583287	-0.016791372754261014
stage_sample_bootstrap	100	latent_PCA_ridge_q3	0.2726478858535758	0.5264449987473631	0.30431663276454857	-0.03166874691097277
DMR_bootstrap	101	8-cell_baseline	0.2849986198925617	0.39965517144325746	0.2849986198925617	0.0
stage_sample_bootstrap	101	8-cell_baseline	0.3003320626979607	0.478296061807094	0.3003320626979607	0.0
DMR_bootstrap	101	DMR_module_ridge_k16	0.27769282387785954	0.37895035849076636	0.2849986198925617	-0.0073057960147021594
stage_sample_bootstrap	101	DMR_module_ridge_k16	0.29042116109734006	0.4744976684004936	0.3003320626979607	-0.009910901600620636
DMR_bootstrap	101	latent_PCA_ridge_q3	0.26110919351102535	0.4299731719587466	0.2849986198925617	-0.02388942638153635
stage_sample_bootstrap	101	latent_PCA_ridge_q3	0.2721147744915317	0.5195671709827006	0.3003320626979607	-0.028217288206428992
DMR_bootstrap	102	8-cell_baseline	0.266631795708519	0.5263889598375642	0.266631795708519	0.0
stage_sample_bootstrap	102	8-cell_baseline	0.3088894343142772	0.443973986289281	0.3088894343142772	0.0
DMR_bootstrap	102	DMR_module_ridge_k16	0.25612753884591505	0.513767362540899	0.266631795708519	-0.010504256862603978
stage_sample_bootstrap	102	DMR_module_ridge_k16	0.2944292244622685	0.44903896481671046	0.3088894343142772	-0.014460209852008687
DMR_bootstrap	102	latent_PCA_ridge_q3	0.22810801699779187	0.5964770302074643	0.266631795708519	-0.03852377871072715
stage_sample_bootstrap	102	latent_PCA_ridge_q3	0.2718170844914288	0.5116399741385459	0.3088894343142772	-0.037072349822848405
DMR_bootstrap	103	8-cell_baseline	0.3186091789187789	0.4806037816418258	0.3186091789187789	0.0
stage_sample_bootstrap	103	8-cell_baseline	0.29944874622123263	0.4782407494596125	0.29944874622123263	0.0
DMR_bootstrap	103	DMR_module_ridge_k16	0.30908181923208894	0.5114831442420302	0.3186091789187789	-0.00952735968668994
stage_sample_bootstrap	103	DMR_module_ridge_k16	0.2871769714598302	0.48185357301280474	0.29944874622123263	-0.012271774761402454
DMR_bootstrap	103	latent_PCA_ridge_q3	0.28959321984082714	0.5669162908206012	0.3186091789187789	-0.029015959077951736
stage_sample_bootstrap	103	latent_PCA_ridge_q3	0.27291151727651114	0.5134234671316055	0.29944874622123263	-0.02653722894472149
DMR_bootstrap	104	8-cell_baseline	0.3230407485512183	0.3922774131580289	0.3230407485512183	0.0
stage_sample_bootstrap	104	8-cell_baseline	0.2944950042505219	0.4923059864719402	0.2944950042505219	0.0
DMR_bootstrap	104	DMR_module_ridge_k16	0.32014612102136575	0.37219745945042026	0.3230407485512183	-0.0028946275298525337
stage_sample_bootstrap	104	DMR_module_ridge_k16	0.28541930506376045	0.49416984640747197	0.2944950042505219	-0.009075699186761432
DMR_bootstrap	104	latent_PCA_ridge_q3	0.2974045176891182	0.41780920091070894	0.3230407485512183	-0.025636230862100096
stage_sample_bootstrap	104	latent_PCA_ridge_q3	0.271999200556509	0.5267678290313919	0.2944950042505219	-0.022495803694012884
DMR_bootstrap	105	8-cell_baseline	0.2816886802681018	0.47207881450494554	0.2816886802681018	0.0
stage_sample_bootstrap	105	8-cell_baseline	0.30550631916108023	0.4474900710407839	0.30550631916108023	0.0
DMR_bootstrap	105	DMR_module_ridge_k16	0.2798524417119983	0.4502330632383142	0.2816886802681018	-0.0018362385561034866
stage_sample_bootstrap	105	DMR_module_ridge_k16	0.29513021280279256	0.4518651709725142	0.30550631916108023	-0.010376106358287673
DMR_bootstrap	105	latent_PCA_ridge_q3	0.26371482827055065	0.4972326430534227	0.2816886802681018	-0.017973851997551138
stage_sample_bootstrap	105	latent_PCA_ridge_q3	0.2770905095425909	0.49875482287507605	0.30550631916108023	-0.02841580961848933
DMR_bootstrap	106	8-cell_baseline	0.2849879852023648	0.45190462348828486	0.2849879852023648	0.0
stage_sample_bootstrap	106	8-cell_baseline	0.29432408279178063	0.48944342867111906	0.29432408279178063	0.0
DMR_bootstrap	106	DMR_module_ridge_k16	0.2798236105195381	0.42374969431016596	0.2849879852023648	-0.005164374682826711
stage_sample_bootstrap	106	DMR_module_ridge_k16	0.28570466750226964	0.4895752309545989	0.29432408279178063	-0.00861941528951099
DMR_bootstrap	106	latent_PCA_ridge_q3	0.25315872961807034	0.4994340817084685	0.2849879852023648	-0.03182925558429445
stage_sample_bootstrap	106	latent_PCA_ridge_q3	0.2686244528958043	0.5327842361301957	0.29432408279178063	-0.02569962989597635
DMR_bootstrap	107	8-cell_baseline	0.27298138589794435	0.5347358085524107	0.27298138589794435	0.0
stage_sample_bootstrap	107	8-cell_baseline	0.3016669846712511	0.472750104020506	0.3016669846712511	0.0
DMR_bootstrap	107	DMR_module_ridge_k16	0.26710566848493683	0.5430329047043194	0.27298138589794435	-0.00587571741300752
stage_sample_bootstrap	107	DMR_module_ridge_k16	0.28991131602267234	0.47153908619806956	0.3016669846712511	-0.011755668648578743
DMR_bootstrap	107	latent_PCA_ridge_q3	0.2522987166487443	0.5825706009137248	0.27298138589794435	-0.020682669249200036
stage_sample_bootstrap	107	latent_PCA_ridge_q3	0.27311391793140016	0.5130536960868416	0.3016669846712511	-0.02855306673985092
DMR_bootstrap	108	8-cell_baseline	0.28754600263115887	0.45550459402390264	0.28754600263115887	0.0
stage_sample_bootstrap	108	8-cell_baseline	0.30582397767227903	0.44987625570344997	0.30582397767227903	0.0
DMR_bootstrap	108	DMR_module_ridge_k16	0.2779219390940135	0.43777961235213814	0.28754600263115887	-0.009624063537145344
stage_sample_bootstrap	108	DMR_module_ridge_k16	0.29385835120192483	0.45507463110744184	0.30582397767227903	-0.011965626470354207
DMR_bootstrap	108	latent_PCA_ridge_q3	0.2497177445533018	0.5346274159846375	0.28754600263115887	-0.03782825807785706
stage_sample_bootstrap	108	latent_PCA_ridge_q3	0.2764390787981292	0.49872924439894	0.30582397767227903	-0.029384898874149856
DMR_bootstrap	109	8-cell_baseline	0.31501433049500344	0.5666694062720472	0.31501433049500344	0.0
stage_sample_bootstrap	109	8-cell_baseline	0.303568393982637	0.46576098249732206	0.303568393982637	0.0
DMR_bootstrap	109	DMR_module_ridge_k16	0.3044676471020901	0.6050470246459261	0.31501433049500344	-0.010546683392913314
stage_sample_bootstrap	109	DMR_module_ridge_k16	0.29179791055529675	0.46554419490838916	0.303568393982637	-0.011770483427340273
DMR_bootstrap	109	latent_PCA_ridge_q3	0.31208931836360265	0.5610030666623763	0.31501433049500344	-0.0029250121314007838
stage_sample_bootstrap	109	latent_PCA_ridge_q3	0.272016759986733	0.5159112835965561	0.303568393982637	-0.031551633995903994
DMR_bootstrap	110	8-cell_baseline	0.2900130586971306	0.552864826669928	0.2900130586971306	0.0
stage_sample_bootstrap	110	8-cell_baseline	0.30382195152378455	0.465195305964092	0.30382195152378455	0.0
DMR_bootstrap	110	DMR_module_ridge_k16	0.2774228538803805	0.5597654413078029	0.2900130586971306	-0.012590204816750106
stage_sample_bootstrap	110	DMR_module_ridge_k16	0.2914928753476445	0.468984637148966	0.30382195152378455	-0.012329076176140041
DMR_bootstrap	110	latent_PCA_ridge_q3	0.23615219872547968	0.6737276409458176	0.2900130586971306	-0.05386085997165094
stage_sample_bootstrap	110	latent_PCA_ridge_q3	0.2699101671563896	0.5280631494271286	0.30382195152378455	-0.03391178436739495
DMR_bootstrap	111	8-cell_baseline	0.31555094534103634	0.38439841115689105	0.31555094534103634	0.0
stage_sample_bootstrap	111	8-cell_baseline	0.30102578869259655	0.46883189688356103	0.30102578869259655	0.0
DMR_bootstrap	111	DMR_module_ridge_k16	0.2993009306070767	0.39240943111416526	0.31555094534103634	-0.01625001473395965
stage_sample_bootstrap	111	DMR_module_ridge_k16	0.290374828735661	0.4723344378817645	0.30102578869259655	-0.010650959956935546
DMR_bootstrap	111	latent_PCA_ridge_q3	0.2889244602318304	0.3895947678834672	0.31555094534103634	-0.026626485109205955
stage_sample_bootstrap	111	latent_PCA_ridge_q3	0.2713989145317072	0.5238171214299584	0.30102578869259655	-0.029626874160889327
DMR_bootstrap	112	8-cell_baseline	0.3428892059693463	0.48022662336920646	0.3428892059693463	0.0
stage_sample_bootstrap	112	8-cell_baseline	0.29993114096209533	0.4713265854622417	0.29993114096209533	0.0
DMR_bootstrap	112	DMR_module_ridge_k16	0.33653308715816344	0.4833111426822561	0.3428892059693463	-0.006356118811182865
stage_sample_bootstrap	112	DMR_module_ridge_k16	0.28905823720967067	0.4719535831635092	0.29993114096209533	-0.010872903752424667
DMR_bootstrap	112	latent_PCA_ridge_q3	0.31558473564818057	0.5229340459041737	0.3428892059693463	-0.02730447032116573
stage_sample_bootstrap	112	latent_PCA_ridge_q3	0.27075437961274956	0.5209100896579851	0.29993114096209533	-0.02917676134934577
DMR_bootstrap	113	8-cell_baseline	0.36982145866474564	0.34304742693025886	0.36982145866474564	0.0
stage_sample_bootstrap	113	8-cell_baseline	0.3058257587794406	0.4610827206978917	0.3058257587794406	0.0
DMR_bootstrap	113	DMR_module_ridge_k16	0.36566027211353874	0.33750660976832314	0.36982145866474564	-0.004161186551206897
stage_sample_bootstrap	113	DMR_module_ridge_k16	0.29315922162655356	0.46580678229256156	0.3058257587794406	-0.01266653715288707
DMR_bootstrap	113	latent_PCA_ridge_q3	0.36305048273606816	0.3048595458510698	0.36982145866474564	-0.006770975928677481
stage_sample_bootstrap	113	latent_PCA_ridge_q3	0.27460554546640864	0.5142291825397476	0.3058257587794406	-0.031220213313031986
DMR_bootstrap	114	8-cell_baseline	0.3174928984762871	0.4539591774864306	0.3174928984762871	0.0
stage_sample_bootstrap	114	8-cell_baseline	0.30171874408093996	0.47434353682272695	0.30171874408093996	0.0
DMR_bootstrap	114	DMR_module_ridge_k16	0.30498723180155823	0.4804446111350625	0.3174928984762871	-0.012505666674728855
stage_sample_bootstrap	114	DMR_module_ridge_k16	0.2888355175330306	0.4801560811927267	0.30171874408093996	-0.012883226547909354
DMR_bootstrap	114	latent_PCA_ridge_q3	0.2879138411815918	0.5246186211043325	0.3174928984762871	-0.029579057294695288
stage_sample_bootstrap	114	latent_PCA_ridge_q3	0.27289206340081024	0.5188511182230535	0.30171874408093996	-0.028826680680129724
DMR_bootstrap	115	8-cell_baseline	0.3322676024902866	0.4217930610501894	0.3322676024902866	0.0
stage_sample_bootstrap	115	8-cell_baseline	0.30855864090518004	0.4615615329310174	0.30855864090518004	0.0
DMR_bootstrap	115	DMR_module_ridge_k16	0.3206435736834594	0.4455778284936902	0.3322676024902866	-0.011624028806827169
stage_sample_bootstrap	115	DMR_module_ridge_k16	0.2957808939893977	0.4665905948141492	0.30855864090518004	-0.012777746915782318
DMR_bootstrap	115	latent_PCA_ridge_q3	0.30543611842792395	0.4793804830171496	0.3322676024902866	-0.02683148406236263
stage_sample_bootstrap	115	latent_PCA_ridge_q3	0.2736339641839821	0.5237355891266207	0.30855864090518004	-0.03492467672119792
DMR_bootstrap	116	8-cell_baseline	0.3077729501933112	0.5312026848349025	0.3077729501933112	0.0
stage_sample_bootstrap	116	8-cell_baseline	0.30422883587335753	0.47161752681465646	0.30422883587335753	0.0
DMR_bootstrap	116	DMR_module_ridge_k16	0.29895394407038395	0.5144282007612386	0.3077729501933112	-0.008819006122927242
stage_sample_bootstrap	116	DMR_module_ridge_k16	0.2926382787399369	0.46905859133136457	0.30422883587335753	-0.01159055713342061
DMR_bootstrap	116	latent_PCA_ridge_q3	0.27436412626809453	0.5687741048211811	0.3077729501933112	-0.03340882392521666
stage_sample_bootstrap	116	latent_PCA_ridge_q3	0.2743809148122896	0.5171210765484913	0.30422883587335753	-0.029847921061067928
DMR_bootstrap	117	8-cell_baseline	0.2542174300428897	0.6059989931295765	0.2542174300428897	0.0
stage_sample_bootstrap	117	8-cell_baseline	0.30213197633540534	0.46062282558387574	0.30213197633540534	0.0
DMR_bootstrap	117	DMR_module_ridge_k16	0.2639720404726257	0.5477295863064422	0.2542174300428897	0.009754610429735966
stage_sample_bootstrap	117	DMR_module_ridge_k16	0.29070196945663956	0.4620883427340928	0.30213197633540534	-0.011430006878765775
DMR_bootstrap	117	latent_PCA_ridge_q3	0.2283765712597581	0.6592558263146536	0.2542174300428897	-0.02584085878313161
stage_sample_bootstrap	117	latent_PCA_ridge_q3	0.2723303508544338	0.5096225400238188	0.30213197633540534	-0.02980162548097154
DMR_bootstrap	118	8-cell_baseline	0.28918275471860283	0.47750280838886494	0.28918275471860283	0.0
stage_sample_bootstrap	118	8-cell_baseline	0.30416462751968226	0.4715406443972288	0.30416462751968226	0.0
DMR_bootstrap	118	DMR_module_ridge_k16	0.2714467462512101	0.5113934792273275	0.28918275471860283	-0.017736008467392705
stage_sample_bootstrap	118	DMR_module_ridge_k16	0.29778122324778394	0.4650917879604384	0.30416462751968226	-0.006383404271898319
DMR_bootstrap	118	latent_PCA_ridge_q3	0.2692489079516214	0.4976957167734891	0.28918275471860283	-0.019933846766981456
stage_sample_bootstrap	118	latent_PCA_ridge_q3	0.2742921533548113	0.5368673027848045	0.30416462751968226	-0.029872474164870988
DMR_bootstrap	119	8-cell_baseline	0.2820968631586509	0.49011201531948956	0.2820968631586509	0.0
stage_sample_bootstrap	119	8-cell_baseline	0.29900007161343706	0.48563184744034643	0.29900007161343706	0.0
DMR_bootstrap	119	DMR_module_ridge_k16	0.273745536135509	0.44156555616642307	0.2820968631586509	-0.008351327023141897
stage_sample_bootstrap	119	DMR_module_ridge_k16	0.28932692625501366	0.4838551070856912	0.29900007161343706	-0.009673145358423396
DMR_bootstrap	119	latent_PCA_ridge_q3	0.24054455017817702	0.5426623855024253	0.2820968631586509	-0.04155231298047388
stage_sample_bootstrap	119	latent_PCA_ridge_q3	0.2736887664160544	0.5254925199564123	0.29900007161343706	-0.025311305197382672
DMR_bootstrap	120	8-cell_baseline	0.2899841740423753	0.4111042629314278	0.2899841740423753	0.0
stage_sample_bootstrap	120	8-cell_baseline	0.3028317822566226	0.4727773222757057	0.3028317822566226	0.0
DMR_bootstrap	120	DMR_module_ridge_k16	0.27281119501727913	0.4004006304535077	0.2899841740423753	-0.01717297902509618
stage_sample_bootstrap	120	DMR_module_ridge_k16	0.2902109128289467	0.4794167939744682	0.3028317822566226	-0.01262086942767593
DMR_bootstrap	120	latent_PCA_ridge_q3	0.2666947302392721	0.4089225347310299	0.2899841740423753	-0.023289443803103216
stage_sample_bootstrap	120	latent_PCA_ridge_q3	0.2737397576173543	0.519906198131983	0.3028317822566226	-0.0290920246392683
DMR_bootstrap	121	8-cell_baseline	0.2747565015766671	0.49944474525931004	0.2747565015766671	0.0
stage_sample_bootstrap	121	8-cell_baseline	0.30087621355675304	0.4717325895699403	0.30087621355675304	0.0
DMR_bootstrap	121	DMR_module_ridge_k16	0.25929291978799296	0.5296767871694739	0.2747565015766671	-0.01546358178867413
stage_sample_bootstrap	121	DMR_module_ridge_k16	0.28980512844836737	0.4719490303525949	0.30087621355675304	-0.01107108510838567
DMR_bootstrap	121	latent_PCA_ridge_q3	0.2559374105280963	0.5305743291348048	0.2747565015766671	-0.01881909104857077
stage_sample_bootstrap	121	latent_PCA_ridge_q3	0.2711967725479681	0.5199998986083341	0.30087621355675304	-0.029679441008784946
DMR_bootstrap	122	8-cell_baseline	0.33620227319179025	0.382646706591238	0.33620227319179025	0.0
stage_sample_bootstrap	122	8-cell_baseline	0.30188908473655585	0.4838875694888614	0.30188908473655585	0.0
DMR_bootstrap	122	DMR_module_ridge_k16	0.3348228660549574	0.3639314381135484	0.33620227319179025	-0.001379407136832822
stage_sample_bootstrap	122	DMR_module_ridge_k16	0.291333634609864	0.4815896771545227	0.30188908473655585	-0.010555450126691845
DMR_bootstrap	122	latent_PCA_ridge_q3	0.3004639367030292	0.4485747808412566	0.33620227319179025	-0.03573833648876107
stage_sample_bootstrap	122	latent_PCA_ridge_q3	0.276860213409918	0.513961434388644	0.30188908473655585	-0.025028871326637836
DMR_bootstrap	123	8-cell_baseline	0.2699355692558883	0.5653204375736197	0.2699355692558883	0.0
stage_sample_bootstrap	123	8-cell_baseline	0.3013462858860907	0.48304696971949274	0.3013462858860907	0.0
DMR_bootstrap	123	DMR_module_ridge_k16	0.2516022084025128	0.5590016846508938	0.2699355692558883	-0.018333360853375502
stage_sample_bootstrap	123	DMR_module_ridge_k16	0.28932271097892664	0.48593817800565553	0.3013462858860907	-0.012023574907164047
DMR_bootstrap	123	latent_PCA_ridge_q3	0.24266425672091552	0.5767502991890693	0.2699355692558883	-0.02727131253497278
stage_sample_bootstrap	123	latent_PCA_ridge_q3	0.2749354426081351	0.5190246678628411	0.3013462858860907	-0.026410843277955565
DMR_bootstrap	124	8-cell_baseline	0.25970624682923016	0.5596020349954	0.25970624682923016	0.0
stage_sample_bootstrap	124	8-cell_baseline	0.3030801415565174	0.4754221500985999	0.3030801415565174	0.0
DMR_bootstrap	124	DMR_module_ridge_k16	0.24416509721980223	0.5781127608659056	0.25970624682923016	-0.015541149609427929
stage_sample_bootstrap	124	DMR_module_ridge_k16	0.29403439612593746	0.47596581122773846	0.3030801415565174	-0.009045745430579955
DMR_bootstrap	124	latent_PCA_ridge_q3	0.24159779882896942	0.5792651941073053	0.25970624682923016	-0.018108448000260735
stage_sample_bootstrap	124	latent_PCA_ridge_q3	0.27432135354952025	0.5321435017253017	0.3030801415565174	-0.02875878800699716
DMR_bootstrap	125	8-cell_baseline	0.330084306458695	0.3845421981312451	0.330084306458695	0.0
stage_sample_bootstrap	125	8-cell_baseline	0.3006618724719289	0.46900082977343854	0.3006618724719289	0.0
DMR_bootstrap	125	DMR_module_ridge_k16	0.330898954446559	0.32618151309419796	0.330084306458695	0.000814647987863959
stage_sample_bootstrap	125	DMR_module_ridge_k16	0.290134231262061	0.46993078011093337	0.3006618724719289	-0.010527641209867877
DMR_bootstrap	125	latent_PCA_ridge_q3	0.2944454489358242	0.4365147895939331	0.330084306458695	-0.035638857522870826
stage_sample_bootstrap	125	latent_PCA_ridge_q3	0.2735356906709287	0.5118526124955725	0.3006618724719289	-0.027126181801000182
DMR_bootstrap	126	8-cell_baseline	0.29957606528814	0.4666816753564185	0.29957606528814	0.0
stage_sample_bootstrap	126	8-cell_baseline	0.30484633028132985	0.4576942857371374	0.30484633028132985	0.0
DMR_bootstrap	126	DMR_module_ridge_k16	0.2910522185237572	0.45676920853573405	0.29957606528814	-0.008523846764382836
stage_sample_bootstrap	126	DMR_module_ridge_k16	0.29558603568919894	0.4531741307311867	0.30484633028132985	-0.009260294592130902
DMR_bootstrap	126	latent_PCA_ridge_q3	0.2800939219521913	0.4736797211334028	0.29957606528814	-0.01948214333594872
stage_sample_bootstrap	126	latent_PCA_ridge_q3	0.2781764292658541	0.4977400473090079	0.30484633028132985	-0.026669901015475728
DMR_bootstrap	127	8-cell_baseline	0.28712866535565357	0.45958624406362847	0.28712866535565357	0.0
stage_sample_bootstrap	127	8-cell_baseline	0.30341855673185786	0.4735813394977771	0.30341855673185786	0.0
DMR_bootstrap	127	DMR_module_ridge_k16	0.27384980424219246	0.44987222569704893	0.28712866535565357	-0.013278861113461105
stage_sample_bootstrap	127	DMR_module_ridge_k16	0.29239447397649027	0.4725543774860688	0.30341855673185786	-0.011024082755367592
DMR_bootstrap	127	latent_PCA_ridge_q3	0.25368894087431076	0.4971577372580893	0.28712866535565357	-0.0334397244813428
stage_sample_bootstrap	127	latent_PCA_ridge_q3	0.2767068177984513	0.5121570845977625	0.30341855673185786	-0.02671173893340656
DMR_bootstrap	128	8-cell_baseline	0.31001878630407015	0.3057180403832342	0.31001878630407015	0.0
stage_sample_bootstrap	128	8-cell_baseline	0.30363525751582104	0.4743940568035301	0.30363525751582104	0.0
DMR_bootstrap	128	DMR_module_ridge_k16	0.29957818031667216	0.3317168862610719	0.31001878630407015	-0.010440605987397988
stage_sample_bootstrap	128	DMR_module_ridge_k16	0.29032643592573903	0.47864575239189355	0.30363525751582104	-0.01330882159008201
DMR_bootstrap	128	latent_PCA_ridge_q3	0.27173289770980946	0.39517448886131973	0.31001878630407015	-0.038285888594260686
stage_sample_bootstrap	128	latent_PCA_ridge_q3	0.2708730346996118	0.5251841660057184	0.30363525751582104	-0.03276222281620922
DMR_bootstrap	129	8-cell_baseline	0.21259051891020514	0.6763181804571606	0.21259051891020514	0.0
stage_sample_bootstrap	129	8-cell_baseline	0.30464701979205183	0.45325676113470437	0.30464701979205183	0.0
DMR_bootstrap	129	DMR_module_ridge_k16	0.18917906064940226	0.7160322715559883	0.21259051891020514	-0.023411458260802875
stage_sample_bootstrap	129	DMR_module_ridge_k16	0.291587458502643	0.4577128436107318	0.30464701979205183	-0.013059561289408828
DMR_bootstrap	129	latent_PCA_ridge_q3	0.1947640652094426	0.6933108258685041	0.21259051891020514	-0.01782645370076255
stage_sample_bootstrap	129	latent_PCA_ridge_q3	0.2738146142290072	0.5039095879717804	0.30464701979205183	-0.030832405563044618
DMR_bootstrap	130	8-cell_baseline	0.3397711310231411	0.2944579558305697	0.3397711310231411	0.0
stage_sample_bootstrap	130	8-cell_baseline	0.2997260458646908	0.4885742537149261	0.2997260458646908	0.0
