bootstrap_type	iteration	model	rmse	correlation	baseline_rmse	delta_rmse_vs_baseline
stage_sample_bootstrap	25	8-cell_baseline	0.29693547560710837	0.47861309088762766	0.29693547560710837	0.0
DMR_bootstrap	25	DMR_module_ridge_k16	0.3364707417158653	0.27026548000224654	0.34583071001574633	-0.00935996829988106
stage_sample_bootstrap	25	DMR_module_ridge_k16	0.28494038046687026	0.4863049445370122	0.29693547560710837	-0.01199509514023811
DMR_bootstrap	25	latent_PCA_ridge_q3	0.3007543152912357	0.3835738861920942	0.34583071001574633	-0.04507639472451064
stage_sample_bootstrap	25	latent_PCA_ridge_q3	0.2730997840888836	0.509363165494978	0.29693547560710837	-0.02383569151822479
DMR_bootstrap	26	8-cell_baseline	0.26863972964050586	0.6032516770532803	0.26863972964050586	0.0
stage_sample_bootstrap	26	8-cell_baseline	0.2948078667557143	0.5002639400350549	0.2948078667557143	0.0
DMR_bootstrap	26	DMR_module_ridge_k16	0.24750252076881363	0.6287339759809041	0.26863972964050586	-0.021137208871692237
stage_sample_bootstrap	26	DMR_module_ridge_k16	0.28584221438287843	0.5004707671791723	0.2948078667557143	-0.008965652372835864
DMR_bootstrap	26	latent_PCA_ridge_q3	0.22800566868560246	0.6844210110719746	0.26863972964050586	-0.040634060954903406
stage_sample_bootstrap	26	latent_PCA_ridge_q3	0.27306441434317164	0.5279274810502046	0.2948078667557143	-0.021743452412542663
DMR_bootstrap	27	8-cell_baseline	0.296074446056158	0.5354607095444673	0.296074446056158	0.0
stage_sample_bootstrap	27	8-cell_baseline	0.30623369409304624	0.45094719165831726	0.30623369409304624	0.0
DMR_bootstrap	27	DMR_module_ridge_k16	0.27574455273158105	0.5537965557505057	0.296074446056158	-0.020329893324576964
stage_sample_bootstrap	27	DMR_module_ridge_k16	0.2927600799188403	0.4560197990822724	0.30623369409304624	-0.01347361417420595
DMR_bootstrap	27	latent_PCA_ridge_q3	0.24919468510166676	0.6083626458453975	0.296074446056158	-0.046879760954491256
stage_sample_bootstrap	27	latent_PCA_ridge_q3	0.27400379725425983	0.5052886606811113	0.30623369409304624	-0.03222989683878641
DMR_bootstrap	28	8-cell_baseline	0.3074636167925083	0.48434761121985115	0.3074636167925083	0.0
stage_sample_bootstrap	28	8-cell_baseline	0.29782535688491596	0.48137197614614435	0.29782535688491596	0.0
DMR_bootstrap	28	DMR_module_ridge_k16	0.2911263348404852	0.5175326737402488	0.3074636167925083	-0.016337281952023053
stage_sample_bootstrap	28	DMR_module_ridge_k16	0.2888444345145437	0.4802346448569877	0.29782535688491596	-0.008980922370372235
DMR_bootstrap	28	latent_PCA_ridge_q3	0.27682420971282423	0.5605274310421742	0.3074636167925083	-0.030639407079684045
stage_sample_bootstrap	28	latent_PCA_ridge_q3	0.2739260249982764	0.5182585162401353	0.29782535688491596	-0.023899331886639563
DMR_bootstrap	29	8-cell_baseline	0.301755222664324	0.49834986656634317	0.301755222664324	0.0
stage_sample_bootstrap	29	8-cell_baseline	0.3004807085427984	0.47185566317571664	0.3004807085427984	0.0
DMR_bootstrap	29	DMR_module_ridge_k16	0.2838406362834026	0.5395469471402431	0.301755222664324	-0.01791458638092136
stage_sample_bootstrap	29	DMR_module_ridge_k16	0.28772863218795436	0.4779499741740634	0.3004807085427984	-0.012752076354844044
DMR_bootstrap	29	latent_PCA_ridge_q3	0.2813069864548907	0.5306424893649456	0.301755222664324	-0.020448236209433257
stage_sample_bootstrap	29	latent_PCA_ridge_q3	0.27362987799534294	0.5088076613025454	0.3004807085427984	-0.026850830547455462
DMR_bootstrap	30	8-cell_baseline	0.3570880108198601	0.3922053690012232	0.3570880108198601	0.0
stage_sample_bootstrap	30	8-cell_baseline	0.30495300473812126	0.45206418061872344	0.30495300473812126	0.0
DMR_bootstrap	30	DMR_module_ridge_k16	0.35129981897491713	0.3981912171703282	0.3570880108198601	-0.005788191844942947
stage_sample_bootstrap	30	DMR_module_ridge_k16	0.2946488233780101	0.45106754668897703	0.30495300473812126	-0.010304181360111131
DMR_bootstrap	30	latent_PCA_ridge_q3	0.32283353957830263	0.48872188060269	0.3570880108198601	-0.03425447124155745
stage_sample_bootstrap	30	latent_PCA_ridge_q3	0.2751446538669451	0.5063401616165161	0.30495300473812126	-0.02980835087117617
DMR_bootstrap	31	8-cell_baseline	0.34185238289945347	0.27600140358068587	0.34185238289945347	0.0
stage_sample_bootstrap	31	8-cell_baseline	0.2974238553799699	0.4898558089332847	0.2974238553799699	0.0
DMR_bootstrap	31	DMR_module_ridge_k16	0.3275693324413646	0.2894753153395085	0.34185238289945347	-0.014283050458088864
stage_sample_bootstrap	31	DMR_module_ridge_k16	0.284913796408786	0.49478756746958397	0.2974238553799699	-0.012510058971183902
DMR_bootstrap	31	latent_PCA_ridge_q3	0.31200380079761975	0.3101177095094656	0.34185238289945347	-0.02984858210183372
stage_sample_bootstrap	31	latent_PCA_ridge_q3	0.27398861460510465	0.5167074335251698	0.2974238553799699	-0.02343524077486525
DMR_bootstrap	32	8-cell_baseline	0.3099081746379565	0.4639770457159241	0.3099081746379565	0.0
stage_sample_bootstrap	32	8-cell_baseline	0.3111428773458191	0.44933311059158626	0.3111428773458191	0.0
DMR_bootstrap	32	DMR_module_ridge_k16	0.30090832824815134	0.46449217277049143	0.3099081746379565	-0.008999846389805166
stage_sample_bootstrap	32	DMR_module_ridge_k16	0.2963978157283828	0.4569106645568127	0.3111428773458191	-0.014745061617436273
DMR_bootstrap	32	latent_PCA_ridge_q3	0.2773352417283346	0.5357292370181331	0.3099081746379565	-0.03257293290962188
stage_sample_bootstrap	32	latent_PCA_ridge_q3	0.27594434073502405	0.5098816699633225	0.3111428773458191	-0.03519853661079503
DMR_bootstrap	33	8-cell_baseline	0.31011954718722057	0.5198878935325348	0.31011954718722057	0.0
stage_sample_bootstrap	33	8-cell_baseline	0.2985045369768735	0.4745188049805585	0.2985045369768735	0.0
DMR_bootstrap	33	DMR_module_ridge_k16	0.3100797084357089	0.5109116973754045	0.31011954718722057	-3.9838751511644954e-05
stage_sample_bootstrap	33	DMR_module_ridge_k16	0.2846744134375402	0.48489600498897384	0.2985045369768735	-0.013830123539333328
DMR_bootstrap	33	latent_PCA_ridge_q3	0.30259243518709894	0.5164336068421307	0.31011954718722057	-0.007527112000121627
stage_sample_bootstrap	33	latent_PCA_ridge_q3	0.27303386227470683	0.5106411250284915	0.2985045369768735	-0.025470674702166685
DMR_bootstrap	34	8-cell_baseline	0.2820340861234905	0.5091345832553453	0.2820340861234905	0.0
stage_sample_bootstrap	34	8-cell_baseline	0.3003870789908184	0.48232266770307936	0.3003870789908184	0.0
DMR_bootstrap	34	DMR_module_ridge_k16	0.2702734700901816	0.4540466980833695	0.2820340861234905	-0.011760616033308913
stage_sample_bootstrap	34	DMR_module_ridge_k16	0.2888131648778958	0.4858174198978724	0.3003870789908184	-0.011573914112922579
DMR_bootstrap	34	latent_PCA_ridge_q3	0.2446450653875587	0.5242713138707052	0.2820340861234905	-0.03738902073593181
stage_sample_bootstrap	34	latent_PCA_ridge_q3	0.2725913105222091	0.5264932539076338	0.3003870789908184	-0.027795768468609316
DMR_bootstrap	35	8-cell_baseline	0.28233094221470245	0.4563038560172971	0.28233094221470245	0.0
stage_sample_bootstrap	35	8-cell_baseline	0.30185786911200896	0.4797597065879192	0.30185786911200896	0.0
DMR_bootstrap	35	DMR_module_ridge_k16	0.2759627095132717	0.4374041968626666	0.28233094221470245	-0.006368232701430776
stage_sample_bootstrap	35	DMR_module_ridge_k16	0.2926574193652193	0.4763171923696528	0.30185786911200896	-0.009200449746789685
DMR_bootstrap	35	latent_PCA_ridge_q3	0.25956020600489355	0.4799737898357877	0.28233094221470245	-0.022770736209808906
stage_sample_bootstrap	35	latent_PCA_ridge_q3	0.2733699138866203	0.5267333024594357	0.30185786911200896	-0.02848795522538866
DMR_bootstrap	36	8-cell_baseline	0.32766891348148147	0.4188421704217567	0.32766891348148147	0.0
stage_sample_bootstrap	36	8-cell_baseline	0.3068146955448542	0.44760026378935036	0.3068146955448542	0.0
DMR_bootstrap	36	DMR_module_ridge_k16	0.3153483309101486	0.42265880380586446	0.32766891348148147	-0.012320582571332894
stage_sample_bootstrap	36	DMR_module_ridge_k16	0.29400483622292867	0.4498000729114637	0.3068146955448542	-0.01280985932192552
DMR_bootstrap	36	latent_PCA_ridge_q3	0.2940255250577262	0.49575208184748193	0.32766891348148147	-0.03364338842375525
stage_sample_bootstrap	36	latent_PCA_ridge_q3	0.27353280770288435	0.5054334618799206	0.3068146955448542	-0.03328188784196984
DMR_bootstrap	37	8-cell_baseline	0.26405923885183447	0.598844419554568	0.26405923885183447	0.0
stage_sample_bootstrap	37	8-cell_baseline	0.29686287859062055	0.4856195346450041	0.29686287859062055	0.0
DMR_bootstrap	37	DMR_module_ridge_k16	0.26140616907194997	0.574654382545339	0.26405923885183447	-0.002653069779884498
stage_sample_bootstrap	37	DMR_module_ridge_k16	0.2850743105125728	0.487865254250563	0.29686287859062055	-0.011788568078047734
DMR_bootstrap	37	latent_PCA_ridge_q3	0.22401805371591688	0.6764005224979497	0.26405923885183447	-0.04004118513591759
stage_sample_bootstrap	37	latent_PCA_ridge_q3	0.2727063464174125	0.510341229981249	0.29686287859062055	-0.024156532173208067
DMR_bootstrap	38	8-cell_baseline	0.2674699108946249	0.5357588522101551	0.2674699108946249	0.0
stage_sample_bootstrap	38	8-cell_baseline	0.2977631375994571	0.47845072826516116	0.2977631375994571	0.0
DMR_bootstrap	38	DMR_module_ridge_k16	0.2639820034968961	0.5048818851126948	0.2674699108946249	-0.0034879073977288066
stage_sample_bootstrap	38	DMR_module_ridge_k16	0.28736310722835984	0.47986572394219107	0.2977631375994571	-0.010400030371097269
DMR_bootstrap	38	latent_PCA_ridge_q3	0.25181757148446476	0.5373734361709923	0.2674699108946249	-0.015652339410160143
stage_sample_bootstrap	38	latent_PCA_ridge_q3	0.2717064134507816	0.5177846477145951	0.2977631375994571	-0.026056724148675492
DMR_bootstrap	39	8-cell_baseline	0.33108842397817684	0.406451242300254	0.33108842397817684	0.0
stage_sample_bootstrap	39	8-cell_baseline	0.3034755506672738	0.46873374068057044	0.3034755506672738	0.0
DMR_bootstrap	39	DMR_module_ridge_k16	0.32480246579142347	0.416293605472049	0.33108842397817684	-0.006285958186753371
stage_sample_bootstrap	39	DMR_module_ridge_k16	0.2916126531205796	0.4727264403779154	0.3034755506672738	-0.011862897546694173
