cluster_name	observed_beta	baseline_predicted_beta	baseline_abs_error	baseline_sq_error	DMR_module_ridge_k16_predicted_beta	DMR_module_ridge_k16_abs_error	DMR_module_ridge_k16_sq_error	DMR_module_ridge_k16_abs_error_improvement_vs_baseline	DMR_module_ridge_k16_sq_error_improvement_vs_baseline	latent_PCA_ridge_q3_predicted_beta	latent_PCA_ridge_q3_abs_error	latent_PCA_ridge_q3_sq_error	latent_PCA_ridge_q3_abs_error_improvement_vs_baseline	latent_PCA_ridge_q3_sq_error_improvement_vs_baseline
cluster_3348	1.0	0.02564102564102564	0.9743589743589743	0.9493754109138725	0.03960362404418787	0.9603963759558122	0.9223611989490578	0.013962598403162163	0.027014211964814683	0.04075460347601508	0.9592453965239849	0.920151730752457	0.015113577834989456	0.02922368016141541
cluster_3362	0.011363636363636362	0.05335090133131748	0.04198726496768112	0.001762930419466262	0.06748453207321817	0.05612089570958181	0.0031495549352457577	-0.014133630741900688	-0.0013866245157794956	0.04803721475392398	0.03667357839028762	0.001344951351948571	0.005313686577393499	0.00041797906751769105
cluster_3369	0.0	0.0	0.0	0.0	0.01413363074190069	0.01413363074190069	0.00019975951794840024	-0.01413363074190069	-0.00019975951794840024	0.005442305823896894	0.005442305823896894	2.961869268082205e-05	-0.005442305823896894	-2.961869268082205e-05
cluster_3416	0.3333333333333333	0.07777777777777778	0.25555555555555554	0.06530864197530863	0.09116207327456785	0.24217126005876546	0.05864691919845021	0.013384295496790072	0.006661722776858413	0.03986956646948198	0.29346376686385134	0.08612098246192089	-0.0379082113082958	-0.020812340486612263
cluster_3519	0.33035714285714285	0.5114529343630538	0.18109579150591099	0.032795685701152384	0.2986593232332451	0.03169781962389773	0.0010047517689091559	0.14939797188201326	0.03179093393224323	0.4275336995649417	0.09717655670779884	0.009443283173584045	0.08391923479811214	0.023352402527568338
cluster_3660	0.0	0.15838624338624338	0.15838624338624338	0.025086202094006325	0.1342429318733187	0.1342429318733187	0.018021164757944488	0.024143311512924676	0.007065037336061838	0.18426537881543648	0.18426537881543648	0.0339537298299963	-0.025879135429193095	-0.008867527735989977
cluster_3684	0.0	0.08222222222222222	0.08222222222222222	0.006760493827160494	0.09578588945929505	0.09578588945929505	0.00917493661950829	-0.013563667237072821	-0.002414442792347796	0.04965681329441496	0.04965681329441496	0.0024657991065563864	0.032565408927807266	0.004294694720604108
cluster_3762	0.7	0.10224867724867726	0.5977513227513227	0.35730664385095595	0.108708929240376	0.591291070759624	0.3496251303600626	0.006460251991698751	0.007681513490893355	0.06974437340010439	0.6302556265998955	0.39722215486082696	-0.032504303848572835	-0.03991551100987101
cluster_3766	0.25	0.04868682515741339	0.2013131748425866	0.04052699436520184	0.10550242942718827	0.14449757057281173	0.02087954790144471	0.05681560426977486	0.01964744646375713	0.030855238515052077	0.21914476148494794	0.04802442648629472	-0.01783158664236134	-0.007497432121092884
cluster_3928	0.38304924242424243	0.44150102002003705	0.05845177759579462	0.0034166103041082378	0.25279969388967827	0.13024954853456416	0.016964944893457786	-0.07179777093876955	-0.013548334589349549	0.3076100751413891	0.07543916728285333	0.005691067960330328	-0.016987389687058707	-0.00227445765622209
