sample_id	cluster_23	cluster_67	cluster_123	cluster_125	cluster_126	cluster_242	cluster_293	cluster_315	cluster_386	cluster_483	cluster_543	cluster_587	cluster_618	cluster_634	cluster_643	cluster_652	cluster_832	cluster_840	cluster_883	cluster_900	cluster_915	cluster_916	cluster_950	cluster_1007	cluster_1126	cluster_1257	cluster_1333	cluster_1387	cluster_1406	cluster_1523	cluster_1556	cluster_1564	cluster_1586	cluster_1607	cluster_1688	cluster_1715	cluster_1718	cluster_1742	cluster_1758	cluster_1764	cluster_1806	cluster_1851	cluster_1921	cluster_1922	cluster_1976	cluster_2004	cluster_2126	cluster_2190	cluster_2324	cluster_2355	cluster_2365	cluster_2623	cluster_2637	cluster_2727	cluster_2743	cluster_2776	cluster_2832	cluster_2910	cluster_3123	cluster_3133	cluster_3227	cluster_3275	cluster_3303	cluster_3336	cluster_3348	cluster_3362	cluster_3369	cluster_3416	cluster_3519	cluster_3660	cluster_3684	cluster_3762	cluster_3766	cluster_3928	cluster_3967	cluster_3978	cluster_4026	cluster_4028	cluster_4064	cluster_4084	cluster_4141	cluster_4364	cluster_4373	cluster_4404	cluster_4420	cluster_4449	cluster_4532	cluster_4538	cluster_4551	cluster_4593	cluster_4605	cluster_4889	cluster_4897	cluster_4899	cluster_4904	cluster_4907	cluster_4909	cluster_4920	cluster_5002	cluster_5020	cluster_5024	cluster_5064	cluster_5215	cluster_5240	cluster_5252	cluster_5307	cluster_5336	cluster_5400	cluster_5447	cluster_5516	cluster_5580	cluster_5599	cluster_5608	cluster_5656	cluster_5659	cluster_5661	cluster_5678	cluster_5679	cluster_5760	cluster_5923	cluster_5928	cluster_5966	cluster_5977	cluster_6020	cluster_6087	cluster_6114	cluster_6143	cluster_6163	cluster_6171	cluster_6262	cluster_6275	cluster_6400	cluster_6406	cluster_6410	cluster_6442	cluster_6495	cluster_6498	cluster_6518	cluster_6532	cluster_6604	cluster_6651	cluster_6655	cluster_6871	cluster_6892	cluster_6960	cluster_6975	cluster_7000	cluster_7042	cluster_7052	cluster_7072	cluster_7095	cluster_7341	cluster_7425	cluster_7504	cluster_7612	cluster_7683
GSM2481538	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.0	0.11428571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01639344262295082	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	1.0	0.0	0.0	0.0	0.09523809523809523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3525641025641026	0.0	0.0	0.0	0.078125	0.0	0.0	0.0	0.0	0.0	0.21705426356589147	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.6097560975609756	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05194805194805195	0.0	0.0	0.0	0.125	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7058823529411765	0.6428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.265	0.0	0.0	0.0	0.07692307692307693	0.0	0.0	0.0	0.2727272727272727	0.0	0.0	0.21212121212121213	1.0	0.3333333333333333	0.16666666666666666	0.0	0.0	0.4	1.0	0.0	0.0	0.0	0.4	0.0	1.0	0.0	0.0	0.008	0.0
GSM2481539	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.0	0.15789473684210525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5833333333333333	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5180722891566265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029411764705882353	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.2	0.2727272727272727	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	1.0	0.0	0.08333333333333333	0.0	0.0	0.11627906976744186	0.0	0.8809523809523809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3191489361702128	0.05128205128205128	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.26666666666666666	0.0	0.0	0.0	0.0	0.0	0.13953488372093023	0.5	1.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.2698412698412698	0.0	0.0	0.0	0.1875	0.0	0.0	0.4	0.9097222222222222	0.3333333333333333	0.16666666666666666	0.0	0.0	0.0	0.2	0.0	0.0	0.0	1.0	0.0	1.0	0.8	0.0	0.0	0.0
GSM2481540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.0	0.3076923076923077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7142857142857143	0.0	0.5833333333333333	0.0	0.0	0.0	0.0	0.5	0.0	0.6666666666666666	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.012987012987012988	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5471698113207547	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	1.0	0.0	0.0	0.10714285714285714	0.0	0.0	0.0	0.42857142857142855	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.3333333333333333	0.0	0.0	0.25	0.0	0.0	0.10256410256410256	0.0	0.0	0.0	0.6	0.1	0.0	1.0	0.0	0.7058823529411765	0.26666666666666666	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.15384615384615385	0.0	0.0	0.0	0.0	0.0	1.0	0.1111111111111111	0.9097222222222222	1.0	0.16666666666666666	0.125	0.0	0.0	1.0	0.0	0.2	0.25	0.4	0.0	0.0	0.0	0.0	0.1276595744680851	0.10526315789473684
GSM2481541	0.0	0.0	0.0	0.21052631578947367	0.03508771929824561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.07692307692307693	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.0	0.48148148148148145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.14285714285714285	0.0	0.5833333333333333	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	1.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8269230769230769	0.11764705882352941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.14285714285714285	1.0	0.0	0.0	0.03389830508474576	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.36363636363636365	0.0	0.125	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7058823529411765	0.26666666666666666	0.0	0.2727272727272727	0.0	0.0	0.0	0.2727272727272727	0.5	0.6043956043956044	0.0	0.265	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.1111111111111111	0.9097222222222222	1.0	1.0	0.0	0.0	0.4	1.0	0.0	0.14285714285714285	0.7	0.2857142857142857	0.0	0.25	0.75	0.0	0.39655172413793105	0.0
GSM2481542	0.12307692307692308	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.36363636363636365	0.0	0.0	0.0	0.0	0.0	0.5	0.75	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.8571428571428571	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5833333333333333	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.03333333333333333	0.0	1.0	0.0	0.0625	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.2	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.59375	0.0	0.0	0.05263157894736842	0.0	0.0	0.25	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.7058823529411765	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.038461538461538464	0.0	1.0	0.5652173913043478	0.3333333333333333	0.0	0.12121212121212122	0.0	0.043478260869565216	0.0	0.1875	0.0	0.0	0.1111111111111111	0.06666666666666667	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.375	0.0	0.06451612903225806	1.0	0.3333333333333333	0.0	0.0	0.0
GSM2481543	0.125	0.0	0.018518518518518517	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34146341463414637	0.0	1.0	0.0	0.0	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5294117647058824	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.25	0.5454545454545454	0.0	0.0	1.0	0.0	0.20689655172413793	0.6538461538461539	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.14285714285714285	0.0	0.25	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.0	0.0	0.0	0.05263157894736842	0.5	0.0	0.0	0.29411764705882354	0.0	0.0	0.0	0.023255813953488372	0.0	0.0	0.0	0.1875	0.0	0.0	0.25	0.9097222222222222	0.3333333333333333	0.0	0.0	0.0	0.4	1.0	0.0	0.0	0.25	0.5	0.0	0.6	0.3333333333333333	0.0	0.031746031746031744	0.0
GSM2481544	0.0	0.0	0.0	0.0	0.02631578947368421	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.043478260869565216	0.0	0.5833333333333333	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.0	0.038461538461538464	0.0	0.34210526315789475	0.0	0.0	0.0	0.037037037037037035	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4444444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6176470588235294	0.0	0.0	0.0	0.8	0.0	0.0	0.4375	0.0	0.0	0.03225806451612903	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	1.0	0.26666666666666666	0.046153846153846156	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.09722222222222222	0.0	0.0	0.0	0.1875	0.0	0.0	0.3333333333333333	0.9444444444444444	0.3333333333333333	0.8947368421052632	0.0	0.0	0.0	1.0	0.0	0.0	0.25	0.6666666666666666	0.0	1.0	0.0	0.125	0.5	0.014492753623188406
GSM2481545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.0	0.03333333333333333	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5833333333333333	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.2727272727272727	0.0	0.0	0.0	0.34615384615384615	0.2857142857142857	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.02857142857142857	0.0	1.0	0.0	0.0	0.0	0.0	0.14705882352941177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36363636363636365	0.5	0.0	0.0	0.0	0.0	0.5	0.0	0.2222222222222222	0.07575757575757576	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.0	1.0	0.7058823529411765	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.16666666666666666	0.0	0.0	0.4	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.0
GSM2481546	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01639344262295082	0.0	0.5833333333333333	0.0	0.0	0.0	0.0	0.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.265	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9097222222222222	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.25	0.4	0.0	1.0	1.0	0.0	0.01492896174863388	0.3333333333333333
GSM2481547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.2	0.0	0.8571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5833333333333333	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.265	0.0	0.3333333333333333	0.0	0.125	0.0	0.0	0.0	0.1875	0.0	0.0	0.1111111111111111	0.9097222222222222	0.3333333333333333	0.16666666666666666	0.0	0.0	0.25	1.0	0.0	0.0	0.25	0.4	0.0	1.0	0.3333333333333333	0.0	0.04878048780487805	0.0
GSM2481548	0.3076923076923077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.05263157894736842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5833333333333333	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.4	0.0	0.0	0.0	0.0625	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34375	0.25	0.22727272727272727	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5757575757575758	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7058823529411765	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.12449392712550607	0.0	0.265	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9097222222222222	0.3333333333333333	0.0	0.0	0.0	0.4	1.0	0.0	0.2	0.0	0.4	0.0	1.0	0.3333333333333333	0.17647058823529413	0.0	0.0
GSM2481549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38461538461538464	0.29411764705882354	0.5833333333333333	0.0	0.0	0.0	0.0	0.5	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3525641025641026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3220338983050847	0.0	1.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.3331855791962175	0.0	0.0	0.0	1.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.0	0.0	1.0	1.0	0.15384615384615385	0.0	0.0	0.0	0.0	0.0	1.0	0.12449392712550607	0.0	1.0	0.9090909090909091	0.3333333333333333	0.0	0.05263157894736842	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.9097222222222222	0.0	0.0	0.0	0.0	0.4	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.0
GSM2481550	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.6	0.0	1.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.06818181818181818	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.42857142857142855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05263157894736842	0.0	0.0	0.0	0.0	0.09523809523809523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0821917808219178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.1875	0.0	1.0	0.1111111111111111	0.9097222222222222	0.0	0.16666666666666666	0.0	0.0	0.0	1.0	0.0	0.0	0.25	0.4	0.0	1.0	0.0	0.0	0.8409090909090909	0.12
GSM2481551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01639344262295082	0.0	0.5833333333333333	0.0	0.0	0.3333333333333333	0.0	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7058823529411765	0.26666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.265	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.1111111111111111	0.9097222222222222	0.3333333333333333	0.16666666666666666	0.0	0.0	0.4	1.0	0.0	0.0	0.25	0.4	0.0	1.0	0.3333333333333333	0.0	1.0	0.0
GSM2481552	0.14285714285714285	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.5	0.0	0.0	0.0	1.0	0.16666666666666666	1.0	0.0	0.0	0.0	0.6111111111111112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01639344262295082	0.0	0.5833333333333333	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.36363636363636365	0.21818181818181817	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5454545454545454	0.3333333333333333	0.0	0.7058823529411765	0.26666666666666666	0.0	0.0	0.0	0.0	0.2	0.0	0.5	0.21052631578947367	0.0	1.0	0.0	0.3333333333333333	0.0	0.017261904761904763	0.0	0.0	0.0	0.1875	0.0	0.0	0.1111111111111111	0.9097222222222222	0.3333333333333333	0.0	0.0	0.0	0.4	1.0	0.0	0.0	0.25	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.45161290322580644
GSM2481554	0.0	0.0	0.0	0.38095238095238093	0.0	1.0	0.0	0.0	0.0	0.0	0.4166666666666667	0.6666666666666666	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.3333333333333333	0.0	0.8333333333333334	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.5	0.14285714285714285	0.0	0.6666666666666666	0.5	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.6333333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.7619047619047619	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.9024390243902439	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.9131944444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.0	0.8888888888888888	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.8799283154121864	0.5	0.29166666666666663	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7777777777777778	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.6666666666666666	0.0	1.0	0.0	1.0	0.75	0.3333333333333333	0.0	0.0
GSM2481555	0.0	0.0	0.0	0.38095238095238093	0.1111111111111111	0.0	0.0	0.0	0.0	0.1534090909090909	0.4166666666666667	1.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.3333333333333333	0.0	0.8333333333333334	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.6666666666666666	0.5	0.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.6333333333333333	0.0	0.0	0.0	0.0	1.0	0.0	0.7619047619047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5080645161290323	0.0	0.5	0.0	0.0	0.0	0.5454545454545454	1.0	0.2	1.0	0.9024390243902439	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.0	0.09375	0.3	0.0	0.9131944444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5	1.0	0.8888888888888888	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.8799283154121864	0.5	1.0	0.05555555555555555	1.0	0.0	0.0	0.0	0.15384615384615385	0.0	0.0	0.0	0.0	0.0	0.7777777777777778	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.6666666666666666	0.5	0.0	0.0	0.0	0.75	0.0	0.017543859649122806	0.0
