module_id	TF	motif_database	motif_id	log_odds_ratio	pvalue	motif_hit_count	foreground_nonhit_count	background_hit_count	background_nonhit_count	threshold	n_matched_background_sets	qvalue	motif_score_signed_logq	motif_score_mode	delta_8cell_to_morula	delta_8cell_to_morula_zscore	tf_activity
M02	POU5F1	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA1115.2	-0.1969246100094825	0.7678275312596129	2	28	27	273	10.248071970772967	10	1.0	-0.1969246100094825	log_odds_ratio_fallback	2.082504298150531	2.252540435447638	-0.44358064678111603
M12	POU5F1	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA0142.1	0.7749334443652268	0.9999999999999792	0	4	2	38	10.825450491018952	10	1.0	0.7749334443652268	log_odds_ratio_fallback	2.082504298150531	2.252540435447638	1.745568918213386
M01	POU5F1	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA0142.1	-1.309581774536765	0.9999999999999892	0	21	11	199	11.879069192411558	10	1.0	-1.309581774536765	log_odds_ratio_fallback	2.082504298150531	2.252540435447638	-2.9498859006693356
M05	POU5F1	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA1115.2	-0.0501857571682166	0.9999999999999992	0	6	4	56	12.829125583136944	10	1.0	-0.0501857571682166	log_odds_ratio_fallback	2.082504298150531	2.252540435447638	-0.11304544730496405
M05	POU5F1	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA0142.1	0.3376954107456789	1.000000000000008	0	6	3	57	11.375078225628677	10	1.0	0.3376954107456789	log_odds_ratio_fallback	2.082504298150531	2.252540435447638	0.7606725675697406
M10	POU5F1	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA1115.2	0.7036069972197753	1.0000000000000149	0	3	2	28	11.667651457573148	10	1.0	0.7036069972197753	log_odds_ratio_fallback	2.082504298150531	2.252540435447638	1.5849032119014377
M02	POU5F1	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA0142.1	-1.7275867125869186	1.0000000000001814	0	30	15	285	11.350131255281728	10	1.0	-1.7275867125869186	log_odds_ratio_fallback	2.082504298150531	2.252540435447638	-3.8914589258440913
M12	TEAD4	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA0809.3	2.722466024471091	0.2540018121413407	1	3	2	38	8.705677613016954	10	1.0	2.722466024471091	log_odds_ratio_fallback	2.5603584036200524	2.757404784164524	7.50694084060196
M01	TEAD4	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA0809.3	0.3440934762684055	0.6906648465160483	1	20	11	199	10.37204813447544	10	1.0	0.3440934762684055	log_odds_ratio_fallback	2.5603584036200524	2.757404784164524	0.9488049976623034
M05	TEAD4	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA0809.3	-0.0501857571682166	0.9999999999999992	0	6	4	56	12.214599584454348	10	1.0	-0.0501857571682166	log_odds_ratio_fallback	2.5603584036200524	2.757404784164524	-0.13838244691255952
