model	PC1_control	PC2_control	PC3_control	control_norm	direction_cosine_to_measured_correction	PC1_recovery	PC3_recovery	PC1_negative_pull_recovered	PC3_negative_pull_recovered	latent_mean_rmse	latent_mmd_rbf	latent_sliced_wasserstein	latent_covariance_frobenius	dmr_mean_rmse	dmr_correlation	dmr_distributional_rmse	basin_radius_q90	basin_radius_q95	pred_basin_occupancy_q90	pred_basin_occupancy_q95	observed_basin_occupancy_q90	observed_basin_occupancy_q95	pred_mean_distance_to_morula_centroid	observed_mean_distance_to_morula_centroid	beta_closure	beta_access	source_feature_set
dual_branch_beta_grid	-0.1271673522664844	0.1567062640200065	-0.3597836645301664	0.412519907311552	0.917481895059111	0.16068484922465912	0.18763073304050357	0.16068484922465912	0.18763073304050357	0.983876067149941	0.7864227295441577	0.8215509683990126	0.8487798699346262	0.24315633359306987	0.6327640546445005	0.243682036402965	1.5666635350021403	1.9104332695957345	0.28888888888888886	0.6	0.875	0.875	1.8145470025103851	1.0224014859114376	0.0	1.0	ATAC_8cell_3pn_chromatin_only_inverse
dual_branch_beta_grid	-0.13352571987980863	0.16454157722100685	-0.37777284775667475	0.4331459026771296	0.917481895059111	0.16871909168589208	0.19701226969252875	0.16871909168589208	0.19701226969252875	0.9734742745726641	0.7785699502512881	0.854233701462023	0.8487798699346262	0.24306213236595314	0.6331165962113854	0.24358781375843247	1.5666635350021403	1.9104332695957345	0.28888888888888886	0.6	0.875	0.875	1.7978033152328377	1.0224014859114376	0.0	1.05	ATAC_8cell_3pn_chromatin_only_inverse
dual_branch_beta_grid	-0.13988408749313286	0.17237689042200718	-0.3957620309831831	0.45377189804270723	0.917481895059111	0.17675333414712505	0.20639380634455393	0.17675333414712505	0.20639380634455393	0.9631073834844828	0.7707654427900454	0.8694212964931524	0.8487798699346262	0.2429687704588062	0.633465859550629	0.24349443568801218	1.5666635350021403	1.9104332695957345	0.3111111111111111	0.6	0.875	0.875	1.7811388193929392	1.0224014859114376	0.0	1.1	ATAC_8cell_3pn_chromatin_only_inverse
dual_branch_beta_grid	-0.14624245510645706	0.18021220362300747	-0.41375121420969135	0.47439789340828475	0.9174818950591112	0.18478757660835796	0.2157753429965791	0.18478757660835796	0.2157753429965791	0.9527765331456759	0.7626851184382495	0.8532592737278579	0.8487798699346262	0.24287624883953568	0.6338118368470759	0.2434019031637347	1.5666635350021403	1.9104332695957345	0.3111111111111111	0.6444444444444445	0.875	0.875	1.7645555259935202	1.0224014859114376	0.0	1.15	ATAC_8cell_3pn_chromatin_only_inverse
dual_branch_beta_grid	-0.1526008227197813	0.1880475168240078	-0.4317403974361997	0.4950238887738624	0.917481895059111	0.19282181906959092	0.22515687964860429	0.19282181906959092	0.22515687964860429	0.9424829087188126	0.7545739333259874	0.8995178612855829	0.8487798699346262	0.24278458967876804	0.6341543902074183	0.24331021671775807	1.5666635350021403	1.9104332695957345	0.3111111111111111	0.6888888888888889	0.875	0.875	1.7480554990609645	1.0224014859114376	0.0	1.2	ATAC_8cell_3pn_chromatin_only_inverse
dual_branch_beta_grid	-0.15895919033310552	0.19588283002500814	-0.449729580662708	0.51564988413944	0.917481895059111	0.2008560615308239	0.23453841630062947	0.2008560615308239	0.23453841630062947	0.9322277433461568	0.7467180107144622	0.8682057306378909	0.8487798699346262	0.24269375368429777	0.6344936907163292	0.24321934242011048	1.5666635350021403	1.9104332695957345	0.3111111111111111	0.7111111111111111	0.875	0.875	1.731640856720206	1.0224014859114376	0.0	1.25	ATAC_8cell_3pn_chromatin_only_inverse
dual_branch_beta_grid	-0.16531755794642972	0.20371814322600848	-0.46771876388921635	0.5362758795050176	0.917481895059111	0.20889030399205682	0.24391995295265465	0.20889030399205682	0.24391995295265465	0.9220123203215216	0.7385656118742169	0.8171887684438504	0.8487798699346262	0.24260376709687972	0.6348295658752651	0.24312927831483078	1.5666635350021403	1.9104332695957345	0.37777777777777777	0.7111111111111111	0.875	0.875	1.7153137722577112	1.0224014859114376	0.0	1.3	ATAC_8cell_3pn_chromatin_only_inverse
dual_branch_beta_grid	-0.17167592555975394	0.2115534564270088	-0.4857079471157247	0.5569018748705952	0.9174818950591112	0.2169245464532898	0.25330148960467985	0.2169245464532898	0.25330148960467985	0.9118379753598211	0.7303938338161966	0.8521093328761163	0.8487798699346262	0.24251463305863322	0.6351620598449944	0.2430400595286117	1.5666635350021403	1.9104332695957345	0.37777777777777777	0.7333333333333333	0.875	0.875	1.6990764751686862	1.0224014859114376	0.0	1.35	ATAC_8cell_3pn_chromatin_only_inverse
dual_branch_beta_grid	-0.17803429317307815	0.2193887696280091	-0.503697130342233	0.5775278702361728	0.9174818950591109	0.22495878891452273	0.262683026256705	0.22495878891452273	0.262683026256705	0.9017060989674707	0.7222067610697015	0.714987942273217	0.8487798699346262	0.24242633685588727	0.6354912627269813	0.24295168677382856	1.5666635350021403	1.9104332695957345	0.4	0.7333333333333333	0.875	0.875	1.6829312521844577	1.0224014859114376	0.0	1.4	ATAC_8cell_3pn_chromatin_only_inverse
dual_branch_beta_grid	-0.18439266078640237	0.22722408282900944	-0.5216863135687413	0.5981538656017504	0.9174818950591108	0.2329930313757557	0.27206456290873016	0.2329930313757557	0.27206456290873016	0.8916181389166458	0.7140085601879008	0.8122331338434547	0.8487798699346262	0.24233887940443838	0.6358171676332736	0.2428641609740362	1.5666635350021403	1.9104332695957345	0.4	0.7555555555555555	0.875	0.875	1.6668804482756299	1.0224014859114376	0.0	1.45	ATAC_8cell_3pn_chromatin_only_inverse
