control_model	direction_cosine_to_measured_correction	PC1_control	PC2_control	PC3_control	PC3_negative_pull_recovered	control_norm	validation_status	n_features	beta_mode	feature_modality	random_iter	latent_mean_rmse	latent_mmd_rbf	latent_sliced_wasserstein	latent_covariance_frobenius	dmr_mean_rmse	dmr_correlation	dmr_distributional_rmse	basin_radius_q90	basin_radius_q95	pred_basin_occupancy_q90	pred_basin_occupancy_q95	observed_basin_occupancy_q90	observed_basin_occupancy_q95	pred_mean_distance_to_morula_centroid	observed_mean_distance_to_morula_centroid
random_shuffled_feature_unit_beta	-0.280625643333434	-0.3197715619771489	0.3268469039476181	0.2907314357116504	-0.1516193139889518	0.5418556248489136	random_feature_value_control	5	unit	all_shuffled	0	1.3202107669206486	1.0027803735484035	1.1129006375891453	0.8487798699346262	0.24663837170061353	0.6193647155350281	0.24715946199735375	1.5666635350021403	1.9104332695957345	0.0	0.044444444444444446	0.875	0.875	2.3755724787124755	1.0224014859114376
random_shuffled_feature_unit_beta	0.31248050440215197	0.36683355520613914	-0.2842906813095691	-0.3411182922753132	0.17789655713447564	0.5759772026994302	random_feature_value_control	5	unit	all_shuffled	1	1.1386035814511397	0.8788423282030327	1.059936646880189	0.8487798699346262	0.24446111317816324	0.6279848854037803	0.24498116919352925	1.5666635350021403	1.9104332695957345	0.08888888888888889	0.4222222222222222	0.875	0.875	2.053087829439833	1.0224014859114376
random_shuffled_feature_unit_beta	0.6791606471324108	-0.41750870457405126	-0.31619205208872214	-0.24788234524334685	0.1292730902792521	0.5794278119684293	random_feature_value_control	5	unit	all_shuffled	2	1.0011947735063962	0.7856800465005063	0.823259239256988	0.8487798699346262	0.24362328280971374	0.6339347259211368	0.24414460998463008	1.5666635350021403	1.9104332695957345	0.28888888888888886	0.5333333333333333	0.875	0.875	1.8424980393125885	1.0224014859114376
random_shuffled_feature_unit_beta	-0.7043004356216053	-0.013287071190526079	0.44999192556572515	0.5239379400193862	-0.27323880833207254	0.6907823422228808	random_feature_value_control	5	unit	all_shuffled	3	1.5055717378733033	1.0835940877945192	1.2003664305500368	0.8487798699346262	0.24867320595118012	0.6101632931677441	0.24919064189816018	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	2.6831094044097594	1.0224014859114376
random_shuffled_feature_unit_beta	-0.29184249919393834	0.31848752003766445	0.45524789722453873	0.036326765109080617	-0.018944766642776494	0.556780551214207	random_feature_value_control	5	unit	all_shuffled	4	1.3277248091342224	1.009543580906975	1.1453433922568916	0.8487798699346262	0.24621969532742485	0.6193331779894183	0.24674240028119407	1.5666635350021403	1.9104332695957345	0.022222222222222223	0.1111111111111111	0.875	0.875	2.3791553627633086	1.0224014859114376
random_shuffled_feature_unit_beta	0.32966973068399286	0.3369018674053115	-0.3852096215401278	-0.35425524721327806	0.1847476088300807	0.6224034872704485	random_feature_value_control	5	unit	all_shuffled	5	1.131415332323235	0.8671542026942438	0.929477224360634	0.8487798699346262	0.24440835442372988	0.6285789535528182	0.24492650192174545	1.5666635350021403	1.9104332695957345	0.08888888888888889	0.4444444444444444	0.875	0.875	2.039706062603295	1.0224014859114376
random_shuffled_feature_unit_beta	0.5991946463396597	-0.4684187151971979	-0.48784238979778977	-0.27022664202667407	0.14092586164730495	0.7283053810673271	random_feature_value_control	5	unit	all_shuffled	6	1.0039875243854015	0.7782442304741155	0.926168536119475	0.8487798699346262	0.24364192286042943	0.6348888134842932	0.2441592236694598	1.5666635350021403	1.9104332695957345	0.26666666666666666	0.5555555555555556	0.875	0.875	1.8438853808665727	1.0224014859114376
random_shuffled_feature_unit_beta	-0.7150232928578198	0.07905737480108768	0.4388775831742577	0.4494344566775257	-0.2343845062287258	0.6331310546579909	random_feature_value_control	5	unit	all_shuffled	7	1.4813960954479397	1.0752133288274952	1.3511234726149401	0.8487798699346262	0.2483140560565163	0.6114590148826643	0.24883236157026242	1.5666635350021403	1.9104332695957345	0.0	0.022222222222222223	0.875	0.875	2.6411783682682666	1.0224014859114376
random_shuffled_feature_unit_beta	0.6428584395841609	0.18251125520487452	-0.2991043530465308	-0.48779453298642816	0.2543896647362087	0.6005974348091159	random_feature_value_control	5	unit	all_shuffled	8	1.0104395894131692	0.7788340776887159	0.9593577117858387	0.8487798699346262	0.24335703124106048	0.6325666575538474	0.243874171196146	1.5666635350021403	1.9104332695957345	0.28888888888888886	0.5333333333333333	0.875	0.875	1.8425813516168337	1.0224014859114376
random_shuffled_feature_unit_beta	-0.4436061060147483	0.18348582231591312	-0.17502526924427875	0.05155871802910987	-0.026888380469034294	0.2587647450287314	random_feature_value_control	5	unit	all_shuffled	9	1.2711646133651437	0.9744691792611077	1.1578283692910396	0.8487798699346263	0.24591751026653802	0.6224666150459981	0.2464402047034652	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.15555555555555556	0.875	0.875	2.2806281240456467	1.0224014859114376
