Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[individual]	Characteristics[organism part]	Characteristics[growth condition]	Characteristics[inferred lineage]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[single cell isolation]	Comment[library construction]	Comment[end bias]	Comment[primer]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Factor Value[inferred lineage]
D2_3	ERS5822398	SAMEA8135576	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_3	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_3	sequencing assay	ERX5141995	RNASeq_D2_3.fastq.gz	RNASeq_D2_3.fastq.gz	ERR5353960	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/000/ERR5353960/ERR5353960.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	mural
D2_30	ERS5822399	SAMEA8135577	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_30	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_30	sequencing assay	ERX5141996	RNASeq_D2_30.fastq.gz	RNASeq_D2_30.fastq.gz	ERR5353961	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/001/ERR5353961/ERR5353961.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	mural
D2_31	ERS5822400	SAMEA8135578	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_31	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_31	sequencing assay	ERX5141997	RNASeq_D2_31.fastq.gz	RNASeq_D2_31.fastq.gz	ERR5353962	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/002/ERR5353962/ERR5353962.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	polar
D2_32	ERS5822401	SAMEA8135579	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_32	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_32	sequencing assay	ERX5141998	RNASeq_D2_32.fastq.gz	RNASeq_D2_32.fastq.gz	ERR5353963	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/003/ERR5353963/ERR5353963.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	mural
D2_4	ERS5822402	SAMEA8135580	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_4	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_4	sequencing assay	ERX5141999	RNASeq_D2_4.fastq.gz	RNASeq_D2_4.fastq.gz	ERR5353964	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/004/ERR5353964/ERR5353964.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	mural
D2_41	ERS5822403	SAMEA8135581	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_41	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_41	sequencing assay	ERX5142000	RNASeq_D2_41.fastq.gz	RNASeq_D2_41.fastq.gz	ERR5353965	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/005/ERR5353965/ERR5353965.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	polar
D2_42	ERS5822404	SAMEA8135582	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_42	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_42	sequencing assay	ERX5142001	RNASeq_D2_42.fastq.gz	RNASeq_D2_42.fastq.gz	ERR5353966	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/006/ERR5353966/ERR5353966.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	polar
D2_43	ERS5822405	SAMEA8135583	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_43	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_43	sequencing assay	ERX5142002	RNASeq_D2_43.fastq.gz	RNASeq_D2_43.fastq.gz	ERR5353967	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/007/ERR5353967/ERR5353967.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	polar
D2_44	ERS5822406	SAMEA8135584	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_44	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_44	sequencing assay	ERX5142003	RNASeq_D2_44.fastq.gz	RNASeq_D2_44.fastq.gz	ERR5353968	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/008/ERR5353968/ERR5353968.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	polar
D2_46	ERS5822407	SAMEA8135585	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_46	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_46	sequencing assay	ERX5142004	RNASeq_D2_46.fastq.gz	RNASeq_D2_46.fastq.gz	ERR5353969	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/009/ERR5353969/ERR5353969.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	polar
D2_47	ERS5822408	SAMEA8135586	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_47	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_47	sequencing assay	ERX5142005	RNASeq_D2_47.fastq.gz	RNASeq_D2_47.fastq.gz	ERR5353970	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/000/ERR5353970/ERR5353970.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	polar
D2_48	ERS5822409	SAMEA8135587	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_48	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_48	sequencing assay	ERX5142006	RNASeq_D2_48.fastq.gz	RNASeq_D2_48.fastq.gz	ERR5353971	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/001/ERR5353971/ERR5353971.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	polar
D2_5	ERS5822410	SAMEA8135588	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_5	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_5	sequencing assay	ERX5142007	RNASeq_D2_5.fastq.gz	RNASeq_D2_5.fastq.gz	ERR5353972	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/002/ERR5353972/ERR5353972.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	mural
D2_6	ERS5822411	SAMEA8135589	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_6	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_6	sequencing assay	ERX5142008	RNASeq_D2_6.fastq.gz	RNASeq_D2_6.fastq.gz	ERR5353973	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/003/ERR5353973/ERR5353973.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	mural
D2_7	ERS5822412	SAMEA8135590	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_7	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_7	sequencing assay	ERX5142009	RNASeq_D2_7.fastq.gz	RNASeq_D2_7.fastq.gz	ERR5353974	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/004/ERR5353974/ERR5353974.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	mural
D2_8	ERS5822413	SAMEA8135591	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_8	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_8	sequencing assay	ERX5142010	RNASeq_D2_8.fastq.gz	RNASeq_D2_8.fastq.gz	ERR5353975	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/005/ERR5353975/ERR5353975.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	mural
D2_9	ERS5822414	SAMEA8135592	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_9	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_9	sequencing assay	ERX5142011	RNASeq_D2_9.fastq.gz	RNASeq_D2_9.fastq.gz	ERR5353976	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/006/ERR5353976/ERR5353976.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	mural
D2_18	ERS5822415	SAMEA8135593	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	NA	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_18	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_18	sequencing assay	ERX5142012	RNASeq_D2_18.fastq.gz	RNASeq_D2_18.fastq.gz	ERR5353977	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/007/ERR5353977/ERR5353977.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	NA
D2_45	ERS5822416	SAMEA8135594	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D2	whole organism	Treat	NA	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D2_45	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D2_45	sequencing assay	ERX5142013	RNASeq_D2_45.fastq.gz	RNASeq_D2_45.fastq.gz	ERR5353978	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/008/ERR5353978/ERR5353978.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	NA
D3_1	ERS5822417	SAMEA8135595	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D3	whole organism	Treat	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D3_1	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D3_1	sequencing assay	ERX5142014	RNASeq_D3_1.fastq.gz	RNASeq_D3_1.fastq.gz	ERR5353979	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/009/ERR5353979/ERR5353979.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	polar
D3_10	ERS5822418	SAMEA8135596	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D3	whole organism	Treat	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D3_10	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D3_10	sequencing assay	ERX5142015	RNASeq_D3_10.fastq.gz	RNASeq_D3_10.fastq.gz	ERR5353980	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/000/ERR5353980/ERR5353980.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	polar
D3_11	ERS5822419	SAMEA8135597	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D3	whole organism	Treat	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D3_11	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D3_11	sequencing assay	ERX5142016	RNASeq_D3_11.fastq.gz	RNASeq_D3_11.fastq.gz	ERR5353981	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/001/ERR5353981/ERR5353981.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	polar
D3_12	ERS5822420	SAMEA8135598	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	female	D3	whole organism	Treat	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	D3_12	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	D3_12	sequencing assay	ERX5142017	RNASeq_D3_12.fastq.gz	RNASeq_D3_12.fastq.gz	ERR5353982	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/002/ERR5353982/ERR5353982.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	dexamethasone	2.5	micromolar	polar
