Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[individual]	Characteristics[organism part]	Characteristics[growth condition]	Characteristics[inferred lineage]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[single cell isolation]	Comment[library construction]	Comment[end bias]	Comment[primer]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Factor Value[inferred lineage]
C7_16	ERS5822150	SAMEA8135328	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_16	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_16	sequencing assay	ERX5141747	RNASeq_C7_16.fastq.gz	RNASeq_C7_16.fastq.gz	ERR5353712	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/002/ERR5353712/ERR5353712.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	polar
C7_17	ERS5822151	SAMEA8135329	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_17	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_17	sequencing assay	ERX5141748	RNASeq_C7_17.fastq.gz	RNASeq_C7_17.fastq.gz	ERR5353713	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/003/ERR5353713/ERR5353713.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	polar
C7_19	ERS5822152	SAMEA8135330	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_19	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_19	sequencing assay	ERX5141749	RNASeq_C7_19.fastq.gz	RNASeq_C7_19.fastq.gz	ERR5353714	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/004/ERR5353714/ERR5353714.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	mural
C7_2	ERS5822153	SAMEA8135331	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_2	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_2	sequencing assay	ERX5141750	RNASeq_C7_2.fastq.gz	RNASeq_C7_2.fastq.gz	ERR5353715	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/005/ERR5353715/ERR5353715.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	mural
C7_20	ERS5822154	SAMEA8135332	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_20	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_20	sequencing assay	ERX5141751	RNASeq_C7_20.fastq.gz	RNASeq_C7_20.fastq.gz	ERR5353716	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/006/ERR5353716/ERR5353716.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	mural
C7_21	ERS5822155	SAMEA8135333	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_21	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_21	sequencing assay	ERX5141752	RNASeq_C7_21.fastq.gz	RNASeq_C7_21.fastq.gz	ERR5353717	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/007/ERR5353717/ERR5353717.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	mural
C7_22	ERS5822156	SAMEA8135334	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_22	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_22	sequencing assay	ERX5141753	RNASeq_C7_22.fastq.gz	RNASeq_C7_22.fastq.gz	ERR5353718	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/008/ERR5353718/ERR5353718.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	polar
C7_23	ERS5822157	SAMEA8135335	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_23	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_23	sequencing assay	ERX5141754	RNASeq_C7_23.fastq.gz	RNASeq_C7_23.fastq.gz	ERR5353719	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/009/ERR5353719/ERR5353719.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	mural
C7_24	ERS5822158	SAMEA8135336	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_24	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_24	sequencing assay	ERX5141755	RNASeq_C7_24.fastq.gz	RNASeq_C7_24.fastq.gz	ERR5353720	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/000/ERR5353720/ERR5353720.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	polar
C7_3	ERS5822159	SAMEA8135337	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_3	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_3	sequencing assay	ERX5141756	RNASeq_C7_3.fastq.gz	RNASeq_C7_3.fastq.gz	ERR5353721	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/001/ERR5353721/ERR5353721.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	mural
C7_4	ERS5822160	SAMEA8135338	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_4	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_4	sequencing assay	ERX5141757	RNASeq_C7_4.fastq.gz	RNASeq_C7_4.fastq.gz	ERR5353722	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/002/ERR5353722/ERR5353722.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	mural
C7_5	ERS5822161	SAMEA8135339	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	pe	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_5	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_5	sequencing assay	ERX5141758	RNASeq_C7_5.fastq.gz	RNASeq_C7_5.fastq.gz	ERR5353723	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/003/ERR5353723/ERR5353723.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	pe
C7_6	ERS5822162	SAMEA8135340	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	pe	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_6	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_6	sequencing assay	ERX5141759	RNASeq_C7_6.fastq.gz	RNASeq_C7_6.fastq.gz	ERR5353724	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/004/ERR5353724/ERR5353724.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	pe
C7_7	ERS5822163	SAMEA8135341	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	pe	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_7	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_7	sequencing assay	ERX5141760	RNASeq_C7_7.fastq.gz	RNASeq_C7_7.fastq.gz	ERR5353725	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/005/ERR5353725/ERR5353725.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	pe
C7_8	ERS5822164	SAMEA8135342	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_8	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_8	sequencing assay	ERX5141761	RNASeq_C7_8.fastq.gz	RNASeq_C7_8.fastq.gz	ERR5353726	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/006/ERR5353726/ERR5353726.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	polar
C7_9	ERS5822165	SAMEA8135343	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	pe	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_9	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_9	sequencing assay	ERX5141762	RNASeq_C7_9.fastq.gz	RNASeq_C7_9.fastq.gz	ERR5353727	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/007/ERR5353727/ERR5353727.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	pe
C7_1	ERS5822166	SAMEA8135344	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	NA	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_1	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_1	sequencing assay	ERX5141763	RNASeq_C7_1.fastq.gz	RNASeq_C7_1.fastq.gz	ERR5353728	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/008/ERR5353728/ERR5353728.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	NA
C7_18	ERS5822167	SAMEA8135345	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C7	whole organism	Ctrl	NA	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C7_18	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C7_18	sequencing assay	ERX5141764	RNASeq_C7_18.fastq.gz	RNASeq_C7_18.fastq.gz	ERR5353729	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/009/ERR5353729/ERR5353729.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	NA
C8_1	ERS5822168	SAMEA8135346	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C8	whole organism	Ctrl	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C8_1	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C8_1	sequencing assay	ERX5141765	RNASeq_C8_1.fastq.gz	RNASeq_C8_1.fastq.gz	ERR5353730	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/000/ERR5353730/ERR5353730.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	mural
C8_14	ERS5822169	SAMEA8135347	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C8	whole organism	Ctrl	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C8_14	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C8_14	sequencing assay	ERX5141766	RNASeq_C8_14.fastq.gz	RNASeq_C8_14.fastq.gz	ERR5353731	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/001/ERR5353731/ERR5353731.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	mural
C8_15	ERS5822170	SAMEA8135348	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C8	whole organism	Ctrl	epi	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C8_15	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C8_15	sequencing assay	ERX5141767	RNASeq_C8_15.fastq.gz	RNASeq_C8_15.fastq.gz	ERR5353732	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/002/ERR5353732/ERR5353732.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	epi
C8_17	ERS5822171	SAMEA8135349	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C8	whole organism	Ctrl	polar	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C8_17	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C8_17	sequencing assay	ERX5141768	RNASeq_C8_17.fastq.gz	RNASeq_C8_17.fastq.gz	ERR5353733	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/003/ERR5353733/ERR5353733.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	polar
C8_18	ERS5822172	SAMEA8135350	Homo sapiens	embryo stage	7	day	EFO	UO_0000033	male	C8	whole organism	Ctrl	mural	cell	P-MTAB-106704	P-MTAB-106708	P-MTAB-106709	P-MTAB-106705	P-MTAB-106706	C8_18	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	cell picking	Smart-seq2	none	Oligo-dT	P-MTAB-106707	NGI Sweden	C8_18	sequencing assay	ERX5141769	RNASeq_C8_18.fastq.gz	RNASeq_C8_18.fastq.gz	ERR5353734	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/004/ERR5353734/ERR5353734.fastq.gz	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_counts.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.1.zip	P-MTAB-106710	P-MTAB-106711	merge.rpkmforgenes_rpkm.tsv.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10096/E-MTAB-10096.processed.2.zip	none	  	  	mural
