particle_id	stage	A	Hm	P	Hr	to_stage	vA	vHm	vP	vHr	transition_order
MII_oocyte:0000	MII oocyte	0.2920869951509128	0.0441996574257722	0.3163801439601027	0.694639604700115	zygote/PN	0.0013085642667183262	0.04577748905250123	0.08166546165883382	0.001159347032032465	0
MII_oocyte:0001	MII oocyte	0.2920869951509128	0.0441996574257722	0.3301224893014873	0.7095020837447127	zygote/PN	0.0013085642667183262	0.04577748905250123	0.06792010805940446	-0.013693419833557097	0
MII_oocyte:0002	MII oocyte	0.2920869951509128	0.0441996574257722	0.3606560991269658	0.7099377008908028	zygote/PN	0.0013085642667182706	0.04577748905250126	0.03740780478446626	-0.01415461385534833	0
MII_oocyte:0003	MII oocyte	0.658345068955101	0.146741620546834	0.3163801439601027	0.694639604700115	zygote/PN	0.10249359233678512	0.0367274555771242	0.08166546165883387	0.001159347032032465	0
MII_oocyte:0004	MII oocyte	0.658345068955101	0.146741620546834	0.3301224893014873	0.7095020837447127	zygote/PN	0.10249359233678534	0.036727455577124174	0.06792010805940446	-0.013693419833557319	0
MII_oocyte:0005	MII oocyte	0.658345068955101	0.146741620546834	0.3606560991269658	0.7099377008908028	zygote/PN	0.10249359233678546	0.03672745557712431	0.03740780478446637	-0.01415461385534833	0
MII_oocyte:0006	MII oocyte	0.4351545627950693	0.0881327715128871	0.3163801439601027	0.694639604700115	zygote/PN	0.10980096450046911	0.05986036843860264	0.08166546165883382	0.001159347032032354	0
MII_oocyte:0007	MII oocyte	0.4351545627950693	0.0881327715128871	0.3301224893014873	0.7095020837447127	zygote/PN	0.10980096450046933	0.05986036843860264	0.06792010805940452	-0.013693419833556764	0
MII_oocyte:0008	MII oocyte	0.4351545627950693	0.0881327715128871	0.3606560991269658	0.7099377008908028	zygote/PN	0.109800964500469	0.05986036843860258	0.03740780478446609	-0.014154613855348552	0
MII_oocyte:0009	MII oocyte	0.419110358115165	0.0656262186839929	0.3163801439601027	0.694639604700115	zygote/PN	0.08713184767692733	0.07136485587602498	0.08166546165883382	0.001159347032032354	0
MII_oocyte:0010	MII oocyte	0.419110358115165	0.0656262186839929	0.3301224893014873	0.7095020837447127	zygote/PN	0.08713184767692722	0.07136485587602495	0.0679201080594044	-0.013693419833557097	0
MII_oocyte:0011	MII oocyte	0.419110358115165	0.0656262186839929	0.3606560991269658	0.7099377008908028	zygote/PN	0.08713184767692733	0.07136485587602495	0.037407804784466314	-0.01415461385534822	0
MII_oocyte:0012	MII oocyte	0.2488915916915912	0.0310000490311295	0.3163801439601027	0.694639604700115	zygote/PN	0.010777087044994194	0.051888420884533756	0.08166546165883387	0.001159347032032465	0
MII_oocyte:0013	MII oocyte	0.2488915916915912	0.0310000490311295	0.3301224893014873	0.7095020837447127	zygote/PN	0.010777087044994027	0.05188842088453374	0.06792010805940452	-0.013693419833556986	0
MII_oocyte:0014	MII oocyte	0.2488915916915912	0.0310000490311295	0.3606560991269658	0.7099377008908028	zygote/PN	0.010777087044994027	0.05188842088453374	0.037407804784466314	-0.01415461385534833	0
MII_oocyte:0015	MII oocyte	0.3227076238375879	0.0154001253131198	0.3163801439601027	0.694639604700115	zygote/PN	-0.0006228649402949538	0.07815657719142888	0.08166546165883376	0.001159347032032243	0
MII_oocyte:0016	MII oocyte	0.3227076238375879	0.0154001253131198	0.3301224893014873	0.7095020837447127	zygote/PN	-0.0006228649402950648	0.07815657719142885	0.06792010805940446	-0.013693419833557097	0
MII_oocyte:0017	MII oocyte	0.3227076238375879	0.0154001253131198	0.3606560991269658	0.7099377008908028	zygote/PN	-0.0006228649402950648	0.07815657719142884	0.03740780478446626	-0.014154613855348108	0
