stage_order	J_path_order	enters_morula_from	enter_morula_A	is_canonical
blastocyst -> 8-cell -> morula -> 4-cell -> MII oocyte -> 2-cell -> zygote/PN	2.7261925629940427	8-cell	-0.20068847739403312	False
2-cell -> 4-cell -> 8-cell -> morula -> MII oocyte -> zygote/PN -> blastocyst	2.7265472926641907	8-cell	-0.20068847739403312	False
MII oocyte -> 8-cell -> morula -> 2-cell -> blastocyst -> 4-cell -> zygote/PN	2.7266523020160407	8-cell	-0.20068847739403312	False
MII oocyte -> 4-cell -> 2-cell -> morula -> 8-cell -> zygote/PN -> blastocyst	2.7270485743272985	2-cell	-0.2658915429166202	False
blastocyst -> zygote/PN -> 8-cell -> 4-cell -> MII oocyte -> morula -> 2-cell	2.727082512081165	MII oocyte	-0.16141955089898677	False
2-cell -> morula -> zygote/PN -> MII oocyte -> 8-cell -> 4-cell -> blastocyst	2.7271596310167605	2-cell	-0.2658915429166202	False
2-cell -> 4-cell -> morula -> 8-cell -> zygote/PN -> MII oocyte -> blastocyst	2.7272068116341224	4-cell	-0.135697481725658	False
4-cell -> MII oocyte -> zygote/PN -> 2-cell -> morula -> 8-cell -> blastocyst	2.7273732733114047	2-cell	-0.2658915429166202	False
blastocyst -> morula -> 8-cell -> 4-cell -> MII oocyte -> zygote/PN -> 2-cell	2.727575388635822	blastocyst	-0.39573323929505916	False
morula -> zygote/PN -> 2-cell -> 8-cell -> MII oocyte -> 4-cell -> blastocyst	2.7281537535828306			False
morula -> 8-cell -> 2-cell -> MII oocyte -> 4-cell -> zygote/PN -> blastocyst	2.7284035666952295			False
4-cell -> morula -> 8-cell -> 2-cell -> zygote/PN -> MII oocyte -> blastocyst	2.7285855472760856	4-cell	-0.135697481725658	False
2-cell -> 4-cell -> 8-cell -> morula -> zygote/PN -> MII oocyte -> blastocyst	2.7292059979379073	8-cell	-0.20068847739403312	False
2-cell -> 4-cell -> MII oocyte -> morula -> 8-cell -> zygote/PN -> blastocyst	2.729338957593387	MII oocyte	-0.16141955089898677	False
2-cell -> blastocyst -> 8-cell -> morula -> MII oocyte -> zygote/PN -> 4-cell	2.729815906296561	8-cell	-0.20068847739403312	False
blastocyst -> zygote/PN -> morula -> 8-cell -> 4-cell -> 2-cell -> MII oocyte	2.7300295940573385	zygote/PN	-0.20091201350124943	False
4-cell -> MII oocyte -> morula -> 8-cell -> 2-cell -> zygote/PN -> blastocyst	2.7307176932353503	MII oocyte	-0.16141955089898677	False
blastocyst -> 8-cell -> zygote/PN -> 2-cell -> MII oocyte -> 4-cell -> morula	2.731030097861059	4-cell	-0.135697481725658	False
blastocyst -> MII oocyte -> zygote/PN -> morula -> 2-cell -> 4-cell -> 8-cell	2.731513386991514	zygote/PN	-0.20091201350124943	False
blastocyst -> MII oocyte -> 2-cell -> zygote/PN -> 4-cell -> morula -> 8-cell	2.7318276175200666	4-cell	-0.135697481725658	False
morula -> MII oocyte -> 2-cell -> 8-cell -> zygote/PN -> 4-cell -> blastocyst	2.7321675568569903			False
blastocyst -> 4-cell -> 8-cell -> zygote/PN -> morula -> 2-cell -> MII oocyte	2.7327733079702803	zygote/PN	-0.20091201350124943	False
2-cell -> blastocyst -> 8-cell -> morula -> 4-cell -> MII oocyte -> zygote/PN	2.732979013098117	8-cell	-0.20068847739403312	False
blastocyst -> zygote/PN -> 4-cell -> morula -> 2-cell -> 8-cell -> MII oocyte	2.733948041190343	4-cell	-0.135697481725658	False
blastocyst -> 8-cell -> morula -> 4-cell -> zygote/PN -> 2-cell -> MII oocyte	2.734657777656031	8-cell	-0.20068847739403312	False
2-cell -> blastocyst -> MII oocyte -> 4-cell -> zygote/PN -> morula -> 8-cell	2.7349817106648975	zygote/PN	-0.20091201350124943	False
2-cell -> blastocyst -> 8-cell -> morula -> zygote/PN -> 4-cell -> MII oocyte	2.735276251249843	8-cell	-0.20068847739403312	False
blastocyst -> 4-cell -> morula -> 2-cell -> zygote/PN -> 8-cell -> MII oocyte	2.7354817994173493	4-cell	-0.135697481725658	False
8-cell -> morula -> 4-cell -> blastocyst -> 2-cell -> zygote/PN -> MII oocyte	2.736467895578795	8-cell	-0.20068847739403312	False
8-cell -> morula -> zygote/PN -> MII oocyte -> 2-cell -> blastocyst -> 4-cell	2.736732023334285	8-cell	-0.20068847739403312	False
zygote/PN -> morula -> MII oocyte -> 8-cell -> 2-cell -> 4-cell -> blastocyst	2.736951823053561	zygote/PN	-0.20091201350124943	False
MII oocyte -> 4-cell -> 2-cell -> blastocyst -> zygote/PN -> morula -> 8-cell	2.737075858494802	zygote/PN	-0.20091201350124943	False
4-cell -> 2-cell -> morula -> 8-cell -> zygote/PN -> MII oocyte -> blastocyst	2.737211880105789	2-cell	-0.2658915429166202	False
2-cell -> zygote/PN -> 4-cell -> MII oocyte -> morula -> 8-cell -> blastocyst	2.737467809235916	MII oocyte	-0.16141955089898677	False
blastocyst -> MII oocyte -> morula -> 4-cell -> 2-cell -> 8-cell -> zygote/PN	2.737641186711933	MII oocyte	-0.16141955089898677	False
8-cell -> 2-cell -> MII oocyte -> zygote/PN -> morula -> 4-cell -> blastocyst	2.7377423431547507	zygote/PN	-0.20091201350124943	False
8-cell -> morula -> zygote/PN -> 2-cell -> MII oocyte -> 4-cell -> blastocyst	2.7381075717901786	8-cell	-0.20068847739403312	False
MII oocyte -> 4-cell -> zygote/PN -> morula -> 8-cell -> blastocyst -> 2-cell	2.738348768672582	zygote/PN	-0.20091201350124943	False
2-cell -> blastocyst -> MII oocyte -> zygote/PN -> 4-cell -> morula -> 8-cell	2.7386140676241415	4-cell	-0.135697481725658	False
morula -> 8-cell -> 4-cell -> blastocyst -> 2-cell -> zygote/PN -> MII oocyte	2.738758061588562			False
MII oocyte -> 4-cell -> 8-cell -> 2-cell -> blastocyst -> zygote/PN -> morula	2.7388410498261484	zygote/PN	-0.20091201350124943	False
8-cell -> morula -> 2-cell -> 4-cell -> MII oocyte -> zygote/PN -> blastocyst	2.7393898565344728	8-cell	-0.20068847739403312	False
blastocyst -> 8-cell -> 4-cell -> 2-cell -> morula -> MII oocyte -> zygote/PN	2.740029388846436	2-cell	-0.2658915429166202	False
2-cell -> blastocyst -> 4-cell -> morula -> zygote/PN -> MII oocyte -> 8-cell	2.7400368238601307	4-cell	-0.135697481725658	False
morula -> MII oocyte -> zygote/PN -> 4-cell -> 2-cell -> 8-cell -> blastocyst	2.7400883727338914			False
blastocyst -> morula -> MII oocyte -> zygote/PN -> 4-cell -> 8-cell -> 2-cell	2.741427272859446	blastocyst	-0.39573323929505916	False
2-cell -> morula -> MII oocyte -> 8-cell -> zygote/PN -> 4-cell -> blastocyst	2.7418040685047163	2-cell	-0.2658915429166202	False
blastocyst -> zygote/PN -> 2-cell -> 4-cell -> morula -> 8-cell -> MII oocyte	2.7418634004465017	4-cell	-0.135697481725658	False
MII oocyte -> zygote/PN -> 4-cell -> morula -> 8-cell -> blastocyst -> 2-cell	2.741981125631826	4-cell	-0.135697481725658	False
blastocyst -> 8-cell -> 2-cell -> MII oocyte -> morula -> zygote/PN -> 4-cell	2.7421271896302364	MII oocyte	-0.16141955089898677	False
MII oocyte -> 2-cell -> zygote/PN -> 8-cell -> morula -> 4-cell -> blastocyst	2.742166037164814	8-cell	-0.20068847739403312	False
blastocyst -> MII oocyte -> 8-cell -> morula -> 2-cell -> zygote/PN -> 4-cell	2.7426188306565615	8-cell	-0.20068847739403312	False
blastocyst -> 8-cell -> 4-cell -> MII oocyte -> 2-cell -> zygote/PN -> morula	2.742622384947735	zygote/PN	-0.20091201350124943	False
blastocyst -> 8-cell -> 2-cell -> MII oocyte -> 4-cell -> morula -> zygote/PN	2.7429353338841573	4-cell	-0.135697481725658	False
MII oocyte -> 4-cell -> blastocyst -> 2-cell -> morula -> zygote/PN -> 8-cell	2.7434091239392355	2-cell	-0.2658915429166202	False
2-cell -> morula -> 8-cell -> MII oocyte -> 4-cell -> zygote/PN -> blastocyst	2.7436388985037343	2-cell	-0.2658915429166202	False
4-cell -> MII oocyte -> 2-cell -> 8-cell -> morula -> zygote/PN -> blastocyst	2.7436406389338712	8-cell	-0.20068847739403312	False
8-cell -> 2-cell -> blastocyst -> zygote/PN -> 4-cell -> MII oocyte -> morula	2.7438598417203766	MII oocyte	-0.16141955089898677	False
morula -> MII oocyte -> 8-cell -> 2-cell -> zygote/PN -> 4-cell -> blastocyst	2.743929258378649			False
MII oocyte -> morula -> zygote/PN -> 8-cell -> 2-cell -> blastocyst -> 4-cell	2.7440619454959494	MII oocyte	-0.16141955089898677	False
4-cell -> 2-cell -> blastocyst -> zygote/PN -> MII oocyte -> morula -> 8-cell	2.7445089106145235	MII oocyte	-0.16141955089898677	False
blastocyst -> morula -> 8-cell -> 2-cell -> MII oocyte -> 4-cell -> zygote/PN	2.7447460120723806	blastocyst	-0.39573323929505916	False
zygote/PN -> 4-cell -> MII oocyte -> 2-cell -> blastocyst -> 8-cell -> morula	2.7453943726859413	8-cell	-0.20068847739403312	False
4-cell -> zygote/PN -> MII oocyte -> morula -> 8-cell -> blastocyst -> 2-cell	2.7457818207923035	MII oocyte	-0.16141955089898677	False
4-cell -> MII oocyte -> zygote/PN -> blastocyst -> 2-cell -> morula -> 8-cell	2.745787944995628	2-cell	-0.2658915429166202	False
MII oocyte -> morula -> 8-cell -> 2-cell -> blastocyst -> zygote/PN -> 4-cell	2.7458682952416233	MII oocyte	-0.16141955089898677	False
blastocyst -> zygote/PN -> 8-cell -> 4-cell -> 2-cell -> MII oocyte -> morula	2.746082223030623	MII oocyte	-0.16141955089898677	False
MII oocyte -> zygote/PN -> blastocyst -> 2-cell -> 8-cell -> morula -> 4-cell	2.746134639037316	8-cell	-0.20068847739403312	False
4-cell -> 8-cell -> 2-cell -> blastocyst -> zygote/PN -> MII oocyte -> morula	2.74627410194587	MII oocyte	-0.16141955089898677	False
MII oocyte -> 4-cell -> morula -> 8-cell -> 2-cell -> blastocyst -> zygote/PN	2.746676439495544	4-cell	-0.135697481725658	False
zygote/PN -> 8-cell -> MII oocyte -> 4-cell -> blastocyst -> 2-cell -> morula	2.746799443482856	2-cell	-0.2658915429166202	False
blastocyst -> MII oocyte -> 4-cell -> 8-cell -> zygote/PN -> morula -> 2-cell	2.7471520186270753	zygote/PN	-0.20091201350124943	False
blastocyst -> MII oocyte -> 8-cell -> morula -> zygote/PN -> 2-cell -> 4-cell	2.7471940819400396	8-cell	-0.20068847739403312	False
morula -> 8-cell -> MII oocyte -> zygote/PN -> 2-cell -> blastocyst -> 4-cell	2.747216934872503			False
2-cell -> 4-cell -> zygote/PN -> 8-cell -> morula -> MII oocyte -> blastocyst	2.749394557472777	8-cell	-0.20068847739403312	False
2-cell -> blastocyst -> 8-cell -> 4-cell -> MII oocyte -> zygote/PN -> morula	2.7494088350518093	zygote/PN	-0.20091201350124943	False
4-cell -> MII oocyte -> zygote/PN -> morula -> 2-cell -> 8-cell -> blastocyst	2.749456073744063	zygote/PN	-0.20091201350124943	False
MII oocyte -> 4-cell -> zygote/PN -> 2-cell -> morula -> 8-cell -> blastocyst	2.7498468629588357	2-cell	-0.2658915429166202	False
morula -> MII oocyte -> 4-cell -> blastocyst -> 2-cell -> 8-cell -> zygote/PN	2.7502010416374563			False
blastocyst -> 4-cell -> morula -> zygote/PN -> 2-cell -> MII oocyte -> 8-cell	2.7503489955289413	4-cell	-0.135697481725658	False
4-cell -> blastocyst -> 2-cell -> morula -> MII oocyte -> zygote/PN -> 8-cell	2.7509137244440103	2-cell	-0.2658915429166202	False
blastocyst -> zygote/PN -> 8-cell -> MII oocyte -> 4-cell -> morula -> 2-cell	2.751184460398046	4-cell	-0.135697481725658	False
MII oocyte -> 2-cell -> 8-cell -> zygote/PN -> morula -> 4-cell -> blastocyst	2.7514787731237185	zygote/PN	-0.20091201350124943	False
blastocyst -> MII oocyte -> morula -> 2-cell -> 4-cell -> zygote/PN -> 8-cell	2.751630398141331	MII oocyte	-0.16141955089898677	False
blastocyst -> MII oocyte -> 8-cell -> 2-cell -> morula -> 4-cell -> zygote/PN	2.7524078792549016	2-cell	-0.2658915429166202	False
blastocyst -> 8-cell -> zygote/PN -> morula -> 4-cell -> MII oocyte -> 2-cell	2.7526030676270308	zygote/PN	-0.20091201350124943	False
8-cell -> zygote/PN -> 2-cell -> blastocyst -> 4-cell -> MII oocyte -> morula	2.7526356758563697	MII oocyte	-0.16141955089898677	False
4-cell -> MII oocyte -> 2-cell -> blastocyst -> zygote/PN -> 8-cell -> morula	2.7527475249997355	8-cell	-0.20068847739403312	False
2-cell -> 4-cell -> MII oocyte -> 8-cell -> morula -> zygote/PN -> blastocyst	2.7540236048135673	8-cell	-0.20068847739403312	False
MII oocyte -> morula -> 8-cell -> zygote/PN -> 2-cell -> blastocyst -> 4-cell	2.754644129377617	MII oocyte	-0.16141955089898677	False
zygote/PN -> MII oocyte -> 8-cell -> 4-cell -> blastocyst -> 2-cell -> morula	2.7551725866997057	2-cell	-0.2658915429166202	False
morula -> 8-cell -> 2-cell -> blastocyst -> MII oocyte -> 4-cell -> zygote/PN	2.7553338143692754			False
blastocyst -> zygote/PN -> 2-cell -> morula -> MII oocyte -> 4-cell -> 8-cell	2.755732050738511	2-cell	-0.2658915429166202	False
blastocyst -> 8-cell -> 4-cell -> morula -> MII oocyte -> zygote/PN -> 2-cell	2.755742900599804	4-cell	-0.135697481725658	False
8-cell -> 2-cell -> blastocyst -> 4-cell -> zygote/PN -> morula -> MII oocyte	2.7559790531536237	zygote/PN	-0.20091201350124943	False
blastocyst -> MII oocyte -> zygote/PN -> 8-cell -> 4-cell -> morula -> 2-cell	2.756328497633233	4-cell	-0.135697481725658	False
8-cell -> zygote/PN -> MII oocyte -> morula -> 2-cell -> 4-cell -> blastocyst	2.7570969315293867	MII oocyte	-0.16141955089898677	False
zygote/PN -> MII oocyte -> blastocyst -> 2-cell -> 4-cell -> 8-cell -> morula	2.7572189536208525	8-cell	-0.20068847739403312	False
blastocyst -> morula -> 4-cell -> zygote/PN -> MII oocyte -> 8-cell -> 2-cell	2.7579729397461996	blastocyst	-0.39573323929505916	False
4-cell -> zygote/PN -> 2-cell -> 8-cell -> morula -> MII oocyte -> blastocyst	2.7580153690237275	8-cell	-0.20068847739403312	False
zygote/PN -> MII oocyte -> 4-cell -> morula -> 8-cell -> blastocyst -> 2-cell	2.758462047562566	4-cell	-0.135697481725658	False
4-cell -> MII oocyte -> morula -> 8-cell -> 2-cell -> blastocyst -> zygote/PN	2.7589718912332994	MII oocyte	-0.16141955089898677	False
MII oocyte -> zygote/PN -> morula -> 4-cell -> 2-cell -> 8-cell -> blastocyst	2.75939958900062	zygote/PN	-0.20091201350124943	False
MII oocyte -> morula -> zygote/PN -> 2-cell -> 8-cell -> 4-cell -> blastocyst	2.7594094573294723	MII oocyte	-0.16141955089898677	False
8-cell -> morula -> MII oocyte -> 2-cell -> zygote/PN -> 4-cell -> blastocyst	2.759481896746777	8-cell	-0.20068847739403312	False
blastocyst -> zygote/PN -> morula -> 8-cell -> MII oocyte -> 2-cell -> 4-cell	2.7595276204473196	zygote/PN	-0.20091201350124943	False
blastocyst -> zygote/PN -> MII oocyte -> 8-cell -> 4-cell -> morula -> 2-cell	2.7595576036148963	4-cell	-0.135697481725658	False
8-cell -> 2-cell -> blastocyst -> 4-cell -> morula -> MII oocyte -> zygote/PN	2.7597500606464873	4-cell	-0.135697481725658	False
blastocyst -> morula -> 8-cell -> zygote/PN -> 4-cell -> MII oocyte -> 2-cell	2.7604819914598444	blastocyst	-0.39573323929505916	False
blastocyst -> 8-cell -> 4-cell -> MII oocyte -> morula -> zygote/PN -> 2-cell	2.760533751832785	MII oocyte	-0.16141955089898677	False
morula -> 2-cell -> blastocyst -> 4-cell -> zygote/PN -> MII oocyte -> 8-cell	2.760882532269297			False
blastocyst -> zygote/PN -> 4-cell -> 8-cell -> MII oocyte -> 2-cell -> morula	2.7609036136874576	2-cell	-0.2658915429166202	False
4-cell -> morula -> 8-cell -> 2-cell -> MII oocyte -> zygote/PN -> blastocyst	2.761287629111321	4-cell	-0.135697481725658	False
MII oocyte -> 8-cell -> 2-cell -> zygote/PN -> morula -> 4-cell -> blastocyst	2.7632404746453774	zygote/PN	-0.20091201350124943	False
MII oocyte -> zygote/PN -> morula -> 2-cell -> blastocyst -> 4-cell -> 8-cell	2.7636480816492717	zygote/PN	-0.20091201350124943	False
MII oocyte -> 2-cell -> 8-cell -> morula -> 4-cell -> zygote/PN -> blastocyst	2.763678339895958	8-cell	-0.20068847739403312	False
2-cell -> blastocyst -> 8-cell -> zygote/PN -> 4-cell -> MII oocyte -> morula	2.7639817241547124	MII oocyte	-0.16141955089898677	False
2-cell -> MII oocyte -> 4-cell -> zygote/PN -> morula -> 8-cell -> blastocyst	2.7644053881526434	zygote/PN	-0.20091201350124943	False
8-cell -> 2-cell -> blastocyst -> 4-cell -> MII oocyte -> morula -> zygote/PN	2.7645409118794686	MII oocyte	-0.16141955089898677	False
MII oocyte -> 4-cell -> 2-cell -> zygote/PN -> morula -> 8-cell -> blastocyst	2.7651755856586453	zygote/PN	-0.20091201350124943	False
2-cell -> blastocyst -> 8-cell -> morula -> MII oocyte -> 4-cell -> zygote/PN	2.765393091935668	8-cell	-0.20068847739403312	False
blastocyst -> MII oocyte -> 8-cell -> morula -> 4-cell -> 2-cell -> zygote/PN	2.765665941904794	8-cell	-0.20068847739403312	False
blastocyst -> morula -> 4-cell -> MII oocyte -> zygote/PN -> 2-cell -> 8-cell	2.7660106600380927	blastocyst	-0.39573323929505916	False
8-cell -> zygote/PN -> MII oocyte -> 2-cell -> blastocyst -> 4-cell -> morula	2.766106989959456	4-cell	-0.135697481725658	False
blastocyst -> MII oocyte -> 8-cell -> 4-cell -> zygote/PN -> 2-cell -> morula	2.7667670411586767	2-cell	-0.2658915429166202	False
blastocyst -> MII oocyte -> morula -> 8-cell -> 4-cell -> 2-cell -> zygote/PN	2.7672456926114863	MII oocyte	-0.16141955089898677	False
blastocyst -> morula -> 2-cell -> 8-cell -> zygote/PN -> MII oocyte -> 4-cell	2.7680244287428377	blastocyst	-0.39573323929505916	False
2-cell -> MII oocyte -> zygote/PN -> 4-cell -> morula -> 8-cell -> blastocyst	2.7680377451118874	4-cell	-0.135697481725658	False
MII oocyte -> 4-cell -> zygote/PN -> blastocyst -> 2-cell -> morula -> 8-cell	2.7682615346430595	2-cell	-0.2658915429166202	False
blastocyst -> morula -> zygote/PN -> 4-cell -> MII oocyte -> 8-cell -> 2-cell	2.7689035850088226	blastocyst	-0.39573323929505916	False
blastocyst -> 8-cell -> MII oocyte -> 4-cell -> 2-cell -> morula -> zygote/PN	2.7689221883962993	2-cell	-0.2658915429166202	False
zygote/PN -> 4-cell -> blastocyst -> 2-cell -> morula -> 8-cell -> MII oocyte	2.769148212854002	2-cell	-0.2658915429166202	False
8-cell -> 2-cell -> blastocyst -> MII oocyte -> 4-cell -> zygote/PN -> morula	2.769473470313201	zygote/PN	-0.20091201350124943	False
4-cell -> blastocyst -> 2-cell -> zygote/PN -> 8-cell -> morula -> MII oocyte	2.77000136060178	8-cell	-0.20068847739403312	False
blastocyst -> MII oocyte -> 2-cell -> morula -> 8-cell -> 4-cell -> zygote/PN	2.770250683632796	2-cell	-0.2658915429166202	False
4-cell -> 2-cell -> blastocyst -> 8-cell -> morula -> zygote/PN -> MII oocyte	2.7704170797922942	8-cell	-0.20068847739403312	False
blastocyst -> zygote/PN -> MII oocyte -> 2-cell -> morula -> 4-cell -> 8-cell	2.771558327389232	2-cell	-0.2658915429166202	False
MII oocyte -> 4-cell -> zygote/PN -> morula -> 2-cell -> 8-cell -> blastocyst	2.7719296633914947	zygote/PN	-0.20091201350124943	False
8-cell -> morula -> 2-cell -> 4-cell -> zygote/PN -> MII oocyte -> blastocyst	2.772026751960395	8-cell	-0.20068847739403312	False
zygote/PN -> 4-cell -> blastocyst -> 2-cell -> MII oocyte -> morula -> 8-cell	2.772100826219168	MII oocyte	-0.16141955089898677	False
blastocyst -> MII oocyte -> 2-cell -> 4-cell -> 8-cell -> zygote/PN -> morula	2.7722173013699343	zygote/PN	-0.20091201350124943	False
blastocyst -> zygote/PN -> 2-cell -> 4-cell -> 8-cell -> MII oocyte -> morula	2.772568059655156	MII oocyte	-0.16141955089898677	False
4-cell -> 2-cell -> zygote/PN -> MII oocyte -> morula -> 8-cell -> blastocyst	2.772608637778367	MII oocyte	-0.16141955089898677	False
zygote/PN -> 2-cell -> 8-cell -> morula -> 4-cell -> MII oocyte -> blastocyst	2.773050558341626	8-cell	-0.20068847739403312	False
8-cell -> 2-cell -> blastocyst -> MII oocyte -> zygote/PN -> 4-cell -> morula	2.7731058272724454	4-cell	-0.135697481725658	False
blastocyst -> zygote/PN -> 8-cell -> MII oocyte -> morula -> 4-cell -> 2-cell	2.7734234273923577	MII oocyte	-0.16141955089898677	False
blastocyst -> 8-cell -> MII oocyte -> zygote/PN -> morula -> 2-cell -> 4-cell	2.773437348151539	zygote/PN	-0.20091201350124943	False
4-cell -> MII oocyte -> 8-cell -> 2-cell -> blastocyst -> zygote/PN -> morula	2.773821962480299	zygote/PN	-0.20091201350124943	False
blastocyst -> MII oocyte -> morula -> 2-cell -> 8-cell -> 4-cell -> zygote/PN	2.7739997703443358	MII oocyte	-0.16141955089898677	False
blastocyst -> 8-cell -> 4-cell -> morula -> zygote/PN -> MII oocyte -> 2-cell	2.7740050659358713	4-cell	-0.135697481725658	False
2-cell -> blastocyst -> 4-cell -> zygote/PN -> morula -> MII oocyte -> 8-cell	2.77487741363037	zygote/PN	-0.20091201350124943	False
blastocyst -> 8-cell -> 2-cell -> MII oocyte -> morula -> 4-cell -> zygote/PN	2.775268486583998	MII oocyte	-0.16141955089898677	False
MII oocyte -> zygote/PN -> 4-cell -> morula -> 2-cell -> 8-cell -> blastocyst	2.7755620203507387	4-cell	-0.135697481725658	False
4-cell -> zygote/PN -> MII oocyte -> 2-cell -> morula -> 8-cell -> blastocyst	2.775613628799677	2-cell	-0.2658915429166202	False
blastocyst -> morula -> 8-cell -> 4-cell -> zygote/PN -> MII oocyte -> 2-cell	2.7758157441240945	blastocyst	-0.39573323929505916	False
blastocyst -> zygote/PN -> 8-cell -> MII oocyte -> 2-cell -> 4-cell -> morula	2.7762497431409057	4-cell	-0.135697481725658	False
blastocyst -> MII oocyte -> 8-cell -> zygote/PN -> 2-cell -> 4-cell -> morula	2.776569048565211	4-cell	-0.135697481725658	False
2-cell -> 4-cell -> morula -> 8-cell -> MII oocyte -> zygote/PN -> blastocyst	2.7772694151517965	4-cell	-0.135697481725658	False
8-cell -> morula -> MII oocyte -> 4-cell -> blastocyst -> 2-cell -> zygote/PN	2.777515381527243	8-cell	-0.20068847739403312	False
4-cell -> zygote/PN -> MII oocyte -> blastocyst -> 2-cell -> morula -> 8-cell	2.7784248404215504	2-cell	-0.2658915429166202	False
8-cell -> 2-cell -> MII oocyte -> morula -> zygote/PN -> 4-cell -> blastocyst	2.778579630184527	MII oocyte	-0.16141955089898677	False
4-cell -> 2-cell -> blastocyst -> MII oocyte -> zygote/PN -> morula -> 8-cell	2.778617295784626	zygote/PN	-0.20091201350124943	False
blastocyst -> 8-cell -> zygote/PN -> 2-cell -> morula -> MII oocyte -> 4-cell	2.778971539892195	2-cell	-0.2658915429166202	False
4-cell -> blastocyst -> 2-cell -> 8-cell -> zygote/PN -> morula -> MII oocyte	2.7793140965606846	zygote/PN	-0.20091201350124943	False
2-cell -> blastocyst -> 8-cell -> 4-cell -> zygote/PN -> MII oocyte -> morula	2.779315476818963	MII oocyte	-0.16141955089898677	False
MII oocyte -> 8-cell -> morula -> zygote/PN -> 2-cell -> blastocyst -> 4-cell	2.779328776597797	8-cell	-0.20068847739403312	False
4-cell -> zygote/PN -> MII oocyte -> morula -> 2-cell -> 8-cell -> blastocyst	2.7793627155112164	MII oocyte	-0.16141955089898677	False
4-cell -> MII oocyte -> zygote/PN -> 8-cell -> blastocyst -> 2-cell -> morula	2.779654450252655	2-cell	-0.2658915429166202	False
blastocyst -> MII oocyte -> 2-cell -> 4-cell -> morula -> 8-cell -> zygote/PN	2.78005269103933	4-cell	-0.135697481725658	False
4-cell -> 8-cell -> 2-cell -> blastocyst -> MII oocyte -> zygote/PN -> morula	2.7803824871159724	zygote/PN	-0.20091201350124943	False
blastocyst -> zygote/PN -> 2-cell -> morula -> 4-cell -> MII oocyte -> 8-cell	2.780772474202542	2-cell	-0.2658915429166202	False
blastocyst -> MII oocyte -> morula -> zygote/PN -> 8-cell -> 4-cell -> 2-cell	2.78100335331289	MII oocyte	-0.16141955089898677	False
MII oocyte -> 2-cell -> zygote/PN -> morula -> 8-cell -> 4-cell -> blastocyst	2.7810832790232722	zygote/PN	-0.20091201350124943	False
zygote/PN -> morula -> 8-cell -> MII oocyte -> 2-cell -> 4-cell -> blastocyst	2.781251538295973	zygote/PN	-0.20091201350124943	False
blastocyst -> 4-cell -> 8-cell -> MII oocyte -> 2-cell -> morula -> zygote/PN	2.7815846838465488	2-cell	-0.2658915429166202	False
blastocyst -> 8-cell -> zygote/PN -> 2-cell -> morula -> 4-cell -> MII oocyte	2.7819959961601315	2-cell	-0.2658915429166202	False
zygote/PN -> blastocyst -> 2-cell -> 4-cell -> MII oocyte -> 8-cell -> morula	2.782036560496512	8-cell	-0.20068847739403312	False
blastocyst -> MII oocyte -> 2-cell -> 4-cell -> 8-cell -> morula -> zygote/PN	2.782051877343115	8-cell	-0.20068847739403312	False
blastocyst -> MII oocyte -> 8-cell -> 4-cell -> 2-cell -> zygote/PN -> morula	2.7820957638584862	zygote/PN	-0.20091201350124943	False
MII oocyte -> zygote/PN -> 2-cell -> 4-cell -> morula -> 8-cell -> blastocyst	2.7834773796068975	4-cell	-0.135697481725658	False
4-cell -> MII oocyte -> blastocyst -> 2-cell -> zygote/PN -> 8-cell -> morula	2.7836584637854527	8-cell	-0.20068847739403312	False
8-cell -> morula -> 4-cell -> MII oocyte -> zygote/PN -> blastocyst -> 2-cell	2.7837113740949198	8-cell	-0.20068847739403312	False
MII oocyte -> morula -> 2-cell -> blastocyst -> 4-cell -> zygote/PN -> 8-cell	2.783765092799089	MII oocyte	-0.16141955089898677	False
blastocyst -> zygote/PN -> morula -> MII oocyte -> 8-cell -> 4-cell -> 2-cell	2.7843040076796055	zygote/PN	-0.20091201350124943	False
4-cell -> zygote/PN -> morula -> 8-cell -> 2-cell -> blastocyst -> MII oocyte	2.7844468692925046	zygote/PN	-0.20091201350124943	False
2-cell -> blastocyst -> zygote/PN -> 8-cell -> morula -> MII oocyte -> 4-cell	2.7846183267658042	8-cell	-0.20068847739403312	False
blastocyst -> 8-cell -> MII oocyte -> 4-cell -> morula -> zygote/PN -> 2-cell	2.784635700149667	4-cell	-0.135697481725658	False
zygote/PN -> 4-cell -> 2-cell -> blastocyst -> MII oocyte -> 8-cell -> morula	2.7848677515966926	8-cell	-0.20068847739403312	False
morula -> 8-cell -> 4-cell -> MII oocyte -> zygote/PN -> blastocyst -> 2-cell	2.786001540104687			False
blastocyst -> morula -> 8-cell -> MII oocyte -> 4-cell -> zygote/PN -> 2-cell	2.78644637833789	blastocyst	-0.39573323929505916	False
4-cell -> 2-cell -> morula -> 8-cell -> MII oocyte -> zygote/PN -> blastocyst	2.787274483623463	2-cell	-0.2658915429166202	False
blastocyst -> MII oocyte -> zygote/PN -> 2-cell -> morula -> 4-cell -> 8-cell	2.787332998838215	2-cell	-0.2658915429166202	False
2-cell -> blastocyst -> zygote/PN -> 8-cell -> morula -> 4-cell -> MII oocyte	2.787642783033741	8-cell	-0.20068847739403312	False
4-cell -> blastocyst -> 2-cell -> morula -> zygote/PN -> MII oocyte -> 8-cell	2.7881796672107226	2-cell	-0.2658915429166202	False
