stage_order	J_path_order	enters_morula_from	enter_morula_A	is_canonical
4-cell -> morula -> zygote/PN -> 2-cell -> blastocyst -> MII oocyte -> 8-cell	3.1700373086263376	4-cell	-0.135697481725658	False
8-cell -> blastocyst -> 2-cell -> zygote/PN -> 4-cell -> morula -> MII oocyte	3.170366626213175	4-cell	-0.135697481725658	False
morula -> MII oocyte -> 8-cell -> blastocyst -> 2-cell -> zygote/PN -> 4-cell	3.170407547795948			False
zygote/PN -> 8-cell -> morula -> MII oocyte -> blastocyst -> 4-cell -> 2-cell	3.170607411129472	8-cell	-0.20068847739403312	False
MII oocyte -> blastocyst -> 2-cell -> morula -> 4-cell -> 8-cell -> zygote/PN	3.170846088072054	2-cell	-0.2658915429166202	False
MII oocyte -> 4-cell -> blastocyst -> 8-cell -> zygote/PN -> 2-cell -> morula	3.171453370124138	2-cell	-0.2658915429166202	False
morula -> MII oocyte -> zygote/PN -> blastocyst -> 4-cell -> 8-cell -> 2-cell	3.1714776786848997			False
2-cell -> 8-cell -> blastocyst -> 4-cell -> zygote/PN -> morula -> MII oocyte	3.171958693739996	zygote/PN	-0.20091201350124943	False
2-cell -> morula -> 8-cell -> 4-cell -> blastocyst -> MII oocyte -> zygote/PN	3.1721297259833765	2-cell	-0.2658915429166202	False
morula -> 4-cell -> MII oocyte -> 8-cell -> blastocyst -> 2-cell -> zygote/PN	3.173570654597505			False
2-cell -> zygote/PN -> 4-cell -> MII oocyte -> blastocyst -> 8-cell -> morula	3.174004136832227	8-cell	-0.20068847739403312	False
morula -> zygote/PN -> MII oocyte -> blastocyst -> 4-cell -> 8-cell -> 2-cell	3.174136383958616			False
4-cell -> 8-cell -> MII oocyte -> 2-cell -> morula -> zygote/PN -> blastocyst	3.174342749269899	2-cell	-0.2658915429166202	False
4-cell -> MII oocyte -> 8-cell -> 2-cell -> blastocyst -> morula -> zygote/PN	3.1743518379830435	blastocyst	-0.39573323929505916	False
zygote/PN -> MII oocyte -> 2-cell -> 4-cell -> 8-cell -> morula -> blastocyst	3.1744583192868285	8-cell	-0.20068847739403312	False
2-cell -> MII oocyte -> zygote/PN -> morula -> 8-cell -> blastocyst -> 4-cell	3.175221053716141	zygote/PN	-0.20091201350124943	False
zygote/PN -> MII oocyte -> 8-cell -> 2-cell -> blastocyst -> morula -> 4-cell	3.175293275236762	blastocyst	-0.39573323929505916	False
4-cell -> blastocyst -> 8-cell -> morula -> 2-cell -> zygote/PN -> MII oocyte	3.17560385774433	8-cell	-0.20068847739403312	False
2-cell -> 8-cell -> blastocyst -> 4-cell -> morula -> MII oocyte -> zygote/PN	3.17572970123286	4-cell	-0.135697481725658	False
8-cell -> MII oocyte -> 4-cell -> zygote/PN -> 2-cell -> blastocyst -> morula	3.1767825817991886	blastocyst	-0.39573323929505916	False
MII oocyte -> 2-cell -> 8-cell -> morula -> zygote/PN -> blastocyst -> 4-cell	3.1769298941448008	8-cell	-0.20068847739403312	False
4-cell -> 8-cell -> blastocyst -> 2-cell -> zygote/PN -> morula -> MII oocyte	3.177643286056702	zygote/PN	-0.20091201350124943	False
morula -> 2-cell -> MII oocyte -> 8-cell -> 4-cell -> zygote/PN -> blastocyst	3.1777013300135115			False
8-cell -> 4-cell -> zygote/PN -> morula -> 2-cell -> MII oocyte -> blastocyst	3.179721168369206	zygote/PN	-0.20091201350124943	False
zygote/PN -> 2-cell -> blastocyst -> morula -> 8-cell -> 4-cell -> MII oocyte	3.1803342592318726	blastocyst	-0.39573323929505916	False
morula -> zygote/PN -> 8-cell -> MII oocyte -> blastocyst -> 2-cell -> 4-cell	3.180392767451813			False
4-cell -> blastocyst -> MII oocyte -> zygote/PN -> morula -> 2-cell -> 8-cell	3.1804639657639813	zygote/PN	-0.20091201350124943	False
2-cell -> 8-cell -> blastocyst -> 4-cell -> MII oocyte -> morula -> zygote/PN	3.180520552465841	MII oocyte	-0.16141955089898677	False
8-cell -> morula -> 4-cell -> blastocyst -> zygote/PN -> MII oocyte -> 2-cell	3.180529922981631	8-cell	-0.20068847739403312	False
4-cell -> blastocyst -> zygote/PN -> morula -> 8-cell -> 2-cell -> MII oocyte	3.1808634118629127	zygote/PN	-0.20091201350124943	False
zygote/PN -> MII oocyte -> 8-cell -> 2-cell -> 4-cell -> morula -> blastocyst	3.1808807265320223	4-cell	-0.135697481725658	False
MII oocyte -> blastocyst -> 4-cell -> zygote/PN -> 2-cell -> morula -> 8-cell	3.1810174410028482	2-cell	-0.2658915429166202	False
4-cell -> 8-cell -> MII oocyte -> morula -> 2-cell -> zygote/PN -> blastocyst	3.1814319439541183	MII oocyte	-0.16141955089898677	False
morula -> 4-cell -> 8-cell -> blastocyst -> 2-cell -> MII oocyte -> zygote/PN	3.18145512955708			False
morula -> MII oocyte -> blastocyst -> 2-cell -> 4-cell -> 8-cell -> zygote/PN	3.1815330314941437			False
zygote/PN -> 4-cell -> MII oocyte -> morula -> blastocyst -> 2-cell -> 8-cell	3.182191234234031	MII oocyte	-0.16141955089898677	False
8-cell -> morula -> blastocyst -> 2-cell -> zygote/PN -> MII oocyte -> 4-cell	3.1822347424073527	8-cell	-0.20068847739403312	False
morula -> 4-cell -> zygote/PN -> blastocyst -> 2-cell -> MII oocyte -> 8-cell	3.1825557066968697			False
zygote/PN -> 8-cell -> morula -> blastocyst -> 2-cell -> 4-cell -> MII oocyte	3.1825635229163396	8-cell	-0.20068847739403312	False
MII oocyte -> zygote/PN -> morula -> 2-cell -> 8-cell -> blastocyst -> 4-cell	3.1827453289549923	zygote/PN	-0.20091201350124943	False
morula -> 8-cell -> 4-cell -> blastocyst -> zygote/PN -> MII oocyte -> 2-cell	3.182820088991398			False
MII oocyte -> 4-cell -> blastocyst -> 8-cell -> 2-cell -> morula -> zygote/PN	3.1833586061472365	2-cell	-0.2658915429166202	False
zygote/PN -> 2-cell -> 4-cell -> MII oocyte -> 8-cell -> morula -> blastocyst	3.183672466100138	8-cell	-0.20068847739403312	False
morula -> zygote/PN -> 4-cell -> 8-cell -> blastocyst -> 2-cell -> MII oocyte	3.183752367708806			False
2-cell -> blastocyst -> MII oocyte -> 8-cell -> 4-cell -> morula -> zygote/PN	3.1837858692783922	4-cell	-0.135697481725658	False
zygote/PN -> blastocyst -> 2-cell -> MII oocyte -> 8-cell -> 4-cell -> morula	3.1848685772872902	4-cell	-0.135697481725658	False
morula -> MII oocyte -> 2-cell -> blastocyst -> 8-cell -> 4-cell -> zygote/PN	3.1850422032234826			False
zygote/PN -> blastocyst -> 4-cell -> MII oocyte -> 8-cell -> morula -> 2-cell	3.185330644175792	8-cell	-0.20068847739403312	False
2-cell -> 8-cell -> blastocyst -> MII oocyte -> 4-cell -> zygote/PN -> morula	3.185453110899574	zygote/PN	-0.20091201350124943	False
MII oocyte -> 4-cell -> zygote/PN -> blastocyst -> 8-cell -> 2-cell -> morula	3.185723596946295	2-cell	-0.2658915429166202	False
2-cell -> MII oocyte -> 4-cell -> blastocyst -> 8-cell -> zygote/PN -> morula	3.1860118953179453	zygote/PN	-0.20091201350124943	False
8-cell -> MII oocyte -> morula -> 4-cell -> 2-cell -> blastocyst -> zygote/PN	3.186247050758422	MII oocyte	-0.16141955089898677	False
4-cell -> morula -> 2-cell -> MII oocyte -> 8-cell -> zygote/PN -> blastocyst	3.1867568831880755	4-cell	-0.135697481725658	False
MII oocyte -> 4-cell -> 8-cell -> 2-cell -> zygote/PN -> morula -> blastocyst	3.186991354277841	zygote/PN	-0.20091201350124943	False
8-cell -> MII oocyte -> blastocyst -> 2-cell -> morula -> zygote/PN -> 4-cell	3.1870216836116865	2-cell	-0.2658915429166202	False
MII oocyte -> 2-cell -> 8-cell -> morula -> 4-cell -> blastocyst -> zygote/PN	3.1870251301404124	8-cell	-0.20068847739403312	False
MII oocyte -> 4-cell -> 2-cell -> 8-cell -> blastocyst -> zygote/PN -> morula	3.187547258729478	zygote/PN	-0.20091201350124943	False
4-cell -> 8-cell -> MII oocyte -> zygote/PN -> 2-cell -> blastocyst -> morula	3.187691598601959	blastocyst	-0.39573323929505916	False
MII oocyte -> morula -> 4-cell -> blastocyst -> zygote/PN -> 8-cell -> 2-cell	3.1878598451432945	MII oocyte	-0.16141955089898677	False
2-cell -> blastocyst -> morula -> 4-cell -> 8-cell -> zygote/PN -> MII oocyte	3.188127713180641	blastocyst	-0.39573323929505916	False
2-cell -> 8-cell -> blastocyst -> MII oocyte -> zygote/PN -> 4-cell -> morula	3.1890854678588183	4-cell	-0.135697481725658	False
zygote/PN -> 4-cell -> blastocyst -> 8-cell -> 2-cell -> MII oocyte -> morula	3.189562888522403	MII oocyte	-0.16141955089898677	False
MII oocyte -> 8-cell -> blastocyst -> 2-cell -> zygote/PN -> morula -> 4-cell	3.1897187640626763	zygote/PN	-0.20091201350124943	False
4-cell -> morula -> zygote/PN -> 2-cell -> blastocyst -> 8-cell -> MII oocyte	3.189945302590268	4-cell	-0.135697481725658	False
MII oocyte -> morula -> zygote/PN -> blastocyst -> 4-cell -> 2-cell -> 8-cell	3.1902758020712083	MII oocyte	-0.16141955089898677	False
morula -> 8-cell -> zygote/PN -> blastocyst -> 4-cell -> MII oocyte -> 2-cell	3.1905323972852973			False
4-cell -> blastocyst -> 8-cell -> 2-cell -> morula -> MII oocyte -> zygote/PN	3.1908632066520104	2-cell	-0.2658915429166202	False
zygote/PN -> morula -> 8-cell -> blastocyst -> 4-cell -> MII oocyte -> 2-cell	3.1916838136027383	zygote/PN	-0.20091201350124943	False
4-cell -> zygote/PN -> 2-cell -> blastocyst -> morula -> 8-cell -> MII oocyte	3.1917559807784914	blastocyst	-0.39573323929505916	False
2-cell -> MII oocyte -> zygote/PN -> 8-cell -> blastocyst -> 4-cell -> morula	3.191943176409727	4-cell	-0.135697481725658	False
8-cell -> 2-cell -> zygote/PN -> 4-cell -> MII oocyte -> morula -> blastocyst	3.19201014617207	MII oocyte	-0.16141955089898677	False
zygote/PN -> morula -> 4-cell -> 8-cell -> MII oocyte -> blastocyst -> 2-cell	3.1922545743913986	zygote/PN	-0.20091201350124943	False
blastocyst -> morula -> MII oocyte -> 2-cell -> zygote/PN -> 8-cell -> 4-cell	3.192355685432821	blastocyst	-0.39573323929505916	False
zygote/PN -> 2-cell -> blastocyst -> MII oocyte -> morula -> 4-cell -> 8-cell	3.192365227180046	MII oocyte	-0.16141955089898677	False
8-cell -> 2-cell -> MII oocyte -> zygote/PN -> blastocyst -> 4-cell -> morula	3.192568430801004	4-cell	-0.135697481725658	False
morula -> zygote/PN -> blastocyst -> 2-cell -> 4-cell -> 8-cell -> MII oocyte	3.192984037748715			False
2-cell -> 4-cell -> 8-cell -> zygote/PN -> MII oocyte -> morula -> blastocyst	3.1930456707555996	MII oocyte	-0.16141955089898677	False
zygote/PN -> MII oocyte -> 2-cell -> blastocyst -> morula -> 8-cell -> 4-cell	3.193136079614657	blastocyst	-0.39573323929505916	False
morula -> 8-cell -> MII oocyte -> 4-cell -> blastocyst -> zygote/PN -> 2-cell	3.1934507232051943			False
zygote/PN -> blastocyst -> 4-cell -> 2-cell -> 8-cell -> MII oocyte -> morula	3.1936661216148283	MII oocyte	-0.16141955089898677	False
8-cell -> 4-cell -> 2-cell -> blastocyst -> MII oocyte -> morula -> zygote/PN	3.193826976678954	MII oocyte	-0.16141955089898677	False
2-cell -> zygote/PN -> MII oocyte -> 8-cell -> blastocyst -> 4-cell -> morula	3.1938483320674877	4-cell	-0.135697481725658	False
blastocyst -> morula -> 2-cell -> MII oocyte -> 8-cell -> 4-cell -> zygote/PN	3.1940437753906625	blastocyst	-0.39573323929505916	False
4-cell -> morula -> MII oocyte -> 2-cell -> blastocyst -> 8-cell -> zygote/PN	3.194097756398047	4-cell	-0.135697481725658	False
zygote/PN -> 4-cell -> 8-cell -> 2-cell -> blastocyst -> morula -> MII oocyte	3.1941861434554975	blastocyst	-0.39573323929505916	False
morula -> MII oocyte -> blastocyst -> 4-cell -> zygote/PN -> 8-cell -> 2-cell	3.194324943493486			False
MII oocyte -> 8-cell -> 2-cell -> blastocyst -> morula -> 4-cell -> zygote/PN	3.194389538945129	blastocyst	-0.39573323929505916	False
4-cell -> 8-cell -> 2-cell -> zygote/PN -> MII oocyte -> morula -> blastocyst	3.194424406397563	MII oocyte	-0.16141955089898677	False
zygote/PN -> 2-cell -> 4-cell -> blastocyst -> MII oocyte -> 8-cell -> morula	3.194629780832207	8-cell	-0.20068847739403312	False
4-cell -> 2-cell -> 8-cell -> blastocyst -> zygote/PN -> MII oocyte -> morula	3.1949803108492008	MII oocyte	-0.16141955089898677	False
4-cell -> MII oocyte -> blastocyst -> zygote/PN -> morula -> 8-cell -> 2-cell	3.1954048085438016	zygote/PN	-0.20091201350124943	False
2-cell -> MII oocyte -> blastocyst -> 4-cell -> zygote/PN -> morula -> 8-cell	3.1955759661966554	zygote/PN	-0.20091201350124943	False
2-cell -> MII oocyte -> 4-cell -> blastocyst -> 8-cell -> morula -> zygote/PN	3.195846471291126	8-cell	-0.20068847739403312	False
4-cell -> zygote/PN -> MII oocyte -> blastocyst -> 8-cell -> 2-cell -> morula	3.195886902724786	2-cell	-0.2658915429166202	False
MII oocyte -> 8-cell -> 4-cell -> morula -> 2-cell -> blastocyst -> zygote/PN	3.195974202813826	4-cell	-0.135697481725658	False
2-cell -> morula -> MII oocyte -> 4-cell -> blastocyst -> zygote/PN -> 8-cell	3.196061817960027	2-cell	-0.2658915429166202	False
8-cell -> morula -> 4-cell -> blastocyst -> MII oocyte -> zygote/PN -> 2-cell	3.1963045944306137	8-cell	-0.20068847739403312	False
MII oocyte -> zygote/PN -> 8-cell -> 2-cell -> 4-cell -> blastocyst -> morula	3.196312381078756	blastocyst	-0.39573323929505916	False
MII oocyte -> blastocyst -> 4-cell -> 2-cell -> zygote/PN -> morula -> 8-cell	3.196346163702658	zygote/PN	-0.20091201350124943	False
2-cell -> 4-cell -> blastocyst -> zygote/PN -> morula -> 8-cell -> MII oocyte	3.196845197903388	zygote/PN	-0.20091201350124943	False
4-cell -> blastocyst -> zygote/PN -> 8-cell -> 2-cell -> MII oocyte -> morula	3.196916040836197	MII oocyte	-0.16141955089898677	False
8-cell -> MII oocyte -> 2-cell -> 4-cell -> morula -> zygote/PN -> blastocyst	3.19706424911519	4-cell	-0.135697481725658	False
4-cell -> blastocyst -> 8-cell -> zygote/PN -> MII oocyte -> 2-cell -> morula	3.1972201359649794	2-cell	-0.2658915429166202	False
MII oocyte -> blastocyst -> 4-cell -> 8-cell -> 2-cell -> zygote/PN -> morula	3.198111355034004	zygote/PN	-0.20091201350124943	False
2-cell -> MII oocyte -> 4-cell -> zygote/PN -> blastocyst -> 8-cell -> morula	3.198211462090185	8-cell	-0.20068847739403312	False
4-cell -> morula -> zygote/PN -> 8-cell -> blastocyst -> 2-cell -> MII oocyte	3.1983520429302845	4-cell	-0.135697481725658	False
blastocyst -> morula -> 4-cell -> 8-cell -> zygote/PN -> 2-cell -> MII oocyte	3.198439884849452	blastocyst	-0.39573323929505916	False
morula -> 8-cell -> 4-cell -> blastocyst -> MII oocyte -> zygote/PN -> 2-cell	3.198594760440381			False
morula -> blastocyst -> 2-cell -> 8-cell -> zygote/PN -> 4-cell -> MII oocyte	3.1988536942003316			False
morula -> zygote/PN -> blastocyst -> 4-cell -> MII oocyte -> 8-cell -> 2-cell	3.1989539908342763			False
MII oocyte -> 4-cell -> 2-cell -> zygote/PN -> blastocyst -> 8-cell -> morula	3.198981659596187	8-cell	-0.20068847739403312	False
2-cell -> blastocyst -> morula -> MII oocyte -> zygote/PN -> 8-cell -> 4-cell	3.199142135536896	blastocyst	-0.39573323929505916	False
4-cell -> morula -> zygote/PN -> 2-cell -> MII oocyte -> 8-cell -> blastocyst	3.199460986114083	4-cell	-0.135697481725658	False
morula -> blastocyst -> 2-cell -> 4-cell -> MII oocyte -> zygote/PN -> 8-cell	3.2004514817724745			False
4-cell -> MII oocyte -> 2-cell -> zygote/PN -> 8-cell -> morula -> blastocyst	3.2008978294514288	8-cell	-0.20068847739403312	False
8-cell -> 2-cell -> zygote/PN -> 4-cell -> blastocyst -> MII oocyte -> morula	3.202967460904138	MII oocyte	-0.16141955089898677	False
MII oocyte -> blastocyst -> 4-cell -> zygote/PN -> morula -> 2-cell -> 8-cell	3.203100241435507	zygote/PN	-0.20091201350124943	False
2-cell -> morula -> 8-cell -> blastocyst -> zygote/PN -> MII oocyte -> 4-cell	3.203218021457053	2-cell	-0.2658915429166202	False
MII oocyte -> zygote/PN -> 2-cell -> 8-cell -> 4-cell -> morula -> blastocyst	3.2034099091929864	4-cell	-0.135697481725658	False
MII oocyte -> 2-cell -> 8-cell -> 4-cell -> blastocyst -> zygote/PN -> morula	3.2034549520941056	zygote/PN	-0.20091201350124943	False
MII oocyte -> 2-cell -> 4-cell -> blastocyst -> zygote/PN -> morula -> 8-cell	3.2035729997958664	zygote/PN	-0.20091201350124943	False
morula -> MII oocyte -> zygote/PN -> 8-cell -> blastocyst -> 4-cell -> 2-cell	3.2035789926105807			False
zygote/PN -> 2-cell -> morula -> 4-cell -> 8-cell -> MII oocyte -> blastocyst	3.203752668677652	2-cell	-0.2658915429166202	False
zygote/PN -> 2-cell -> blastocyst -> morula -> 8-cell -> MII oocyte -> 4-cell	3.2037667138284527	blastocyst	-0.39573323929505916	False
8-cell -> blastocyst -> 4-cell -> 2-cell -> zygote/PN -> MII oocyte -> morula	3.2038894394680497	MII oocyte	-0.16141955089898677	False
morula -> MII oocyte -> 2-cell -> blastocyst -> zygote/PN -> 8-cell -> 4-cell	3.2042674380536185			False
zygote/PN -> blastocyst -> 4-cell -> 2-cell -> MII oocyte -> 8-cell -> morula	3.2043303551252507	8-cell	-0.20068847739403312	False
2-cell -> blastocyst -> morula -> zygote/PN -> 8-cell -> 4-cell -> MII oocyte	3.2046024804901787	blastocyst	-0.39573323929505916	False
morula -> 2-cell -> blastocyst -> MII oocyte -> 8-cell -> 4-cell -> zygote/PN	3.2046315776875582			False
MII oocyte -> zygote/PN -> 8-cell -> 4-cell -> 2-cell -> morula -> blastocyst	3.204794166113703	2-cell	-0.2658915429166202	False
8-cell -> blastocyst -> 2-cell -> MII oocyte -> morula -> zygote/PN -> 4-cell	3.205057919601826	MII oocyte	-0.16141955089898677	False
morula -> MII oocyte -> 4-cell -> blastocyst -> zygote/PN -> 2-cell -> 8-cell	3.2054290837429478			False
2-cell -> 8-cell -> MII oocyte -> zygote/PN -> 4-cell -> blastocyst -> morula	3.205475344175171	blastocyst	-0.39573323929505916	False
8-cell -> blastocyst -> 2-cell -> MII oocyte -> 4-cell -> morula -> zygote/PN	3.2058660638557464	4-cell	-0.135697481725658	False
MII oocyte -> blastocyst -> 4-cell -> morula -> 8-cell -> 2-cell -> zygote/PN	3.2059467447034002	4-cell	-0.135697481725658	False
MII oocyte -> morula -> 4-cell -> 8-cell -> blastocyst -> 2-cell -> zygote/PN	3.206242845744633	MII oocyte	-0.16141955089898677	False
MII oocyte -> 2-cell -> 8-cell -> zygote/PN -> blastocyst -> 4-cell -> morula	3.2063048607699716	4-cell	-0.135697481725658	False
zygote/PN -> 4-cell -> blastocyst -> 8-cell -> morula -> MII oocyte -> 2-cell	3.2067102356908226	8-cell	-0.20068847739403312	False
MII oocyte -> 4-cell -> blastocyst -> 8-cell -> morula -> 2-cell -> zygote/PN	3.206710854502658	8-cell	-0.20068847739403312	False
8-cell -> blastocyst -> 4-cell -> zygote/PN -> MII oocyte -> 2-cell -> morula	3.2068944304893594	2-cell	-0.2658915429166202	False
zygote/PN -> 2-cell -> blastocyst -> 8-cell -> 4-cell -> morula -> MII oocyte	3.208501771195855	4-cell	-0.135697481725658	False
MII oocyte -> 8-cell -> 4-cell -> zygote/PN -> 2-cell -> blastocyst -> morula	3.208748700848905	blastocyst	-0.39573323929505916	False
morula -> 4-cell -> 8-cell -> zygote/PN -> 2-cell -> blastocyst -> MII oocyte	3.2090276871463472			False
zygote/PN -> 8-cell -> 4-cell -> morula -> 2-cell -> blastocyst -> MII oocyte	3.209087368229284	4-cell	-0.135697481725658	False
4-cell -> 2-cell -> zygote/PN -> MII oocyte -> blastocyst -> 8-cell -> morula	3.2091449653746777	8-cell	-0.20068847739403312	False
4-cell -> 8-cell -> MII oocyte -> morula -> 2-cell -> blastocyst -> zygote/PN	3.2096861419520675	MII oocyte	-0.16141955089898677	False
4-cell -> MII oocyte -> 2-cell -> 8-cell -> zygote/PN -> morula -> blastocyst	3.210210565410333	zygote/PN	-0.20091201350124943	False
MII oocyte -> 2-cell -> blastocyst -> 8-cell -> 4-cell -> morula -> zygote/PN	3.2104216651348008	4-cell	-0.135697481725658	False
MII oocyte -> 2-cell -> zygote/PN -> blastocyst -> 4-cell -> 8-cell -> morula	3.2116441550464367	8-cell	-0.20068847739403312	False
4-cell -> blastocyst -> MII oocyte -> 2-cell -> zygote/PN -> 8-cell -> morula	3.211855144183497	8-cell	-0.20068847739403312	False
8-cell -> 2-cell -> morula -> 4-cell -> blastocyst -> zygote/PN -> MII oocyte	3.211993511564649	2-cell	-0.2658915429166202	False
MII oocyte -> 2-cell -> blastocyst -> morula -> 8-cell -> 4-cell -> zygote/PN	3.212232343323024	blastocyst	-0.39573323929505916	False
2-cell -> 4-cell -> blastocyst -> zygote/PN -> 8-cell -> MII oocyte -> morula	3.212897826876673	MII oocyte	-0.16141955089898677	False
4-cell -> morula -> 2-cell -> blastocyst -> MII oocyte -> 8-cell -> zygote/PN	3.2136871308621227	4-cell	-0.135697481725658	False
4-cell -> blastocyst -> zygote/PN -> 8-cell -> morula -> MII oocyte -> 2-cell	3.2140633880046163	8-cell	-0.20068847739403312	False
morula -> blastocyst -> 2-cell -> 8-cell -> 4-cell -> zygote/PN -> MII oocyte	3.214187446864582			False
8-cell -> MII oocyte -> morula -> zygote/PN -> blastocyst -> 2-cell -> 4-cell	3.214289589641735	MII oocyte	-0.16141955089898677	False
zygote/PN -> MII oocyte -> 8-cell -> morula -> blastocyst -> 2-cell -> 4-cell	3.2143691207297698	8-cell	-0.20068847739403312	False
8-cell -> morula -> zygote/PN -> blastocyst -> 4-cell -> MII oocyte -> 2-cell	3.214506629202404	8-cell	-0.20068847739403312	False
MII oocyte -> blastocyst -> 4-cell -> 2-cell -> morula -> 8-cell -> zygote/PN	3.214573077533103	2-cell	-0.2658915429166202	False
zygote/PN -> 8-cell -> 4-cell -> MII oocyte -> 2-cell -> blastocyst -> morula	3.2147206019262766	blastocyst	-0.39573323929505916	False
morula -> 8-cell -> 2-cell -> MII oocyte -> blastocyst -> 4-cell -> zygote/PN	3.215928069901034			False
zygote/PN -> 2-cell -> 8-cell -> morula -> MII oocyte -> blastocyst -> 4-cell	3.2162803027426743	8-cell	-0.20068847739403312	False
2-cell -> 4-cell -> blastocyst -> MII oocyte -> morula -> 8-cell -> zygote/PN	3.2167007747750973	MII oocyte	-0.16141955089898677	False
MII oocyte -> zygote/PN -> morula -> 2-cell -> 4-cell -> blastocyst -> 8-cell	3.217482727500086	zygote/PN	-0.20091201350124943	False
4-cell -> morula -> zygote/PN -> blastocyst -> 2-cell -> MII oocyte -> 8-cell	3.217875657798307	4-cell	-0.135697481725658	False
MII oocyte -> 8-cell -> 2-cell -> zygote/PN -> blastocyst -> 4-cell -> morula	3.218066562291631	4-cell	-0.135697481725658	False
4-cell -> blastocyst -> MII oocyte -> morula -> 8-cell -> 2-cell -> zygote/PN	3.218079510417061	MII oocyte	-0.16141955089898677	False
8-cell -> MII oocyte -> zygote/PN -> blastocyst -> 4-cell -> 2-cell -> morula	3.2185552853131454	2-cell	-0.2658915429166202	False
8-cell -> 2-cell -> MII oocyte -> 4-cell -> zygote/PN -> morula -> blastocyst	3.218947725088797	zygote/PN	-0.20091201350124943	False
zygote/PN -> 2-cell -> 8-cell -> morula -> 4-cell -> blastocyst -> MII oocyte	3.219142072986517	8-cell	-0.20068847739403312	False
MII oocyte -> zygote/PN -> blastocyst -> 8-cell -> 2-cell -> 4-cell -> morula	3.2193541135943566	4-cell	-0.135697481725658	False
MII oocyte -> blastocyst -> 4-cell -> morula -> zygote/PN -> 8-cell -> 2-cell	3.219704405404804	4-cell	-0.135697481725658	False
8-cell -> MII oocyte -> blastocyst -> 2-cell -> morula -> 4-cell -> zygote/PN	3.220162980565448	2-cell	-0.2658915429166202	False
8-cell -> blastocyst -> 4-cell -> MII oocyte -> zygote/PN -> morula -> 2-cell	3.2203220640125956	zygote/PN	-0.20091201350124943	False
2-cell -> 4-cell -> MII oocyte -> 8-cell -> zygote/PN -> morula -> blastocyst	3.220593531290029	zygote/PN	-0.20091201350124943	False
zygote/PN -> 2-cell -> morula -> 8-cell -> blastocyst -> 4-cell -> MII oocyte	3.22107674213584	2-cell	-0.2658915429166202	False
4-cell -> blastocyst -> MII oocyte -> 2-cell -> 8-cell -> zygote/PN -> morula	3.2211678801424015	zygote/PN	-0.20091201350124943	False
morula -> 4-cell -> blastocyst -> zygote/PN -> MII oocyte -> 2-cell -> 8-cell	3.221255360393669			False
MII oocyte -> blastocyst -> zygote/PN -> 4-cell -> morula -> 8-cell -> 2-cell	3.2215107551504776	4-cell	-0.135697481725658	False
4-cell -> blastocyst -> zygote/PN -> 2-cell -> 8-cell -> MII oocyte -> morula	3.221518638427623	MII oocyte	-0.16141955089898677	False
zygote/PN -> blastocyst -> 4-cell -> MII oocyte -> 2-cell -> morula -> 8-cell	3.221596579573216	2-cell	-0.2658915429166202	False
zygote/PN -> 2-cell -> MII oocyte -> morula -> 4-cell -> 8-cell -> blastocyst	3.2217889046677923	MII oocyte	-0.16141955089898677	False
2-cell -> zygote/PN -> MII oocyte -> 4-cell -> blastocyst -> morula -> 8-cell	3.2219060545349714	blastocyst	-0.39573323929505916	False
4-cell -> MII oocyte -> 8-cell -> 2-cell -> zygote/PN -> morula -> blastocyst	3.221972266931992	zygote/PN	-0.20091201350124943	False
8-cell -> 2-cell -> MII oocyte -> zygote/PN -> 4-cell -> morula -> blastocyst	3.222580082048041	4-cell	-0.135697481725658	False
morula -> blastocyst -> 2-cell -> 8-cell -> 4-cell -> MII oocyte -> zygote/PN	3.222820853975479			False
4-cell -> MII oocyte -> zygote/PN -> blastocyst -> 8-cell -> morula -> 2-cell	3.2228473362604544	8-cell	-0.20068847739403312	False
2-cell -> 8-cell -> morula -> blastocyst -> 4-cell -> zygote/PN -> MII oocyte	3.2228977019989062	8-cell	-0.20068847739403312	False
MII oocyte -> 8-cell -> morula -> 4-cell -> blastocyst -> zygote/PN -> 2-cell	3.2231266762451427	8-cell	-0.20068847739403312	False
zygote/PN -> MII oocyte -> blastocyst -> 4-cell -> morula -> 2-cell -> 8-cell	3.223213520325492	4-cell	-0.135697481725658	False
4-cell -> morula -> blastocyst -> 2-cell -> 8-cell -> zygote/PN -> MII oocyte	3.2232430000391465	4-cell	-0.135697481725658	False
morula -> 4-cell -> 8-cell -> zygote/PN -> 2-cell -> MII oocyte -> blastocyst	3.22336774200912			False
zygote/PN -> 8-cell -> 4-cell -> morula -> 2-cell -> MII oocyte -> blastocyst	3.2234274230920565	4-cell	-0.135697481725658	False
zygote/PN -> 4-cell -> 2-cell -> 8-cell -> MII oocyte -> morula -> blastocyst	3.2236777728618655	MII oocyte	-0.16141955089898677	False
zygote/PN -> 8-cell -> MII oocyte -> blastocyst -> 2-cell -> morula -> 4-cell	3.224659692689947	2-cell	-0.2658915429166202	False
MII oocyte -> morula -> 8-cell -> 4-cell -> blastocyst -> zygote/PN -> 2-cell	3.2247064269518355	MII oocyte	-0.16141955089898677	False
morula -> 8-cell -> blastocyst -> 4-cell -> 2-cell -> MII oocyte -> zygote/PN	3.225182119018129			False
