sample_id	stage	A	P	Hm	Hr	to_stage	vA	vP	vHm	vHr
GSM2986371	8-cell	0.6370563764632	1.0	0.45574896584981955	0.23667709995994704	morula	-0.18266696463336352	-0.10259860069131455	-0.15784505172451374	-0.23667709995994704
GSM2986372	8-cell	0.3906433664224942	1.0	0.4476972914094006	0.23667709995994704	morula	-0.12892842975354285	-0.10259860069131455	-0.30008654176491745	-0.23667709995994704
GSM2986373	8-cell	0.32746686350204096	1.0	0.21473028905161948	0.23667709995994704	morula	-0.17376727629684544	-0.10259860069131466	-0.16480618815339432	-0.23667709995994704
GSM2986374	8-cell	0.51359044901543	1.0	0.3437143434047256	0.23667709995994704	morula	-0.2007428827135	-0.10259860069131432	-0.16936672886363985	-0.23667709995994704
GSM2986375	8-cell	0.4636935151552786	1.0	0.21031453988307783	0.23667709995994704	morula	-0.2521211182782676	-0.10259860069131443	-0.12657233399102064	-0.23667709995994704
GSM2986376	8-cell	0.541242169223282	1.0	0.02077015779045017	0.23667709995994704	morula	-0.33686965075120856	-0.10259860069131455	0.038593704215012334	-0.23667709995994704
GSM2986377	8-cell	0.41667760330682224	1.0	0.06448081524353726	0.23667709995994704	morula	-0.25061605928567565	-0.10259860069131477	-0.01704959019884194	-0.23667709995994704
GSM2986378	8-cell	0.27303542140335435	1.0	0.06937447122279061	0.23667709995994704	morula	-0.13939956060052217	-0.10259860069131455	-0.030985937902758248	-0.23667709995994704
GSM2986379	8-cell	0.7496846499076497	1.0	0.05662107968929174	0.23667709995994704	morula	-0.42255590362984347	-0.10259860069131466	0.08205725971416371	-0.23667709995994704
GSM2986381	8-cell	0.3222648388959786	1.0	0.005283256390321879	0.23667709995994704	morula	-0.18051066558233284	-0.10259860069131443	0.03343575785260193	-0.23667709995994704
GSM2986382	8-cell	0.582936320325133	1.0	0.4229847889065473	0.23667709995994704	morula	-0.17126314728789166	-0.10259860069131455	-0.1612801103043235	-0.23667709995994704
GSM2986383	8-cell	0.5815953577996053	1.0	0.4548901848146299	0.23667709995994704	morula	-0.1558206422310695	-0.10259860069131443	-0.178860649073541	-0.23667709995994704
GSM2986384	8-cell	0.0	1.0	0.08488006061704158	0.23667709995994704	morula	0.09584035442452983	-0.10259860069131443	-0.04934727181317258	-0.23667709995994704
GSM2986385	8-cell	0.0	1.0	0.02278680804002931	0.23667709995994704	morula	0.09578761918759522	-0.10259860069131443	0.012707059294095612	-0.23667709995994704
GSM2986386	8-cell	0.5958980454735453	1.0	0.0460829545988217	0.23667709995994704	morula	-0.3618703725961971	-0.10259860069131443	0.030467951699279218	-0.23667709995994704
GSM2986388	8-cell	0.9987188525905356	1.0	0.005138361239771955	0.23667709995994704	morula	-0.5578663838168043	-0.10259860069131455	0.22434924576633264	-0.23667709995994704
