sample_id	stage	A_raw	n_age_regions_used	Hm_raw	rna_stage	Hr_raw	P_raw	A	P	Hm	Hr	stage_order
GSM2481638	8-cell	0.21110677971226766	91	0.0226079518668762	8-cell	7.008318594141211	0.6354066812794584	0.5431544080084243	1.0	0.28839382773627537	0.23667709995994704	4
GSM2481639	8-cell	0.19052558924259422	70	0.0156342660353988	8-cell	7.008318594141211	0.6354066812794584	0.49020128001840696	1.0	0.18784942687457512	0.23667709995994704	4
GSM2481640	8-cell	0.22215028317902974	92	0.025375983532198	8-cell	7.008318594141211	0.6354066812794584	0.5715681216561038	1.0	0.3283024344733004	0.23667709995994704	4
GSM2481641	8-cell	0.18996460288856523	104	0.0262703871739932	8-cell	7.008318594141211	0.6354066812794584	0.48875792414211194	1.0	0.34119766383492617	0.23667709995994704	4
GSM2481642	8-cell	0.18744013989743225	90	0.0231868411930774	8-cell	7.008318594141211	0.6354066812794584	0.48226275992542084	1.0	0.2967400712973798	0.23667709995994704	4
GSM2481643	8-cell	0.20065536060091704	96	0.0200415105765115	8-cell	7.008318594141211	0.6354066812794584	0.5162640619569578	1.0	0.2513916873872341	0.23667709995994704	4
GSM2986368	8-cell	0.20574069911027743	88	0.0268291622567672	8-cell	7.008318594141211	0.6354066812794584	0.5293480757974359	1.0	0.3492539065839713	0.23667709995994704	4
GSM2986369	8-cell	0.21222402159138892	103	0.0332107327695562	8-cell	7.008318594141211	0.6354066812794584	0.546028947861116	1.0	0.4412613757000745	0.23667709995994704	4
GSM2986370	8-cell	0.18221025239684394	123	0.0290616739454302	8-cell	7.008318594141211	0.6354066812794584	0.46880683750926533	1.0	0.38144155535073687	0.23667709995994704	4
GSM2986371	8-cell	0.24760347729374652	111	0.0342155813866214	8-cell	7.008318594141211	0.6354066812794584	0.6370563764632	1.0	0.45574896584981955	0.23667709995994704	4
GSM2986372	8-cell	0.15183060633493575	125	0.03365712315838	8-cell	7.008318594141211	0.6354066812794584	0.3906433664224942	1.0	0.4476972914094006	0.23667709995994704	4
GSM2986373	8-cell	0.1272759163823639	85	0.0174987029020504	8-cell	7.008318594141211	0.6354066812794584	0.32746686350204096	1.0	0.21473028905161948	0.23667709995994704	4
GSM2986374	8-cell	0.1996162125981373	98	0.0264449422213938	8-cell	7.008318594141211	0.6354066812794584	0.51359044901543	1.0	0.3437143434047256	0.23667709995994704	4
GSM2986375	8-cell	0.18022286722631956	88	0.017192429781438	8-cell	7.008318594141211	0.6354066812794584	0.4636935151552786	1.0	0.21031453988307783	0.23667709995994704	4
GSM2986376	8-cell	0.21036355353934114	25	0.0040457705890114	8-cell	7.008318594141211	0.6354066812794584	0.541242169223282	1.0	0.02077015779045017	0.23667709995994704	4
GSM2986377	8-cell	0.16194928314190293	42	0.0070775097008138	8-cell	7.008318594141211	0.6354066812794584	0.41667760330682224	1.0	0.06448081524353726	0.23667709995994704	4
GSM2986378	8-cell	0.10612015240968109	30	0.0074169300869732	8-cell	7.008318594141211	0.6354066812794584	0.27303542140335435	1.0	0.06937447122279061	0.23667709995994704	4
GSM2986379	8-cell	0.2913784918399632	41	0.00653236421281	8-cell	7.008318594141211	0.6354066812794584	0.7496846499076497	1.0	0.05662107968929174	0.23667709995994704	4
GSM2986381	8-cell	0.1252540554780283	22	0.0029716104772403	8-cell	7.008318594141211	0.6354066812794584	0.3222648388959786	1.0	0.005283256390321879	0.23667709995994704	4
GSM2986382	8-cell	0.22656873910383338	104	0.0319430821268804	8-cell	7.008318594141211	0.6354066812794584	0.582936320325133	1.0	0.4229847889065473	0.23667709995994704	4
GSM2986383	8-cell	0.2260475497766272	102	0.0341560169644744	8-cell	7.008318594141211	0.6354066812794584	0.5815953577996053	1.0	0.4548901848146299	0.23667709995994704	4
GSM2986384	8-cell	0.0	3	0.0084923863842973	8-cell	7.008318594141211	0.6354066812794584	0.0	1.0	0.08488006061704158	0.23667709995994704	4
GSM2986385	8-cell	0.0	8	0.0041856439698462	8-cell	7.008318594141211	0.6354066812794584	0.0	1.0	0.02278680804002931	0.23667709995994704	4
