kind	filename	time	size_bytes	type	size_mb	stage	url	sample_id
File	GSM2986343_scBS-2C-10-1.Cmet.bed.gz	01/22/2018 21:23:09	979057221	BED	933.7017259597778	2-cell	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2986nnn/GSM2986343/suppl/GSM2986343_scBS-2C-10-1.Cmet.bed.gz	GSM2986343
