sample_id	PC1	PC2	PC3	stage	n_regions_covered	s_epi_sample	s_epi_age_sample	age_projection_sample	latent_age_axis
GSM2481598	-1.3729806782907963	-1.7267217058414768	-0.5617533417351945	ICM	101	0.1593856965286123	0.1714104549437112	0.1115471450150704	-1.3729806782907963
GSM2481599	-2.7972502516933777	-1.6997006465344995	-2.500005480868552	ICM	115	0.1275869171727928	0.1640959789415892	0.0543334717820367	-2.7972502516933777
GSM2481600	-2.5244643247909404	-2.4125839493279937	-3.06485707272493	ICM	119	0.131387583996735	0.1428930146294166	0.0776626179720594	-2.5244643247909404
GSM2481601	9.98723627704819	-0.7953900120470467	-1.565052350746269	ICM	36	0.1511236907079501	0.1616472833162341	0.1253660640757964	9.98723627704819
GSM2481602	-3.384873878485092	-0.9149461683870491	-2.459576666540376	ICM	121	0.1700016658089004	0.2054630585736738	0.099717921464564	-3.384873878485092
GSM2481603	-2.902147083054404	-1.0074081712143819	-3.119316377686281	ICM	120	0.1402737781943183	0.1439954374958876	0.0506525062028007	-2.902147083054404
GSM2481604	-0.6321376850483994	-1.6957782768858702	-1.0127379242662295	ICM	90	0.1528094174592813	0.1600836426783116	0.0971180617865663	-0.6321376850483994
GSM2481605	-0.8756185419893936	0.043019744487217355	-0.18995653695567952	ICM	27	0.1765650189242659	0.1766213509550813	0.0973509780277234	-0.8756185419893936
GSM2481606	-0.15864182621064796	0.3480287387403762	-2.4323997793870022	ICM	105	0.1858438447634007	0.2082716290778651	0.1177590507624808	-0.15864182621064796
GSM2481607	-2.9829888006815337	-0.7558067943527118	-1.4420130953914658	ICM	116	0.1513739686099093	0.150104623898856	0.0261534047388177	-2.9829888006815337
GSM2986395	-4.248002878237243	-3.344421046259347	-2.3911406445966334	ICM	135	0.1624781637378966	0.1863338317874914	0.0594886100497451	-4.248002878237243
GSM2986396	-2.3390334060097295	-2.4240534630457495	-2.0609568224581936	ICM	114	0.138984079268073	0.1524770782873131	0.0436813516532818	-2.3390334060097295
GSM2986397	-1.7896563539258854	-1.1966600936393312	-1.533431262812599	ICM	104	0.1483773918211655	0.1470177542367794	0.0462199092225966	-1.7896563539258854
GSM2986398	-1.6253956621363188	-0.54201566529645	-3.727236952416003	ICM	111	0.156475359608144	0.1632235349441425	0.0433759803990364	-1.6253956621363188
GSM2986399	0.6648544285398515	-0.6876499363259573	0.6703292839976437	ICM	15	0.0886441136272954	0.0423020888471803	0.2402086491100245	0.6648544285398515
GSM2986400	0.7202437314600643	-4.793959507712581	-2.803015815517932	ICM	135	0.1379878836788403	0.1687879058998384	0.1243223174371036	0.7202437314600643
GSM2986407	0.22493747628756727	-1.7229954952231588	-2.4870927502958473	ICM	145	0.3119085308652415	0.3273004179951432	0.1040276612025796	0.22493747628756727
GSM2481608	-2.568255057240581	-2.1136938774998146	-0.5821436561337198	TE	128	0.2045307163123028	0.2161288913946398	0.0982123650577907	-2.568255057240581
GSM2481609	-0.696552348571689	-1.9943972138959807	-1.5084167438963625	TE	112	0.1987231728907416	0.2082636165971983	0.0836042335769208	-0.696552348571689
GSM2481610	-1.0844641449149892	0.1965604757468348	-3.6609136668273052	TE	88	0.069732801674709	0.0746975348720701	0.0171226544426359	-1.0844641449149892
GSM2481611	-1.5834824376029948	-1.9073678967425705	-1.2892571206518588	TE	107	0.168053251777865	0.1878242341046574	0.1153645648978416	-1.5834824376029948
GSM2481612	-1.005739721126704	-1.398577551150213	-1.4282471278388347	TE	83	0.1600572455009873	0.1697178923471218	0.1425812646221934	-1.005739721126704
GSM2481613	-1.8181439773664854	0.11667424646470875	0.11026656471981827	TE	78	0.1438872996990254	0.1678889436088102	0.1010101971285669	-1.8181439773664854
GSM2986401	-3.369165920474894	-1.2520353160675806	-3.055264286578247	TE	132	0.1580158059513507	0.155989563728442	0.1004250052959754	-3.369165920474894
GSM2986402	-0.5110227543304716	0.1252886562115587	-0.3003093870094137	TE	11	1.481551005802636e-05	1.4815510058041504e-05	0.131992167101866	-0.5110227543304716
GSM2986403	-1.615276132666044	-1.8350867842286787	0.0740589852899047	TE	89	0.1417990035062648	0.1624163320374895	0.1183338822193464	-1.615276132666044
GSM2986404	-2.850414122949476	-2.5672466377287266	-3.697614410613012	TE	134	0.1350646627978811	0.1421625435327708	0.0415979874654444	-2.850414122949476
GSM2986405	-3.5965052230837085	-1.7019174955760326	-2.7162895163626253	TE	130	0.1278603236135277	0.1357185808863109	0.058526643417834	-3.5965052230837085
GSM2986408	0.46106651291233625	-2.003891975349186	-2.4512024787411906	TE	139	0.3197509033948558	0.3389242527738895	0.0791029628004431	0.46106651291233625
