stage	sample	cluster_name	age_weight_5yr	met_reads	total_reads	beta	n_cpg_observed
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	8.0	22.0	0.36363636363636365	2
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	36.0	198.0	0.18181818181818182	9
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	4.0	68.0	0.058823529411764705	4
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_6871	-0.011480476	1.0	1.0	1.0	1
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	0.0	6.0	0.0	3
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_6518	0.059909335	31.0	214.0	0.14485981308411214	7
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_5064	-0.024982701	1.0	1.0	1.0	1
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	141.0	189.0	0.746031746031746	6
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	20.0	84.0	0.23809523809523808	5
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	0.0	330.0	0.0	3
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_2355	-0.01669596	9.0	11.0	0.8181818181818182	2
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	93.0	157.0	0.5923566878980892	11
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	0.0	20.0	0.0	2
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	113.0	115.0	0.9826086956521739	10
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	781.0	844.0	0.9253554502369669	21
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	7.0	140.0	0.05	13
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_6114	0.03469714	17.0	17.0	1.0	1
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	1.0	1.0	1.0	1
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_950	0.033547863	176.0	204.0	0.8627450980392157	15
MII oocyte	GSE49828_RRBS_MII_Oocyte1_methylation_calling.bed.txt.gz	cluster_4889	-0.019214397	2.0	2.0	1.0	1
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	24.0	24.0	1.0	3
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	190.0	190.0	1.0	10
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	27.0	44.0	0.6136363636363636	3
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	42.0	42.0	1.0	2
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_6262	-0.037492605	25.0	25.0	1.0	1
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_643	0.045617076	2.0	11.0	0.18181818181818182	10
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	2.0	16.0	0.125	2
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	11.0	111.0	0.0990990990990991	8
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	24.0	92.0	0.2608695652173913	7
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	0.0	3.0	0.0	3
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_6518	0.059909335	0.0	108.0	0.0	6
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	16.0	78.0	0.20512820512820512	9
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	0.0	52.0	0.0	2
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	0.0	248.0	0.0	3
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_2355	-0.01669596	17.0	31.0	0.5483870967741935	2
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	6.0	139.0	0.04316546762589928	10
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	0.0	31.0	0.0	2
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	230.0	232.0	0.9913793103448276	10
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	920.0	952.0	0.9663865546218487	28
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	26.0	264.0	0.09848484848484848	12
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_5400	-0.013997351	0.0	2.0	0.0	2
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_6114	0.03469714	3.0	3.0	1.0	1
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_7612	0.043674447	4.0	8.0	0.5	4
MII oocyte	GSE49828_RRBS_MII_Oocyte2_methylation_calling.bed.txt.gz	cluster_950	0.033547863	137.0	137.0	1.0	14
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	5.0	10.0	0.5	4
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	105.0	149.0	0.7046979865771812	11
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	2.0	65.0	0.03076923076923077	6
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	28.0	226.0	0.12389380530973451	3
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_6262	-0.037492605	11.0	12.0	0.9166666666666666	1
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_643	0.045617076	21.0	31.0	0.6774193548387096	9
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_126	-0.021650446	4.0	17.0	0.23529411764705882	5
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	8.0	51.0	0.1568627450980392	2
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	125.0	508.0	0.24606299212598426	14
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	7.0	131.0	0.05343511450381679	4
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_6871	-0.011480476	1.0	1.0	1.0	1
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	2.0	18.0	0.1111111111111111	3
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_832	0.093944091	40.0	40.0	1.0	6
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_6518	0.059909335	23.0	59.0	0.3898305084745763	7
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_4532	0.015502877	6.0	6.0	1.0	1
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	25.0	145.0	0.1724137931034483	11
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	29.0	175.0	0.1657142857142857	9
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	34.0	271.0	0.12546125461254612	5
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_2355	-0.01669596	18.0	22.0	0.8181818181818182	2
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	16.0	153.0	0.10457516339869281	10
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	12.0	44.0	0.2727272727272727	3
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	161.0	163.0	0.9877300613496932	21
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	350.0	429.0	0.8158508158508159	20
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	50.0	286.0	0.17482517482517482	12
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_5400	-0.013997351	0.0	4.0	0.0	4
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_6114	0.03469714	2.0	2.0	1.0	1
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	1.0	3.0	0.3333333333333333	1
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_950	0.033547863	184.0	226.0	0.8141592920353983	14
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_3766	-0.026841848	3.0	3.0	1.0	1
zygote/PN	GSE49828_RRBS_Zygote1_methylation_calling.bed.txt.gz	cluster_5679	0.024534686	22.0	22.0	1.0	1
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	24.0	24.0	1.0	2
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	31.0	58.0	0.5344827586206896	9
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	0.0	30.0	0.0	3
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	0.0	6.0	0.0	1
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_6262	-0.037492605	2.0	2.0	1.0	1
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_643	0.045617076	162.0	213.0	0.7605633802816901	10
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_126	-0.021650446	9.0	14.0	0.6428571428571429	5
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	71.0	201.0	0.35323383084577115	15
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	0.0	48.0	0.0	3
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	3.0	12.0	0.25	3
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_6518	0.059909335	39.0	88.0	0.4431818181818182	8
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	4.0	34.0	0.11764705882352941	4
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	0.0	60.0	0.0	3
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_2355	-0.01669596	0.0	12.0	0.0	1
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	17.0	116.0	0.14655172413793102	12
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	0.0	6.0	0.0	2
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	18.0	34.0	0.5294117647058824	5
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	1159.0	1346.0	0.8610698365527489	24
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	7.0	185.0	0.03783783783783784	9
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_5400	-0.013997351	0.0	2.0	0.0	2
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_6114	0.03469714	1.0	1.0	1.0	1
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	2.0	16.0	0.125	1
zygote/PN	GSE49828_RRBS_Zygote2_methylation_calling.bed.txt.gz	cluster_3766	-0.026841848	0.0	1.0	0.0	1
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	34.0	40.0	0.85	11
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	32.0	61.0	0.5245901639344263	14
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	1.0	16.0	0.0625	7
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	4.0	24.0	0.16666666666666666	2
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_6262	-0.037492605	5.0	5.0	1.0	1
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_643	0.045617076	92.0	102.0	0.9019607843137255	19
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	1.0	5.0	0.2	2
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	35.0	106.0	0.330188679245283	7
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	0.0	37.0	0.0	7
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_6871	-0.011480476	5.0	5.0	1.0	1
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	16.0	18.0	0.8888888888888888	3
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_832	0.093944091	3.0	3.0	1.0	2
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_6518	0.059909335	0.0	68.0	0.0	6
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_4532	0.015502877	4.0	4.0	1.0	2
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	4.0	16.0	0.25	8
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	8.0	38.0	0.21052631578947367	8
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	4.0	29.0	0.13793103448275862	6
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_2355	-0.01669596	1.0	33.0	0.030303030303030304	2
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	15.0	84.0	0.17857142857142858	11
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_6020	-0.038638364	2.0	2.0	1.0	1
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	0.0	16.0	0.0	2
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	34.0	59.0	0.576271186440678	5
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	120.0	276.0	0.43478260869565216	18
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	19.0	204.0	0.09313725490196079	16
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_5400	-0.013997351	0.0	2.0	0.0	2
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	0.0	3.0	0.0	1
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_950	0.033547863	34.0	44.0	0.7727272727272727	4
2-cell	GSE49828_RRBS_2-cell1_methylation_calling.bed.txt.gz	cluster_4889	-0.019214397	0.0	2.0	0.0	2
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	13.0	13.0	1.0	3
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	36.0	64.0	0.5625	13
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	18.0	90.0	0.2	7
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	6.0	57.0	0.10526315789473684	2
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_6262	-0.037492605	2.0	2.0	1.0	1
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_643	0.045617076	54.0	152.0	0.35526315789473684	19
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_126	-0.021650446	0.0	6.0	0.0	4
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	1.0	19.0	0.05263157894736842	2
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	10.0	147.0	0.06802721088435375	7
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	5.0	155.0	0.03225806451612903	4
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	3.0	33.0	0.09090909090909091	3
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_832	0.093944091	14.0	14.0	1.0	6
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_6518	0.059909335	3.0	31.0	0.0967741935483871	4
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_4532	0.015502877	6.0	6.0	1.0	2
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	59.0	142.0	0.4154929577464789	10
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	0.0	39.0	0.0	9
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	6.0	175.0	0.03428571428571429	3
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_5020	-0.027558478	2.0	2.0	1.0	1
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_2355	-0.01669596	0.0	6.0	0.0	1
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	0.0	100.0	0.0	10
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	0.0	23.0	0.0	2
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	45.0	84.0	0.5357142857142857	10
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	558.0	791.0	0.7054361567635904	28
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	6.0	138.0	0.043478260869565216	16
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_5400	-0.013997351	0.0	2.0	0.0	2
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	0.0	1.0	0.0	1
2-cell	GSE49828_RRBS_2-cell2_methylation_calling.bed.txt.gz	cluster_950	0.033547863	19.0	38.0	0.5	4
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	29.0	49.0	0.5918367346938775	6
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	289.0	428.0	0.6752336448598131	15
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	40.0	248.0	0.16129032258064516	7
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	22.0	147.0	0.14965986394557823	3
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_6262	-0.037492605	19.0	19.0	1.0	2
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_643	0.045617076	27.0	89.0	0.30337078651685395	16
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_126	-0.021650446	0.0	63.0	0.0	4
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	0.0	10.0	0.0	1
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_7000	-0.023266685	6.0	6.0	1.0	2
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	52.0	834.0	0.06235011990407674	14
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	0.0	116.0	0.0	5
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_6871	-0.011480476	2.0	2.0	1.0	1
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	0.0	48.0	0.0	3
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_6518	0.059909335	66.0	314.0	0.21019108280254778	8
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_5064	-0.024982701	0.0	5.0	0.0	3
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_4532	0.015502877	2.0	2.0	1.0	2
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_2324	-0.070097421	7.0	115.0	0.06086956521739131	12
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_3303	-0.028370305	13.0	222.0	0.05855855855855856	12
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_7095	-0.064702969	4.0	872.0	0.0045871559633027525	6
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_2355	-0.01669596	0.0	22.0	0.0	1
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_1333	-0.042831806	1.0	3.0	0.3333333333333333	2
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_23	-0.023801903	2.0	527.0	0.003795066413662239	10
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_6020	-0.038638364	3.0	3.0	1.0	1
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_6410	-0.021018304	10.0	159.0	0.06289308176100629	3
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_6655	0.116026458	97.0	429.0	0.2261072261072261	14
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_3967	-0.027666536	0.0	7.0	0.0	2
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_5002	0.073881417	1047.0	1614.0	0.6486988847583643	28
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_2832	-0.020554218	76.0	471.0	0.1613588110403397	17
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_5400	-0.013997351	0.0	7.0	0.0	4
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_6275	-0.032421038	0.0	17.0	0.0	1
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_7612	0.043674447	3.0	10.0	0.3	5
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_950	0.033547863	51.0	131.0	0.3893129770992366	4
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_5679	0.024534686	30.0	31.0	0.967741935483871	1
4-cell	GSE49828_RRBS_4-cell1_methylation_calling.bed.txt.gz	cluster_4889	-0.019214397	5.0	9.0	0.5555555555555556	4
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_3123	0.029691182	15.0	23.0	0.6521739130434783	3
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_3519	0.033654647	55.0	88.0	0.625	12
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_3133	-0.018315712	6.0	86.0	0.06976744186046512	6
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_3762	-0.027459185	12.0	102.0	0.11764705882352941	3
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_643	0.045617076	0.0	31.0	0.0	19
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_5760	-0.024623956	0.0	18.0	0.0	1
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_6400	0.057841086	3.0	154.0	0.01948051948051948	14
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_5307	-0.024274621	4.0	99.0	0.04040404040404041	8
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_1257	-0.042734524	0.0	18.0	0.0	3
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_832	0.093944091	0.0	8.0	0.0	6
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_6518	0.059909335	3.0	88.0	0.03409090909090909	6
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_5064	-0.024982701	0.0	3.0	0.0	3
4-cell	GSE49828_RRBS_4-cell2_methylation_calling.bed.txt.gz	cluster_4532	0.015502877	4.0	4.0	1.0	1
