source	term_id	term_name	p_value_gprofiler	significant_gprofiler	term_size	query_size	intersection_size	precision	recall	representative_genes
GO:BP	GO:0046474	glycerophospholipid biosynthetic process	1.0	False	196	34	1	0.029411764705882353	0.00510204081632653	CHAT
GO:BP	GO:0046486	glycerolipid metabolic process	1.0	False	386	34	2	0.058823529411764705	0.0051813471502590676	CHAT,PNPLA1
GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	1.0	False	1510	34	4	0.11764705882352941	0.0026490066225165563	NR2F2,ATN1,SMYD1,NKX2-5
GO:BP	GO:0046649	lymphocyte activation	1.0	False	811	34	1	0.029411764705882353	0.0012330456226880395	DAPL1
GO:BP	GO:0046636	negative regulation of alpha-beta T cell activation	1.0	False	49	34	1	0.029411764705882353	0.02040816326530612	DAPL1
GO:BP	GO:0046634	regulation of alpha-beta T cell activation	1.0	False	120	34	1	0.029411764705882353	0.008333333333333333	DAPL1
GO:MF	GO:0004984	olfactory receptor activity	1.0	False	397	40	3	0.075	0.007556675062972292	OR14J1,OR6K2,DAPL1
GO:MF	GO:0005085	guanyl-nucleotide exchange factor activity	1.0	False	238	40	1	0.025	0.004201680672268907	PLEKHG5
GO:MF	GO:0005096	GTPase activator activity	1.0	False	275	40	1	0.025	0.0036363636363636364	RASA3
GO:MF	GO:0005102	signaling receptor binding	1.0	False	1346	40	2	0.05	0.0014858841010401188	WNT5B,WNT7B
GO:MF	GO:0005109	frizzled binding	1.0	False	37	40	2	0.05	0.05405405405405406	WNT5B,WNT7B
GO:MF	GO:0005125	cytokine activity	1.0	False	239	40	3	0.075	0.012552301255230125	WNT5B,GREM2,WNT7B
GO:MF	GO:0005198	structural molecule activity	1.0	False	1106	40	3	0.075	0.0027124773960217	KRT25,PNPLA1,CRYBA2
GO:MF	GO:0005212	structural constituent of eye lens	1.0	False	24	40	1	0.025	0.041666666666666664	CRYBA2
GO:MF	GO:0005215	transporter activity	1.0	False	1256	40	1	0.025	0.0007961783439490446	SLC3A1
GO:MF	GO:0005246	calcium channel regulator activity	1.0	False	54	40	1	0.025	0.018518518518518517	RASA3
GO:MF	GO:0005488	binding	1.0	False	18447	40	39	0.975	0.0021141649048625794	PCDH17,FSHR,SLC3A1,CTXN3,MYH1,DSC1,JAKMIP2,ANK2,CCDC146,RASA3,GPANK1,WNT5B,SMTNL2,IRF9,ASPHD2,PRR16,NR2F2,GREM2,GSG1L,ABLIM1,OR14J1,SYNPR,ATN1,LRFN2,PLEKHG5,CHAT,ST18,ARID3C,ALX4,KRT25,CRYBA2,OR6K2,WNT7B,SMOC2,DAPL1,MS4A3,SMYD1,HOXD10,NKX2-5
GO:MF	GO:0005501	retinoid binding	1.0	False	38	40	1	0.025	0.02631578947368421	NR2F2
GO:MF	GO:0005509	calcium ion binding	1.0	False	718	40	3	0.075	0.004178272980501393	PCDH17,DSC1,SMOC2
GO:MF	GO:0005515	protein binding	1.0	False	15082	40	35	0.875	0.0023206471290279805	PCDH17,FSHR,SLC3A1,CTXN3,MYH1,DSC1,JAKMIP2,ANK2,CCDC146,GPANK1,WNT5B,SMTNL2,IRF9,ASPHD2,PRR16,NR2F2,GREM2,GSG1L,ABLIM1,SYNPR,ATN1,LRFN2,PLEKHG5,CHAT,ARID3C,ALX4,KRT25,CRYBA2,WNT7B,SMOC2,DAPL1,MS4A3,SMYD1,HOXD10,NKX2-5
GO:MF	GO:0005516	calmodulin binding	1.0	False	208	40	1	0.025	0.004807692307692308	MYH1
GO:MF	GO:0005524	ATP binding	1.0	False	1504	40	1	0.025	0.0006648936170212766	MYH1
GO:BP	GO:0046546	development of primary male sexual characteristics	1.0	False	142	34	2	0.058823529411764705	0.014084507042253521	FSHR,ATN1
GO:BP	GO:0046578	regulation of Ras protein signal transduction	1.0	False	49	34	1	0.029411764705882353	0.02040816326530612	RASA3
GO:BP	GO:0046580	negative regulation of Ras protein signal transduction	1.0	False	25	34	1	0.029411764705882353	0.04	RASA3
GO:BP	GO:0046620	regulation of organ growth	1.0	False	87	34	1	0.029411764705882353	0.011494252873563218	NKX2-5
GO:BP	GO:0046631	alpha-beta T cell activation	1.0	False	196	34	1	0.029411764705882353	0.00510204081632653	DAPL1
GO:BP	GO:0048568	embryonic organ development	1.0	False	457	34	5	0.14705882352941177	0.010940919037199124	NR2F2,ALX4,WNT7B,HOXD10,NKX2-5
GO:BP	GO:0061458	reproductive system development	1.0	False	306	34	3	0.08823529411764706	0.00980392156862745	FSHR,NR2F2,ATN1
GO:BP	GO:0070555	response to interleukin-1	1.0	False	107	34	1	0.029411764705882353	0.009345794392523364	ST18
GO:BP	GO:0061436	establishment of skin barrier	1.0	False	36	34	2	0.058823529411764705	0.05555555555555555	DSC1,PNPLA1
REAC	REAC:R-HSA-1280215	Cytokine Signaling in Immune system	1.0	False	780	21	1	0.047619047619047616	0.001282051282051282	IRF9
REAC	REAC:R-HSA-418885	DCC mediated attractive signaling	1.0	False	13	21	1	0.047619047619047616	0.07692307692307693	ABLIM1
REAC	REAC:R-HSA-73887	Death Receptor Signaling	1.0	False	153	21	1	0.047619047619047616	0.006535947712418301	PLEKHG5
REAC	REAC:R-HSA-5619113	Defective SLC3A1 causes cystinuria (CSNU)	1.0	False	2	21	1	0.047619047619047616	0.5	SLC3A1
REAC	REAC:R-HSA-5660883	Defective SLC7A9 causes cystinuria (CSNU)	1.0	False	2	21	1	0.047619047619047616	0.5	SLC3A1
REAC	REAC:R-HSA-1266738	Developmental Biology	1.0	False	1394	21	7	0.3333333333333333	0.005021520803443328	DSC1,ANK2,NR2F2,ABLIM1,KRT25,SMYD1,NKX2-5
REAC	REAC:R-HSA-1643685	Disease	1.0	False	1848	21	1	0.047619047619047616	0.0005411255411255411	SLC3A1
REAC	REAC:R-HSA-5619115	Disorders of transmembrane transporters	1.0	False	173	21	1	0.047619047619047616	0.005780346820809248	SLC3A1
REAC	REAC:R-HSA-199977	ER to Golgi Anterograde Transport	1.0	False	156	21	1	0.047619047619047616	0.00641025641025641	ANK2
REAC	REAC:R-HSA-373080	Class B/2 (Secretin family receptors)	1.0	False	93	21	1	0.047619047619047616	0.010752688172043012	WNT7B
REAC	REAC:R-HSA-9752946	Expression and translocation of olfactory receptors	1.0	False	355	21	2	0.09523809523809523	0.005633802816901409	OR14J1,OR6K2
REAC	REAC:R-HSA-416482	G alpha (12/13) signalling events	1.0	False	80	21	1	0.047619047619047616	0.0125	PLEKHG5
REAC	REAC:R-HSA-418555	G alpha (s) signalling events	1.0	False	156	21	1	0.047619047619047616	0.00641025641025641	FSHR
KEGG	KEGG:05203	Viral carcinogenesis	1.0	False	202	21	1	0.047619047619047616	0.0049504950495049506	IRF9
KEGG	KEGG:05206	MicroRNAs in cancer	1.0	False	323	21	1	0.047619047619047616	0.0030959752321981426	HOXD10
KEGG	KEGG:05224	Breast cancer	1.0	False	148	21	2	0.09523809523809523	0.013513513513513514	WNT5B,WNT7B
KEGG	KEGG:05225	Hepatocellular carcinoma	1.0	False	169	21	2	0.09523809523809523	0.011834319526627219	WNT5B,WNT7B
KEGG	KEGG:05226	Gastric cancer	1.0	False	150	21	2	0.09523809523809523	0.013333333333333334	WNT5B,WNT7B
REAC	REAC:R-HSA-264642	Acetylcholine Neurotransmitter Release Cycle	1.0	False	16	21	1	0.047619047619047616	0.0625	CHAT
REAC	REAC:R-HSA-9843745	Adipogenesis	1.0	False	108	21	1	0.047619047619047616	0.009259259259259259	NR2F2
REAC	REAC:R-HSA-6809371	Formation of the cornified envelope	1.0	False	129	21	2	0.09523809523809523	0.015503875968992248	DSC1,KRT25
REAC	REAC:R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	1.0	False	328	21	1	0.047619047619047616	0.003048780487804878	FSHR
REAC	REAC:R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	1.0	False	76	21	1	0.047619047619047616	0.013157894736842105	PLEKHG5
REAC	REAC:R-HSA-5683057	MAPK family signaling cascades	1.0	False	310	21	1	0.047619047619047616	0.0032258064516129032	RASA3
REAC	REAC:R-HSA-112310	Neurotransmitter release cycle	1.0	False	50	21	1	0.047619047619047616	0.02	CHAT
REAC	REAC:R-HSA-6798695	Neutrophil degranulation	1.0	False	476	21	2	0.09523809523809523	0.004201680672268907	DSC1,MS4A3
REAC	REAC:R-HSA-381753	Olfactory Signaling Pathway	1.0	False	362	21	2	0.09523809523809523	0.0055248618784530384	OR14J1,OR6K2
REAC	REAC:R-HSA-4086400	PCP/CE pathway	1.0	False	92	21	1	0.047619047619047616	0.010869565217391304	WNT5B
REAC	REAC:R-HSA-1257604	PIP3 activates AKT signaling	1.0	False	257	21	1	0.047619047619047616	0.0038910505836575876	ATN1
REAC	REAC:R-HSA-6807070	PTEN Regulation	1.0	False	138	21	1	0.047619047619047616	0.007246376811594203	ATN1
REAC	REAC:R-HSA-388396	GPCR downstream signalling	1.0	False	622	21	2	0.09523809523809523	0.003215434083601286	FSHR,PLEKHG5
REAC	REAC:R-HSA-500792	GPCR ligand binding	1.0	False	460	21	2	0.09523809523809523	0.004347826086956522	FSHR,WNT7B
REAC	REAC:R-HSA-74160	Gene expression (Transcription)	1.0	False	1539	21	1	0.047619047619047616	0.000649772579597141	NKX2-5
REAC	REAC:R-HSA-212436	Generic Transcription Pathway	1.0	False	1231	21	1	0.047619047619047616	0.0008123476848090983	NKX2-5
REAC	REAC:R-HSA-1483206	Glycerophospholipid biosynthesis	1.0	False	128	21	1	0.047619047619047616	0.0078125	CHAT
REAC	REAC:R-HSA-375281	Hormone ligand-binding receptors	1.0	False	12	21	1	0.047619047619047616	0.08333333333333333	FSHR
REAC	REAC:R-HSA-168256	Immune System	1.0	False	2086	21	3	0.14285714285714285	0.0014381591562799617	DSC1,IRF9,MS4A3
REAC	REAC:R-HSA-168249	Innate Immune System	1.0	False	1102	21	2	0.09523809523809523	0.0018148820326678765	DSC1,MS4A3
REAC	REAC:R-HSA-445095	Interaction between L1 and Ankyrins	1.0	False	31	21	1	0.047619047619047616	0.03225806451612903	ANK2
REAC	REAC:R-HSA-913531	Interferon Signaling	1.0	False	263	21	1	0.047619047619047616	0.0038022813688212928	IRF9
REAC	REAC:R-HSA-909733	Interferon alpha/beta signaling	1.0	False	76	21	1	0.047619047619047616	0.013157894736842105	IRF9
REAC	REAC:R-HSA-877300	Interferon gamma signaling	1.0	False	91	21	1	0.047619047619047616	0.01098901098901099	IRF9
REAC	REAC:R-HSA-9006925	Intracellular signaling by second messengers	1.0	False	297	21	1	0.047619047619047616	0.003367003367003367	ATN1
REAC	REAC:R-HSA-6805567	Keratinization	1.0	False	216	21	2	0.09523809523809523	0.009259259259259259	DSC1,KRT25
REAC	REAC:R-HSA-373760	L1CAM interactions	1.0	False	119	21	1	0.047619047619047616	0.008403361344537815	ANK2
REAC	REAC:R-HSA-352230	Amino acid transport across the plasma membrane	1.0	False	32	21	1	0.047619047619047616	0.03125	SLC3A1
REAC	REAC:R-HSA-112316	Neuronal System	1.0	False	399	21	2	0.09523809523809523	0.005012531328320802	LRFN2,CHAT
REAC	REAC:R-HSA-446203	Asparagine N-linked glycosylation	1.0	False	307	21	1	0.047619047619047616	0.003257328990228013	ANK2
REAC	REAC:R-HSA-3858494	Beta-catenin independent WNT signaling	1.0	False	143	21	1	0.047619047619047616	0.006993006993006993	WNT5B
KEGG	KEGG:04625	C-type lectin receptor signaling pathway	1.0	False	105	21	1	0.047619047619047616	0.009523809523809525	IRF9
KEGG	KEGG:04630	JAK-STAT signaling pathway	1.0	False	163	21	1	0.047619047619047616	0.006134969325153374	IRF9
KEGG	KEGG:04725	Cholinergic synapse	1.0	False	115	21	1	0.047619047619047616	0.008695652173913044	CHAT
KEGG	KEGG:04740	Olfactory transduction	1.0	False	438	21	2	0.09523809523809523	0.0045662100456621	OR14J1,OR6K2
KEGG	KEGG:04814	Motor proteins	1.0	False	194	21	1	0.047619047619047616	0.005154639175257732	MYH1
KEGG	KEGG:04820	Cytoskeleton in muscle cells	1.0	False	233	21	2	0.09523809523809523	0.008583690987124463	MYH1,ANK2
KEGG	KEGG:04913	Ovarian steroidogenesis	1.0	False	52	21	1	0.047619047619047616	0.019230769230769232	FSHR
GO:BP	GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	1.0	False	20	34	1	0.029411764705882353	0.05	DAPL1
GO:BP	GO:2001186	negative regulation of CD8-positive, alpha-beta T cell activation	1.0	False	7	34	1	0.029411764705882353	0.14285714285714285	DAPL1
KEGG	KEGG:04621	NOD-like receptor signaling pathway	1.0	False	182	21	1	0.047619047619047616	0.005494505494505495	IRF9
GO:BP	GO:2001259	positive regulation of cation channel activity	1.0	False	28	34	1	0.029411764705882353	0.03571428571428571	ANK2
KEGG	KEGG:00310	Lysine degradation	1.0	False	63	21	1	0.047619047619047616	0.015873015873015872	SMYD1
KEGG	KEGG:00564	Glycerophospholipid metabolism	1.0	False	102	21	1	0.047619047619047616	0.00980392156862745	CHAT
KEGG	KEGG:01100	Metabolic pathways	1.0	False	1564	21	1	0.047619047619047616	0.0006393861892583121	SMYD1
KEGG	KEGG:04014	Ras signaling pathway	1.0	False	237	21	1	0.047619047619047616	0.004219409282700422	RASA3
KEGG	KEGG:04024	cAMP signaling pathway	1.0	False	223	21	1	0.047619047619047616	0.004484304932735426	FSHR
KEGG	KEGG:04080	Neuroactive ligand-receptor interaction	1.0	False	367	21	1	0.047619047619047616	0.0027247956403269754	FSHR
KEGG	KEGG:04081	Hormone signaling	1.0	False	217	21	1	0.047619047619047616	0.004608294930875576	FSHR
KEGG	KEGG:04082	Neuroactive ligand signaling	1.0	False	199	21	1	0.047619047619047616	0.005025125628140704	CHAT
KEGG	KEGG:04150	mTOR signaling pathway	1.0	False	156	21	2	0.09523809523809523	0.01282051282051282	WNT5B,WNT7B
KEGG	KEGG:00000	KEGG root term	1.0	False	8716	21	21	1.0	0.0024093620927030748	PCDH17,FSHR,SLC3A1,MYH1,DSC1,ANK2,RASA3,WNT5B,IRF9,GREM2,ABLIM1,OR14J1,ATN1,PLEKHG5,CHAT,KRT25,PNPLA1,OR6K2,WNT7B,SMYD1,HOXD10
KEGG	KEGG:04620	Toll-like receptor signaling pathway	1.0	False	107	21	1	0.047619047619047616	0.009345794392523364	IRF9
KEGG	KEGG:04550	Signaling pathways regulating pluripotency of stem cells	1.0	False	144	21	2	0.09523809523809523	0.013888888888888888	WNT5B,WNT7B
KEGG	KEGG:04517	IgSF CAM signaling	1.0	False	297	21	1	0.047619047619047616	0.003367003367003367	ANK2
REAC	REAC:R-HSA-6807878	COPI-mediated anterograde transport	1.0	False	102	21	1	0.047619047619047616	0.00980392156862745	ANK2
REAC	REAC:R-HSA-5576891	Cardiac conduction	1.0	False	130	21	1	0.047619047619047616	0.007692307692307693	NKX2-5
KEGG	KEGG:04915	Estrogen signaling pathway	1.0	False	138	21	1	0.047619047619047616	0.007246376811594203	KRT25
KEGG	KEGG:04916	Melanogenesis	1.0	False	101	21	2	0.09523809523809523	0.019801980198019802	WNT5B,WNT7B
KEGG	KEGG:04934	Cushing syndrome	1.0	False	152	21	2	0.09523809523809523	0.013157894736842105	WNT5B,WNT7B
KEGG	KEGG:04974	Protein digestion and absorption	1.0	False	103	21	1	0.047619047619047616	0.009708737864077669	SLC3A1
KEGG	KEGG:05010	Alzheimer disease	1.0	False	386	21	2	0.09523809523809523	0.0051813471502590676	WNT5B,WNT7B
KEGG	KEGG:05022	Pathways of neurodegeneration - multiple diseases	1.0	False	477	21	2	0.09523809523809523	0.0041928721174004195	WNT5B,WNT7B
KEGG	KEGG:05150	Staphylococcus aureus infection	1.0	False	87	21	1	0.047619047619047616	0.011494252873563218	KRT25
KEGG	KEGG:05160	Hepatitis C	1.0	False	156	21	1	0.047619047619047616	0.00641025641025641	IRF9
KEGG	KEGG:05162	Measles	1.0	False	136	21	1	0.047619047619047616	0.007352941176470588	IRF9
KEGG	KEGG:05164	Influenza A	1.0	False	169	21	1	0.047619047619047616	0.005917159763313609	IRF9
KEGG	KEGG:05165	Human papillomavirus infection	1.0	False	331	21	3	0.14285714285714285	0.00906344410876133	WNT5B,IRF9,WNT7B
KEGG	KEGG:05167	Kaposi sarcoma-associated herpesvirus infection	1.0	False	195	21	1	0.047619047619047616	0.005128205128205128	IRF9
KEGG	KEGG:05168	Herpes simplex virus 1 infection	1.0	False	177	21	1	0.047619047619047616	0.005649717514124294	IRF9
KEGG	KEGG:05169	Epstein-Barr virus infection	1.0	False	201	21	1	0.047619047619047616	0.004975124378109453	IRF9
KEGG	KEGG:05171	Coronavirus disease - COVID-19	1.0	False	234	21	1	0.047619047619047616	0.004273504273504274	IRF9
KEGG	KEGG:05200	Pathways in cancer	1.0	False	530	21	3	0.14285714285714285	0.005660377358490566	WNT5B,PLEKHG5,WNT7B
KEGG	KEGG:04360	Axon guidance	1.0	False	183	21	2	0.09523809523809523	0.01092896174863388	WNT5B,ABLIM1
KEGG	KEGG:04380	Osteoclast differentiation	1.0	False	133	21	1	0.047619047619047616	0.007518796992481203	IRF9
KEGG	KEGG:04390	Hippo signaling pathway	1.0	False	157	21	2	0.09523809523809523	0.012738853503184714	WNT5B,WNT7B
REAC	REAC:R-HSA-422475	Axon guidance	1.0	False	543	21	2	0.09523809523809523	0.003683241252302026	ANK2,ABLIM1
KEGG	KEGG:04217	Necroptosis	1.0	False	165	21	1	0.047619047619047616	0.006060606060606061	IRF9
REAC	REAC:R-HSA-373752	Netrin-1 signaling	1.0	False	43	21	1	0.047619047619047616	0.023255813953488372	ABLIM1
REAC	REAC:R-HSA-193648	NRAGE signals death through JNK	1.0	False	59	21	1	0.047619047619047616	0.01694915254237288	PLEKHG5
GO:MF	GO:0004888	transmembrane signaling receptor activity	1.0	False	1283	40	4	0.1	0.003117692907248636	FSHR,OR14J1,OR6K2,DAPL1
GO:MF	GO:0004930	G protein-coupled receptor activity	1.0	False	840	40	4	0.1	0.004761904761904762	FSHR,OR14J1,OR6K2,DAPL1
WP	WP:WP2848	Pluripotent stem cell differentiation pathway	1.0	False	48	19	1	0.05263157894736842	0.020833333333333332	WNT7B
WP	WP:WP2858	Ectoderm differentiation	1.0	False	141	19	1	0.05263157894736842	0.0070921985815602835	NR2F2
WP	WP:WP34	Ovarian infertility	1.0	False	39	19	1	0.05263157894736842	0.02564102564102564	FSHR
WP	WP:WP3888	VEGFA VEGFR2 signaling	1.0	False	430	19	1	0.05263157894736842	0.002325581395348837	DSC1
WP	WP:WP3931	Embryonic stem cell pluripotency pathways	1.0	False	117	19	2	0.10526315789473684	0.017094017094017096	WNT5B,WNT7B
WP	WP:WP399	Wnt signaling and pluripotency	1.0	False	100	19	2	0.10526315789473684	0.02	WNT5B,WNT7B
WP	WP:WP4149	White fat cell differentiation	1.0	False	32	19	1	0.05263157894736842	0.03125	NR2F2
GO:MF	GO:0004879	nuclear receptor activity	1.0	False	59	40	1	0.025	0.01694915254237288	NR2F2
WP	WP:WP4197	Interferon signaling in tuberculosis	1.0	False	23	19	1	0.05263157894736842	0.043478260869565216	IRF9
WP	WP:WP4223	Ras signaling	1.0	False	183	19	1	0.05263157894736842	0.00546448087431694	RASA3
WP	WP:WP4239	Epithelial to mesenchymal transition in colorectal cancer	1.0	False	161	19	2	0.10526315789473684	0.012422360248447204	WNT5B,WNT7B
WP	WP:WP4258	lncRNA in canonical Wnt signaling and colorectal cancer	1.0	False	97	19	2	0.10526315789473684	0.020618556701030927	WNT5B,WNT7B
WP	WP:WP4262	Breast cancer pathway	1.0	False	154	19	2	0.10526315789473684	0.012987012987012988	WNT5B,WNT7B
WP	WP:WP428	Wnt signaling	1.0	False	113	19	2	0.10526315789473684	0.017699115044247787	WNT5B,WNT7B
WP	WP:WP4336	ncRNAs in Wnt signaling in hepatocellular carcinoma	1.0	False	88	19	2	0.10526315789473684	0.022727272727272728	WNT5B,WNT7B
REAC	REAC:R-HSA-193704	p75 NTR receptor-mediated signalling	1.0	False	97	21	1	0.047619047619047616	0.010309278350515464	PLEKHG5
REAC	REAC:0000000	REACTOME root term	1.0	False	11056	21	21	1.0	0.0018994211287988423	FSHR,SLC3A1,DSC1,ANK2,RASA3,WNT5B,IRF9,NR2F2,GREM2,ABLIM1,OR14J1,ATN1,LRFN2,PLEKHG5,CHAT,KRT25,OR6K2,WNT7B,MS4A3,SMYD1,NKX2-5
WP	WP:000000	WIKIPATHWAYS	1.0	False	8899	19	19	1.0	0.002135071356332172	FSHR,SLC3A1,MYH1,DSC1,ANK2,RASA3,WNT5B,IRF9,NR2F2,ABLIM1,OR14J1,PLEKHG5,CHAT,ALX4,WNT7B,SMOC2,MS4A3,SMYD1,NKX2-5
WP	WP:WP422	MAPK cascade	1.0	False	33	19	1	0.05263157894736842	0.030303030303030304	RASA3
GO:MF	GO:0004806	triacylglycerol lipase activity	1.0	False	24	40	1	0.025	0.041666666666666664	PNPLA1
GO:MF	GO:0003824	catalytic activity	1.0	False	5753	40	5	0.125	0.0008691117677733357	MYH1,ASPHD2,CHAT,PNPLA1,SMYD1
GO:MF	GO:0003779	actin binding	1.0	False	447	40	2	0.05	0.0044742729306487695	MYH1,ABLIM1
WP	WP:WP706	Sudden infant death syndrome SIDS susceptibility pathways	1.0	False	159	19	1	0.05263157894736842	0.006289308176100629	CHAT
WP	WP:WP619	Type II interferon signaling	1.0	False	37	19	1	0.05263157894736842	0.02702702702702703	IRF9
WP	WP:WP585	Interferon type I signaling	1.0	False	54	19	1	0.05263157894736842	0.018518518518518517	IRF9
WP	WP:WP5603	Caffeine in myocytes	1.0	False	36	19	1	0.05263157894736842	0.027777777777777776	MYH1
WP	WP:WP5557	ANK2 pathway in epilepsy development	1.0	False	24	19	1	0.05263157894736842	0.041666666666666664	ANK2
WP	WP:WP550	Biogenic amine synthesis	1.0	False	14	19	1	0.05263157894736842	0.07142857142857142	CHAT
WP	WP:WP5461	Primary ovarian insufficiency	1.0	False	136	19	1	0.05263157894736842	0.007352941176470588	FSHR
WP	WP:WP5434	Cancer pathways	1.0	False	505	19	3	0.15789473684210525	0.005940594059405941	WNT5B,PLEKHG5,WNT7B
WP	WP:WP5417	Cell lineage map for neuronal differentiation	1.0	False	132	19	1	0.05263157894736842	0.007575757575757576	CHAT
WP	WP:WP5352	10q11 21q11 23 copy number variation syndrome	1.0	False	60	19	1	0.05263157894736842	0.016666666666666666	CHAT
WP	WP:WP5348	11p11 2 copy number variation syndrome 	1.0	False	56	19	1	0.05263157894736842	0.017857142857142856	ALX4
WP	WP:WP528	Acetylcholine synthesis	1.0	False	7	19	1	0.05263157894736842	0.14285714285714285	CHAT
WP	WP:WP5124	Alzheimer 39 s disease	1.0	False	260	19	2	0.10526315789473684	0.007692307692307693	WNT5B,WNT7B
GO:MF	GO:0003677	DNA binding	1.0	False	2540	40	8	0.2	0.0031496062992125984	IRF9,NR2F2,ST18,ARID3C,ALX4,SMYD1,HOXD10,NKX2-5
GO:MF	GO:0003682	chromatin binding	1.0	False	603	40	3	0.075	0.004975124378109453	ARID3C,HOXD10,NKX2-5
GO:MF	GO:0003690	double-stranded DNA binding	1.0	False	1584	40	6	0.15	0.003787878787878788	IRF9,NR2F2,ST18,ALX4,HOXD10,NKX2-5
GO:MF	GO:0003700	DNA-binding transcription factor activity	1.0	False	1395	40	7	0.175	0.005017921146953405	IRF9,NR2F2,ST18,ARID3C,ALX4,HOXD10,NKX2-5
GO:MF	GO:0003712	transcription coregulator activity	1.0	False	521	40	2	0.05	0.003838771593090211	ATN1,SMYD1
GO:MF	GO:0003713	transcription coactivator activity	1.0	False	282	40	1	0.025	0.0035460992907801418	ATN1
GO:MF	GO:0003714	transcription corepressor activity	1.0	False	203	40	2	0.05	0.009852216748768473	ATN1,SMYD1
GO:MF	GO:0003774	cytoskeletal motor activity	1.0	False	115	40	1	0.025	0.008695652173913044	MYH1
WP	WP:WP117	GPCRs other	1.0	False	95	19	1	0.05263157894736842	0.010526315789473684	FSHR
REAC	REAC:R-HSA-9675108	Nervous system development	1.0	False	568	21	2	0.09523809523809523	0.0035211267605633804	ANK2,ABLIM1
WP	WP:WP170	Nuclear receptors	1.0	False	38	19	1	0.05263157894736842	0.02631578947368421	NR2F2
WP	WP:WP2035	Follicle stimulating hormone FSH signaling	1.0	False	24	19	1	0.05263157894736842	0.041666666666666664	FSHR
REAC	REAC:R-HSA-597592	Post-translational protein modification	1.0	False	1453	21	1	0.047619047619047616	0.0006882312456985547	ANK2
REAC	REAC:R-HSA-6794362	Protein-protein interactions at synapses	1.0	False	86	21	1	0.047619047619047616	0.011627906976744186	LRFN2
REAC	REAC:R-HSA-5673001	RAF/MAP kinase cascade	1.0	False	266	21	1	0.047619047619047616	0.0037593984962406013	RASA3
REAC	REAC:R-HSA-9012999	RHO GTPase cycle	1.0	False	449	21	1	0.047619047619047616	0.0022271714922048997	PLEKHG5
REAC	REAC:R-HSA-8980692	RHOA GTPase cycle	1.0	False	149	21	1	0.047619047619047616	0.006711409395973154	PLEKHG5
REAC	REAC:R-HSA-73857	RNA Polymerase II Transcription	1.0	False	1352	21	1	0.047619047619047616	0.0007396449704142012	NKX2-5
REAC	REAC:R-HSA-9696273	RND1 GTPase cycle	1.0	False	42	21	1	0.047619047619047616	0.023809523809523808	PLEKHG5
REAC	REAC:R-HSA-9696264	RND3 GTPase cycle	1.0	False	42	21	1	0.047619047619047616	0.023809523809523808	PLEKHG5
REAC	REAC:R-HSA-8943724	Regulation of PTEN gene transcription	1.0	False	59	21	1	0.047619047619047616	0.01694915254237288	ATN1
REAC	REAC:R-HSA-5578768	Physiological factors	1.0	False	14	21	1	0.047619047619047616	0.07142857142857142	NKX2-5
REAC	REAC:R-HSA-5658442	Regulation of RAS by GAPs	1.0	False	67	21	1	0.047619047619047616	0.014925373134328358	RASA3
REAC	REAC:R-HSA-425407	SLC-mediated transmembrane transport	1.0	False	248	21	1	0.047619047619047616	0.004032258064516129	SLC3A1
REAC	REAC:R-HSA-9958863	SLC-mediated transport of amino acids	1.0	False	32	21	1	0.047619047619047616	0.03125	SLC3A1
REAC	REAC:R-HSA-9709957	Sensory Perception	1.0	False	576	21	2	0.09523809523809523	0.003472222222222222	OR14J1,OR6K2
REAC	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	1.0	False	271	21	1	0.047619047619047616	0.0036900369003690036	RASA3
REAC	REAC:R-HSA-199991	Membrane Trafficking	1.0	False	626	21	1	0.047619047619047616	0.001597444089456869	ANK2
REAC	REAC:R-HSA-1430728	Metabolism	1.0	False	2143	21	1	0.047619047619047616	0.0004666355576294914	CHAT
REAC	REAC:R-HSA-556833	Metabolism of lipids	1.0	False	747	21	1	0.047619047619047616	0.0013386880856760374	CHAT
REAC	REAC:R-HSA-392499	Metabolism of proteins	1.0	False	2066	21	1	0.047619047619047616	0.000484027105517909	ANK2
REAC	REAC:R-HSA-397014	Muscle contraction	1.0	False	203	21	1	0.047619047619047616	0.0049261083743842365	NKX2-5
REAC	REAC:R-HSA-5619102	SLC transporter disorders	1.0	False	95	21	1	0.047619047619047616	0.010526315789473684	SLC3A1
REAC	REAC:R-HSA-1483257	Phospholipid metabolism	1.0	False	211	21	1	0.047619047619047616	0.004739336492890996	CHAT
REAC	REAC:R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	1.0	False	14	21	1	0.047619047619047616	0.07142857142857142	NKX2-5
REAC	REAC:R-HSA-5653656	Vesicle-mediated transport	1.0	False	720	21	1	0.047619047619047616	0.001388888888888889	ANK2
WP	WP:WP2059	Alzheimer 39 s disease and miRNA effects	1.0	False	265	19	2	0.10526315789473684	0.007547169811320755	WNT5B,WNT7B
WP	WP:WP2113	Type III interferon signaling	1.0	False	10	19	1	0.05263157894736842	0.1	IRF9
