source	term_id	term_name	p_value_gprofiler	significant_gprofiler	term_size	query_size	intersection_size	precision	recall	representative_genes
GO:BP	GO:0120031	plasma membrane bounded cell projection assembly	1.0	False	602	34	2	0.058823529411764705	0.0033222591362126247	CCDC146,ABLIM1
GO:BP	GO:0150063	visual system development	1.0	False	422	34	3	0.08823529411764706	0.0071090047393364926	WNT5B,CRYBA2,WNT7B
GO:BP	GO:0035239	tube morphogenesis	1.0	False	877	34	4	0.11764705882352941	0.004561003420752566	NR2F2,WNT7B,SMOC2,NKX2-5
GO:BP	GO:0034654	nucleobase-containing compound biosynthetic process	1.0	False	7035	34	10	0.29411764705882354	0.0014214641080312722	IRF9,NR2F2,ATN1,ST18,ARID3C,ALX4,SMOC2,SMYD1,HOXD10,NKX2-5
GO:BP	GO:0035265	organ growth	1.0	False	160	34	1	0.029411764705882353	0.00625	NKX2-5
GO:CC	GO:0043232	intracellular membraneless organelle	1.0	False	7128	36	11	0.3055555555555556	0.0015432098765432098	MYH1,ANK2,CCDC146,IRF9,ABLIM1,ST18,ALX4,KRT25,PNPLA1,HOXD10,NKX2-5
GO:CC	GO:0043233	organelle lumen	1.0	False	6791	36	8	0.2222222222222222	0.0011780297452510676	WNT5B,IRF9,NR2F2,ATN1,ALX4,WNT7B,HOXD10,NKX2-5
GO:CC	GO:0043235	receptor complex	1.0	False	532	36	1	0.027777777777777776	0.0018796992481203006	FSHR
GO:CC	GO:0043292	contractile muscle fiber	1.0	False	250	36	2	0.05555555555555555	0.008	MYH1,ANK2
GO:CC	GO:0044291	cell-cell contact zone	1.0	False	73	36	2	0.05555555555555555	0.0273972602739726	MYH1,ANK2
GO:CC	GO:0045095	keratin filament	1.0	False	95	36	1	0.027777777777777776	0.010526315789473684	KRT25
GO:CC	GO:0045111	intermediate filament cytoskeleton	1.0	False	248	36	1	0.027777777777777776	0.004032258064516129	KRT25
GO:CC	GO:0045121	membrane raft	1.0	False	289	36	1	0.027777777777777776	0.0034602076124567475	ARID3C
GO:CC	GO:0045177	apical part of cell	1.0	False	510	36	2	0.05555555555555555	0.00392156862745098	SLC3A1,ANK2
GO:CC	GO:0043231	intracellular membrane-bounded organelle	1.0	False	14817	36	20	0.5555555555555556	0.0013498009043666059	SLC3A1,DSC1,JAKMIP2,ANK2,WNT5B,IRF9,NR2F2,SYNPR,ATN1,PLEKHG5,CHAT,ST18,ARID3C,ALX4,WNT7B,DAPL1,MS4A3,SMYD1,HOXD10,NKX2-5
GO:CC	GO:0045178	basal part of cell	1.0	False	309	36	1	0.027777777777777776	0.003236245954692557	ANK2
GO:CC	GO:0048471	perinuclear region of cytoplasm	1.0	False	719	36	3	0.08333333333333333	0.004172461752433936	ATN1,PLEKHG5,MS4A3
GO:CC	GO:0055037	recycling endosome	1.0	False	209	36	1	0.027777777777777776	0.004784688995215311	ANK2
GO:CC	GO:0035579	specific granule membrane	1.0	False	90	36	1	0.027777777777777776	0.011111111111111112	MS4A3
GO:CC	GO:0035770	ribonucleoprotein granule	1.0	False	773	36	2	0.05555555555555555	0.00258732212160414	MYH1,HOXD10
GO:CC	GO:0036064	ciliary basal body	1.0	False	338	36	1	0.027777777777777776	0.0029585798816568047	CCDC146
GO:CC	GO:0036126	sperm flagellum	1.0	False	220	36	1	0.027777777777777776	0.004545454545454545	CCDC146
GO:CC	GO:0036464	cytoplasmic ribonucleoprotein granule	1.0	False	264	36	2	0.05555555555555555	0.007575757575757576	MYH1,HOXD10
GO:CC	GO:0042383	sarcolemma	1.0	False	135	36	1	0.027777777777777776	0.007407407407407408	ANK2
GO:CC	GO:0042581	specific granule	1.0	False	158	36	1	0.027777777777777776	0.006329113924050633	MS4A3
GO:CC	GO:0045202	synapse	1.0	False	1608	36	6	0.16666666666666666	0.0037313432835820895	PCDH17,ANK2,GSG1L,SYNPR,LRFN2,CHAT
GO:CC	GO:0043230	extracellular organelle	1.0	False	2142	36	5	0.1388888888888889	0.002334267040149393	SLC3A1,DSC1,WNT5B,KRT25,WNT7B
GO:CC	GO:0098562	cytoplasmic side of membrane	1.0	False	206	36	1	0.027777777777777776	0.0048543689320388345	RASA3
GO:CC	GO:0098552	side of membrane	1.0	False	731	36	1	0.027777777777777776	0.0013679890560875513	RASA3
GO:CC	GO:0098982	GABA-ergic synapse	1.0	False	105	36	1	0.027777777777777776	0.009523809523809525	PCDH17
GO:CC	GO:0098984	neuron to neuron synapse	1.0	False	387	36	2	0.05555555555555555	0.00516795865633075	GSG1L,LRFN2
GO:CC	GO:0099080	supramolecular complex	1.0	False	1938	36	4	0.1111111111111111	0.0020639834881320948	MYH1,ANK2,KRT25,HOXD10
GO:CC	GO:0099081	supramolecular polymer	1.0	False	1051	36	3	0.08333333333333333	0.0028544243577545195	MYH1,ANK2,KRT25
GO:CC	GO:0099501	exocytic vesicle membrane	1.0	False	137	36	1	0.027777777777777776	0.0072992700729927005	SYNPR
GO:CC	GO:0099503	secretory vesicle	1.0	False	1084	36	3	0.08333333333333333	0.0027675276752767526	DSC1,SYNPR,MS4A3
GO:CC	GO:0099512	supramolecular fiber	1.0	False	1051	36	3	0.08333333333333333	0.0028544243577545195	MYH1,ANK2,KRT25
GO:CC	GO:0065010	extracellular membrane-bounded organelle	1.0	False	2142	36	5	0.1388888888888889	0.002334267040149393	SLC3A1,DSC1,WNT5B,KRT25,WNT7B
GO:CC	GO:0070013	intracellular organelle lumen	1.0	False	6791	36	8	0.2222222222222222	0.0011780297452510676	WNT5B,IRF9,NR2F2,ATN1,ALX4,WNT7B,HOXD10,NKX2-5
GO:CC	GO:0070062	extracellular exosome	1.0	False	2111	36	5	0.1388888888888889	0.0023685457129322598	SLC3A1,DSC1,WNT5B,KRT25,WNT7B
GO:CC	GO:0070161	anchoring junction	1.0	False	911	36	5	0.1388888888888889	0.005488474204171241	MYH1,DSC1,ANK2,ATN1,PLEKHG5
GO:CC	GO:0070382	exocytic vesicle	1.0	False	235	36	1	0.027777777777777776	0.00425531914893617	SYNPR
GO:CC	GO:0070721	ISGF3 complex	1.0	False	3	36	1	0.027777777777777776	0.3333333333333333	IRF9
GO:CC	GO:0070820	tertiary granule	1.0	False	163	36	1	0.027777777777777776	0.006134969325153374	DSC1
GO:CC	GO:0071944	cell periphery	1.0	False	6263	36	15	0.4166666666666667	0.0023950183618074404	PCDH17,FSHR,SLC3A1,DSC1,ANK2,RASA3,WNT5B,GSG1L,OR14J1,LRFN2,PLEKHG5,OR6K2,WNT7B,SMOC2,MS4A3
GO:CC	GO:0090575	RNA polymerase II transcription regulator complex	1.0	False	256	36	2	0.05555555555555555	0.0078125	IRF9,NKX2-5
GO:CC	GO:0097014	ciliary plasm	1.0	False	190	36	1	0.027777777777777776	0.005263157894736842	CCDC146
GO:CC	GO:0097060	synaptic membrane	1.0	False	426	36	4	0.1111111111111111	0.009389671361502348	PCDH17,ANK2,GSG1L,LRFN2
GO:CC	GO:0097517	contractile actin filament bundle	1.0	False	83	36	1	0.027777777777777776	0.012048192771084338	ABLIM1
GO:CC	GO:0097708	intracellular vesicle	1.0	False	2556	36	7	0.19444444444444445	0.0027386541471048514	DSC1,ANK2,WNT5B,SYNPR,PLEKHG5,WNT7B,MS4A3
GO:CC	GO:0097729	9+2 motile cilium	1.0	False	236	36	1	0.027777777777777776	0.00423728813559322	CCDC146
GO:CC	GO:0042641	actomyosin	1.0	False	90	36	1	0.027777777777777776	0.011111111111111112	ABLIM1
GO:CC	GO:0098978	glutamatergic synapse	1.0	False	548	36	2	0.05555555555555555	0.0036496350364963502	PCDH17,GSG1L
GO:CC	GO:0042734	presynaptic membrane	1.0	False	168	36	1	0.027777777777777776	0.005952380952380952	PCDH17
GO:CC	GO:0043005	neuron projection	1.0	False	1321	36	4	0.1111111111111111	0.003028009084027252	ANK2,SYNPR,PLEKHG5,CHAT
GO:CC	GO:0030315	T-tubule	1.0	False	49	36	1	0.027777777777777776	0.02040816326530612	ANK2
GO:CC	GO:0030424	axon	1.0	False	633	36	1	0.027777777777777776	0.001579778830963665	PLEKHG5
GO:CC	GO:0030496	midbody	1.0	False	208	36	1	0.027777777777777776	0.004807692307692308	CCDC146
GO:CC	GO:0030658	transport vesicle membrane	1.0	False	249	36	1	0.027777777777777776	0.004016064257028112	SYNPR
GO:CC	GO:0030659	cytoplasmic vesicle membrane	1.0	False	1257	36	5	0.1388888888888889	0.003977724741447892	DSC1,WNT5B,SYNPR,WNT7B,MS4A3
GO:CC	GO:0030666	endocytic vesicle membrane	1.0	False	205	36	2	0.05555555555555555	0.00975609756097561	WNT5B,WNT7B
GO:CC	GO:0030667	secretory granule membrane	1.0	False	321	36	2	0.05555555555555555	0.006230529595015576	DSC1,MS4A3
GO:CC	GO:0030672	synaptic vesicle membrane	1.0	False	137	36	1	0.027777777777777776	0.0072992700729927005	SYNPR
GO:CC	GO:0031012	extracellular matrix	1.0	False	339	36	1	0.027777777777777776	0.0029498525073746312	SMOC2
GO:CC	GO:0030312	external encapsulating structure	1.0	False	340	36	1	0.027777777777777776	0.0029411764705882353	SMOC2
GO:CC	GO:0031090	organelle membrane	1.0	False	3868	36	6	0.16666666666666666	0.0015511892450879006	SLC3A1,DSC1,WNT5B,SYNPR,WNT7B,MS4A3
GO:CC	GO:0014069	postsynaptic density	1.0	False	337	36	2	0.05555555555555555	0.005934718100890208	GSG1L,LRFN2
GO:CC	GO:0015629	actin cytoskeleton	1.0	False	537	36	2	0.05555555555555555	0.0037243947858473	MYH1,ABLIM1
GO:CC	GO:0015630	microtubule cytoskeleton	1.0	False	1526	36	1	0.027777777777777776	0.000655307994757536	CCDC146
GO:CC	GO:0016020	membrane	1.0	False	9975	36	20	0.5555555555555556	0.0020050125313283208	PCDH17,FSHR,SLC3A1,CTXN3,DSC1,ANK2,RASA3,WNT5B,ASPHD2,GSG1L,OR14J1,SYNPR,LRFN2,PLEKHG5,ARID3C,PNPLA1,OR6K2,WNT7B,DAPL1,MS4A3
GO:CC	GO:0016323	basolateral plasma membrane	1.0	False	259	36	1	0.027777777777777776	0.003861003861003861	ANK2
GO:CC	GO:0016324	apical plasma membrane	1.0	False	416	36	2	0.05555555555555555	0.004807692307692308	SLC3A1,ANK2
GO:CC	GO:0016363	nuclear matrix	1.0	False	129	36	1	0.027777777777777776	0.007751937984496124	ATN1
GO:CC	GO:0016459	myosin complex	1.0	False	58	36	1	0.027777777777777776	0.017241379310344827	MYH1
GO:CC	GO:0016460	myosin II complex	1.0	False	27	36	1	0.027777777777777776	0.037037037037037035	MYH1
GO:CC	GO:0012506	vesicle membrane	1.0	False	1276	36	5	0.1388888888888889	0.003918495297805642	DSC1,WNT5B,SYNPR,WNT7B,MS4A3
GO:CC	GO:0030141	secretory granule	1.0	False	906	36	2	0.05555555555555555	0.002207505518763797	DSC1,MS4A3
GO:CC	GO:0030139	endocytic vesicle	1.0	False	355	36	3	0.08333333333333333	0.008450704225352112	WNT5B,PLEKHG5,WNT7B
GO:CC	GO:0030133	transport vesicle	1.0	False	437	36	1	0.027777777777777776	0.002288329519450801	SYNPR
GO:CC	GO:0043034	costamere	1.0	False	16	36	1	0.027777777777777776	0.0625	ANK2
GO:CC	GO:0043226	organelle	1.0	False	16993	36	27	0.75	0.0015888895427528982	SLC3A1,MYH1,DSC1,JAKMIP2,ANK2,CCDC146,WNT5B,IRF9,NR2F2,GSG1L,ABLIM1,SYNPR,ATN1,LRFN2,PLEKHG5,CHAT,ST18,ARID3C,ALX4,KRT25,PNPLA1,WNT7B,DAPL1,MS4A3,SMYD1,HOXD10,NKX2-5
GO:CC	GO:0043227	membrane-bounded organelle	1.0	False	15879	36	22	0.6111111111111112	0.0013854776749165564	SLC3A1,DSC1,JAKMIP2,ANK2,CCDC146,WNT5B,IRF9,NR2F2,SYNPR,ATN1,PLEKHG5,CHAT,ST18,ARID3C,ALX4,KRT25,WNT7B,DAPL1,MS4A3,SMYD1,HOXD10,NKX2-5
GO:CC	GO:0043228	membraneless organelle	1.0	False	7128	36	11	0.3055555555555556	0.0015432098765432098	MYH1,ANK2,CCDC146,IRF9,ABLIM1,ST18,ALX4,KRT25,PNPLA1,HOXD10,NKX2-5
GO:CC	GO:0043229	intracellular organelle	1.0	False	16204	36	25	0.6944444444444444	0.0015428289311281164	SLC3A1,MYH1,DSC1,JAKMIP2,ANK2,CCDC146,WNT5B,IRF9,NR2F2,ABLIM1,SYNPR,ATN1,PLEKHG5,CHAT,ST18,ARID3C,ALX4,KRT25,PNPLA1,WNT7B,DAPL1,MS4A3,SMYD1,HOXD10,NKX2-5
GO:CC	GO:0031252	cell leading edge	1.0	False	423	36	2	0.05555555555555555	0.004728132387706856	ABLIM1,PLEKHG5
GO:CC	GO:0031253	cell projection membrane	1.0	False	356	36	1	0.027777777777777776	0.0028089887640449437	SLC3A1
GO:CC	GO:0031410	cytoplasmic vesicle	1.0	False	2548	36	7	0.19444444444444445	0.0027472527472527475	DSC1,ANK2,WNT5B,SYNPR,PLEKHG5,WNT7B,MS4A3
GO:CC	GO:0031430	M band	1.0	False	28	36	1	0.027777777777777776	0.03571428571428571	ANK2
GO:CC	GO:0031514	motile cilium	1.0	False	324	36	1	0.027777777777777776	0.0030864197530864196	CCDC146
GO:CC	GO:0031526	brush border membrane	1.0	False	58	36	1	0.027777777777777776	0.017241379310344827	SLC3A1
GO:CC	GO:0031674	I band	1.0	False	149	36	1	0.027777777777777776	0.006711409395973154	ANK2
GO:CC	GO:0031974	membrane-enclosed lumen	1.0	False	6791	36	8	0.2222222222222222	0.0011780297452510676	WNT5B,IRF9,NR2F2,ATN1,ALX4,WNT7B,HOXD10,NKX2-5
GO:CC	GO:0031981	nuclear lumen	1.0	False	5622	36	6	0.16666666666666666	0.0010672358591248667	IRF9,NR2F2,ATN1,ALX4,HOXD10,NKX2-5
GO:CC	GO:0031982	vesicle	1.0	False	4032	36	9	0.25	0.002232142857142857	SLC3A1,DSC1,ANK2,WNT5B,SYNPR,PLEKHG5,KRT25,WNT7B,MS4A3
GO:CC	GO:0032279	asymmetric synapse	1.0	False	352	36	2	0.05555555555555555	0.005681818181818182	GSG1L,LRFN2
GO:CC	GO:0032432	actin filament bundle	1.0	False	91	36	1	0.027777777777777776	0.01098901098901099	ABLIM1
GO:CC	GO:0032982	myosin filament	1.0	False	24	36	1	0.027777777777777776	0.041666666666666664	MYH1
GO:CC	GO:0032991	protein-containing complex	1.0	False	7979	36	7	0.19444444444444445	0.0008773029201654342	FSHR,MYH1,IRF9,ST18,ALX4,HOXD10,NKX2-5
GO:CC	GO:0032993	protein-DNA complex	1.0	False	240	36	2	0.05555555555555555	0.008333333333333333	ST18,NKX2-5
GO:CC	GO:0030057	desmosome	1.0	False	30	36	1	0.027777777777777776	0.03333333333333333	DSC1
GO:CC	GO:0042995	cell projection	1.0	False	2566	36	7	0.19444444444444445	0.0027279812938425566	SLC3A1,ANK2,CCDC146,ABLIM1,SYNPR,PLEKHG5,CHAT
GO:CC	GO:0017053	transcription repressor complex	1.0	False	79	36	1	0.027777777777777776	0.012658227848101266	HOXD10
GO:CC	GO:0098862	cluster of actin-based cell projections	1.0	False	169	36	1	0.027777777777777776	0.005917159763313609	SLC3A1
GO:CC	GO:0098839	postsynaptic density membrane	1.0	False	117	36	2	0.05555555555555555	0.017094017094017096	GSG1L,LRFN2
GO:BP	GO:0003158	endothelium development	1.0	False	134	34	1	0.029411764705882353	0.007462686567164179	NR2F2
GO:BP	GO:0003161	cardiac conduction system development	1.0	False	37	34	1	0.029411764705882353	0.02702702702702703	NKX2-5
GO:BP	GO:0003162	atrioventricular node development	1.0	False	9	34	1	0.029411764705882353	0.1111111111111111	NKX2-5
GO:BP	GO:0002009	morphogenesis of an epithelium	1.0	False	501	34	5	0.14705882352941177	0.00998003992015968	DSC1,WNT5B,KRT25,WNT7B,NKX2-5
GO:BP	GO:0002027	regulation of heart rate	1.0	False	102	34	1	0.029411764705882353	0.00980392156862745	ANK2
GO:BP	GO:0002028	regulation of sodium ion transport	1.0	False	68	34	1	0.029411764705882353	0.014705882352941176	NKX2-5
GO:BP	GO:0002062	chondrocyte differentiation	1.0	False	121	34	1	0.029411764705882353	0.008264462809917356	WNT5B
GO:BP	GO:0002064	epithelial cell development	1.0	False	214	34	2	0.058823529411764705	0.009345794392523364	WNT5B,WNT7B
GO:BP	GO:0002090	regulation of receptor internalization	1.0	False	70	34	1	0.029411764705882353	0.014285714285714285	GSG1L
GO:BP	GO:0003151	outflow tract morphogenesis	1.0	False	79	34	1	0.029411764705882353	0.012658227848101266	NKX2-5
GO:BP	GO:0002160	desmosome maintenance	1.0	False	2	34	1	0.029411764705882353	0.5	DSC1
GO:BP	GO:0002520	immune system development	1.0	False	205	34	1	0.029411764705882353	0.004878048780487805	NKX2-5
GO:BP	GO:0002521	leukocyte differentiation	1.0	False	628	34	1	0.029411764705882353	0.0015923566878980893	ARID3C
GO:BP	GO:0002573	myeloid leukocyte differentiation	1.0	False	244	34	1	0.029411764705882353	0.004098360655737705	ARID3C
GO:BP	GO:0002682	regulation of immune system process	1.0	False	1594	34	1	0.029411764705882353	0.0006273525721455458	DAPL1
GO:BP	GO:0002683	negative regulation of immune system process	1.0	False	522	34	1	0.029411764705882353	0.0019157088122605363	DAPL1
GO:BP	GO:0002694	regulation of leukocyte activation	1.0	False	572	34	1	0.029411764705882353	0.0017482517482517483	DAPL1
GO:BP	GO:0002695	negative regulation of leukocyte activation	1.0	False	191	34	1	0.029411764705882353	0.005235602094240838	DAPL1
GO:BP	GO:0001764	neuron migration	1.0	False	192	34	1	0.029411764705882353	0.005208333333333333	NR2F2
GO:BP	GO:0001775	cell activation	1.0	False	1123	34	2	0.058823529411764705	0.0017809439002671415	RASA3,DAPL1
GO:BP	GO:0002376	immune system process	1.0	False	2913	34	3	0.08823529411764706	0.0010298661174047373	IRF9,DAPL1,NKX2-5
GO:BP	GO:0003148	outflow tract septum morphogenesis	1.0	False	26	34	1	0.029411764705882353	0.038461538461538464	NKX2-5
GO:BP	GO:0003143	embryonic heart tube morphogenesis	1.0	False	71	34	1	0.029411764705882353	0.014084507042253521	NKX2-5
GO:BP	GO:0003084	positive regulation of systemic arterial blood pressure	1.0	False	14	34	1	0.029411764705882353	0.07142857142857142	NR2F2
GO:BP	GO:0003168	Purkinje myocyte differentiation	1.0	False	1	34	1	0.029411764705882353	1.0	NKX2-5
GO:BP	GO:0003170	heart valve development	1.0	False	77	34	1	0.029411764705882353	0.012987012987012988	NKX2-5
GO:BP	GO:0003176	aortic valve development	1.0	False	45	34	1	0.029411764705882353	0.022222222222222223	NKX2-5
GO:BP	GO:0003179	heart valve morphogenesis	1.0	False	63	34	1	0.029411764705882353	0.015873015873015872	NKX2-5
GO:BP	GO:0003180	aortic valve morphogenesis	1.0	False	39	34	1	0.029411764705882353	0.02564102564102564	NKX2-5
GO:BP	GO:0003205	cardiac chamber development	1.0	False	171	34	2	0.058823529411764705	0.011695906432748537	ANK2,NKX2-5
GO:BP	GO:0003206	cardiac chamber morphogenesis	1.0	False	127	34	1	0.029411764705882353	0.007874015748031496	NKX2-5
GO:BP	GO:0003207	cardiac chamber formation	1.0	False	12	34	1	0.029411764705882353	0.08333333333333333	NKX2-5
GO:BP	GO:0003208	cardiac ventricle morphogenesis	1.0	False	71	34	1	0.029411764705882353	0.014084507042253521	NKX2-5
GO:BP	GO:0003209	cardiac atrium morphogenesis	1.0	False	28	34	1	0.029411764705882353	0.03571428571428571	NKX2-5
GO:BP	GO:0003211	cardiac ventricle formation	1.0	False	8	34	1	0.029411764705882353	0.125	NKX2-5
GO:BP	GO:0003215	cardiac right ventricle morphogenesis	1.0	False	19	34	1	0.029411764705882353	0.05263157894736842	NKX2-5
GO:BP	GO:0003221	right ventricular cardiac muscle tissue morphogenesis	1.0	False	3	34	1	0.029411764705882353	0.3333333333333333	NKX2-5
GO:BP	GO:0002934	desmosome organization	1.0	False	14	34	1	0.029411764705882353	0.07142857142857142	DSC1
GO:BP	GO:0003006	developmental process involved in reproduction	1.0	False	1024	34	4	0.11764705882352941	0.00390625	FSHR,CCDC146,NR2F2,ATN1
GO:BP	GO:0003007	heart morphogenesis	1.0	False	263	34	1	0.029411764705882353	0.0038022813688212928	NKX2-5
GO:BP	GO:0003008	system process	1.0	False	2290	34	10	0.29411764705882354	0.004366812227074236	MYH1,ANK2,NR2F2,ABLIM1,OR14J1,CRYBA2,OR6K2,DAPL1,HOXD10,NKX2-5
GO:BP	GO:0003012	muscle system process	1.0	False	428	34	3	0.08823529411764706	0.007009345794392523	MYH1,ANK2,NKX2-5
GO:BP	GO:0003013	circulatory system process	1.0	False	595	34	3	0.08823529411764706	0.005042016806722689	ANK2,NR2F2,NKX2-5
GO:BP	GO:0003015	heart process	1.0	False	251	34	2	0.058823529411764705	0.00796812749003984	ANK2,NKX2-5
GO:BP	GO:0003073	regulation of systemic arterial blood pressure	1.0	False	93	34	1	0.029411764705882353	0.010752688172043012	NR2F2
GO:BP	GO:0001822	kidney development	1.0	False	320	34	1	0.029411764705882353	0.003125	WNT7B
GO:CC	GO:0098857	membrane microdomain	1.0	False	291	36	1	0.027777777777777776	0.003436426116838488	ARID3C
GO:BP	GO:0001890	placenta development	1.0	False	147	34	2	0.058823529411764705	0.013605442176870748	NR2F2,WNT7B
GO:BP	GO:0001893	maternal placenta development	1.0	False	34	34	1	0.029411764705882353	0.029411764705882353	NR2F2
GO:CC	GO:0099513	polymeric cytoskeletal fiber	1.0	False	813	36	1	0.027777777777777776	0.0012300123001230013	KRT25
GO:CC	GO:0099572	postsynaptic specialization	1.0	False	370	36	2	0.05555555555555555	0.005405405405405406	GSG1L,LRFN2
GO:CC	GO:0099634	postsynaptic specialization membrane	1.0	False	143	36	2	0.05555555555555555	0.013986013986013986	GSG1L,LRFN2
GO:CC	GO:0101002	ficolin-1-rich granule	1.0	False	184	36	1	0.027777777777777776	0.005434782608695652	DSC1
GO:CC	GO:0101003	ficolin-1-rich granule membrane	1.0	False	60	36	1	0.027777777777777776	0.016666666666666666	DSC1
GO:CC	GO:0110165	cellular anatomical structure	1.0	False	21660	36	36	1.0	0.0016620498614958448	PCDH17,FSHR,SLC3A1,CTXN3,MYH1,DSC1,JAKMIP2,ANK2,CCDC146,RASA3,WNT5B,IRF9,ASPHD2,NR2F2,GREM2,GSG1L,ABLIM1,OR14J1,SYNPR,ATN1,LRFN2,PLEKHG5,CHAT,ST18,ARID3C,ALX4,KRT25,PNPLA1,OR6K2,WNT7B,SMOC2,DAPL1,MS4A3,SMYD1,HOXD10,NKX2-5
GO:CC	GO:0120025	plasma membrane bounded cell projection	1.0	False	2449	36	7	0.19444444444444445	0.0028583095140873828	SLC3A1,ANK2,CCDC146,ABLIM1,SYNPR,PLEKHG5,CHAT
GO:CC	GO:0120212	sperm head-tail coupling apparatus	1.0	False	17	36	1	0.027777777777777776	0.058823529411764705	CCDC146
GO:CC	GO:0140513	nuclear protein-containing complex	1.0	False	2725	36	2	0.05555555555555555	0.0007339449541284404	IRF9,NKX2-5
GO:BP	GO:0001708	cell fate specification	1.0	False	114	34	1	0.029411764705882353	0.008771929824561403	HOXD10
GO:CC	GO:1903561	extracellular vesicle	1.0	False	2141	36	5	0.1388888888888889	0.002335357309668379	SLC3A1,DSC1,WNT5B,KRT25,WNT7B
GO:BP	GO:0000101	sulfur amino acid transport	1.0	False	12	34	1	0.029411764705882353	0.08333333333333333	SLC3A1
GO:BP	GO:0000122	negative regulation of transcription by RNA polymerase II	1.0	False	933	34	3	0.08823529411764706	0.003215434083601286	NR2F2,ATN1,NKX2-5
GO:BP	GO:0000165	MAPK cascade	1.0	False	749	34	2	0.058823529411764705	0.0026702269692923898	FSHR,WNT7B
GO:BP	GO:0000226	microtubule cytoskeleton organization	1.0	False	681	34	1	0.029411764705882353	0.0014684287812041115	CCDC146
GO:CC	GO:0098588	bounding membrane of organelle	1.0	False	2268	36	6	0.16666666666666666	0.0026455026455026454	SLC3A1,DSC1,WNT5B,SYNPR,WNT7B,MS4A3
GO:CC	GO:0098590	plasma membrane region	1.0	False	1303	36	5	0.1388888888888889	0.003837298541826554	PCDH17,SLC3A1,ANK2,GSG1L,LRFN2
GO:CC	GO:0098685	Schaffer collateral - CA1 synapse	1.0	False	96	36	2	0.05555555555555555	0.020833333333333332	GSG1L,LRFN2
GO:CC	GO:0098793	presynapse	1.0	False	610	36	3	0.08333333333333333	0.004918032786885246	PCDH17,SYNPR,LRFN2
GO:CC	GO:0098794	postsynapse	1.0	False	737	36	4	0.1111111111111111	0.005427408412483039	PCDH17,ANK2,GSG1L,LRFN2
GO:BP	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	1.0	False	70	34	1	0.029411764705882353	0.014285714285714285	NR2F2
GO:BP	GO:0001701	in utero embryonic development	1.0	False	405	34	2	0.058823529411764705	0.0049382716049382715	NR2F2,WNT7B
GO:BP	GO:0001656	metanephros development	1.0	False	92	34	1	0.029411764705882353	0.010869565217391304	WNT7B
GO:BP	GO:0001654	eye development	1.0	False	418	34	3	0.08823529411764706	0.007177033492822967	WNT5B,CRYBA2,WNT7B
GO:BP	GO:0001906	cell killing	1.0	False	217	34	1	0.029411764705882353	0.004608294930875576	ATN1
GO:BP	GO:0001932	regulation of protein phosphorylation	1.0	False	504	34	1	0.029411764705882353	0.001984126984126984	NR2F2
GO:BP	GO:0001933	negative regulation of protein phosphorylation	1.0	False	148	34	1	0.029411764705882353	0.006756756756756757	NR2F2
GO:BP	GO:0001935	endothelial cell proliferation	1.0	False	154	34	1	0.029411764705882353	0.006493506493506494	NR2F2
GO:BP	GO:0001936	regulation of endothelial cell proliferation	1.0	False	130	34	1	0.029411764705882353	0.007692307692307693	NR2F2
GO:BP	GO:0001937	negative regulation of endothelial cell proliferation	1.0	False	42	34	1	0.029411764705882353	0.023809523809523808	NR2F2
GO:BP	GO:0001944	vasculature development	1.0	False	758	34	4	0.11764705882352941	0.005277044854881266	NR2F2,WNT7B,SMOC2,NKX2-5
GO:BP	GO:0001945	lymph vessel development	1.0	False	31	34	1	0.029411764705882353	0.03225806451612903	NR2F2
GO:BP	GO:0001947	heart looping	1.0	False	65	34	1	0.029411764705882353	0.015384615384615385	NKX2-5
GO:BP	GO:0000278	mitotic cell cycle	1.0	False	893	34	1	0.029411764705882353	0.0011198208286674132	SMOC2
GO:BP	GO:0000902	cell morphogenesis	1.0	False	998	34	2	0.058823529411764705	0.002004008016032064	CCDC146,WNT7B
GO:BP	GO:0001501	skeletal system development	1.0	False	538	34	4	0.11764705882352941	0.007434944237918215	WNT5B,ALX4,WNT7B,HOXD10
GO:BP	GO:0001503	ossification	1.0	False	424	34	1	0.029411764705882353	0.0023584905660377358	WNT7B
GO:BP	GO:0001508	action potential	1.0	False	170	34	1	0.029411764705882353	0.0058823529411764705	ANK2
GO:BP	GO:0001525	angiogenesis	1.0	False	546	34	1	0.029411764705882353	0.0018315018315018315	SMOC2
GO:BP	GO:0001539	cilium or flagellum-dependent cell motility	1.0	False	220	34	1	0.029411764705882353	0.004545454545454545	CCDC146
GO:BP	GO:0001541	ovarian follicle development	1.0	False	60	34	1	0.029411764705882353	0.016666666666666666	FSHR
GO:BP	GO:0001568	blood vessel development	1.0	False	727	34	4	0.11764705882352941	0.005502063273727648	NR2F2,WNT7B,SMOC2,NKX2-5
GO:BP	GO:0001570	vasculogenesis	1.0	False	81	34	2	0.058823529411764705	0.024691358024691357	WNT7B,NKX2-5
GO:BP	GO:0001578	microtubule bundle formation	1.0	False	136	34	1	0.029411764705882353	0.007352941176470588	CCDC146
GO:BP	GO:0001649	osteoblast differentiation	1.0	False	236	34	1	0.029411764705882353	0.00423728813559322	WNT7B
GO:BP	GO:0001892	embryonic placenta development	1.0	False	86	34	2	0.058823529411764705	0.023255813953488372	NR2F2,WNT7B
