cluster_name	acc_2-cell_mean	acc_2-cell_max	acc_4-cell_mean	acc_4-cell_max	acc_8-cell_mean	acc_8-cell_max	acc_morula_mean	acc_morula_max	n_overlapping_peaks	meth_2_cell	meth_4_cell	meth_8_cell	meth_morula	meth_blastocyst	basin_residual_rank	observed_minus_strict_pred_delta_beta	latent_residual_delta_beta	module_id	curvature	is_inverted_u	is_u_shape
cluster_3362	0.07250288952380951	1.153682458	0.06314191257142857	1.613887759	0.243564746952381	2.058516456	0.1430032778095238	1.897721177	21	0.03258249264396805	0.0	0.05335090133131748	0.011363636363636364	0.015384615384615384	124	-0.03280365298782545	0.006995009743539482	M02	0.0460082439886601	False	True
cluster_3369	0.08992633460869565	1.153682458	0.10441779717391307	1.948518654	0.2633398278695653	2.058516456	0.089100799173913	1.897721177	23	0.004545454545454545	0.0	0.0	0.0	0.0	126	-0.006036556963289056	0.006783646329348574	M02	0.0	False	False
cluster_3416	-0.04381668500000003	1.153682458	0.2227825406666667	1.948518654	0.36264830293333333	2.058516456	0.2683839703666667	1.897721177	30	0.025	0.008	0.07777777777777778	0.3333333333333333	0.0	133	0.27012407512241216	0.005170349768371103	M02	-0.5888888888888889	True	False
cluster_3519	-0.08293553019999997	1.6777589569999998	0.41746383679999993	2.08988015	0.4376009891999999	2.086599617	0.39122289480000016	1.897721177	35	0.3836506200567865	0.3472186134140639	0.5114529343630538	0.33035714285714285	0.4519896640826874	45	-0.10638923526560973	-0.039615500939224814	M01	0.3027283127314556	False	True
cluster_3660	-0.8890914325	-0.164021837	0.39728135200000003	0.593319232	0.31557065900000014	1.7093219730000002	0.484922303	0.626428667	2	0.06245039682539681	0.12933333333333333	0.15838624338624338	0.0	0.0	55	-0.13847841401744884	-0.02673350276848525	M04	0.1583862433862433	False	False
cluster_3684	-0.8890914325	-0.164021837	0.39728135200000003	0.593319232	0.31557065900000014	1.7093219730000002	0.484922303	0.626428667	2	0.026785714285714284	0.016	0.08222222222222222	0.0	0.0	47	-0.0536562606326222	0.03303168106417983	M02	0.0822222222222222	False	False
cluster_3762	-0.06837947800000005	0.581708558	-0.36141573150000006	-0.325108041	0.66953017	0.921169739	1.187335796	1.784644317	2	0.1875	0.0443982683982684	0.10224867724867727	0.7	0.061904761904761914	58	0.5439085813126973	0.02547921617054224	M07	-1.2358465608465607	True	False
cluster_3766	0.40031353475000003	1.238928339	-0.03344061950000002	0.398866718	-0.01775794550000001	0.921169739	0.21895191824999993	1.784644317	4	0.025924695459579185	0.03435810810810811	0.04868682515741339	0.25	0.0	86	0.1794102994003202	0.014498148323204797	M14	-0.4513131748425867	True	False
cluster_3928	0.050446049499999986	1.405837802	0.18061427854545453	1.527291799	-0.0010535126363636412	1.765145687	0.12186487150000004	1.909859433	22	0.41063007397855145	0.14344155844155845	0.44150102002003705	0.3830492424242424	0.11592442645074225	97	0.021943778166184147	-0.012049750118880712	M01	-0.2086730383777056	False	False
cluster_3967	0.03532250975999998	1.405837802	0.11391822659999999	1.527291799	0.10382353027999992	1.765145687	0.42663683551999987	1.909859433	25	0.07871858885595145	0.02979259319064587	0.062031764478545325	0.0	0.04107142857142857	88	-0.05461503045642654	0.013740044568184008	M06	0.1031031930499738	False	True
cluster_3978	-0.0062536676153846504	1.405837802	0.2085497850384615	1.792194403	0.10615753126923069	1.765145687	0.3446764003846154	1.909859433	26	0.07777777777777778	0.02609523809523809	0.0069135802469135815	0.05555555555555555	0.0	127	0.013020327140761815	-0.0066719968616041035	M06	-0.10419753086419747	True	False
cluster_4026	-0.04392048277419357	1.405837802	0.3057414920967742	1.792194403	0.17698381564516127	1.765145687	0.18648647845161287	1.976177952	31	0.9	0.89	0.3733333333333333	1.0	0.28	17	0.3758244911517803	0.08347397901705353	M03	-1.346666666666667	True	False
cluster_4028	-0.05621693868750002	1.405837802	0.2908296550625	1.792194403	0.2123912016875	1.765145687	0.20518743871874998	1.976177952	32	0.0	0.0443956043956044	0.0206927575348628	0.0	0.057142857142857134	134	-0.02169084965124858	0.0049639717947311075	M02	0.0778356146777199	False	True
