particle_id	stage	rna_stage	dna_sample_id	rna_sample_name	A	Hm	P	Hr	A_raw	Hm_raw	P_raw	Hr_raw	stage_order
MII_oocyte:0034	MII oocyte	oocyte	GSM2481589	Oocyte #2(RPKM)	0.3350114344962799	0.0267864859382672	0.3301224893014873	0.7095020837447127	0.1302082502885626	0.0044630586925992	0.363529979196631	7.476926477091045	0
MII_oocyte:0035	MII oocyte	oocyte	GSM2481589	Oocyte #3(RPKM)	0.3350114344962799	0.0267864859382672	0.3606560991269658	0.7099377008908028	0.1302082502885626	0.0044630586925992	0.3806348162504794	7.479714966370953	0
MII_oocyte:0036	MII oocyte	oocyte	GSM2481590	Oocyte #1(RPKM)	0.612078179095216	0.0343961340166347	0.3163801439601027	0.694639604700115	0.2378952493356835	0.0049908582968719	0.3558315583696919	7.381788202896162	0
MII_oocyte:0037	MII oocyte	oocyte	GSM2481590	Oocyte #2(RPKM)	0.612078179095216	0.0343961340166347	0.3301224893014873	0.7095020837447127	0.2378952493356835	0.0049908582968719	0.363529979196631	7.476926477091045	0
MII_oocyte:0038	MII oocyte	oocyte	GSM2481590	Oocyte #3(RPKM)	0.612078179095216	0.0343961340166347	0.3606560991269658	0.7099377008908028	0.2378952493356835	0.0049908582968719	0.3806348162504794	7.479714966370953	0
MII_oocyte:0039	MII oocyte	oocyte	GSM2481591	Oocyte #1(RPKM)	0.4211309447818788	0.0337050657773372	0.3163801439601027	0.694639604700115	0.163680154812825	0.0049429263111256	0.3558315583696919	7.381788202896162	0
MII_oocyte:0040	MII oocyte	oocyte	GSM2481591	Oocyte #2(RPKM)	0.4211309447818788	0.0337050657773372	0.3301224893014873	0.7095020837447127	0.163680154812825	0.0049429263111256	0.363529979196631	7.476926477091045	0
MII_oocyte:0041	MII oocyte	oocyte	GSM2481591	Oocyte #3(RPKM)	0.4211309447818788	0.0337050657773372	0.3606560991269658	0.7099377008908028	0.163680154812825	0.0049429263111256	0.3806348162504794	7.479714966370953	0
MII_oocyte:0042	MII oocyte	oocyte	GSM2481614	Oocyte #1(RPKM)	0.1286839483567645	0.0540024668665989	0.3163801439601027	0.694639604700115	0.0500153428522575	0.0063507391498206	0.3558315583696919	7.381788202896162	0
MII_oocyte:0043	MII oocyte	oocyte	GSM2481614	Oocyte #2(RPKM)	0.1286839483567645	0.0540024668665989	0.3301224893014873	0.7095020837447127	0.0500153428522575	0.0063507391498206	0.363529979196631	7.476926477091045	0
MII_oocyte:0044	MII oocyte	oocyte	GSM2481614	Oocyte #3(RPKM)	0.1286839483567645	0.0540024668665989	0.3606560991269658	0.7099377008908028	0.0500153428522575	0.0063507391498206	0.3806348162504794	7.479714966370953	0
MII_oocyte:0045	MII oocyte	oocyte	GSM2481615	Oocyte #1(RPKM)	0.3701138971005529	0.1031829843907846	0.3163801439601027	0.694639604700115	0.1438514569552079	0.0097618637405862	0.3558315583696919	7.381788202896162	0
MII_oocyte:0046	MII oocyte	oocyte	GSM2481615	Oocyte #2(RPKM)	0.3701138971005529	0.1031829843907846	0.3301224893014873	0.7095020837447127	0.1438514569552079	0.0097618637405862	0.363529979196631	7.476926477091045	0
MII_oocyte:0047	MII oocyte	oocyte	GSM2481615	Oocyte #3(RPKM)	0.3701138971005529	0.1031829843907846	0.3606560991269658	0.7099377008908028	0.1438514569552079	0.0097618637405862	0.3806348162504794	7.479714966370953	0
MII_oocyte:0048	MII oocyte	oocyte	GSM2986307	Oocyte #1(RPKM)	0.9927197627548612	1.0	0.3163801439601027	0.694639604700115	0.3858384819895536	0.0719644335662738	0.3558315583696919	7.381788202896162	0
MII_oocyte:0049	MII oocyte	oocyte	GSM2986307	Oocyte #2(RPKM)	0.9927197627548612	1.0	0.3301224893014873	0.7095020837447127	0.3858384819895536	0.0719644335662738	0.363529979196631	7.476926477091045	0
MII_oocyte:0050	MII oocyte	oocyte	GSM2986307	Oocyte #3(RPKM)	0.9927197627548612	1.0	0.3606560991269658	0.7099377008908028	0.3858384819895536	0.0719644335662738	0.3806348162504794	7.479714966370953	0
MII_oocyte:0051	MII oocyte	oocyte	GSM2986308	Oocyte #1(RPKM)	0.3187131909101892	0.044296552245062	0.3163801439601027	0.694639604700115	0.1238736432823494	0.0056775440370381	0.3558315583696919	7.381788202896162	0
MII_oocyte:0052	MII oocyte	oocyte	GSM2986308	Oocyte #2(RPKM)	0.3187131909101892	0.044296552245062	0.3301224893014873	0.7095020837447127	0.1238736432823494	0.0056775440370381	0.363529979196631	7.476926477091045	0
MII_oocyte:0053	MII oocyte	oocyte	GSM2986308	Oocyte #3(RPKM)	0.3187131909101892	0.044296552245062	0.3606560991269658	0.7099377008908028	0.1238736432823494	0.0056775440370381	0.3806348162504794	7.479714966370953	0
MII_oocyte:0054	MII oocyte	oocyte	GSM2986309	Oocyte #1(RPKM)	0.3361490867756348	0.0831797413089224	0.3163801439601027	0.694639604700115	0.1306504194131906	0.0083744534853353	0.3558315583696919	7.381788202896162	0
MII_oocyte:0055	MII oocyte	oocyte	GSM2986309	Oocyte #2(RPKM)	0.3361490867756348	0.0831797413089224	0.3301224893014873	0.7095020837447127	0.1306504194131906	0.0083744534853353	0.363529979196631	7.476926477091045	0
MII_oocyte:0056	MII oocyte	oocyte	GSM2986309	Oocyte #3(RPKM)	0.3361490867756348	0.0831797413089224	0.3606560991269658	0.7099377008908028	0.1306504194131906	0.0083744534853353	0.3806348162504794	7.479714966370953	0
MII_oocyte:0057	MII oocyte	oocyte	GSM2986310	Oocyte #1(RPKM)	0.2501072080482072	0.1026328346762606	0.3163801439601027	0.694639604700115	0.0972086877974195	0.0097237057602662	0.3558315583696919	7.381788202896162	0
MII_oocyte:0058	MII oocyte	oocyte	GSM2986310	Oocyte #2(RPKM)	0.2501072080482072	0.1026328346762606	0.3301224893014873	0.7095020837447127	0.0972086877974195	0.0097237057602662	0.363529979196631	7.476926477091045	0
