cluster_name	cluster_7072	cluster_2190	cluster_5659	cluster_6087	cluster_4373	cluster_4364	cluster_5928	cluster_3275	cluster_3660	cluster_5977	cluster_5608	cluster_6960	cluster_5656	cluster_2324	cluster_6262	cluster_1688	cluster_4899	cluster_5336	cluster_3227	cluster_2365	cluster_5002	cluster_5923	cluster_2743	cluster_652	cluster_2910	cluster_6498	cluster_1007	cluster_6163	cluster_5215	cluster_1715	cluster_6406	cluster_125	cluster_883	cluster_7504	cluster_7683	cluster_1333	cluster_3348	cluster_6400	cluster_4593	cluster_483	cluster_5064	cluster_6655	cluster_4532	cluster_1387	cluster_4420	cluster_7612	cluster_293	cluster_4551	cluster_1257	cluster_6020	cluster_3967	cluster_3928	cluster_4064	cluster_6275	cluster_6518	cluster_123	cluster_5760	cluster_2126	cluster_950	cluster_1851	cluster_23	cluster_2004	cluster_6532	cluster_6171	cluster_3362	cluster_5400	cluster_1564	cluster_1742	cluster_1586	cluster_2832	cluster_5447	cluster_242	cluster_6871	cluster_4028	cluster_618	cluster_5307	cluster_126	cluster_4907	cluster_3336	cluster_4084	cluster_2727	cluster_6114	cluster_4404	cluster_5679	cluster_6651	cluster_3369	cluster_1921	cluster_5024	cluster_916	cluster_3123	cluster_1607	cluster_3519	cluster_4889	cluster_7052	cluster_915	cluster_1806	cluster_1718	cluster_1406	cluster_5020	cluster_386	cluster_3303	cluster_3416	cluster_6410	cluster_5599	cluster_587	cluster_3133	cluster_4920	cluster_3766	cluster_643	cluster_3978	cluster_1922	cluster_2355	cluster_3762	cluster_1758	cluster_2776	cluster_7000	cluster_1764	cluster_7042	cluster_1523	cluster_7095	cluster_832	cluster_4538	cluster_634	cluster_1556	cluster_5966	cluster_2637	cluster_7425	cluster_4909	cluster_4897	cluster_6442	cluster_543	cluster_4141	cluster_1976	cluster_6143	cluster_4605	cluster_67	cluster_6495	cluster_900	cluster_1126	cluster_5678	cluster_840	cluster_4449	cluster_3684	cluster_6975	cluster_5516	cluster_315	cluster_5661	cluster_6892	cluster_2623	cluster_7341	cluster_4026	cluster_6604	cluster_4904	cluster_5252	cluster_5240	cluster_5580
cluster_5608	0.0	0.0	0.0	0.0	0.0	-0.7173017024786015	0.0	0.0	0.0	-0.8080746637414626	13.624964696992446	0.0	0.0	0.0	0.0	0.0	-0.7889786009873115	0.0	0.0	0.0	0.0	0.0	0.0	-0.7296641732569794	0.0	-0.6721290978649228	-0.7521350492621975	0.0	0.0	0.0	0.0	0.0	0.0	-0.7442954357156948	0.0	0.0	0.0	-0.7766472687442667	0.0	0.0	0.0	0.0	0.0	-0.649502957272833	-0.7705951667792614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6778011185681649	0.0	0.0	0.0	-0.7085982824543552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7180054110115436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7300807273012206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.621216085283311	-0.7496627858874697	0.0	0.0	0.0	0.0	-0.6812514461489074	0.0	-0.6857576544702916	0.0	0.0	0.0	0.0	-0.643267069763651	0.0
cluster_6960	-0.739110091469486	0.0	0.0	-0.7436282921962232	-0.7938500542094347	0.0	0.0	0.0	0.0	0.0	0.0	8.674210347133421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6714039117623413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7520057715817836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7250537577679164	0.0	0.0	0.0	0.0	0.0	-0.6992130864193037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7658076214566794	0.0	-0.7306995451824686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6292697347324672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7130854457924753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7110830345628424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cluster_5656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.765578227094654	0.0	-0.6578733131071014	0.0	0.0	0.0	-0.7617711589759322	-0.6576627582407654	0.0	0.0	-0.7995255952483545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6914213535371673	0.0	0.0	-0.7226626290731417	-0.7761905652358706	0.0	0.0	0.0	0.0	-0.7702721975505169	0.0	0.0	0.0	0.0	0.0	0.0	-0.7283443966787825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.708792997433782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.704046455197238	0.0	0.0	-0.738665140446422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6156007041047328	-0.6949306237317406	0.0	0.0	0.0	0.0	-0.7378183385331054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cluster_2324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.933961091681673	0.0	-0.6704810084230933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7537893185326324	-0.6994246749635603	0.0	-0.6782699899547782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6784515875287753	0.0	0.0	0.0	0.0	0.0	0.0	-0.7223770764153448	0.0	0.0	-0.6791761500806259	0.0	-0.6803068966124112	0.0	0.0	-0.6735906226308199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6980937665396326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cluster_6262	0.0	0.0	0.0	0.0	-0.6444767913563753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6578733131071014	0.0	6.670050979700768	0.0	0.0	0.0	0.0	-0.6362373232898589	0.0	0.0	-0.6861138446529343	0.0	0.0	0.0	0.0	0.0	-0.6585227855061906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6503043543160858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6871854446408133	0.0	-0.7675428739477029	0.0	0.0	0.0	-0.635016567716606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6467776811670995	0.0	0.0	0.0	0.0
cluster_1688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6704810084230933	0.0	9.869632379243741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7685549654653787	-0.774390352801766	0.0	-0.7917077594591063	0.0	-0.7657441265981517	0.0	0.0	0.0	-0.7410516935290373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8080514519255699	0.0	0.0	-0.8022268355085457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7436583777404691	0.0	-0.7617765862430947	0.0	0.0	0.0	-0.7311039447138938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7499226589126116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7609626179230231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cluster_4899	0.0	0.0	-0.6219770569009861	0.0	0.0	-0.7592622957938784	-0.7093789963165466	0.0	-0.7146665645697667	-0.7553478343286611	-0.7889786009873115	0.0	0.0	0.0	0.0	0.0	21.5237917365812	-0.7154127376489394	0.0	0.0	0.0	-0.7237469354798571	0.0	-0.8045463759967758	-0.7367665034402554	-0.6446176966521688	-0.7832717511075663	0.0	-0.7302827569415671	0.0	0.0	0.0	0.0	-0.7652881147808596	0.0	0.0	0.0	-0.7946057105702121	0.0	-0.6620811245060935	0.0	0.0	0.0	0.0	-0.7791707640457466	-0.768784928123741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6931637351908739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7218012674313737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.560186345253757	0.0	0.0	-0.8202621803863166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7084428643302858	0.0	0.0	-0.6642620474410554	-0.6642338397685227	0.0	-0.6933581770802694	-0.6564978573182111	0.0	-0.7359271121883517	0.0	0.0	0.0	-0.689524101166367	0.0	0.0	0.0	0.0	-0.6579454608348794	0.0
cluster_5336	0.0	-0.6666739839307017	-0.6274687012700803	0.0	0.0	0.0	-0.7576115451313137	-0.67676423177292	-0.8089301303889994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7154127376489394	13.327070465615979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7142874356765843	-0.7435924150507633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7366962623385096	0.0	0.0	-0.6575376817220231	0.0	0.0	0.0	0.0	-0.7369368589082976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7004110666698056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7764932603527482	0.0	0.0	0.0	-0.6236549663989158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5917692013449063	-0.7407969597279215	0.0	0.0	-0.6434717416272707	0.0	0.0	0.0	-0.743504271707611	-0.6650570139476677	0.0	0.0
cluster_3227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7617711589759322	0.0	0.0	0.0	0.0	0.0	8.415696985524782	0.0	0.0	0.0	-0.7646551761599518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6826915341154453	0.0	0.0	-0.6803446759869358	-0.689052010909327	0.0	0.0	0.0	0.0	-0.7145454712064162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7053924062915623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7076112280547835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6196498729671288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.59094610116035	0.0	-0.7528581173317632	0.0	0.0	0.0	0.0	-0.7461792323651855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cluster_2365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6576627582407654	0.0	-0.6362373232898589	0.0	0.0	0.0	0.0	8.038943140852096	0.0	0.0	-0.6880469345163907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6699546980328132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6674852834890858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6662820299177461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6887563249660553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7509842072039999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6748438530656702	-0.6586908992372991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6625092291351083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.617489599757303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cluster_5002	-0.6590388146178932	0.0	0.0	-0.656837081810024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4903432262315395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.61593004742429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.692086636002781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7202158660374413	0.0	0.0	-0.6856252627591966	0.0	0.0	0.0	0.0	-0.7331360580221092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6843975101289733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6941326666709908	0.0	0.0	0.0	0.0	0.0	-0.6728639486893253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.676079334068514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cluster_5923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6558233627772604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7237469354798571	0.0	0.0	0.0	0.0	12.867625520776603	0.0	-0.7526991904764309	-0.7771095006033195	0.0	-0.743755116408342	0.0	-0.7216166361971753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7576827396077165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6857864788066547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.733765884650993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.698779691671578	0.0	0.0	0.0	0.0	0.0	-0.714763879481299	0.0	0.0	-0.7443197450994136	0.0	0.0	0.0	0.0	0.0	0.0	-0.711848245072129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6747931856151359	0.0	-0.7268472827496212	0.0	-0.696499392154395	0.0	0.0	0.0	0.0	0.0	0.0	-0.6743144891573782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6734737647679034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cluster_2743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7995255952483545	0.0	-0.6861138446529343	0.0	0.0	0.0	-0.7646551761599518	-0.6880469345163907	0.0	0.0	8.681553599767096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7020604403737548	-0.7638568316023308	0.0	0.0	0.0	0.0	-0.762286692673973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.702290545305286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7609689398215306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6749155643481661	-0.6767300252305476	0.0	0.0	0.0	0.0	-0.7001030098338754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cluster_652	0.0	0.0	0.0	0.0	0.0	0.0	-0.700929639953814	0.0	0.0	0.0	-0.7296641732569794	0.0	0.0	0.0	0.0	0.0	-0.8045463759967758	0.0	0.0	0.0	0.0	-0.7526991904764309	0.0	16.168368144240215	-0.7351137996758815	0.0	-0.7291152500638516	0.0	0.0	0.0	0.0	0.0	0.0	-0.7416529121159092	0.0	0.0	0.0	-0.7301741688646869	0.0	0.0	0.0	0.0	0.0	0.0	-0.749944639733317	-0.7997462132795786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6397451434627671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6096277071444869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6563967019327964	0.0	-0.6480862951862222	0.0	-0.7726805708008958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.702218944370315	0.0	0.0	0.0	0.0	-0.6524860733443744	0.0	0.0	-0.6780628747358101	-0.6699316030601177	-0.6192538255504664	-0.7323167933246579	0.0	0.0	-0.6054008799081922	-0.7085743680018882	0.0	0.0	0.0	0.0	0.0	0.0
cluster_2910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6606813668410718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7367665034402554	0.0	0.0	0.0	0.0	-0.7771095006033195	0.0	-0.7351137996758815	12.04626020297729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7230081132539161	0.0	0.0	0.0	0.0	-0.7253238749887645	0.0	0.0	-0.7149603019028619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7854592595394396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5954761074332151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7663010617439551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.665610796343103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7399473728717759	0.0	-0.752125878352691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6322995779450966	0.0	0.0	0.0	-0.7506485664521113	0.0	0.0	0.0	-0.6771710750922392	0.0	0.0	0.0	-0.6082570464975923	0.0	0.0
cluster_6498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6721290978649228	0.0	0.0	0.0	0.0	0.0	-0.6446176966521688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4870934178104225	-0.7285252386638302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.636578424984039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6886039423623082	0.0	0.0	0.0	0.0	-0.7410576482455669	0.0	0.0	0.0	0.0	-0.6173220024843332	-0.6333886842915115	0.0	0.0	0.0	0.0	-0.7619952390280794	0.0	0.0	0.0	0.0	-0.6414480093377365	0.0	-0.7214274338959257	0.0
cluster_1007	0.0	0.0	0.0	0.0	0.0	-0.7615622436982082	0.0	0.0	0.0	-0.7208808637833215	-0.7521350492621975	0.0	0.0	0.0	0.0	0.0	-0.7832717511075663	-0.7142874356765843	0.0	0.0	0.0	-0.743755116408342	0.0	-0.7291152500638516	0.0	-0.7285252386638302	17.330640351144815	-0.6831326222375133	-0.7183575007188108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6987639519673157	-0.7308831078893663	0.0	0.0	0.0	0.0	0.0	-0.7020616805343667	-0.7402664195839617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7092052500758096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.654271153573615	0.0	-0.7774000383273849	0.0	-0.7176411739924113	0.0	0.0	0.0	0.0	0.0	-0.7250856458503634	0.0	0.0	-0.7646427026151691	0.0	0.0	0.0	0.0	-0.6710523992355466	0.0	0.0	0.0	0.0	0.0	-0.7046230393485835	0.0	0.0	0.0	0.0	-0.7191945794997261	0.0	-0.6805261370309685	0.0
