particle_id	stage	A	Hm	P	Hr	to_stage	vA	vHm	vP	vHr
MII_oocyte:0045	MII oocyte	0.3701138971005529	0.1031829843907846	0.3163801439601027	0.694639604700115	zygote/PN	0.04048706310181366	0.016264609626094717	0.08166546165883376	0.001159347032032465
MII_oocyte:0046	MII oocyte	0.3701138971005529	0.1031829843907846	0.3301224893014873	0.7095020837447127	zygote/PN	0.04048706310181366	0.016264609626094703	0.06792010805940446	-0.013693419833557208
MII_oocyte:0047	MII oocyte	0.3701138971005529	0.1031829843907846	0.3606560991269658	0.7099377008908028	zygote/PN	0.04048706310181377	0.016264609626094773	0.037407804784466314	-0.01415461385534833
MII_oocyte:0048	MII oocyte	0.9927197627548612	1.0	0.3163801439601027	0.694639604700115	zygote/PN	-0.17127892536551925	-0.7241868381579395	0.08166546165883376	0.001159347032032354
MII_oocyte:0049	MII oocyte	0.9927197627548612	1.0	0.3301224893014873	0.7095020837447127	zygote/PN	-0.17127892536551925	-0.7241868381579395	0.0679201080594044	-0.013693419833557208
MII_oocyte:0050	MII oocyte	0.9927197627548612	1.0	0.3606560991269658	0.7099377008908028	zygote/PN	-0.17127892536551925	-0.7241868381579395	0.037407804784466314	-0.01415461385534833
MII_oocyte:0051	MII oocyte	0.3187131909101892	0.044296552245062	0.3163801439601027	0.694639604700115	zygote/PN	0.002007670679480822	0.05101216621587784	0.08166546165883387	0.001159347032032465
MII_oocyte:0052	MII oocyte	0.3187131909101892	0.044296552245062	0.3301224893014873	0.7095020837447127	zygote/PN	0.002007670679480822	0.05101216621587787	0.0679201080594044	-0.013693419833557097
MII_oocyte:0053	MII oocyte	0.3187131909101892	0.044296552245062	0.3606560991269658	0.7099377008908028	zygote/PN	0.002007670679481044	0.05101216621587791	0.03740780478446637	-0.014154613855348108
MII_oocyte:0054	MII oocyte	0.3361490867756348	0.0831797413089224	0.3163801439601027	0.694639604700115	zygote/PN	0.012487065417276566	0.020826366159508627	0.08166546165883382	0.001159347032032354
MII_oocyte:0055	MII oocyte	0.3361490867756348	0.0831797413089224	0.3301224893014873	0.7095020837447127	zygote/PN	0.012487065417276677	0.020826366159508627	0.06792010805940446	-0.013693419833557097
MII_oocyte:0056	MII oocyte	0.3361490867756348	0.0831797413089224	0.3606560991269658	0.7099377008908028	zygote/PN	0.012487065417276677	0.020826366159508614	0.037407804784466314	-0.01415461385534833
MII_oocyte:0057	MII oocyte	0.2501072080482072	0.1026328346762606	0.3163801439601027	0.694639604700115	zygote/PN	0.015416514810941084	-0.013861934813763091	0.08166546165883382	0.001159347032032243
MII_oocyte:0058	MII oocyte	0.2501072080482072	0.1026328346762606	0.3301224893014873	0.7095020837447127	zygote/PN	0.015416514810941029	-0.013861934813763091	0.0679201080594044	-0.013693419833557208
MII_oocyte:0059	MII oocyte	0.2501072080482072	0.1026328346762606	0.3606560991269658	0.7099377008908028	zygote/PN	0.015416514810941084	-0.013861934813763077	0.037407804784466425	-0.014154613855348441
MII_oocyte:0060	MII oocyte	0.3849225000748891	0.0898568425663232	0.3163801439601027	0.694639604700115	zygote/PN	0.052980369769080715	0.03447543578991452	0.08166546165883393	0.001159347032032465
MII_oocyte:0061	MII oocyte	0.3849225000748891	0.0898568425663232	0.3301224893014873	0.7095020837447127	zygote/PN	0.05298036976908066	0.03447543578991452	0.0679201080594044	-0.013693419833557208
MII_oocyte:0062	MII oocyte	0.3849225000748891	0.0898568425663232	0.3606560991269658	0.7099377008908028	zygote/PN	0.052980369769080715	0.03447543578991455	0.0374078047844662	-0.01415461385534833
MII_oocyte:0063	MII oocyte	0.3560284512084204	0.0951456779962719	0.3163801439601027	0.694639604700115	zygote/PN	0.026661469816607664	0.01729956468256852	0.08166546165883387	0.001159347032032354
MII_oocyte:0064	MII oocyte	0.3560284512084204	0.0951456779962719	0.3301224893014873	0.7095020837447127	zygote/PN	0.026661469816607553	0.017299564682568505	0.06792010805940435	-0.013693419833557097
MII_oocyte:0065	MII oocyte	0.3560284512084204	0.0951456779962719	0.3606560991269658	0.7099377008908028	zygote/PN	0.026661469816607608	0.01729956468256852	0.03740780478446626	-0.01415461385534833
MII_oocyte:0066	MII oocyte	0.3830983373995418	0.0931629696264019	0.3163801439601027	0.694639604700115	zygote/PN	0.05171403787850498	0.030798898749558504	0.08166546165883382	0.001159347032032465
MII_oocyte:0067	MII oocyte	0.3830983373995418	0.0931629696264019	0.3301224893014873	0.7095020837447127	zygote/PN	0.05171403787850504	0.030798898749558476	0.06792010805940446	-0.013693419833556986
MII_oocyte:0068	MII oocyte	0.3830983373995418	0.0931629696264019	0.3606560991269658	0.7099377008908028	zygote/PN	0.051714037878504926	0.030798898749558448	0.03740780478446626	-0.014154613855348441
MII_oocyte:0069	MII oocyte	0.4296216374789947	0.1024928208251439	0.3163801439601027	0.694639604700115	zygote/PN	0.10706768497873503	0.045401803885675066	0.08166546165883376	0.001159347032032243
