transition_tested	A_drop_rank_largest_is_1	reset_entry_rank_largest_is_1	destination_reset_rank_lowest_is_1	mean_transport_A	mean_transport_P	reset_entry_score	p_min	p_min_definition	iteration
8-cell -> morula	1	1	1	-0.18625344820143694	-0.022880259984930398	0.21283939861467835	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	154
8-cell -> morula	1	1	1	-0.21266689522269003	-0.031611829681597106	0.25349537950910683	0.7011783531407819	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	155
8-cell -> morula	1	1	1	-0.22329951541566564	-0.03431136290537945	0.22329951541566564	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	156
8-cell -> morula	1	1	1	-0.18078620983027566	-0.04288339374795841	0.18078620983027566	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	157
8-cell -> morula	1	1	1	-0.18577422651605668	-0.03406311138179271	0.18577422651605668	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	158
8-cell -> morula	1	1	1	-0.21181871529640933	-0.05705869040240168	0.21900037673165246	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	159
8-cell -> morula	1	1	1	-0.21113012414669385	-0.0477783936379869	0.21113012414669385	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	160
8-cell -> morula	1	1	1	-0.20246278592816414	-0.06575453991485293	0.20246278592816414	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	161
8-cell -> morula	1	1	1	-0.19823645941372	-0.05302010199165649	0.19823645941372	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	162
8-cell -> morula	1	1	1	-0.19533705814634947	-0.04173742948639284	0.22522037325716324	0.7011783531407819	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	163
8-cell -> morula	1	1	1	-0.18231945368400945	-0.06856398980927901	0.18231945368400945	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	164
8-cell -> morula	1	1	1	-0.22259092852327653	-0.04947011443364294	0.23585049268009325	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	165
8-cell -> morula	1	1	1	-0.21357522975494014	-0.03344768507548668	0.24534039421284048	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	166
8-cell -> morula	1	1	1	-0.1895173857610928	-0.03777259008244444	0.2138992921917328	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	167
8-cell -> morula	1	1	1	-0.202112833982989	-0.0391839021227592	0.202112833982989	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	168
8-cell -> morula	1	1	1	-0.21199982975326395	-0.03921134387554046	0.23849420721326756	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	169
8-cell -> morula	1	1	1	-0.20412838727072244	-0.08331884555243	0.20412838727072244	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	170
8-cell -> morula	1	1	1	-0.21277071150161694	-0.07799976791987025	0.21277071150161694	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	171
8-cell -> morula	1	1	1	-0.21436264833642002	-0.059165053685317395	0.22407366843683071	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	172
8-cell -> morula	1	1	1	-0.1983073634012662	-0.047347315758996186	0.1983073634012662	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	173
8-cell -> morula	1	1	1	-0.19348645949520743	-0.054402626756317546	0.19348645949520743	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	174
8-cell -> morula	1	1	1	-0.2178864365787629	-0.015522050745836442	0.24894775853553136	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	175
8-cell -> morula	1	1	1	-0.21512982414159296	-0.05931079256225246	0.21779109859238518	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	176
8-cell -> morula	1	1	1	-0.19462359088098707	-0.04407896569246392	0.21237268667630377	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	177
8-cell -> morula	1	1	1	-0.20816488326765353	-0.03812110899685387	0.23305459561444858	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	178
8-cell -> morula	1	1	1	-0.22089997957947952	-0.04167990702798291	0.22089997957947952	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	179
8-cell -> morula	1	1	1	-0.18121611229471044	-0.04097721363520675	0.20064529595654443	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	180
8-cell -> morula	1	1	1	-0.21772518218309778	-0.0319701814138281	0.22242382443157882	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	181
8-cell -> morula	1	1	1	-0.19678576157286645	-0.029491673890848346	0.20491821219060305	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	182
8-cell -> morula	1	1	1	-0.17252315784689556	-0.0664079718996424	0.17252315784689556	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	183
8-cell -> morula	1	1	1	-0.22723884763038307	-0.05298939404860981	0.2416968321572688	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	184
8-cell -> morula	1	1	1	-0.2051922253115998	-0.06912553408384661	0.2051922253115998	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	185
8-cell -> morula	1	1	1	-0.20260002973684266	-0.013635016463038364	0.2199456028213549	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	186
8-cell -> morula	1	1	1	-0.1996216251240487	-0.03489298663202146	0.2243436751961451	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	187
8-cell -> morula	1	1	1	-0.20128704398284836	-0.0261403446876902	0.24040063278279955	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	188
8-cell -> morula	1	1	1	-0.15967508837234146	-0.06647907594512226	0.16279597162133996	0.7011783531407819	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	189
8-cell -> morula	1	1	1	-0.22781737725106763	-0.025791992948527107	0.2514054933120401	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	190
8-cell -> morula	1	1	1	-0.18375589628171363	-0.049893311402047856	0.198479602019613	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	191
8-cell -> morula	1	1	1	-0.21355121130275317	-0.0393244105889601	0.2410745602606284	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	192
8-cell -> morula	1	1	1	-0.20091453341942686	-0.041297039698983136	0.22633750401888195	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	193
8-cell -> morula	1	1	1	-0.23170943624758636	-0.061115345511249704	0.23170943624758636	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	194
8-cell -> morula	1	1	1	-0.21395191214906478	-0.046960734791366726	0.23476650644058766	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	195
8-cell -> morula	1	1	1	-0.2129464078598911	-0.05486676339267915	0.2129464078598911	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	196
8-cell -> morula	1	1	1	-0.19465964238526823	-0.04502894392611377	0.19465964238526823	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	197
8-cell -> morula	1	1	1	-0.21895085248793417	-0.0393707595497209	0.2431087849768379	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	198
8-cell -> morula	1	1	1	-0.21033369299012886	-0.0472004855128588	0.23296909957747428	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	199
8-cell -> morula	1	1	1	-0.19985998224041746	-0.03121043993540077	0.2321374131323184	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	200
8-cell -> morula	1	1	1	-0.21789138776442124	-0.06880906911917031	0.21789138776442124	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	201
8-cell -> morula	1	1	1	-0.23505872820400447	-0.0519830876924775	0.23505872820400447	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	202
8-cell -> morula	1	1	1	-0.19399554235350608	-0.06015706220138692	0.19708942066424312	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	203
8-cell -> morula	1	1	1	-0.19787246090058486	-0.026188958773880028	0.2018227349905528	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	204
8-cell -> morula	1	1	1	-0.22141831889597496	-0.03976742865673078	0.2500314013443917	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	205
8-cell -> morula	1	1	1	-0.1945107745917775	-0.028573286930797567	0.22935939611987982	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	206
8-cell -> morula	1	1	1	-0.17809517536063638	-0.051981275490463504	0.18646900905762723	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	207
8-cell -> morula	1	1	1	-0.20281486745580052	-0.053620860102428024	0.20281486745580052	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	208
8-cell -> morula	1	1	1	-0.19490845607491025	-0.053858482087782815	0.19490845607491025	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	209
8-cell -> morula	1	1	1	-0.21778020268204168	-0.021210635372164215	0.2594742877419971	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	210
8-cell -> morula	1	1	1	-0.20680049242392642	-0.04143907872475086	0.21592612121527258	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	211
8-cell -> morula	1	1	1	-0.19912057345587164	-0.04823402668095122	0.22241288093992762	0.7011783531407819	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	212
8-cell -> morula	1	1	1	-0.20512864302740075	-0.03807341101812494	0.22869699670153032	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	213
8-cell -> morula	1	1	1	-0.2109043255162077	-0.015022910153083649	0.2306524379632357	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	214
8-cell -> morula	1	1	1	-0.20632578767286996	-0.05331304155381468	0.2198503032385642	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	215
8-cell -> morula	1	1	1	-0.1839226056654322	-0.05821073056558572	0.1839226056654322	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	216
8-cell -> morula	1	1	1	-0.16129014613837514	-0.01839689721460821	0.2069516811627268	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	217
8-cell -> morula	1	1	1	-0.20453117713560318	-0.030780662813810304	0.24026275367097447	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	218
8-cell -> morula	1	1	1	-0.20290927032782322	-0.06172066877220441	0.20290927032782322	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	219
8-cell -> morula	1	1	1	-0.2130521885467108	-0.06129580183433057	0.2130521885467108	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	220
8-cell -> morula	1	1	1	-0.1619319605302891	-0.05248226402507154	0.1619319605302891	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	221
8-cell -> morula	1	1	1	-0.23799475042871274	0.0003296495031259047	0.26697733313318217	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	222
8-cell -> morula	1	1	1	-0.19679468678258266	-0.05235817584506786	0.2055556982448688	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	223
8-cell -> morula	1	1	1	-0.20479606582187232	-0.018212913049705383	0.25000478551602306	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	224
8-cell -> morula	1	1	1	-0.2044623009101304	-0.034723684033270315	0.20657086238459155	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	225
8-cell -> morula	1	1	1	-0.20477061073425895	-0.05328986011089075	0.21896375227299492	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	226
8-cell -> morula	1	1	1	-0.20003992221431005	-0.06046357875402187	0.20003992221431005	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	227
8-cell -> morula	1	1	1	-0.17823291501337551	-0.029849312247373142	0.18398437228990533	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	228
8-cell -> morula	1	1	1	-0.22291816776444517	-0.05038491605954537	0.23700372233777545	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	229
8-cell -> morula	1	1	1	-0.22762054663032003	-0.0421496311291213	0.22762054663032003	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	230
8-cell -> morula	1	1	1	-0.18316224559187852	-0.0652606841260952	0.18316224559187852	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	231
8-cell -> morula	1	1	1	-0.21513464736836554	-0.030505244990014654	0.2495030560900058	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	232
8-cell -> morula	1	1	1	-0.19754153442793684	-0.04714752079748749	0.20139737708281089	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	233
8-cell -> morula	1	1	1	-0.19772229739705707	-0.014002376506621271	0.21665468444570127	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	234
8-cell -> morula	1	1	1	-0.19616283758107028	-0.009799288751766925	0.21948810118303402	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	235
8-cell -> morula	1	1	1	-0.21802284602739552	-0.03137583746460583	0.2514376475979905	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	236
8-cell -> morula	1	1	1	-0.18959033166637235	-0.050490478604223184	0.18959033166637235	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	237
8-cell -> morula	1	1	1	-0.20675422188904322	-0.04104230998875749	0.22986230451789377	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	238
8-cell -> morula	1	1	1	-0.18568251017384654	-0.05244941559102416	0.19456381997834074	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	239
8-cell -> morula	1	1	1	-0.19021393417506566	-0.06568944126003648	0.19166178040229437	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	240
8-cell -> morula	1	1	1	-0.1945384102335846	-0.030226889318934847	0.1984915493871287	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	241
8-cell -> morula	1	1	1	-0.2036033745362208	-0.030539780940296343	0.23415627596851563	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	242
8-cell -> morula	1	1	1	-0.2097482988504129	-0.04334373407047422	0.2097482988504129	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	243
8-cell -> morula	1	1	1	-0.19009776452505034	-0.04780931635511502	0.19567786793125475	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	244
8-cell -> morula	1	1	1	-0.2290081130253736	-0.04695110889109922	0.2290081130253736	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	245
8-cell -> morula	1	1	1	-0.20836277186549018	-0.06142233616612966	0.2114548109609919	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	246
8-cell -> morula	1	1	1	-0.18085316036205315	-0.060239338685571284	0.18085316036205315	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	247
8-cell -> morula	1	1	1	-0.19525311604174714	-0.026235448956830092	0.2060213757283408	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	248
8-cell -> morula	1	1	1	-0.21829508712153423	-0.0247489349828223	0.2556061497152706	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	249
8-cell -> morula	1	1	1	-0.20610103093563129	-0.05447502672673345	0.21425643860046087	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	250
8-cell -> morula	1	1	1	-0.2120542293733851	-0.047288171477852	0.22916696138970258	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	251
8-cell -> morula	1	1	1	-0.19954377425069944	-0.047861034038518366	0.22063329024475872	0.7011783531407819	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	252
8-cell -> morula	1	1	1	-0.22756711061353574	-0.021678330145588696	0.2531337200976256	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	253
8-cell -> morula	1	1	1	-0.20984186548408745	-0.032282203545637565	0.22934477006363108	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	254
8-cell -> morula	1	1	1	-0.22636015813619323	-0.05992641863449842	0.23142447209605474	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	255
8-cell -> morula	1	1	1	-0.22137418532481457	-0.04498995169076118	0.2292285789051811	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	256
8-cell -> morula	1	1	1	-0.19856603621667507	-0.040628006422864765	0.20929375724328309	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	257
8-cell -> morula	1	1	1	-0.20065596398498853	-0.0013885747969908757	0.23610108954415665	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	258
8-cell -> morula	1	1	1	-0.1660718339510063	-0.05003716275568314	0.1828300961611322	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	259
8-cell -> morula	1	1	1	-0.1834613297167745	-0.027276096473955777	0.2177691519299678	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	260
8-cell -> morula	1	1	1	-0.214369067244177	-0.028325295287913776	0.23392077416501864	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	261
8-cell -> morula	1	1	1	-0.20821267271641153	-0.03877717401094893	0.2343766167432585	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	262
8-cell -> morula	1	1	1	-0.17827448847138988	-0.027916302495461214	0.18410073416455702	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	263
8-cell -> morula	1	1	1	-0.20009324521962452	-0.03416152297502687	0.23053687832527087	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	264
8-cell -> morula	1	1	1	-0.19858306240968746	-0.017429759007516678	0.21796124021145988	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	265
8-cell -> morula	1	1	1	-0.1919599826904101	-0.020697810473511505	0.20469789198950533	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	266
8-cell -> morula	1	1	1	-0.19599521115914068	-0.019417580581198322	0.20739648161128835	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	267
8-cell -> morula	1	1	1	-0.2148555352419202	-0.05458752402866014	0.22616302279482775	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	268
8-cell -> morula	1	1	1	-0.23653787812029964	-0.03527573845039443	0.23653787812029964	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	269
8-cell -> morula	1	1	1	-0.19968520089665207	-0.044597989880687944	0.2183538006314598	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	270
8-cell -> morula	1	1	1	-0.17818847905215393	-0.0403075764327054	0.17818847905215393	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	271
8-cell -> morula	1	1	1	-0.20322096677526552	-0.07244225138616485	0.20322096677526552	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	272
8-cell -> morula	1	1	1	-0.19249161832618736	-0.060956159924872425	0.19802357133096918	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	273
8-cell -> morula	1	1	1	-0.1994337916474897	-0.04376458112432475	0.22302092078512342	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	274
8-cell -> morula	1	1	1	-0.18649812878644562	-0.06401731766541156	0.18649812878644562	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	275
8-cell -> morula	1	1	1	-0.1932855417342131	-0.012722886885964351	0.2475650840700339	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	276
8-cell -> morula	1	1	1	-0.19324044804027074	-0.06840130352357647	0.20072193005776984	0.7011783531407819	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	277
8-cell -> morula	1	1	1	-0.22666524410848468	-0.05839876063105376	0.22666524410848468	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	278
8-cell -> morula	1	1	1	-0.22708594469692664	-0.06431468022908401	0.2286016218020108	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	279
8-cell -> morula	1	1	1	-0.2075582214537194	-0.03731169762123929	0.23362423938051904	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	280
8-cell -> morula	1	1	1	-0.21863377691377073	-0.041452376117020774	0.21863377691377073	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	281
8-cell -> morula	1	1	1	-0.21804172363192675	-0.05635364897741468	0.21804172363192675	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	282
8-cell -> morula	1	1	1	-0.21169972615347576	-0.06225188518168342	0.21169972615347576	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	283
8-cell -> morula	1	1	1	-0.17556331786907958	-0.03594951922075141	0.2025332366408123	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	284
8-cell -> morula	1	1	1	-0.17984713264936952	-0.020623707865748225	0.222142747677115	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	285
8-cell -> morula	1	1	1	-0.17655355454041247	-0.006452336213080636	0.23226856981937785	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	286
8-cell -> morula	1	1	1	-0.2067811034289718	-0.01651567704793175	0.24105950991393996	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	287
8-cell -> morula	1	1	1	-0.2101811983905059	-0.040305592542220395	0.21979832220091436	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	288
8-cell -> morula	1	1	1	-0.20663974052687453	-0.03700485804649985	0.23826256828367623	0.6973985140260488	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	289
8-cell -> morula	1	1	1	-0.21564114656759548	-0.0235255605952176	0.2550182850305601	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	290
8-cell -> morula	1	1	1	-0.1966293243852972	-0.03407510061668763	0.2245159702051369	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	291
8-cell -> morula	1	1	1	-0.21382747273658542	-0.03603565321470597	0.21382747273658542	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	292
8-cell -> morula	1	1	1	-0.19427640488886633	-0.022833282978991565	0.23138684594133085	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	293
8-cell -> morula	1	1	1	-0.19718086272410082	-0.01103860529468156	0.2196528578711586	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	294
8-cell -> morula	1	1	1	-0.21065856908910796	-0.07430340984223065	0.21065856908910796	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	295
8-cell -> morula	1	1	1	-0.20108411599915788	-0.014796148328196822	0.2242954395301957	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	296
8-cell -> morula	1	1	1	-0.1830032491007826	-0.04792751494252798	0.19771453773020078	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	297
8-cell -> morula	1	1	1	-0.20204011849365705	-0.07884025018402482	0.20204011849365705	0.6973985140260488	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	298
8-cell -> morula	1	1	1	-0.2207031183710627	-0.024656005232056855	0.2444202026317175	0.7219415713099067	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	299
8-cell -> morula	1	1	1	-0.21460972428240363	-0.01390631874506337	0.23551541631739467	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	300
8-cell -> morula	1	1	1	-0.17348941131918313	-0.03664178511955061	0.2039319595365576	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	301
8-cell -> morula	1	1	1	-0.19821957192492748	-0.06815387661406505	0.19821957192492748	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	302
8-cell -> morula	1	1	1	-0.17716405131709723	0.0025007231720942757	0.21743920467790312	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	303
8-cell -> morula	1	1	1	-0.17453329359786054	-0.011748640082609629	0.19907764724323576	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	304
8-cell -> morula	1	1	1	-0.21104576609260509	-0.015370315863779205	0.2600680406850464	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	305
8-cell -> morula	1	1	1	-0.20345952565740483	-0.048316426162898295	0.20345952565740483	0.7383790217399016	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	306
8-cell -> morula	1	1	1	-0.1967199232848922	-0.08025573427411951	0.1967199232848922	0.7011783531407819	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	307
8-cell -> morula	1	1	1	-0.20877508854311513	-0.043489141884550574	0.23107120658410155	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	308
8-cell -> morula	1	1	1	-0.1837493369418825	-0.013895108027634188	0.23321296312920986	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	309
8-cell -> morula	1	1	1	-0.20934551961849507	-0.037152586859377834	0.24108621689167237	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	310
8-cell -> morula	1	1	1	-0.20481847881983792	-0.05575348208135627	0.214340576754094	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	311
8-cell -> morula	1	1	1	-0.18705536019079286	-0.07370406509100053	0.18705536019079286	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	312
8-cell -> morula	1	1	1	-0.18088885256571324	-0.05125457817750525	0.18088885256571324	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	313
8-cell -> morula	1	1	1	-0.20487378870098083	-0.05737237605846828	0.21185270234001452	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	314
8-cell -> morula	1	1	1	-0.20095095281117675	-0.0295453288541586	0.2067179713561434	0.7387540714131886	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	315
8-cell -> morula	1	1	1	-0.21851294252496178	-0.05024208757624094	0.22914457604902483	0.7072835152390234	stage-agnostic global fused-particle P quantile q=0.6; not derived from morula	316
