gene	tt2iLGo_A485_effect	tt2iLGo_A485_abs_effect	tt2iLGo_A485_p	TSC_A485_effect	TSC_A485_abs_effect	TSC_A485_p	tt2iLGo_dmAKG_effect	tt2iLGo_dmAKG_abs_effect	tt2iLGo_dmAKG_p	TSC_dmAKG_effect	TSC_dmAKG_abs_effect	TSC_dmAKG_p	A485_mean_abs_effect	dmAKG_mean_abs_effect	max_abs_effect	mean_abs_effect_all	mean_logcpm	n_human_dmr	age_weight_5yr	contribution_8cell_to_morula	weight_norm_matched	is_csb
GDI2P2	-0.20227912063691234	0.20227912063691234	0.8026707638951223	-0.1828378185341752	0.1828378185341752	0.41832728040035405	-0.48395963575282663	0.48395963575282663	0.03709774383376916	-0.03264210490427799	0.03264210490427799	0.9268306463903827	0.19255846958554376	0.2583008703285523	0.48395963575282663	0.26236252221358786	0.7541426259453972					False
GDNF	0.19699267848812502	0.19699267848812502	0.06885025485041975	-0.8785042254173717	0.8785042254173717	0.087235054244365	0.31044496943858746	0.31044496943858746	0.4699614925965161	-0.780153705810758	0.780153705810758	0.14606668256278035	0.5377484519527483	0.5452993376246728	0.8785042254173717	0.5896639420213764	0.4641484167730651					False
GDNF-AS1	0.0	0.0		-0.2671414641125022	0.2671414641125022	0.6391958056801424	-0.14004136135596562	0.14004136135596562	0.7122573129485433	0.13105904511094535	0.13105904511094535	0.7107075408044731	0.1335707320562511	0.13555020323345549	0.2671414641125022	0.15350060999737458	0.2735640625924159					False
GDPD1	-0.47586805005819244	0.47586805005819244	0.28030302753513026	0.10437255290782232	0.10437255290782232	0.5581775205978311	-0.18609812106162327	0.18609812106162327	0.5462606430273969	0.22102003763938072	0.22102003763938072	0.3347436280055573	0.2901203014830074	0.203559079350502	0.47586805005819244	0.27955802750838865	6.30683701158951					False
GDPD2	-2.6404696986108296	2.6404696986108296	0.045243062550082626	0.19441156440157137	0.19441156440157137	0.7723844549477581	1.022763495340925	1.022763495340925	0.2640801116078832	-0.20464953393208685	0.20464953393208685	0.6023795466027415	1.4174406315062005	0.6137065146365059	2.6404696986108296	1.247701591005564	4.989673556794823					False
GDPD3	-0.09964105161493819	0.09964105161493819	0.8005911157408516	1.2177598779138608	1.2177598779138608	0.13048098725496943	-0.10074851548964858	0.10074851548964858	0.846020429230008	1.609345759251391	1.609345759251391	0.026681450405727926	0.6587004647643995	0.8550471373705197	1.609345759251391	0.8786555093794498	3.4207662004638473					False
GDPD4	0.22478627797476136	0.22478627797476136	0.6859456714986767	-0.32331764380093725	0.32331764380093725	0.4583308661196697	0.3697399135878322	0.3697399135878322	0.46788762274729856	0.35215848623813806	0.35215848623813806	0.18041648861116152	0.27405196088784933	0.36094919991298513	0.3697399135878322	0.32496334228433366	0.5802225386046383					False
GDPD5	0.6987027953434009	0.6987027953434009	0.05379730804577123	0.571856250016249	0.571856250016249	0.10943230407162619	-0.5211221288808572	0.5211221288808572	0.19094743606624762	0.7344832366642411	0.7344832366642411	0.04840143477801767	0.6352795226798249	0.6278026827725491	0.7344832366642411	0.6462471218601947	6.19596458284834					False
GDPGP1	0.5353236945181652	0.5353236945181652	0.17395743908012748	-0.23381406029289487	0.23381406029289487	0.3239345259721353	0.034860484702006644	0.034860484702006644	0.9561860008770302	-0.204123290052713	0.204123290052713	0.406336996705325	0.38456887740553003	0.11949188737735983	0.5353236945181652	0.29250085555240496	3.144650160662981					False
GEM	-0.3975231003684927	0.3975231003684927	0.10443191476595333	-0.6727267777617674	0.6727267777617674	0.05683745247399751	-0.16375305062098366	0.16375305062098366	0.7878104593600543	-1.1418071037692177	1.1418071037692177	0.2414599051041963	0.53512493906513	0.6527800771951007	1.1418071037692177	0.6722174503642729	3.6472092745225413					False
GEMIN2	0.15457105273649496	0.15457105273649496	0.2901590192118162	-0.4413471984581321	0.4413471984581321	0.19296175417179995	0.04872858984524164	0.04872858984524164	0.6223561395645005	-0.43886426538099244	0.43886426538099244	0.11023352689254137	0.2979591255973135	0.24379642761311704	0.4413471984581321	0.29523055115563196	7.603065010232408					False
GEMIN2P1	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GEMIN2P2	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GEMIN4	0.17743871873342343	0.17743871873342343	0.3207037541197683	-0.1410510909035132	0.1410510909035132	0.26502379913359897	-0.25681513561428915	0.25681513561428915	0.33652940527552033	-0.09632810556084337	0.09632810556084337	0.27095750189210377	0.1592449048184683	0.17657162058756626	0.25681513561428915	0.1806092445474847	9.240380372299013					False
GEMIN5	-0.2507240748922399	0.2507240748922399	0.2694715073722119	-0.23177092750735184	0.23177092750735184	0.16814308205589343	-0.12871457109962137	0.12871457109962137	0.2630631971802155	-0.13771047743377807	0.13771047743377807	0.03578030692496467	0.24124750119979588	0.13321252426669972	0.2507240748922399	0.19630059304167524	9.233255187760587					False
GEMIN6	-0.2453371128714057	0.2453371128714057	0.26766782013553436	-0.3191223424420091	0.3191223424420091	0.08873462089242531	-0.5297644054926378	0.5297644054926378	0.04133631100478669	-0.07439309176728948	0.07439309176728948	0.5524736057510424	0.2822297276567074	0.30207874862996364	0.5297644054926378	0.3260985477646644	7.225206427482398					False
GEMIN7	0.18657938711825928	0.18657938711825928	0.3015987635622043	-0.009637501453658714	0.009637501453658714	0.9370496037712607	0.00023434519829557132	0.00023434519829557132	0.9995108066249667	0.1408798230571433	0.1408798230571433	0.13308803591081492	0.098108444285959	0.07055708412771944	0.18657938711825928	0.09893942462275637	7.309579446542528					False
GEMIN7-AS1	0.4604241060730385	0.4604241060730385	0.15522802930220833	-0.1576379018786489	0.1576379018786489	0.7325438003741144	-0.5386560919287497	0.5386560919287497	0.0063003439785045325	-0.4472945388864227	0.4472945388864227	0.3287811909307011	0.3090310039758437	0.4929753154075862	0.5386560919287497	0.4206678642970057	1.813560320258194					False
GEMIN7P1	0.0	0.0		-0.14940741263360433	0.14940741263360433	0.49999999999999956	0.0	0.0		0.0064718284840337426	0.0064718284840337426	0.977030136220748	0.07470370631680216	0.0032359142420168713	0.14940741263360433	0.05474661061572306	0.053868002755825345					False
GEMIN8	-0.07165507987442155	0.07165507987442155	0.5037139487035673	-0.05632006683188706	0.05632006683188706	0.6023211451623293	-0.3638749505136314	0.3638749505136314	0.24109414832287088	0.05810758508268066	0.05810758508268066	0.377336752709194	0.0639875733531543	0.21099126779815602	0.3638749505136314	0.16983021056679462	5.7935583233432855					False
GEMIN8P1	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GEMIN8P2	0.0	0.0		0.0	0.0		0.0	0.0		-0.13753239046448235	0.13753239046448235	0.49999999999999956	0.0	0.06876619523224117	0.13753239046448235	0.049118710880172264	0.017191548808060293					False
GEMIN8P3	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GEMIN8P4	0.5852228066129905	0.5852228066129905	0.11900258278516251	-0.16417394273172192	0.16417394273172192	0.7486189389877631	-0.10026351315852366	0.10026351315852366	0.8560367545398768	0.6631268844864495	0.6631268844864495	0.09534753078809753	0.3746983746723562	0.3816951988224866	0.6631268844864495	0.4189010864244254	3.612278893375417					False
GEN1	0.3246138279786077	0.3246138279786077	0.04145263960541433	0.38380162615973745	0.38380162615973745	0.11254794160863593	0.0672362713059389	0.0672362713059389	0.5899876768054657	0.4025336643332196	0.4025336643332196	0.15104471193588412	0.3542077270691726	0.23488496781957924	0.4025336643332196	0.30997310699992503	7.337878472667395					False
GET1	0.19961065880322337	0.19961065880322337	0.4675364151123522	0.045447049899804526	0.045447049899804526	0.7405788664412668	0.2831060543118502	0.2831060543118502	0.45385461620431267	-0.07686149510337348	0.07686149510337348	0.4881491074320008	0.12252885435151395	0.17998377470761184	0.2831060543118502	0.17009199164131822	6.051551108560364					False
GET1-SH3BGR	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GET1P1	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GET3	0.08638605156976986	0.08638605156976986	0.22621272056685585	-0.24323573371160734	0.24323573371160734	0.11614464450466286	0.2462311399777537	0.2462311399777537	0.28287670309223695	-0.1571716039553941	0.1571716039553941	0.33481478875240234	0.1648108926406886	0.2017013719665739	0.2462311399777537	0.19225256197136303	8.894089170955864					False
GET4	0.029495780711165764	0.029495780711165764	0.8801748562525068	-0.059801587062245254	0.059801587062245254	0.85371473786992	0.2544082756796868	0.2544082756796868	0.32225117736833847	0.19355472764199355	0.19355472764199355	0.42616443477934207	0.04464868388670551	0.2239815016608402	0.2544082756796868	0.151471261760332	5.339858562957833					False
GET4-AS1	0.11560157054729903	0.11560157054729903	0.6625215345684003	0.22329609500397296	0.22329609500397296	0.46880599214869567	0.029561959649651248	0.029561959649651248	0.9112560308732017	-0.08698349811489958	0.08698349811489958	0.6043614085138752	0.169448832775636	0.058272728882275415	0.22329609500397296	0.12949439713967245	0.6668053222732361					False
GFAP	0.9406569247004362	0.9406569247004362	0.2652817669980103	0.38906387597171777	0.38906387597171777	0.5848121373598003	-0.5526124513882416	0.5526124513882416	0.354092082384339	-0.8071382956363262	0.8071382956363262	0.20052716999659098	0.664860400336077	0.6798753735122839	0.9406569247004362	0.7106948923207884	1.1617618444030895					False
GFER	-0.13208658355269343	0.13208658355269343	0.037902055733023444	-0.00817811866953555	0.00817811866953555	0.7473939117367945	0.06694114304953658	0.06694114304953658	0.5186890176515623	-0.012086413752194325	0.012086413752194325	0.8274648680358534	0.07013235111111449	0.03951377840086545	0.13208658355269343	0.06586071029837617	8.257463413847889					False
GFI1	0.0500773247450752	0.0500773247450752	0.9028070559606005	0.8723013591256161	0.8723013591256161	0.03590012728013614	0.36477452062886373	0.36477452062886373	0.5267942090057323	0.8675142099170707	0.8675142099170707	0.011825641735819766	0.46118934193534566	0.6161443652729672	0.8723013591256161	0.5863289258215078	2.200044735195134					False
GFI1B	0.16542995216032913	0.16542995216032913	0.7957046421714077	0.2797730709777839	0.2797730709777839	0.31509670317753946	-0.13399066018968947	0.13399066018968947	0.49999999999999956	-0.10899044061004845	0.10899044061004845	0.7520775279487323	0.22260151156905653	0.12149055039986896	0.2797730709777839	0.18743560812636575	0.2720744467649444					False
GFM1	-0.04752811794328693	0.04752811794328693	0.019129489771644564	-0.07358227785163507	0.07358227785163507	0.08017388226747701	0.05856942641164409	0.05856942641164409	0.5831759695617769	-0.017062254640116237	0.017062254640116237	0.8840593174761686	0.060555197897461	0.03781584052588016	0.07358227785163507	0.05267077044595122	9.000667275513674					False
GFM2	0.245279085353582	0.245279085353582	0.0836541555627387	-0.24283657188348862	0.24283657188348862	0.19166846545110283	-0.06659172813150249	0.06659172813150249	0.6018842497669898	-0.21386773547931703	0.21386773547931703	0.1472468060912598	0.2440578286185353	0.14022973180540976	0.245279085353582	0.19973453808934533	8.268648668454954					False
GFOD1	0.19492258730860712	0.19492258730860712	0.518538865549793	-0.5939446768168004	0.5939446768168004	0.044669795909418344	-0.34128540379444683	0.34128540379444683	0.32615602996458026	-1.0324697983209745	1.0324697983209745	0.04142542364721473	0.39443363206270377	0.6868776010577107	1.0324697983209745	0.6109147853831739	5.393511992308275					False
GFOD1-AS1	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GFOD2	0.15136477417306615	0.15136477417306615	0.07527493544627932	0.013704501972252814	0.013704501972252814	0.8226820368910348	-0.2087542874046786	0.2087542874046786	0.10106636708867615	-0.18454326655335773	0.18454326655335773	0.24712023756113888	0.08253463807265948	0.19664877697901817	0.2087542874046786	0.1494720760799588	7.13737892185821					False
GFOD3P	0.8211071788179787	0.8211071788179787	0.07444408271714711	0.07265540105738744	0.07265540105738744	0.6315898647004812	0.193984101515718	0.193984101515718	0.5139499163725675	-0.029261489589067935	0.029261489589067935	0.7080672885212697	0.44688128993768306	0.11162279555239296	0.8211071788179787	0.3566599193268867	7.722661971162384					False
GFPT1	-1.2290359529961687	1.2290359529961687	0.029655398129253475	-0.6005999495233638	0.6005999495233638	0.1257605627061908	0.6062368166951373	0.6062368166951373	0.3346876866902265	-0.6158306133295426	0.6158306133295426	0.06344484205968355	0.9148179512597663	0.6110337150123399	1.2290359529961687	0.8295129931160696	11.040890343662538					False
GFPT2	-1.2774170283701842	1.2774170283701842	0.11262920248296034	-1.3810754106287497	1.3810754106287497	0.06280272456765507	-0.8082101590260349	0.8082101590260349	0.06880806579839156	-2.0644661368607844	2.0644661368607844	0.06378685726434091	1.329246219499467	1.4363381479434096	2.0644661368607844	1.4801741770270591	7.9239289032801725					False
GFRA1	-0.0313449193085828	0.0313449193085828	0.9562597722576551	-0.39369408183571347	0.39369408183571347	0.6040676789676015	0.0	0.0		-0.673279450140909	0.673279450140909	0.15504154257607913	0.21251950057214813	0.3366397250704545	0.673279450140909	0.3315367324383881	0.2818266176503102					False
GFRA2	-1.7537493145900755	1.7537493145900755	0.011880486871836377	-0.7702365996927323	0.7702365996927323	0.3239829911428582	-0.8791515430182171	0.8791515430182171	0.25950607444807	-1.1797677420141235	1.1797677420141235	0.14959399565861922	1.261992957141404	1.0294596425161702	1.7537493145900755	1.2325867305089708	1.2338461546179609					False
GFRA3	-0.7859108390913967	0.7859108390913967	0.11214459870311885	0.5829151767522642	0.5829151767522642	0.011806555880433318	-1.1916244214681484	1.1916244214681484	0.07427797058379161	1.0700124361517904	1.0700124361517904	0.048043735631801886	0.6844130079218305	1.1308184288099694	1.1916244214681484	0.9481883902376497	3.696282893341454					False
GFRA4	-0.49124592046524174	0.49124592046524174	0.20923821080881447	0.0	0.0		0.0	0.0		0.0	0.0		0.24562296023262087	0.0	0.49124592046524174	0.17544497159472922	0.06140574005815522					False
GFRAL	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GFUS	0.3146258407549247	0.3146258407549247	0.08024778346751778	-0.17616091937878853	0.17616091937878853	0.057262516608299785	0.04836636653700843	0.04836636653700843	0.8794371614623545	-0.320924626576061	0.320924626576061	0.20789383053587432	0.24539338006685663	0.18464549655653473	0.320924626576061	0.23014875092089074	7.623431185017276					False
GFY	-1.7182150710313984	1.7182150710313984	0.09697860593391788	0.14536304012058432	0.14536304012058432	0.7570071910146497	-0.7661168474995754	0.7661168474995754	0.09878728148360558	-0.3683366366817884	0.3683366366817884	0.48707501176998713	0.9317890555759913	0.5672267420906819	1.7182150710313984	0.887894637718774	1.764572343539138					False
GGA1	0.3495529413179934	0.3495529413179934	0.0008146685273360279	0.02545652741079607	0.02545652741079607	0.8147489486098607	0.27493332680661986	0.27493332680661986	0.3333986146406532	0.1378955814934244	0.1378955814934244	0.2013322650960948	0.18750473436439474	0.20641445415002213	0.3495529413179934	0.21875864383732058	8.558853902536322					False
GGA2	0.011885430142088538	0.011885430142088538	0.8615149975819183	0.006505551522533182	0.006505551522533182	0.908414813813698	-0.06018253110560323	0.06018253110560323	0.09006577707819619	0.06135583542988954	0.06135583542988954	0.3290270554561612	0.00919549083231086	0.060769183267746385	0.06135583542988954	0.03874997967572304	9.608040886308933					False
GGA3	0.44144403676500765	0.44144403676500765	0.07688582026345747	-0.21118749473927778	0.21118749473927778	0.11795362548256082	0.17199348341177156	0.17199348341177156	0.540747802537704	-0.18285385310705493	0.18285385310705493	0.018080995548993298	0.3263157657521427	0.17742366825941325	0.44144403676500765	0.27895176268566796	9.056364303631543					False
GGACT	-0.08698580433907077	0.08698580433907077	0.7613335010607446	-0.38435630956122546	0.38435630956122546	0.33131071844666826	0.7077375594508668	0.7077375594508668	0.38114721419358244	-0.007457214380102606	0.007457214380102606	0.9378251595421181	0.23567105695014812	0.3575973869154847	0.7077375594508668	0.3553632701496808	2.7021366949321393					False
GGCT	0.43885323849515956	0.43885323849515956	0.11164319939783793	-7.01496034061222e-06	7.01496034061222e-06	0.999953555508131	0.17247234609875672	0.17247234609875672	0.619918556117595	0.07217685997183132	0.07217685997183132	0.7772759568553204	0.21943012672775009	0.12232460303529402	0.43885323849515956	0.20915963254061312	6.638200763327684					False
GGCTP1	0.2964133255300623	0.2964133255300623	0.0009426368266664343	-0.1144179629605136	0.1144179629605136	0.759153970356984	-0.13399066018968947	0.13399066018968947	0.49999999999999956	-0.11064445539193948	0.11064445539193948	0.7481946474460065	0.20541564424528794	0.12231755779081448	0.2964133255300623	0.1828018473769099	0.15719536924030414					False
GGCTP2	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GGCTP3	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GGCX	0.15986476333181354	0.15986476333181354	0.15877809189866335	0.12341044953364566	0.12341044953364566	0.3046371194584631	0.15292951650292608	0.15292951650292608	0.5125613930495789	0.13512516249978823	0.13512516249978823	0.4908331994114341	0.1416376064327296	0.14402733950135715	0.15986476333181354	0.14526565730486768	7.852451008243734					False
GGH	0.8656373334569611	0.8656373334569611	0.010582148767673612	0.33534585730961464	0.33534585730961464	0.10349088776293751	-0.029214367121742413	0.029214367121742413	0.8657208685124125	0.4960123566744592	0.4960123566744592	0.056934414938722214	0.6004915953832879	0.2626133618981008	0.8656373334569611	0.4935646007573039	7.581366057787745					False
GGN	0.19822587583676565	0.19822587583676565	0.6617457831355054	-0.19395743707570245	0.19395743707570245	0.5706622746368684	-0.03369536494773073	0.03369536494773073	0.9238943422187059	0.07523009240389333	0.07523009240389333	0.6624036167250258	0.19609165645623405	0.05446272867581203	0.19822587583676565	0.13569843303327198	2.304519656958884					False
GGNBP1	-0.6761306266488711	0.6761306266488711	0.10170219352129384	-0.5633394027113343	0.5633394027113343	0.431512709802791	-0.8004553063576902	0.8004553063576902	0.1985588992740389	-0.5888984709750165	0.5888984709750165	0.08904245894855845	0.6197350146801027	0.6946768886663534	0.8004553063576902	0.6776701451995797	0.6334271474379117					False
GGNBP2	0.13302717827331456	0.13302717827331456	0.07222872851389411	0.16707309985982288	0.16707309985982288	0.04314489142994112	0.24780248187892084	0.24780248187892084	0.2662845707689588	0.11487051732626874	0.11487051732626874	0.057603245751849476	0.15005013906656872	0.1813364996025948	0.24780248187892084	0.17742319969805878	7.7506937758887835					False
GGPS1	0.5988198154705229	0.5988198154705229	0.07908508123091428	0.029487774499646235	0.029487774499646235	0.3033869054663716	0.09924346529672956	0.09924346529672956	0.6156542746135552	-0.13433944661089736	0.13433944661089736	0.3314603173477333	0.31415379498508456	0.11679145595381346	0.5988198154705229	0.2702365097553167	5.437792061425679					False
GGT1	-0.48348362058647787	0.48348362058647787	0.206175303964499	-0.9996570718744535	0.9996570718744535	0.16217178151449563	-0.05960577163200931	0.05960577163200931	0.9466104072783207	-0.8798947776719483	0.8798947776719483	0.147119181221241	0.7415703462304657	0.4697502746519788	0.9996570718744535	0.6619455620745409	3.0370198419349013					False
GGT2P	0.13946701548506202	0.13946701548506202	0.7137107399829161	-0.8583754459380302	0.8583754459380302	0.1361610455218864	0.4310743977499112	0.4310743977499112	0.46376054928539284	-0.16564172777863218	0.16564172777863218	0.4645340663373285	0.4989212307115461	0.2983580627642717	0.8583754459380302	0.46431618948078335	1.2501772499949841					False
GGT3P	0.34119035333588976	0.34119035333588976	0.36911293447935556	0.23660446917425593	0.23660446917425593	0.4979508624989101	0.10702611187164374	0.10702611187164374	0.8625647765319104	-0.05223743164670602	0.05223743164670602	0.8443598346258481	0.28889741125507284	0.07963177175917488	0.34119035333588976	0.20668255748266184	0.5458453175466408					False
GGT4P	-0.40558671127631285	0.40558671127631285	0.49999999999999956	0.24940563788341438	0.24940563788341438	0.6446989263165969	0.17889708314763259	0.17889708314763259	0.47023555465281514	0.1488220326506588	0.1488220326506588	0.4748961379957065	0.32749617457986363	0.1638595578991457	0.40558671127631285	0.26852198695904866	0.26709573225909244					False
GGT5	-1.0160383234463595	1.0160383234463595	0.0176799103645388	1.0062777717722096	1.0062777717722096	0.007339318621390926	0.338944329893228	0.338944329893228	0.25731437108807087	0.6945860245805129	0.6945860245805129	0.035941424322117936	1.0111580476092845	0.5167651772368704	1.0160383234463595	0.7999725711406891	4.454678584653913					False
GGT6	0.2964133255300623	0.2964133255300623	0.0009426368266664343	0.22433272203279886	0.22433272203279886	0.55220942637207	-0.28435071803176404	0.28435071803176404	0.49999999999999956	0.12406810017607656	0.12406810017607656	0.681661537738453	0.26037302378143057	0.2042094091039203	0.2964133255300623	0.24145151774087356	0.3902672847910391					False
GGT7	0.7628668562244822	0.7628668562244822	0.10318883487672964	0.06979953720193066	0.06979953720193066	0.3584151016172415	0.37357990805151786	0.37357990805151786	0.19900536533877275	0.0628823803042664	0.0628823803042664	0.7370492257845104	0.41633319671320645	0.21823114417789213	0.7628668562244822	0.3809371255568254	7.155643554672598					False
GGT8P	0.0	0.0		-0.13145779080674705	0.13145779080674705	0.49999999999999956	0.0	0.0		0.0	0.0		0.06572889540337352	0.0	0.13145779080674705	0.04694921100240966	0.01643222385084338					False
GGTA1	0.1484261111177876	0.1484261111177876	0.49999999999999956	-0.14940741263360433	0.14940741263360433	0.49999999999999956	0.3279572246430296	0.3279572246430296	0.04453448005787044	0.0	0.0		0.14891676187569597	0.1639786123215148	0.3279572246430296	0.1809490496049517	0.0782238435493027					False
GGTA2P	0.1479872144122747	0.1479872144122747	0.49999999999999956	-0.022854794910393106	0.022854794910393106	0.9437845139674298	0.01937168537140252	0.01937168537140252	0.9418635102194752	0.26398921210558185	0.26398921210558185	0.49999999999999956	0.0854210046613339	0.14168044873849217	0.26398921210558185	0.13504193890072286	0.1603021487998422					False
GGTLC1	0.1484261111177876	0.1484261111177876	0.49999999999999956	0.0	0.0		0.0	0.0		0.1264568216410995	0.1264568216410995	0.7237630797149599	0.0742130555588938	0.06322841082054975	0.1484261111177876	0.08010721575087403	0.06874346421098147					False
GGTLC2	0.0	0.0		0.4291804836113882	0.4291804836113882	0.21169725430643963	0.0	0.0		-0.13012681892602163	0.13012681892602163	0.49999999999999956	0.2145902418056941	0.06506340946301081	0.4291804836113882	0.1811630624882147	0.06991341281717622					False
GGTLC3	0.0	0.0		-0.14940741263360433	0.14940741263360433	0.49999999999999956	0.0	0.0		-0.13012681892602163	0.13012681892602163	0.49999999999999956	0.07470370631680216	0.06506340946301081	0.14940741263360433	0.0812441085675776	0.03494177894495325					False
GGTLC4P	0.0	0.0		0.15869807075848913	0.15869807075848913	0.49999999999999956	0.0	0.0		-0.01628770666557039	0.01628770666557039	0.9722264333319613	0.07934903537924456	0.008143853332785195	0.15869807075848913	0.06016810527065406	0.11358166513276138					False
GGTLC5P	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GH1	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GH2	0.0	0.0		-0.2199844056713684	0.2199844056713684	0.6673731618534449	0.0	0.0		-0.38312147848458616	0.38312147848458616	0.19756835454409735	0.1099922028356842	0.19156073924229308	0.38312147848458616	0.1839686149597883	0.1150627532091166					False
GHDC	-0.2559540027688856	0.2559540027688856	0.20323924005211821	-0.3718226818022563	0.3718226818022563	0.15149699237979816	-0.07137840062977574	0.07137840062977574	0.8358204381400784	-0.5928390859978521	0.5928390859978521	0.0034589915477893597	0.31388834228557094	0.3321087433138139	0.5928390859978521	0.36154719182800094	5.475810934653434					False
GHET1	0.06488167900906949	0.06488167900906949	0.6623299779462981	0.04232237052781085	0.04232237052781085	0.9325638180968936	0.20368725109288832	0.20368725109288832	0.6996880800187624	-0.1013571723459683	0.1013571723459683	0.7414083541904661	0.05360202476844017	0.1525222117194283	0.20368725109288832	0.11743713722235626	1.2928432671359553					False
GHITM	-0.05038546671904065	0.05038546671904065	0.580194336708399	-0.32719686336055886	0.32719686336055886	0.012270209651050584	0.5515741505731722	0.5515741505731722	0.027896393471125613	-0.3879120708992492	0.3879120708992492	0.040707754316770386	0.18879116503979976	0.46974311073621067	0.5515741505731722	0.36102528255731475	10.901029306954118					False
GHR	0.8854472218088973	0.8854472218088973	0.20079696945295394	-0.009016565606290161	0.009016565606290161	0.9553380934661262	-0.45347165143649143	0.45347165143649143	0.2076416711093709	0.0682478658465131	0.0682478658465131	0.6734884448573671	0.44723189370759375	0.26085975864150224	0.8854472218088973	0.4299603112651694	1.034430940566379					False
GHRH	0.0	0.0		0.018312692584899815	0.018312692584899815	0.5483020097225065	0.0	0.0		-0.34027688140557555	0.34027688140557555	0.34509236017272127	0.009156346292449907	0.17013844070278777	0.34027688140557555	0.1254516060558984	0.1506275486505535					False
GHRHR	0.36266997428394854	0.36266997428394854	0.3365593034809117	-0.8855793508177137	0.8855793508177137	0.06912591657873912	0.3279572246430296	0.3279572246430296	0.04453448005787044	-0.6334824199239737	0.6334824199239737	0.07903904247444672	0.6241246625508311	0.48071982228350163	0.8855793508177137	0.6000161150458159	0.4595577081013991					False
GHRL	0.0	0.0		-0.13400856536095906	0.13400856536095906	0.6967350784556939	0.01937168537140252	0.01937168537140252	0.9418635102194752	0.2688070258077246	0.2688070258077246	0.2825111174177102	0.06700428268047953	0.14408935558956354	0.2688070258077246	0.12886970580255055	0.19068329263351702					False
GHRLOS	-0.33820017972049676	0.33820017972049676	0.6806086296644989	-0.42607848605105936	0.42607848605105936	0.26513901374110704	-0.28484280067958245	0.28484280067958245	0.4681946904264187	-0.2860059839356932	0.2860059839356932	0.36770905205780013	0.38213933288577806	0.28542439230763783	0.42607848605105936	0.3469670945187581	3.708341202277871					False
GHSR	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GID4	-0.10281138779131638	0.10281138779131638	0.5009369110826036	-0.3590914150378621	0.3590914150378621	0.1786583633856423	0.10101326327636784	0.10101326327636784	0.6887331026765198	-0.38540716147885945	0.38540716147885945	0.030174627759564393	0.23095140141458925	0.24321021237761364	0.38540716147885945	0.25827028612220976	7.659616894744495					False
GID8	0.015951256202040298	0.015951256202040298	0.41267377988927556	-0.09049658401631255	0.09049658401631255	0.09523729120491464	-0.008304823208089118	0.008304823208089118	0.8418555570713449	-0.04366453610446541	0.04366453610446541	0.0782049690549343	0.053223920109176426	0.025984679656277265	0.09049658401631255	0.046874626187524804	9.722286269073514					False
GIGYF1	-0.301934373993447	0.301934373993447	0.09753011422860774	-0.4218107058161493	0.4218107058161493	0.18976954235473048	-0.16205577217410472	0.16205577217410472	0.627261394223305	-0.5585385206250582	0.5585385206250582	0.07755577109750185	0.3618725399047982	0.36029714639958144	0.5585385206250582	0.38929251136259957	9.557418258951497					False
GIGYF2	0.5526664194502118	0.5526664194502118	0.00930975789121193	-0.06256144332090585	0.06256144332090585	0.5178299344454163	0.10987089936679695	0.10987089936679695	0.6118007219655502	-0.058270812255809545	0.058270812255809545	0.4350054554214078	0.3076139313855588	0.08407085581130325	0.5526664194502118	0.2468172544343997	9.489133917484029					False
GIHCG	0.2896314215442004	0.2896314215442004	0.2618388290874037	-0.2721760195697994	0.2721760195697994	0.2792908808718895	-1.0141782292592558	1.0141782292592558	0.22968596553681062	-1.2357414198679424	1.2357414198679424	0.17190224288708306	0.2809037205569999	1.1249598245635992	1.2357414198679424	0.7790474364613912	1.051130563818126					False
GIMAP1	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
GIMAP1-GIMAP5	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
