gene	mural_dex_minus_control_logcpm	mural_abs_effect	mural_p	mural_ctrl_n	mural_dex_n	mural_mean_logcpm	polar_dex_minus_control_logcpm	polar_abs_effect	polar_p	polar_ctrl_n	polar_dex_n	polar_mean_logcpm	max_abs_effect	mean_abs_effect	min_p	mean_logcpm	gene_key	n_human_dmr	age_weight_5yr	contribution_8cell_to_morula	weight_norm_matched	is_csb
PLA2G12B	-0.2273431463353627	0.2273431463353627	0.05237224334110425	93	224	0.15533398721539204	0.021259991362658215	0.021259991362658215	0.8465497265736411	62	90	0.1412197630389654	0.2273431463353627	0.1586487613444612	0.05237224334110425	0.14827687512717874	PLA2G12B	1.0	0.034264481	0.001646767747231	0.0363795946723876	True
PLEKHG5	-0.030480104160352295	0.030480104160352295	0.8548001821084783	93	224	0.48761397689426816	0.01740978833276441	0.01740978833276441	0.9099023025006563	62	90	0.31014529485974185	0.030480104160352295	0.026123332217823	0.8548001821084783	0.39887963587700503	PLEKHG5	2.0	-0.042056744	0.0113626250991437	-0.0446528666218633	True
PNPLA1	-0.16462169960770695	0.16462169960770695	0.1801717746930083	93	224	0.18010321352520645	-0.2079737153341299	0.2079737153341299	0.1372078303243792	62	90	0.13964101053981678	0.2079737153341299	0.19352304342532226	0.1372078303243792	0.15987211203251162	PNPLA1	1.0	0.0578410859999999	0.0079648695950994	0.0614115609715703	True
PNPLA8	0.10517576072379597	0.10517576072379597	0.7540712322456575	93	224	3.575107743979151	-0.04396547946835039	0.04396547946835039	0.9148817746670888	62	90	4.458581135503146	0.10517576072379597	0.08477233363864745	0.7540712322456575	4.016844439741149	PNPLA8	1.0	0.0377521	0.0160967338816329	0.0400825010608345	True
PON1	-0.0846333831965525	0.0846333831965525	0.24680741468951678	93	224	0.07022029857254376	0.02778288972344046	0.02778288972344046	0.6773205671354878	62	90	0.06572150230458498	0.0846333831965525	0.06568321870551515	0.24680741468951678	0.06797090043856438	PON1	1.0	0.037164296	0.0	0.0394584124815617	True
PRH1	-0.01115156506398221	0.01115156506398221	0.8690493158418894	93	224	0.16776687149895023	0.01644476560867436	0.01644476560867436	0.836819876182989	62	90	0.18287036973450457	0.01644476560867436	0.014680365427110311	0.836819876182989	0.1753186206167274	PRH1	1.0	0.0108945639999999	0.0020513173052992	0.0115670750259543	True
PRR16	-0.15187755501915046	0.15187755501915046	0.09170800095182724	93	224	0.08042094948790421	0.09094786272891058	0.09094786272891058	0.09172203048649114	62	90	0.053850708194749686	0.15187755501915046	0.1315676575890705	0.09170800095182724	0.06713582884132695	PRR16	1.0	0.033485903	0.0135241348560762	0.0355529557963796	True
PTPRZ1	-0.09117170591311402	0.09117170591311402	0.43889716405897206	93	224	0.23812186039998756	0.11976591780442733	0.11976591780442733	0.153081258808438	62	90	0.1558798906427435	0.11976591780442733	0.11023451384065623	0.153081258808438	0.19700087552136553	PTPRZ1	1.0	0.031851411	0.0009402572834612	0.0338175681669781	True
RASA3	-0.15940302935211415	0.15940302935211415	0.27839229034264973	93	224	0.2650211641504046	-0.04271550858913713	0.04271550858913713	0.5846286632463717	62	90	0.07772061268326551	0.15940302935211415	0.12050718909778847	0.27839229034264973	0.17137088841683507	RASA3	1.0	-0.070097421	0.0190603267941392	-0.0744244678201812	True
RPS6KA2	-0.15168854920993347	0.15168854920993347	0.35766773655806894	93	224	0.39407835917011624	0.027722264761807586	0.027722264761807586	0.8308488941937637	62	90	0.21895317743427872	0.15168854920993347	0.11036645439389152	0.35766773655806894	0.3065157683021975	RPS6KA2	1.0	0.013598211	0.0	0.0144376155719271	True
RREB1	0.029685734026206667	0.029685734026206667	0.9197678473890871	93	224	5.138145495059987	0.05495690310030987	0.05495690310030987	0.8507151827750858	62	90	6.098163464312815	0.05495690310030987	0.046533180075608804	0.8507151827750858	5.618154479686401	RREB1	1.0	0.03469714	0.0002953286367465	0.0368389612990515	True
SCGN	-0.09641596927502342	0.09641596927502342	0.14583337805203497	93	224	0.06741498567314966	-0.0030334988354148843	0.0030334988354148843	0.6800137667240734	62	90	0.0046785233257582385	0.09641596927502342	0.06528847912848725	0.14583337805203497	0.03604675449945395	SCGN	1.0	0.008409488	0.0	0.0089285976589666	True
SCN9A	-0.032894318817036444	0.032894318817036444	0.7389400109184304	93	224	0.19143853777519249	0.03395024704084747	0.03395024704084747	0.21557529479951673	62	90	0.032360399646179094	0.03395024704084747	0.03359827096624379	0.21557529479951673	0.11189946871068579	SCN9A	1.0	0.027143405	0.0	0.0288189414551021	True
SFRP4	-0.10029063349150003	0.10029063349150003	0.15036098246787055	93	224	0.05130020869247772	0.02928878085808875	0.02928878085808875	0.4227916038178653	62	90	0.03442716024417058	0.10029063349150003	0.07662334928036293	0.15036098246787055	0.04286368446832415	SFRP4	1.0	0.024035571	0.0	0.0255192638318203	True
SLC24A5	-0.047406455541716436	0.047406455541716436	0.2725558953711345	93	224	0.027298287669838123	0.06494193253906769	0.06494193253906769	0.08510460515124683	62	90	0.03845246005602693	0.06494193253906769	0.0590967735399506	0.08510460515124683	0.03287537386293252	SLC24A5	1.0	0.040134182	0.0	0.042611626706613	True
SLC35F3	-0.11813134371296741	0.11813134371296741	0.10400412105594332	93	224	0.061887824324423475	-0.13640111289563486	0.13640111289563486	0.25868015959803187	62	90	0.09194473531579452	0.13640111289563486	0.13031118983474568	0.10400412105594332	0.076916279820109	SLC35F3	1.0	0.102996079	0.0	0.1093539285438239	True
SLC3A1	-0.017654671837353933	0.017654671837353933	0.7232694642300194	93	224	0.07106546133622343	-0.25809167810547673	0.25809167810547673	0.22208331478657206	62	90	0.41121530173578763	0.25809167810547673	0.1779460093494358	0.22208331478657206	0.24114038153600553	SLC3A1	1.0	0.050410937	0.0311385931177424	0.0535227559733144	True
SLCO1C1	-0.20790096478254583	0.20790096478254583	0.06238423521313544	93	224	0.18954129867051214	0.10345431162801913	0.10345431162801913	0.29682573684331265	62	90	0.17688330959440512	0.20790096478254583	0.17308541373103692	0.06238423521313544	0.18321230413245865	SLCO1C1	1.0	0.027213681	0.0101631283021093	0.0288935555254333	True
SMOC2	-0.10525062313463046	0.10525062313463046	0.3603846134761285	93	224	0.27437267730778436	0.13268112654189432	0.13268112654189432	0.3704549639465453	62	90	0.26251167542161263	0.13268112654189432	0.1235376254061397	0.3603846134761285	0.26844217636469847	SMOC2	2.0	0.144224425	0.0076510263486892	0.1531272609486823	True
SMTNL2	0.28884833291690887	0.28884833291690887	0.03566116102321465	93	224	0.48558278819385514	0.22145954308946114	0.22145954308946114	0.3671676337801232	62	90	0.7406906665004086	0.28884833291690887	0.2663854029744263	0.03566116102321465	0.6131367273471319	SMTNL2	1.0	-0.024409725	0.0145598329214507	-0.0259165140007358	True
SMYD1	-0.09675331048352097	0.09675331048352097	0.21392808148462847	93	224	0.07747715645859476	-0.09265347568696124	0.09265347568696124	0.5080006894677019	62	90	0.14017677666369535	0.09675331048352097	0.09538669888466772	0.21392808148462847	0.10882696656114506	SMYD1	1.0	0.037238383	0.00730169633358	0.0395370728012815	True
ST18	-0.022226901924775777	0.022226901924775777	0.8420205819783559	93	224	0.22074598013934268	-0.04111255878179142	0.04111255878179142	0.5342138899275337	62	90	0.08671830415748658	0.04111255878179142	0.03481733982945287	0.5342138899275337	0.15373214214841463	ST18	1.0	0.072558145	0.0088054248996984	0.0770370899614772	True
ST8SIA6	-0.06942228585800049	0.06942228585800049	0.18576511313041086	93	224	0.04289835879747468	-0.11411505417778336	0.11411505417778336	0.1911046017073088	62	90	0.08603804763861833	0.11411505417778336	0.09921746473785575	0.18576511313041086	0.0644682032180465	ST8SIA6	1.0	0.093944091	0.0	0.0997431699737666	True
SYNE1	-0.10554684377457191	0.10554684377457191	0.7351399114962254	93	224	2.2850129841727673	-0.057197282349808365	0.057197282349808365	0.8649731118928229	62	90	1.7344118687321903	0.10554684377457191	0.08943032329965073	0.7351399114962254	2.009712426452479	SYNE1	1.0	0.037280463	0.0023818912785485	0.0395817503594741	True
SYNPR	-0.03728313876908531	0.03728313876908531	0.5363028453703016	93	224	0.06438760090240785	0.03351266303699235	0.03351266303699235	0.6137377083647638	62	90	0.06961793716898229	0.03728313876908531	0.03602631352505433	0.5363028453703016	0.06700276903569508	SYNPR	1.0	0.019791166	0.0115197259802031	0.0210128557667031	True
TIMM8B	-0.383287045519916	0.383287045519916	0.07878364536300998	93	224	6.89366134164661	0.13249889180651842	0.13249889180651842	0.6231179734548493	62	90	6.945522390551168	0.383287045519916	0.2996909942821168	0.07878364536300998	6.919591866098889	TIMM8B	1.0	-0.013214527	0.0020931249761342	-0.0140302471252175	True
TINAG	-0.14631978340414523	0.14631978340414523	0.07764846295494572	93	224	0.07962975345677037	0.032052513957235386	0.032052513957235386	0.32002162878902857	62	90	0.01897846221152095	0.14631978340414523	0.1082306935885086	0.07764846295494572	0.04930410783414566	TINAG	1.0	0.024665217	0.0	0.026187777277773	True
TRIM17	-0.17993744580346804	0.17993744580346804	0.270779539615029	93	224	0.45828933409986555	0.2921356767847657	0.2921356767847657	0.08355363379949336	62	90	0.43386252859067354	0.2921356767847657	0.2547362664576665	0.08355363379949336	0.44607593134526957	TRIM17	1.0	-0.028772272	0.0015722322644527	-0.0305483568586282	True
TRMT1	0.091631044997178	0.091631044997178	0.744190881630238	93	224	5.65120044819896	0.7231675051124178	0.7231675051124178	0.07648882452626621	62	90	5.392737894949781	0.7231675051124178	0.5126553517406712	0.07648882452626621	5.521969171574371	TRMT1	1.0	-0.036694162	0.0040591774496594	-0.0389592575589552	True
TSC22D4	0.14994315824916926	0.14994315824916926	0.5021112200068663	93	224	1.208930564307125	0.23993390833433437	0.23993390833433437	0.43191352425635865	62	90	1.6291520604266594	0.23993390833433437	0.20993699163927934	0.43191352425635865	1.4190413123668923	TSC22D4	1.0	-0.023266685	0.0108464651066749	-0.0247029152337115	True
TTLL10	-0.12393106950600166	0.12393106950600166	0.31221432305185565	93	224	0.15486349265728097	-0.053984622335188095	0.053984622335188095	0.6130514819885788	62	90	0.09816568444781237	0.12393106950600166	0.10061558711573049	0.31221432305185565	0.12651458855254666	TTLL10	1.0	-0.023801903	0.0028498439583514	-0.0252711717294503	True
UCKL1	0.04697574753949052	0.04697574753949052	0.8924732783988406	93	224	4.19694015660523	0.708226834537717	0.708226834537717	0.12079684166288673	62	90	4.879121753014811	0.708226834537717	0.48780980553830816	0.12079684166288673	4.53803095481002	UCKL1	1.0	-0.019214397	0.0004781767051627	-0.0204004833674364	True
VASH2	-0.2356420773892816	0.2356420773892816	0.0800450626281963	93	224	0.3226665278533518	0.09980451098300047	0.09980451098300047	0.5358470850758943	62	90	0.35761908101679163	0.2356420773892816	0.1903628885871879	0.0800450626281963	0.3401428044350717	VASH2	1.0	-0.017575416	0.0048097553269303	-0.0186603296363542	True
VWA7	-0.11625833834557975	0.11625833834557975	0.5040062749467464	93	224	0.5516318436410153	-0.04931638222498469	0.04931638222498469	0.733044717875907	62	90	0.27690087302753935	0.11625833834557975	0.09394435297204806	0.5040062749467464	0.4142663583342773	VWA7	1.0	-0.032421038	0.0036360663596106	-0.034422357697409	True
WNT1	-0.03951751187448874	0.03951751187448874	0.663755802204123	93	224	0.09081019568604122	0.045911203397195455	0.045911203397195455	0.7609069565199263	62	90	0.2620290762296227	0.045911203397195455	0.043779972889626546	0.663755802204123	0.17641963595783194	WNT1	1.0	-0.025223915	0.0019939252195176	-0.0267809631714765	True
WNT5B	-0.11266031920010855	0.11266031920010855	0.680039511620323	93	224	1.5860040753785438	0.04154409072818799	0.04154409072818799	0.88969578968174	62	90	0.9732845745865064	0.11266031920010855	0.08895490970946836	0.680039511620323	1.2796443249825251	WNT5B	1.0	-0.051417718	0.0170020816444625	-0.0545916846024642	True
WNT7B	-0.07437792458374481	0.07437792458374481	0.81114395192563	93	224	2.3410132463940183	0.3542191381293831	0.3542191381293831	0.3570469699120231	62	90	2.3557963877459014	0.3542191381293831	0.26093873361417036	0.3570469699120231	2.3484048170699596	WNT7B	1.0	-0.024982701	0.0078521738788964	-0.0265248592617367	True
ZBTB20	-0.002249307475917117	0.002249307475917117	0.9914828270469833	93	224	2.8066450991524463	0.08059702464842866	0.08059702464842866	0.7630409507929102	62	90	2.6006760119696195	0.08059702464842866	0.054481118924258144	0.7630409507929102	2.703660555561033	ZBTB20	1.0	0.01909685	0.0	0.0202756803034426	True
ZIC4	-0.16685523993298126	0.16685523993298126	0.11280261635490227	93	224	0.11911870088768836	0.021062406604237832	0.021062406604237832	0.7587618567798462	62	90	0.05894102541162384	0.16685523993298126	0.11825762882340012	0.11280261635490227	0.08902986314965611	ZIC4	1.0	-0.024274621	0.0010479358587307	-0.0257730701599078	True
