sample_name	stage	POU5F1	NANOG	SOX2	KLF4	DPPA3	ZSCAN4	KLF17	TFAP2C	GDF3
8-cell embryo#1 -Cell#1(RPKM)	8-cell	-0.1695859068443699	-0.7252871362142627	0.7189151799639645	0.9297367363515553	0.1237127183262726	1.2888722847651124	1.0996611202201398	0.7183847044287592	-0.7607128186950439
8-cell embryo#1 -Cell#2(RPKM)	8-cell	0.037634445647080315	0.3477543658021014	0.5658944754217996	1.198479336057532	0.21373150469186714	1.2912351863079814	1.0331476162324058	0.9237662201427231	0.04631665657943533
8-cell embryo#1 -Cell#3(RPKM)	8-cell	-0.23945120571876147	-0.18452020239398528	0.4278179755164451	1.006291467793351	0.09882882711995929	1.1073311547277531	1.080619435857364	0.580660878996563	-0.7607128186950439
8-cell embryo#1 -Cell#4(RPKM)	8-cell	-0.41582893364756435	0.29139440888053164	0.7647540309467848	0.9858516097914073	0.10770598822197987	1.0011242128973734	0.989720964319706	0.9285669501067956	-0.7607128186950439
8-cell embryo#3 -Cell#1(RPKM)	8-cell	-0.520036582646465	0.6958341771841031	0.8656605784300213	0.7206463323541552	0.165823481766514	1.4022818806705244	1.270068682471001	0.7897090013800048	0.1545219373237172
8-cell embryo#3 -Cell#2(RPKM)	8-cell	-0.4961235607541635	1.0020737819565315	0.847598301659152	0.9007054417875976	0.20389459991172976	1.3313414650784268	1.2894749168881694	0.7020493418960486	1.0995670294038111
8-cell embryo#3 -Cell#3(RPKM)	8-cell	0.12262648765434805	1.3218993958485719	0.6750596254988926	1.1767790806424396	0.33978692962117846	1.582475621535825	1.277723496383583	0.63327475474225	1.0318221838116937
8-cell embryo#3 -Cell#4(RPKM)	8-cell	-0.4121803618251898	0.8027065704021994	0.5541806109127232	1.4120757454215065	0.39928496017641335	1.5749486388394809	1.3597734189547233	1.0653224504156693	-0.35905956001724254
8-cell embryo#3 -Cell#5(RPKM)	8-cell	-0.3003806794895431	1.2920588129435617	0.1444258058163153	1.2273783734474464	0.39574930349179316	1.6632888999941189	1.3198225870633227	0.5678144855744952	0.6307738942198599
8-cell embryo#3 -Cell#6(RPKM)	8-cell	0.05569645672589888	1.2348660899426323	0.6989140089876491	0.6781918542392795	0.40897187510029426	1.5919715938219445	1.3872066344530358	0.3180851289112536	-0.2466072980922903
8-cell embryo#3 -Cell#7(RPKM)	8-cell	0.10023598461721146	0.7389261242486999	0.23779952533225285	1.0070351476461699	0.5395089113431863	1.6518596856187016	1.3219966667234897	0.8755451656040523	-0.1992870624876846
8-cell embryo#3 -Cell#8(RPKM)	8-cell	-0.11965150969583926	1.0458620139323354	0.47029993122734576	1.2510050829266677	0.2963896670170115	1.522035398184196	1.1251228271569758	0.5852094061408697	1.1374157938803022
Average 8-cell embryo(RPKM)	8-cell	0.01766950243958779	1.0378819736782279	1.15312554046792	0.9968380791678295	0.3713030857395297	1.5159356225798324	1.3332444916541257	1.0002027543758507	0.5385205450677273
Average Morulae(RPKM)	morula	0.6733544965625075	1.0216820197221235	1.3370823235006268	0.9157956480558304	0.5693265375516369	0.8667106569947591	0.9628194409102435	0.8946829096209032	0.9026737462233616
Morulae #1 -Cell#1(RPKM)	morula	0.3485922481111103	0.3631148211887597	0.9483976838764496	0.6224325791959803	0.0680943649719597	0.9791898616177118	1.0912258832388964	0.9172432358222532	-0.6975029159811272
Morulae #1 -Cell#2(RPKM)	morula	0.4490350477273971	0.9252206351450981	1.2791608132907648	0.7171285128448055	0.5967919369543856	0.890811471430268	0.8931634766715147	0.7592185683441541	-0.010824012090083227
Morulae #1 -Cell#3(RPKM)	morula	0.30457330595707144	-0.19128407817597665	0.35466489130085715	0.6022194713387495	-1.1370664750110717	-0.4486490352218829	-0.3968953335507243	-1.1669525527369282	-0.7607128186950439
Morulae #1 -Cell#4(RPKM)	morula	0.016486341040853544	-0.6575878662891852	1.384115580884436	0.6705118850283089	0.229618410128062	1.1050040916304307	1.1200064644666445	0.8684646205822554	0.6543900223870512
Morulae #1 -Cell#5(RPKM)	morula	0.492485690430342	0.9415378007074499	1.092033697864133	0.5129323049591676	0.6343253958134809	0.9177218285508242	0.7980119520567538	0.5134511417001231	0.7341428395855606
Morulae #1 -Cell#6(RPKM)	morula	0.6097860838701032	1.0207096076069475	0.4204637497353473	0.8164120306783931	0.6178744564439053	0.9732649342772064	0.8789035086785694	0.8801498153168255	0.6044002327131834
Morulae #1 -Cell#7(RPKM)	morula	0.6415231235048767	0.772263253751848	0.9550455218478436	1.165992812017378	0.6391274858655454	0.9435360677547251	0.8124956286172975	0.79224931475307	1.269319488618103
Morulae #1 -Cell#8(RPKM)	morula	-0.7109559817324069	-0.3679420221324195	0.9982158150783866	0.606562825010407	-1.2148769601691987	-0.7388541118257678	-0.6526819193127724	-1.1913137716744957	-0.7607128186950439
Morulae #2 -Cell#1(RPKM)	morula	1.0066784123989239	1.2362173117535145	1.0739775567785614	0.6813523524858968	0.6057417073366216	0.521055975367668	1.041499980953193	0.7521030971264884	1.1597274479331832
Morulae #2 -Cell#2(RPKM)	morula	1.1585766833828162	1.19824629067889	1.8145876958764586	1.1869216676225731	0.5359636008603698	0.7593327163991305	0.9118763715320636	0.8460581467984302	0.3281272698595406
Morulae #2 -Cell#3(RPKM)	morula	0.8511920362184725	1.3006442653963564	1.3222444165332536	0.9043666879609427	0.6957119543683071	0.42191500679894833	1.0654000356959648	1.2100476019184638	1.3047891899064517
Morulae #2 -Cell#4(RPKM)	morula	0.6618644522368602	1.203855141135263	1.5125569845799804	0.7695842137812808	0.9087945115027994	0.6353680930338427	0.9405360793506035	0.9983750999281193	1.3137752951718782
Morulae #2 -Cell#5(RPKM)	morula	0.8350071065913358	0.39390087035014104	1.5653124865018104	1.2962970163448437	0.5897716527361355	0.28260777506788226	1.0360025116582052	0.508171217350879	1.482202929957907
Morulae #2 -Cell#6(RPKM)	morula	0.6302412846381483	1.5206028620344543	1.5645828960693624	0.36824586879532406	0.8357333099829463	0.7684036407209348	1.0797857625592902	1.223072165024568	0.8385167249490715
Morulae #2 -Cell#7(RPKM)	morula	0.8478302902177502	1.3844085575203877	1.7098269500540415	1.0617506322676546	0.6302498803535079	1.3277883593322755	1.178620064967659	1.258744338391268	1.2731084596698543
Morulae #2 -Cell#8(RPKM)	morula	0.7417481275813533	1.127117947583444	1.455362865260001	1.3563051465871894	0.6863378755429476	1.0676403461467492	1.0725232046817559	1.266122411906036	0.47226817534734783
Average epiblast(RPKM)	blastocyst	1.611607906880719	1.7593737059602599	1.0722487369764735	1.2238123793177467	-0.33634156633797846	-0.9008480628258438	0.48254598412525435	0.5011280243036876	2.422295056111393
FC(epiblast/Primitive endoderm)	blastocyst	-1.732702368232504	-0.4311338834286981	0.09479676201738632	-0.284181006975249	-3.201753820061097	-0.9008480628258438	-0.34192691055617963	-0.9005948182341287	-0.27748995593912645
FC(epiblast/Trophectoderm)	blastocyst	-1.349694142407124	1.4869131569764127	1.551441872460436	-0.4799460437941431	-3.342880684974192	-0.8383226018730424	0.7782106323512792	-1.1504200975563328	1.7113501512061136
